Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,stage1_passthrough,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,hash_component,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,typo_similarity,typo_min_score_used,typo_decision_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt
Assam,assam.census.gov.in,https://uatdco.census.org,dns_twist_census.xlsx,68.1818,Medium,0.0,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://uatdco.census.org/,,,,68.1818,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uatdco.census.org,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4688,34,0.4844,33,0.7188,18,True,False,False,1,False,False,True,True,False,False,False,False,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.org.png,,
Karnataka,karnataka.census.gov.in,https://karnataka.census.gov.in,dns_twist_census.xlsx,86.3636,High,18.1818,strong_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity|hash_bypass,lexical,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,fetched,available,,,https://karnataka.census.gov.in/,,,,86.3636,30.0,20.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,karnataka.census.gov.in,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4688,34,1.0,-1,1.0,-1,True,True,False,2,False,False,True,True,False,True,False,True,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.gov.in.png,home | census of karnataka,"home | census of karnataka  header | census of karnataka data &
            resource population finder find data on your village, sub-district, district (census 2011)  census table  2011, 2001 & 1991 census tables available in excel format  digital library a searchable catalog of materials related to the current and past censuses census questions census questions (1872-2011)  gazette notifications census and npr visualizations a collection of reproducible and openly accessible charts and maps  m"
Assam,assam.census.gov.in,https://karnataka.census.org,dns_twist_census.xlsx,68.1818,Medium,0.0,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://karnataka.census.org/,,,,68.1818,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,karnataka.census.org,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4688,34,0.5469,29,0.7188,18,True,False,False,1,False,False,True,True,False,False,False,False,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.org.png,,
Maharashtra,maharashtra.census.gov.in,https://maharashtra.census.gov.in,dns_twist_census.xlsx,86.3636,High,18.1818,strong_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity|hash_bypass,lexical,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,fetched,available,,,https://maharashtra.census.gov.in/,,,,86.3636,30.0,20.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,maharashtra.census.gov.in,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.5,32,1.0,-1,1.0,-1,True,True,False,2,False,False,True,True,False,True,False,True,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.gov.in.png,मुख्य पृष्ठ | government of india,"मुख्य पृष्ठ | government of india डेटा और संसाधन जनसंख्या खोजक अपने गांव, उप-जिला, जिले पर डेटा प्राप्त करें (जनगणना 2011) जनगणना तालिका एक्सेल प्रारूप में उपलब्ध 2011, 2001 और 1991 की जनगणना तालिकाओं की सूची डिजिटल लाइब्रेरी वर्तमान और पिछली जनगणनाओं से संबंधित सामग्रियों की एक खोज योग्य सूची जनगणना प्रश्नावली जनगणना वर्ष (1872-2011)  राजपत्र अधिसूचना जनगणना और एनपीआर दृश्यावलोकन प्रतिलिपि प्रस्तुत करने योग्य और खुले तौर पर सुलभ चार्ट और मानचित्रों का संग्रह मृत्यु के कारण का चिकित्सा प्रमाणन र"
Assam,assam.census.gov.in,https://maharashtra.census.org,dns_twist_census.xlsx,68.1818,Medium,0.0,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://maharashtra.census.org/,,,,68.1818,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,maharashtra.census.org,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4688,34,0.5625,28,0.7188,18,True,False,False,1,False,False,True,True,False,False,False,False,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.org.png,,
Jharkhand,jharkhand.census.gov.in,https://jharkhand.census.gov.in,dns_twist_census.xlsx,86.3636,High,18.1818,strong_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity|hash_bypass,lexical,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,fetched,available,,,https://jharkhand.census.gov.in/,,,,86.3636,30.0,20.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jharkhand.census.gov.in,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4375,36,1.0,-1,1.0,-1,True,True,False,2,False,False,True,True,False,True,False,True,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.gov.in.png,directorate of census operations jharkhand,"directorate of census operations jharkhand  


 जनगणना कार्य निदेशालय, झारखण्ड


directorate of census operations, jharkhand



 megamenu  body जनगणना से जन कल्याण   | janganana se jan kalyan   | हमारी जनगणना हमारा भविष्य | our census - our future  |digital census |डिजिटल जनगणना welcome to 
directorate of census operations, jharkhand
 office of the registrar general & census commissioner of india,
 ministry of home affairs

 the office of the registrar general and census commissioner, india is a"
Assam,assam.census.gov.in,https://jharkhand.census.org,dns_twist_census.xlsx,68.1818,Medium,0.0,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://jharkhand.census.org/,,,,68.1818,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jharkhand.census.org,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4688,34,0.5938,26,0.7188,18,True,False,False,1,False,False,True,True,False,False,False,False,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.org.png,,
Odisha,odisha.census.gov.in,https://odisha.census.gov.in,dns_twist_census.xlsx,86.3636,High,18.1818,strong_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity|hash_bypass,lexical,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,fetched,available,,,https://odisha.census.gov.in/,,,,86.3636,30.0,20.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,odisha.census.gov.in,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.5625,28,1.0,-1,1.0,-1,True,True,False,2,False,False,True,True,False,True,False,True,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.gov.in.png,dco odisha,dco odisha beta version
Assam,assam.census.gov.in,https://odisha.census.org,dns_twist_census.xlsx,68.1818,Medium,0.0,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://odisha.census.org/,,,,68.1818,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,odisha.census.org,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4688,34,0.5312,30,0.7188,18,True,False,False,1,False,False,True,True,False,False,False,False,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.org.png,,
MP,mp.census.gov.in,https://mp.census.gov.in,dns_twist_census.xlsx,86.3636,High,18.1818,strong_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity|hash_bypass,lexical,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,fetched,available,,,https://mp.census.gov.in/,,,,86.3636,30.0,20.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,mp.census.gov.in,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.5,32,1.0,-1,1.0,-1,True,True,False,1,False,False,True,True,False,True,False,True,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.gov.in.png,"directorate of census operations, madhya pradesh","directorate of census operations, madhya pradesh   जनगणना कार्य निदेशालय, मध्यप्रदेश  directorate of census operations, madhya pradesh हिंदी संस्करण  english version"
Assam,assam.census.gov.in,https://mp.census.org,dns_twist_census.xlsx,68.1818,Medium,0.0,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Assam,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://mp.census.org/,,,,68.1818,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,mp.census.org,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.4688,34,0.5469,29,0.7188,18,True,False,False,1,False,False,True,True,False,False,False,False,False,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\census.org.png,,
Assam,assam.census.gov.in,https://rajasthan.census.cn,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://rajasthan.census.cn/ | Call log: - navigating to ""https://rajasthan.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,rajasthan.census.cn,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://rajasthan.census.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://rajasthan.census.com/ | Call log: - navigating to ""https://rajasthan.census.com/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,rajasthan.census.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://rajasthan.census.info,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://rajasthan.census.info/ | Call log: - navigating to ""https://rajasthan.census.info/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,rajasthan.census.info,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Assam,assam.census.gov.in,https://rajasthan.census.co,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,Assam,True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://rajasthan.census.co/ | Call log: - navigating to ""https://rajasthan.census.co/"", waiting until ""domcontentloaded""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,rajasthan.census.co,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,https://dc.crsorgi.com,dns_twist_census.xlsx,0.0,Low,0.0,weak_evidence,1.0,0.0,0.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity,stage1_passthrough,True,failed_fetch_strict_lexical_suspected,,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,failed_fetch_strict_lexical_suspected,failed_fetch_strict_lexical_suspected,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://dc.crsorgi.com/"", waiting until ""commit""",about:blank,,,,0.0,30.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,dc.crsorgi.com,,0,True,lexical_hit,1.0,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
