Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
ICICI Bank,icicibank.com,icicibankbif.com
State Bank of India (SBI),onlinesbi.sbi,onlinejob24.ru
State Bank of India (SBI),sbi.co.in,sbio.net
HDFC Bank,hdfc.com,hqsd5fch.bond
Punjab National Bank (PNB),netpnb.com,way.net.ru
State Bank of India (SBI),sbi.co.in,sabika.net
Punjab National Bank (PNB),pnbindia.in,bnbindia.org
Airtel,airtel.in,airlet.co
Airtel,airtel.in,airstyle.uno
State Bank of India (SBI),yonobusiness.sbi,youthbusiness.shop
Punjab National Bank (PNB),netpnb.com,netphoneburner.com
Airtel,airtel.in,aireg.pro
State Bank of India (SBI),onlinesbi.sbi,onlinewebsoft.com
ICICI Bank,icicicareers.com,aicscareers.com
State Bank of India (SBI),onlinesbi.sbi,onlinewebstat.com
State Bank of India (SBI),onlinesbi.sbi,online2025sabong.com
State Bank of India (SBI),sbilife.co.in,smiliface.net
State Bank of India (SBI),sbi.co.in,swbidp.com
State Bank of India (SBI),sbilife.co.in,sheqilife.com
State Bank of India (SBI),onlinesbi.sbi,onlineparadigm.com
State Bank of India (SBI),onlinesbi.sbi,onlinetvservice247.site
Airtel,airtel.in,air.cafe
State Bank of India (SBI),onlinesbi.sbi,onlineradiobox.pl
State Bank of India (SBI),onlinesbi.sbi,onlinevisionweb.com
State Bank of India (SBI),onlinesbi.sbi,onlinebudapest.com
State Bank of India (SBI),sbiepay.sbi,smitepay.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irc.lol
State Bank of India (SBI),sbi.co.in,sabith.in
State Bank of India (SBI),onlinesbi.sbi,onlinecaptain.cloud
ICICI Bank,icicicareers.com,icicidirect.xyz
State Bank of India (SBI),sbi.co.in,sbjriq.info
Airtel,airtel.in,airtonlima.com.br
State Bank of India (SBI),onlinesbi.sbi,onlinesolarindo.com
State Bank of India (SBI),onlinesbi.sbi,online-3dspay.shop
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crsforge.com
State Bank of India (SBI),onlinesbi.sbi,online-smart.com
State Bank of India (SBI),onlinesbi.sbi,onlineava.com
State Bank of India (SBI),onlinesbi.sbi,onlinednb.com
State Bank of India (SBI),onlinesbi.sbi,onlinebetalning1992.com
State Bank of India (SBI),sbiepay.sbi,sipays.com
State Bank of India (SBI),onlinesbi.sbi,onlinecasinosawsdk.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crestoria.in
State Bank of India (SBI),sbi.co.in,subciz.org.zm
Airtel,airtel.in,ate.lat
State Bank of India (SBI),onlinesbi.sbi,onlinewebsitetool.com
State Bank of India (SBI),sbi.co.in,sbicapex.com
State Bank of India (SBI),yonobusiness.sbi,yono.bzh
Punjab National Bank (PNB),netpnb.com,netplanttree.org
Bank of Baroda (BoB),bobibanking.com,boini.shop
State Bank of India (SBI),sbi.co.in,sdbi60.com
ICICI Bank,icicidirect.com,iciciprulife.xyz
State Bank of India (SBI),onlinesbi.sbi,onlineras.com
State Bank of India (SBI),onlinesbi.sbi,onlinelisansim.com
State Bank of India (SBI),sbilife.co.in,ilife.kz
State Bank of India (SBI),onlinesbi.sbi,onlinefunsky.com
Airtel,airtel.in,aiteller.app
Bank of Baroda (BoB),bankofbaroda.in,bankofamerica5.com
State Bank of India (SBI),onlinesbi.sbi,onlinehustle.site
Punjab National Bank (PNB),netpnb.com,ntp.email
State Bank of India (SBI),onlinesbi.sbi,onlinewellness.info
Indian Oil Corporation Limited (IOCL),iocl.com,igc1.vip
State Bank of India (SBI),onlinesbi.sbi,onlineignite.com
Punjab National Bank (PNB),netpnb.com,nextspendbase.com
State Bank of India (SBI),onlinesbi.sbi,onlinetestimonies.com
State Bank of India (SBI),onlinesbi.sbi,onlinedatings.net
State Bank of India (SBI),sbicard.com,esimcard.uz
State Bank of India (SBI),sbicard.com,sicabd.com
State Bank of India (SBI),onlinesbi.sbi,online-slots-casino-uk.com
State Bank of India (SBI),onlinesbi.sbi,onlinejokercasino.website
State Bank of India (SBI),onlinesbi.sbi,onlineplayboyservice.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crushorg.com
State Bank of India (SBI),onlinesbi.sbi,onlinecasino-de.site
Punjab National Bank (PNB),netpnb.com,netvpn.xyz
State Bank of India (SBI),sbi.co.in,sbti2q.info
State Bank of India (SBI),sbi.co.in,sbaipo.com
Indian Oil Corporation Limited (IOCL),iocl.com,iocl.online
Airtel,airtel.in,artelo.top
Airtel,airtel.in,airatesmy.com
State Bank of India (SBI),onlinesbi.sbi,onlineindex.dk
State Bank of India (SBI),onlinesbi.sbi,online-assistant.biz
HDFC Bank,hdfc.com,hdfcloanservies.in
Airtel,airtel.in,airhunter.org
State Bank of India (SBI),onlinesbi.sbi,onlineconsulta.org
Airtel,airtel.in,airtokenblockchain.com
Bank of Baroda (BoB),bankofbaroda.in,bank-boa.org
State Bank of India (SBI),onlinesbi.sbi,onlinegods.icu
State Bank of India (SBI),onlinesbi.sbi,onlinebanzaiinvitation.com
State Bank of India (SBI),onlinesbi.sbi,online-glory-casino-bd.com
State Bank of India (SBI),sbi.co.in,sdbill.store
State Bank of India (SBI),sbi.co.in,submit.agency
State Bank of India (SBI),onlinesbi.sbi,onlinebanzaiinvite.com
Airtel,airtel.in,airporticeland.com
State Bank of India (SBI),onlinesbi.sbi,olivebi.com
National Informatics Centre (NIC),accounts.mgovcloud.in,govftpcloud.com
State Bank of India (SBI),onlinesbi.sbi,online-games.pics
National Informatics Centre (NIC),accounts.mgovcloud.in,goc10.ai
State Bank of India (SBI),onlinesbi.sbi,onlinesorteos.net
Indian Oil Corporation Limited (IOCL),iocl.com,dinocle.link
State Bank of India (SBI),onlinesbi.sbi,onlinebank.news
State Bank of India (SBI),onlinesbi.sbi,online-casino-ideal.online
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crsorgigovt.xyz
State Bank of India (SBI),onlinesbi.sbi,online-casinopolis.com.pl
State Bank of India (SBI),sbi.co.in,shbhiy.com
State Bank of India (SBI),onlinesbi.sbi,onlinedruk.dk
State Bank of India (SBI),onlinesbi.sbi,onlineadvoc8se.org
Airtel,airtel.in,airatelier.shop
Airtel,airtel.in,aiintel.ca
State Bank of India (SBI),onlinesbi.sbi,onlineblogit.com
Punjab National Bank (PNB),pnbindia.in,panindias.com
State Bank of India (SBI),sbi.co.in,sbaio.com
State Bank of India (SBI),onlinesbi.sbi,onlineads.site
Punjab National Bank (PNB),netpnb.com,netns.io
State Bank of India (SBI),onlinesbi.sbi,online-jup.com
HDFC Bank,hdfc.com,hfdbc.buzz
Punjab National Bank (PNB),netpnb.com,fastfix.net.ru
Airtel,airtel.in,albite1.shop
Punjab National Bank (PNB),pnbindia.in,pnidnat.bond
State Bank of India (SBI),sbi.co.in,5bim15r.bond
State Bank of India (SBI),onlinesbi.sbi,online-cic-ch.com
National Informatics Centre (NIC),accounts.mgovcloud.in,rovacloud.com
State Bank of India (SBI),onlinesbi.sbi,onlineups.info
Airtel,airtel.in,airtm.cfd
Punjab National Bank (PNB),netpnb.com,netpy.xyz
State Bank of India (SBI),onlinesbi.sbi,online-sale.site
State Bank of India (SBI),onlinesbi.sbi,online-gb.com
State Bank of India (SBI),sbi.co.in,sembii.site
State Bank of India (SBI),onlinesbi.sbi,onlineclickshop.online
State Bank of India (SBI),onlinesbi.sbi,onlinepusoy.com
Indian Oil Corporation Limited (IOCL),iocl.com,idoc.com.my
State Bank of India (SBI),onlinesbi.sbi,onlinemza.uno
State Bank of India (SBI),sbi.co.in,stbuir.shop
Airtel,airtel.in,airlinetax.com
State Bank of India (SBI),onlinesbi.sbi,onlinebewerten.org
HDFC Bank,hdfc.com,hdcl.xyz
Bank of Baroda (BoB),bankofbaroda.in,banka.cfd
State Bank of India (SBI),yonobusiness.sbi,enjoybusiness.net
State Bank of India (SBI),sbi.co.in,stbbi8.info
Airtel,airtel.in,aisortie.com
Airtel,airtel.in,airwheel.vn
Airtel,airtel.in,airtridee.cloud
State Bank of India (SBI),onlinesbi.sbi,onlineupsc.com
State Bank of India (SBI),sbi.co.in,sbhidq.info
Indian Oil Corporation Limited (IOCL),iocl.com,iocochlea.site
State Bank of India (SBI),onlinesbi.sbi,onlinestatebank.com
HDFC Bank,hdfc.com,hodc.co.in
State Bank of India (SBI),sbilife.co.in,sbifinera.com
Bank of Baroda (BoB),bankofbaroda.in,bankofeuropa.com
State Bank of India (SBI),onlinesbi.sbi,onlinemoviez.com
Bank of Baroda (BoB),bankofbaroda.in,bankcoai.com
State Bank of India (SBI),sbiepay.sbi,skiepa.com
State Bank of India (SBI),onlinesbi.sbi,onlinewithadri.com
State Bank of India (SBI),onlinesbi.sbi,0nlineinfo-09.us
Airtel,airtel.in,airklt.com
State Bank of India (SBI),onlinesbi.sbi,online-dms.com
State Bank of India (SBI),onlinesbi.sbi,onlinebanking4bmo.com
State Bank of India (SBI),onlinesbi.sbi,onlinegaminghq.store
Airtel,airtel.in,airtechnology.ly
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irqmtc.sbs
State Bank of India (SBI),onlinesbi.sbi,online-yepcasino.be
Airtel,airtel.in,airthlabs.com
Punjab National Bank (PNB),netpnb.com,deep.net.ru
State Bank of India (SBI),onlinesbi.sbi,online-casino-london.co.uk
Airtel,airtel.in,airetales.com
State Bank of India (SBI),onlinesbi.sbi,onlinecoaching.app
National Informatics Centre (NIC),accounts.mgovcloud.in,mio-cloud.net
State Bank of India (SBI),sbi.co.in,sbilv.com
State Bank of India (SBI),onlinesbi.sbi,onlineslotsukcasino-uk.com
Indian Oil Corporation Limited (IOCL),iocl.com,ic81.top
State Bank of India (SBI),onlinesbi.sbi,onlinewellness.shop
State Bank of India (SBI),sbilife.co.in,silitsafe.shop
HDFC Bank,hdfc.com,hvdc.tech
State Bank of India (SBI),onlinesbi.sbi,onlinejobsalert.com
State Bank of India (SBI),onlinesbi.sbi,onlineglass.store
Airtel,airtel.in,aielx.cc
Airtel,airtel.in,ariel.dog
State Bank of India (SBI),onlinesbi.sbi,online-app.digital
Punjab National Bank (PNB),netpnb.com,netionbd.com
State Bank of India (SBI),sbi.co.in,500biz.icu
State Bank of India (SBI),onlinesbi.sbi,onlinecasinoewallets.com
State Bank of India (SBI),sbi.co.in,5kbij.top
State Bank of India (SBI),onlinesbi.sbi,onlinedatabase4u.com
Punjab National Bank (PNB),netpnb.com,n3tnt.top
State Bank of India (SBI),onlinesbi.sbi,onlinernews.com
Airtel,airtel.in,airthreads.ai
State Bank of India (SBI),onlinesbi.sbi,onlinercf.top
State Bank of India (SBI),sbi.co.in,sbp-id.ru
State Bank of India (SBI),sbi.co.in,sbilife.info
State Bank of India (SBI),sbi.co.in,sbircno.bond
State Bank of India (SBI),onlinesbi.sbi,onlineozel.sbs
State Bank of India (SBI),onlinesbi.sbi,onlinepublicnotice.com
National Informatics Centre (NIC),accounts.mgovcloud.in,mgocl.me
Airtel,airtel.in,aiothelp.co.uk
State Bank of India (SBI),sbicard.com,ssciard.me
State Bank of India (SBI),onlinesbi.sbi,onl23s.info
HDFC Bank,hdfcergo.com,hdfghrf630.vip
State Bank of India (SBI),sbi.co.in,sbivr.com
State Bank of India (SBI),sbilife.co.in,simolife.xyz
State Bank of India (SBI),onlinesbi.sbi,onlinestore.cruises
Bank of Baroda (BoB),bankofbaroda.in,banker.lat
State Bank of India (SBI),sbi.co.in,sbiuled.com
Indian Oil Corporation Limited (IOCL),iocl.com,icl.solutions
Bank of Baroda (BoB),bankofbaroda.in,bankaka.shop
State Bank of India (SBI),onlinesbi.sbi,onlineclad.com
State Bank of India (SBI),yonobusiness.sbi,nplbusiness.in
State Bank of India (SBI),onlinesbi.sbi,onlinebankingusa.sbs
State Bank of India (SBI),onlinesbi.sbi,onlineav.org
State Bank of India (SBI),onlinesbi.sbi,0nlin3.com
State Bank of India (SBI),onlinesbi.sbi,onlinebanzaiinvites.com
State Bank of India (SBI),onlinesbi.sbi,onlinesaleswizard.online
State Bank of India (SBI),onlinesbi.sbi,onlinespeakingenglish.com
State Bank of India (SBI),onlinesbi.sbi,onlinecasino-yep.cl
State Bank of India (SBI),onlinesbi.sbi,online-grd.xyz
Punjab National Bank (PNB),pnbindia.in,pnbit.com
State Bank of India (SBI),onlinesbi.sbi,onlineservico.com
State Bank of India (SBI),onlinesbi.sbi,onlinzaim.online
State Bank of India (SBI),sbicard.com,scared.xyz
State Bank of India (SBI),onlinesbi.sbi,onlinebusinessaufbauen.net
Airtel,airtel.in,airtimeplaza.com
Bank of Baroda (BoB),bankofbaroda.in,banabda.web.id
State Bank of India (SBI),onlinesbi.sbi,onlinepusoydos.com
Bank of Baroda (BoB),bankofbaroda.in,bank-boa.com
State Bank of India (SBI),sbi.co.in,sebiv.xyz
State Bank of India (SBI),sbi.co.in,5pbiqa.bond
State Bank of India (SBI),onlinesbi.sbi,onlinema3c.com
State Bank of India (SBI),onlinesbi.sbi,onlinedairebasvurusu.org
HDFC Bank,hdfcergo.com,hfdego.com
State Bank of India (SBI),onlinesbi.sbi,onlinekaufbestaetigung.info
Airtel,airtel.in,airportkeflavik.com
State Bank of India (SBI),sbilife.co.in,biz-life.club
State Bank of India (SBI),onlinesbi.sbi,onlinedoc.online
State Bank of India (SBI),onlinesbi.sbi,onlinebusinesscreation.com
National Informatics Centre (NIC),accounts.mgovcloud.in,moducloud.net
Airtel,airtel.in,airterminal.one
State Bank of India (SBI),onlinesbi.sbi,onlinememorial.site
Punjab National Bank (PNB),netpnb.com,n3n.us
State Bank of India (SBI),sbi.co.in,sbiuage.com
State Bank of India (SBI),onlinesbi.sbi,onlinejobsrecruiting.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crsorrb.bond
State Bank of India (SBI),sbi.co.in,5cbinc.sbs
Bank of Baroda (BoB),bankofbaroda.in,bankofindiabank.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crysetoria.com
State Bank of India (SBI),sbi.co.in,sbiz.club
State Bank of India (SBI),onlinesbi.sbi,onlisociol.online
Airtel,airtel.in,aire.zone
State Bank of India (SBI),sbi.co.in,sabrin.blog
State Bank of India (SBI),onlinesbi.sbi,onlinezimbrasupportteam.com
State Bank of India (SBI),sbi.co.in,sbigrz.com
HDFC Bank,hdfcbank.com,hdfcbank.vip
HDFC Bank,hdfc.com,hfc.wang
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,critic.chat
State Bank of India (SBI),sbi.co.in,stabie.org
State Bank of India (SBI),onlinesbi.sbi,onlinejaasseansi.com
State Bank of India (SBI),onlinesbi.sbi,onlinewp.store
State Bank of India (SBI),onlinesbi.sbi,onlineausserv.org
State Bank of India (SBI),onlinesbi.sbi,online-viewly.xyz
Airtel,airtel.in,airtox.online
State Bank of India (SBI),onlinesbi.sbi,onlinesquencer.net
Airtel,airtel.in,airoute.app
State Bank of India (SBI),onlinesbi.sbi,onlineapp.cloud
National Informatics Centre (NIC),accounts.mgovcloud.in,xxmovscloud.com
State Bank of India (SBI),sbi.co.in,sbptiu.info
State Bank of India (SBI),onlinesbi.sbi,online-web-kaiyunapp.com
Bank of Baroda (BoB),bankofbaroda.in,bankonoc.net
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irtoc.com
State Bank of India (SBI),sbilife.co.in,simplifae.store
State Bank of India (SBI),sbi.co.in,sabic.cam
State Bank of India (SBI),onlinesbi.sbi,onlinehomie.in
State Bank of India (SBI),sbilife.co.in,symbio4life.org
State Bank of India (SBI),onlinesbi.sbi,online-serials.fun
State Bank of India (SBI),onlinesbi.sbi,online-ekspertiz.com
State Bank of India (SBI),sbi.co.in,sbi-lab.info
Airtel,airtel.in,art.codes
Indian Oil Corporation Limited (IOCL),iocl.com,ioca.ch
Indian Oil Corporation Limited (IOCL),iocl.com,ironclad.one
State Bank of India (SBI),sbi.co.in,gsbi6.top
State Bank of India (SBI),sbicard.com,symbicarb.com
Punjab National Bank (PNB),netpnb.com,nextspin.click
State Bank of India (SBI),sbicard.com,scards.fun
National Informatics Centre (NIC),accounts.mgovcloud.in,mooncloud.com
National Informatics Centre (NIC),accounts.mgovcloud.in,moviecloud.co.uk
State Bank of India (SBI),sbicard.com,bitcard.one
State Bank of India (SBI),sbiepay.sbi,silentpay.cash
Airtel,airtel.in,airstage.online
State Bank of India (SBI),onlinesbi.sbi,onlinecasinotongits.com
State Bank of India (SBI),sbiepay.sbi,sepia.ngo
Airtel,airtel.in,airaatradelinks.com
Airtel,airtel.in,airedge1.com
Airtel,airtel.in,airobots1.com
Punjab National Bank (PNB),netpnb.com,netprobkam.top
State Bank of India (SBI),onlinesbi.sbi,onlineseer.xyz
State Bank of India (SBI),onlinesbi.sbi,online-hilfe.com
State Bank of India (SBI),onlinesbi.sbi,onlinevillam.com
State Bank of India (SBI),sbi.co.in,5aebia.sbs
State Bank of India (SBI),sbi.co.in,sbrfid.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,corgi.company
Airtel,airtel.in,airtonet.net
HDFC Bank,hdfclife.com,hdfm13.top
State Bank of India (SBI),onlinesbi.sbi,online88e.com
State Bank of India (SBI),onlinesbi.sbi,onlineinstaperf.com
State Bank of India (SBI),onlinesbi.sbi,onlinemoviez.online
Airtel,airtel.in,airtridee.com
State Bank of India (SBI),onlinesbi.sbi,online-cn.net
State Bank of India (SBI),onlinesbi.sbi,onlineincomebook.com
State Bank of India (SBI),onlinesbi.sbi,online-task.xyz
Airtel,airtel.in,arqintel.net
HDFC Bank,hdfc.com,h4df.com
Airtel,airtel.in,agirela.immo
HDFC Bank,hdfc.com,h3dc.com
State Bank of India (SBI),onlinesbi.sbi,onlinepich.lat
State Bank of India (SBI),onlinesbi.sbi,onlinespeak.ru
HDFC Bank,hdfclife.com,hdfilme.lat
State Bank of India (SBI),onlinesbi.sbi,online-wep-web.today
Punjab National Bank (PNB),netpnb.com,qr.net.ru
Airtel,airtel.in,airtekpro.pl
State Bank of India (SBI),onlinesbi.sbi,onlinetamir24.com
State Bank of India (SBI),sbilife.co.in,smiliface.store
State Bank of India (SBI),onlinesbi.sbi,onlinesakhi.com
State Bank of India (SBI),sbi.co.in,swbio.cfd
State Bank of India (SBI),sbi.co.in,sbimn.com
Indian Oil Corporation Limited (IOCL),iocl.com,bioclc.com
State Bank of India (SBI),sbiepay.sbi,sbianpees.online
National Informatics Centre (NIC),accounts.mgovcloud.in,cdmocloud.com
State Bank of India (SBI),sbi.co.in,sb0iuv.bond
Indian Oil Corporation Limited (IOCL),iocl.com,ijocol6o.bond
Indian Oil Corporation Limited (IOCL),iocl.com,i0chl.info
State Bank of India (SBI),sbilife.co.in,soillife.in
State Bank of India (SBI),yonobusiness.sbi,youthinbusiness.online
Airtel,airtel.in,airy-trek.com
State Bank of India (SBI),onlinesbi.sbi,onlinecontas.com
Airtel,airtel.in,kartel.digital
State Bank of India (SBI),sbi.co.in,shobia.shop
State Bank of India (SBI),onlinesbi.sbi,onlineservicesreports.com
Bank of Baroda (BoB),bankofbaroda.in,banked.beer
State Bank of India (SBI),onlinesbi.sbi,onlineempires.biz
Indian Oil Corporation Limited (IOCL),iocl.com,idoc.online
Indian Oil Corporation Limited (IOCL),iocl.com,infoclub.ru
State Bank of India (SBI),onlinesbi.sbi,onlinecashflow.site
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irchet.ru
State Bank of India (SBI),onlinesbi.sbi,onlinebaniya.in
State Bank of India (SBI),sbi.co.in,sanbif.org
State Bank of India (SBI),sbi.co.in,zsbi.top
Airtel,airtel.in,aiotel.store
State Bank of India (SBI),onlinesbi.sbi,onlinecoins.info
State Bank of India (SBI),onlinesbi.sbi,online-kazina.rs
Airtel,airtel.in,airelius.info
State Bank of India (SBI),onlinesbi.sbi,onlineslotmm.com
Airtel,airtel.in,airwheel.com.vn
State Bank of India (SBI),onlinesbi.sbi,onlineglass.shop
Bank of Baroda (BoB),bankofbaroda.in,bankoadd.website
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,rctec.me
Airtel,airtel.in,albirel.com
HDFC Bank,hdfcergo.com,hdfcergorenewpolicysinsurances.in
