Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors,asn,asn_org,country,region,city
Airtel,airtel.in,52.20.84.62,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.095795255000934,3.095795255000934,1,1,64,Let's Encrypt,http://arratel.com,Fulkd DopcJlc,116.68995225694444,"[[254, 254, 254], [30, 30, 30], [130, 130, 130]]",-1.0,83070707070f1fff,-1,True,http://arratel.com/favicon.ico,-1,,[],14618.0,AMAZON-AES,US,Virginia,Ashburn
State Bank of India (SBI),yonobusiness.sbi,,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.4056390622295662,3.4056390622295662,0,0,-1,,joolbusiness.com,Fulkd DCr Jlo bolbuurazcor,145.98651475694444,"[[254, 254, 254], [83, 83, 83], [203, 203, 203]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],,,,,
State Bank of India (SBI),sbi.co.in,156.226.38.84,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.1219280948873624,3.1219280948873624,0,0,-1,,https://snbing.com,Fulkd DCr Jlo Inurcon,122.17784288194444,"[[254, 254, 254], [36, 36, 36], [121, 121, 121]]",-1.0,83070707070f1fff,-1,False,,-1,,[],135097.0,LUOGELANG FRANCE LIMITED,HK,,
State Bank of India (SBI),onlinesbi.sbi,3.33.251.168,25,1,False,4,0,2,0,0,0,0,0,0,0,17,0,False,0,0,0.0,0,False,False,0,False,False,False,3.616874605956223,3.616874605956223,0,0,-1,,onlinemediator.us,Fulkd DopcJlc,152.43858506944446,"[[254, 254, 254], [30, 30, 30], [157, 157, 157]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
State Bank of India (SBI),onlinesbi.sbi,,22,1,False,4,0,2,0,0,0,0,0,0,0,14,0,False,0,0,0.0,0,False,False,0,False,False,False,3.1820058147602133,3.1820058147602133,0,0,-1,,onlinegyno.app,Fulkdbcr Jla onling) nobpe,139.5773502604167,"[[254, 254, 254], [148, 148, 148], [30, 30, 30]]",-1.0,87070707070f1f7f,-1,False,,-1,,[],,,,,
State Bank of India (SBI),onlinesbi.sbi,93.127.173.241,34,1,False,4,0,2,0,0,0,0,0,0,0,26,0,False,0,0,0.0,0,False,False,0,False,False,False,3.276610871654405,3.276610871654405,1,1,54,Let's Encrypt,https://onlinebusinesscourses.site,"Tedswoodworking Blog Hello world! Welcome t0 WordPress: This your first post Edit or celete iL; tnen start Jonuwy 1 2026 Tedswoodworking Blog Events About FAQs Pattcrns Authors Tnemes Tvent Mcni -Fec Designed withitacss wting"" Shop",770.3557593807551,"[[254, 254, 254], [61, 46, 49], [169, 169, 169]]",-1.0,9e3c170fc34707e1,-1,True,https://onlinebusinesscourses.site/favicon.ico,-1,,[],47583.0,Hostinger International Limited,IN,Maharashtra,Mumbai
State Bank of India (SBI),onlinesbi.sbi,172.67.143.228,34,1,False,4,0,2,0,0,0,0,0,0,0,26,0,False,0,0,0.0,0,False,False,0,False,False,False,3.5654483718208256,3.5654483718208256,1,1,54,Google Trust Services,onlinerestorationleads.com,Fulkdbcr Jla onlinalostbrikediccm,191.7344683159722,"[[254, 254, 254], [136, 136, 136], [30, 30, 30]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[],13335.0,CLOUDFLARENET,,,
State Bank of India (SBI),onlinesbi.sbi,141.94.102.188,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,2.9708400131019848,2.9708400131019848,1,1,54,Let's Encrypt,https://onlinegospel.online,"Online Gospel Sample Pagc Blog Hello world! Welcome t0 WordPress: This your first post Edit or celete iL; tnen start Junuivil_zo We respect your privacy Ccokieshe DUS Im Drove your experience; deivem personalizedcontent andanalze traific Youcan cnoose whicn cookies to allomov clickng Customize € ck Accept Ail[OconSeni Reject Alltoceclirenon Blog Events Essenlid CCOUCs About Customize Reject AlI Acceatam FAQs Pattcrns FOCCCA Ocoskuldmin Authors Tnemes Tvent Mcni -Fec Designed withitacss wting"" Shop",9701.13679788797,"[[254, 254, 254], [71, 80, 105], [174, 177, 179]]",-1.0,9ef0d00fc37f0721,-1,True,https://onlinegospel.online/favicon.ico,-1,,[],16276.0,OVH SAS,FR,,
Airtel,airtel.in,13.248.169.48,23,1,False,5,1,2,0,0,0,0,0,0,0,15,1,False,0,0,0.0,0,False,False,0,False,False,False,3.773557262275185,3.773557262275185,1,1,237,"GoDaddy.com, Inc.",https://airslate-hf.xyz,GoDaddy Excellent 4. 6 cutof 5 K Trustpilot The domain name Get this domain Own today tom 8499 and make It vcurs airslate-hf: XyZ is for salel airslate-nixy 5499 Next Need help? Give us 480_651-9741 Safe secure transucucns Fast CJsy transicrs Hassle free Daxments GoDaddy coprlaht 2026 Codert Cjetal 7C Compjri: LLC Riints Rerenco Co nolshar Fetton -omalon Rareealno,13492.370283108792,"[[253, 254, 253], [1, 17, 42], [137, 146, 149]]",-1.0,e2409d9f9e9de0c2,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
State Bank of India (SBI),onlinesbi.sbi,76.223.54.146,22,1,False,4,0,2,0,0,0,0,0,0,0,14,0,False,0,0,0.0,0,False,False,0,False,False,False,3.09306920777189,3.09306920777189,1,1,162,"GoDaddy.com, Inc.",https://onlineless.com,"GoDaddy Excellent 4.6 cutof 5 K Trustpilot The domain name Get this domain onlineless.com #Remivu Over FIED DOvAN Oxn today for S100,COO, select Lease is for salel Buy now USD $100,000 USD 52,167 Lease Unonih 1 ext Free Tansictor support secure fransacticns Fast 2a54 transiems Hassle free payments Secune Davmnents cuctengravallable cart ai cneckout Thc simplc_ and safc way domain namc No matier what kind domain Vouwvant buy = Mae make the transfer simple Need help? Give cJl 480 -651 9741 und *tc Here"" how Motks GoDaddy coprlaht 2020 GoDacJy Cperat ng Company LLC Riints Resenco Co nolsha pettonacomalor RicteSAlE4o; buY",10719.09444898451,"[[253, 253, 253], [2, 17, 42], [97, 139, 142]]",-1.0,b53434cacbcb98b4,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
National Informatics Centre (NIC),accounts.mgovcloud.in,162.255.119.129,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,2.8731406795131336,2.8731406795131336,0,0,-1,,mloncloud.com,Fulkdbcr Jlc Akrebudom,136.95123914930556,"[[254, 254, 254], [41, 41, 41], [120, 120, 120]]",-1.0,87070707070f1f7f,-1,False,,-1,,[],22612.0,NAMECHEAP-NET,US,,
State Bank of India (SBI),onlinesbi.sbi,76.223.54.146,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.321928094887362,3.321928094887362,1,1,162,"GoDaddy.com, Inc.",https://onlite.xyz,GoDaddy Excellent 4. 6 cutof 5 K Trustpilot The domain name Get this domain Own today for 5599 and make It vcurs onlite.xyz is for salel onlite *Z 5599 Next Need help? Give us 480_651-9741 Safe secure transucucns Fast CJsy transicrs Hassle free Daxments GoDaddy coprlaht 2026 Codert Cjetal 7C Compjri: LLC Riints Rerenco Co nolshar Fetton -omalon Rareealno,13457.841931659515,"[[253, 254, 253], [1, 17, 42], [137, 146, 149]]",-1.0,e2609d9f9e9de0c0,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
State Bank of India (SBI),onlinesbi.sbi,13.248.169.48,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,3.5766176449086653,3.5766176449086653,1,1,162,"GoDaddy.com, Inc.",https://onlinsastelinfo.xyz,GoDaddy Excellent 4.6 cutof 5 K Trustpilot The domain name Get this domain Dwn today for 5199 and make it Yours . onlinsastelinfo.xyz is for salel onlinsastelinto *T 5192 Het Need help? Give us call- 480-651-9741 Safe secure fransactcns ea54 transtets Hassle free payments GoDaddy Copiaht J0jo Goleci CacalnC Ccmpjn= LLC Rnt: Retnro @onatanaie 38ntoulitmal Deeetede,13499.996543235664,"[[254, 254, 254], [1, 17, 42], [124, 136, 138]]",-1.0,e240999f9e9de0e2,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
State Bank of India (SBI),onlinesbi.sbi,76.223.54.146,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.277613436819116,3.277613436819116,1,1,161,"GoDaddy.com, Inc.",https://onlime.shop,"GoDaddy Excellent 4.6 cutof 5 K Trustpilot The domain name Get this domain Onlime.shop #Remivu Over FIED DOvAN Oxn today for $1,450 lect Lease Own; is for salel Buy now USD 51.450 USD 5182 Lease (Nonth 1 ext Free Tansictor support secure fransacticns Fast 2a54 transiems Hassle free payments Secune Davmnents cuctengravallable cart ai cneckout Thc simplc_ and safc way domain namc No matier what kind domain Vouwvant buy = Mae make the transfer simple Need help? Give cJl 480 -651 9741 und *tc Here"" how Motks GoDaddy coprlaht 2020 GoDacJy Cperat ng Company LLC Riints Resenco Co nolsha pettonacomalor RicteSAlE4o; buY",10708.96104850338,"[[253, 253, 253], [2, 17, 42], [97, 139, 142]]",-1.0,b53434cacbcb8ab4,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
State Bank of India (SBI),onlinesbi.sbi,92.51.180.40,34,1,False,5,1,2,0,0,0,0,0,0,0,26,1,False,0,0,0.0,0,False,False,0,False,False,False,3.5616073922012146,3.5616073922012146,0,0,-1,,online-handelsregister.net,Fulkd DopcJlc -hunab'codelna,190.93491319444445,"[[254, 254, 254], [64, 64, 64], [155, 155, 155]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[],20773.0,Host Europe GmbH,DE,,
