Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors,asn,asn_org,country,region,city
State Bank of India (SBI),sbilife.co.in,192.0.78.25,24,2,False,5,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.375,3.375,1,1,63,Let's Encrypt,https://blisslife.com.mx,"BLISS DONDE LA NATURALEZA ELEVA EL LUJO Un estilo de vida exclusivo donde el mar la selvav laarquitectura de alto nivel se fusionan para crear espacios nicosen ka Rivera Mata EXPLORAR ORTaFoi private compound on the coast; The Shore invites you into an elegant contemporary space that is bright and airy by day, and intriguing by night; lit up with romantic; shimmering lights: Immerse yourself in luxurious and sophisticated lifestyle amidst the serene beauty ot Turks and Caicos, one of the world s most sought-after destinations Seaview & Deluxe Rooms Wake up StLEning vistasof the turquoise Caribbean wateTS Qur rooms provide a tranquil retreat complete with luxurious bedding contemporan; furnishings,and a private Explor Room' balcom"" [0 enjovthe me Smetizing ocean views BARS & RESTAURANT Enjoy cocktail at our stylish bar; Or Savol fine dining experience with backdrop of stunning ocean views: Bart ? Pennana Lounge by our crystal-clear pool, take a leisurely stroll along the powdery white sands_ or dive into the warm Caribbean waters Whether you seek tranquility or excitement; our and beach amenities cater t0 all vour desires. Shorespnt Discover pool",956.9895235485748,"[[138, 140, 145], [237, 234, 230], [47, 46, 42]]",-1.0,e29654da542f15b5,-1,False,,-1,,[],2635.0,AUTOMATTIC,US,California,San Francisco
State Bank of India (SBI),onlinesbi.sbi,145.223.124.250,29,1,False,4,0,2,0,0,0,0,0,0,0,21,0,False,0,0,0.0,0,False,False,0,False,False,False,3.386630971409058,3.386630971409058,1,1,66,Let's Encrypt,onlinecementbuying.in,Fulkdbcr Jlo onlineccnarrrunnain,174.7062348090278,"[[254, 254, 254], [128, 128, 128], [29, 29, 29]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[],47583.0,Hostinger International Limited,US,Massachusetts,Boston
State Bank of India (SBI),onlinesbi.sbi,157.90.33.73,28,1,False,5,1,2,0,0,0,0,0,0,0,20,1,False,0,0,0.0,0,False,False,0,False,False,False,3.584183719779189,3.584183719779189,1,1,80,Let's Encrypt,http://online-article.space,Fulkd DopcJlc,153.40968098958334,"[[254, 254, 254], [86, 86, 86], [199, 199, 199]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],24940.0,Hetzner Online GmbH,DE,Saxony,Falkenstein
Airtel,airtel.in,172.67.157.34,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0850551027564768,3.0850551027564768,1,1,76,Google Trust Services,araitogel.org,Fulkdbcr Jlc mhibxlco,124.35980034722222,"[[254, 254, 254], [35, 35, 35], [115, 115, 115]]",-1.0,87070707070f0fff,-1,False,,-1,,[],13335.0,CLOUDFLARENET,,,
Airtel,airtel.in,76.76.21.21,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,2.9219280948873623,2.9219280948873623,1,1,75,Let's Encrypt,airtext.in,Fulkdbcr Jlc Jilsuin,108.34955512152776,"[[254, 254, 254], [120, 120, 120], [30, 30, 30]]",-1.0,83070707070f1fff,-1,False,,-1,,[],16509.0,AMAZON-02,US,California,Walnut
State Bank of India (SBI),onlinesbi.sbi,,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,3.5766176449086657,3.5766176449086657,0,0,-1,,onlinealbum.website,Fulkd DopcJlc AEEIt,162.9062326388889,"[[254, 254, 254], [154, 154, 154], [46, 46, 46]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],,,,,
Airtel,airtel.in,,18,1,False,5,1,2,0,0,0,0,0,0,0,10,1,False,0,0,0.0,0,False,False,0,False,False,False,2.9219280948873623,2.9219280948873623,0,0,-1,,art-el.net,Fulkd DCr Jla altelnal,106.70132161458334,"[[254, 254, 254], [78, 78, 78], [207, 207, 207]]",-1.0,83070707070f1fff,-1,False,,-1,,[],,,,,
State Bank of India (SBI),onlinesbi.sbi,52.37.165.222,30,1,False,6,2,2,0,0,0,0,0,0,0,22,2,False,0,0,0.0,0,False,False,0,False,False,False,3.7544418457133455,3.7544418457133455,1,1,82,Let's Encrypt,https://online-casino-2026.top,"Nyyune Ka3HO OHJaMH 2026 AnA Pocchw CHT: peMTMHr py6neBbIMM Cyetamw PeMTwur TOM ohnaMH Ka3hHo 2026 Eooyc 50 000 Deto5oo FS Bo120 00 Peto4oo FS bnz IZIZiZIO MONRO 130 000 Pe+oa50 FS 110 000 Pet350 FS 5o95 000 P 38250_ IZIZizio 140 000 P + 500 FS E8oj85 OQOR zen200 FS Fo +25 00 ,exc400 FS '90 000 P4+ 250 FS )715 00o Re+350 {IGIZBO Eo,[ 00 000 Peto3oo FS 60o,95 OOOUR 4t 250 FS Jo 110 O00 P + 300 FS TOn Ka3hHo OhawH Poccww MrHOBeHHBIM BbIBOAOM Eo150 0o0 Bei 500 CHr 2026 Nyywne TON HOBbIX Ounawi Ka3mho 2026 Poccww M CHr 150 000 Pe+500 FS 120 000 Pe+400 FS ZIZiZio 130 O00 P + Fo 95 060.0 18250 FS Ton 2026 ~Do 150 000 P + 500 FS Jo 120 000 P + 400 FS 100 000 P nony'MTb 6ouyc nononheHV phntobaniota (USdT-TrC CHC NpoBawgepbl nonynapHbe CHr TypHwpbl M aKywm yoneb npwaaMW Ao 25%/ + Cpa Ta6nwu CHr Npor MetoAb",2747.1119573062065,"[[252, 251, 249], [197, 130, 44], [32, 38, 54]]",-1.0,a32348c85af8f5a7,-1,False,,-1,,[],16509.0,AMAZON-02,US,Oregon,Boardman
State Bank of India (SBI),onlinesbi.sbi,54.38.38.23,22,1,False,4,0,2,0,0,0,0,0,0,0,14,0,False,0,0,0.0,0,False,False,0,False,False,False,3.521640636343318,3.521640636343318,0,0,-1,,onlinecash.top,Fulkdbcr Jla onlineuh *0-,136.12677517361112,"[[254, 254, 254], [84, 84, 84], [198, 198, 198]]",-1.0,87070707070f1f7f,-1,False,,-1,,[],16276.0,OVH SAS,FR,,
State Bank of India (SBI),sbicard.com,95.163.244.135,17,1,False,4,0,2,0,0,0,0,0,0,0,9,0,False,0,0,0.0,0,False,False,0,False,False,False,3.169925001442312,3.169925001442312,1,1,75,Let's Encrypt,sincad.ru,Fulkd DCr Jlo Mncblil,109.7876931423611,"[[254, 254, 254], [43, 43, 43], [118, 118, 118]]",-1.0,83070707070f1fff,-1,False,,-1,,[],197695.0,"Domain names registrar REG.RU, Ltd",RU,,
State Bank of India (SBI),onlinesbi.sbi,13.248.169.48,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.1219280948873624,3.1219280948873624,1,1,97,"GoDaddy.com, Inc.",https://onlane.xyz,"GoDaddy Excellont 4 6 Dulol5 7 Trrstpilot domain name Get this domain Onlane xyz PREMIUU VFRIFIED CONAI Own today for $1,450. select Lease Own is for salel Buy now USD 51,450 8162 Lease Kmonth Next Free transaction support Sale sccurc (ransaclian; Fast Cus (ransicms Hrcd Piymncmt s Secure payments Local currency avallable cart cneckoui VISA The simple, and safe way to buY domain names No matter Yhat kind domain You want buy - Jease we make the transfer simple and Need help? Give us a call: 480-651-9741 Here"" Korks GoDaddy Coayrigh; 7026 GiaDaddy Qacrating Conanny LLC AI Rights Roscnnd Daralhaie mY peteralrlarmalic ay Srntu The ' Hossle",10636.008664355486,"[[254, 254, 254], [2, 17, 42], [109, 147, 150]]",-1.0,b535353422cacbcb,-1,True,https://img6.wsimg.com/ux-assets/favicon/apple-icon-57x57.png,"(32, 32)",b811bb4ee46c99b1,"[[252, 254, 254], [29, 219, 219], [136, 236, 236]]",16509.0,AMAZON-02,US,,
State Bank of India (SBI),onlinesbi.sbi,13.248.243.5,27,1,False,5,1,2,0,0,0,0,0,0,0,19,1,False,0,0,0.0,0,False,False,0,False,False,False,3.11583409216322,3.11583409216322,1,1,67,"GoDaddy.com, Inc.",online-sessions.com,Fulkd DopcJlc,156.81756944444444,"[[254, 254, 254], [138, 138, 138], [45, 45, 45]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
State Bank of India (SBI),onlinesbi.sbi,191.96.56.105,28,1,False,4,0,2,0,0,0,0,0,0,0,20,0,False,0,0,0.0,0,False,False,0,False,False,False,3.408694969562842,3.408694969562842,1,1,70,Let's Encrypt,onlinejoeibraina.com,Fulkdbcr Jla onlina qainiom,160.9432443576389,"[[254, 254, 254], [136, 136, 136], [30, 30, 30]]",-1.0,870707070f0f1f3f,-1,True,https://onlinejoeibraina.com/favicon.ico,-1,,[],47583.0,Hostinger International Limited,US,Arizona,Phoenix
HDFC Bank,hdfc.com,23.235.219.244,18,2,False,5,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,2.9219280948873623,2.9219280948873623,1,1,65,Let's Encrypt,hpdc.co.uk,Fulkdbcr Jla npoccout,113.24251953125,"[[254, 254, 254], [115, 115, 115], [37, 37, 37]]",-1.0,83070707070f1fff,-1,False,,-1,,[],22611.0,INMOTION,US,,
Indian Oil Corporation Limited (IOCL),iocl.com,,17,2,False,5,0,2,0,0,0,0,0,0,0,9,0,False,0,0,0.0,0,False,False,0,False,False,False,2.725480556997868,2.725480556997868,0,0,-1,,ic.com.pk,Fulkdbcr Jla eccmpl,109.20978732638888,"[[254, 254, 254], [30, 30, 30], [134, 134, 134]]",-1.0,83070707070f1fff,-1,False,,-1,,[],,,,,
State Bank of India (SBI),sbicard.com,121.78.127.249,21,2,False,5,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,3.238901256602631,3.238901256602631,0,0,-1,,bitcard.co.kr,Fulkdbcr Jlc Dulrdcokr,120.19002821180555,"[[254, 254, 254], [115, 115, 115], [30, 30, 30]]",-1.0,83070707070f1fff,-1,False,,-1,,[],17589.0,GABIA Inc.,KR,,
National Informatics Centre (NIC),accounts.mgovcloud.in,86.105.245.69,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.277613436819116,3.277613436819116,0,0,-1,,sovcloud.ai,Fulkdbcr Jlo DrbuJun,117.22959635416667,"[[254, 254, 254], [108, 108, 108], [36, 36, 36]]",-1.0,83070707070f1fff,-1,False,,-1,,[],20857.0,Signet B.V.,NL,,
ICICI Bank,icicibank.com,,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,2.5949066182439395,2.5949066182439395,0,0,-1,,icicipd.com,Fulkd Dopulu Cndtom,117.13152126736112,"[[254, 254, 254], [30, 30, 30], [132, 132, 132]]",-1.0,83070707070f1fff,-1,False,,-1,,[],,,,,
State Bank of India (SBI),onlinesbi.sbi,54.232.239.74,25,2,False,5,0,2,0,0,0,0,0,0,0,17,0,False,0,0,0.0,0,False,False,0,False,False,False,3.4992275471326924,3.4992275471326924,1,1,32,Let's Encrypt,onlinelabs.com.br,Fulkdbcr Jla onlinabbcrtr,145.89653428819443,"[[254, 254, 254], [140, 140, 140], [29, 29, 29]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],16509.0,AMAZON-02,BR,São Paulo,São Paulo
State Bank of India (SBI),onlinesbi.sbi,84.32.84.32,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,3.260828171224456,3.260828171224456,0,0,-1,,onlinesolution.shop,Fulkd DopcJlc,160.52143012152777,"[[254, 254, 254], [130, 130, 130], [36, 36, 36]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],47583.0,Hostinger International Limited,LT,Vilnius City Municipality,Vilnius
State Bank of India (SBI),onlinesbi.sbi,104.21.1.136,24,1,False,4,0,2,0,0,0,0,0,0,0,16,0,False,0,0,0.0,0,False,False,0,False,False,False,3.577819531114783,3.577819531114783,1,1,72,Google Trust Services,onlinegame.quest,Fulkdbcr Jlo onlingauna quas,153.04671006944446,"[[254, 254, 254], [137, 137, 137], [30, 30, 30]]",-1.0,870707070f0f1f3f,-1,False,,-1,,[],13335.0,CLOUDFLARENET,,,
ICICI Bank,icicibank.com,172.67.139.140,21,1,False,4,0,2,0,0,0,0,0,0,0,13,0,False,0,0,0.0,0,False,False,0,False,False,False,2.815072410115944,2.815072410115944,1,1,89,Google Trust Services,icicoquin.com,Fulkdbcr Jla EroJinton,126.52319010416667,"[[254, 254, 254], [30, 30, 30], [127, 127, 127]]",-1.0,87070707070f1f7f,-1,True,https://icicoquin.com/favicon.ico,-1,,[],13335.0,CLOUDFLARENET,,,
State Bank of India (SBI),onlinesbi.sbi,147.79.72.170,27,1,False,4,0,2,0,0,0,0,0,0,0,19,0,False,0,0,0.0,0,False,False,0,False,False,False,3.4263674884732267,3.4263674884732267,1,1,75,Let's Encrypt,onlineboijogot.shop,Fulkd DopcJlc,158.0479861111111,"[[254, 254, 254], [137, 137, 137], [32, 32, 32]]",-1.0,870707070f0f1f3f,-1,True,https://onlineboijogot.shop/favicon.ico,-1,,[],47583.0,Hostinger International Limited,US,Massachusetts,Boston
State Bank of India (SBI),onlinesbi.sbi,162.55.25.67,37,1,False,4,0,2,0,0,0,0,0,0,0,29,0,False,0,0,0.0,0,False,False,0,False,False,False,3.6595365985012456,3.6595365985012456,1,1,73,Let's Encrypt,onlineservices20252627.online,FalkdbarJlc onlinar e1707512 tlina,202.24243489583333,"[[254, 254, 254], [150, 150, 150], [30, 30, 30]]",-1.0,870f0f0f0f0f0f0f,-1,False,,-1,,[],24940.0,Hetzner Online GmbH,DE,Saxony,Falkenstein
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,194.41.58.26,17,1,False,4,0,2,0,0,0,0,0,0,0,9,0,False,0,0,0.0,0,False,False,0,False,False,False,3.169925001442312,3.169925001442312,0,0,-1,,cr50v.top,FulkdDopcule CIBO Cp,107.06087456597224,"[[254, 254, 254], [120, 120, 120], [30, 30, 30]]",-1.0,83070707070f1fff,-1,False,,-1,,[],133199.0,SonderCloud Limited,HK,,
Airtel,airtel.in,,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0220552088742005,3.0220552088742005,0,0,-1,,aihotel.asia,Fulkdbcr Jlc Jinaelun,123.60346354166668,"[[254, 254, 254], [81, 81, 81], [201, 201, 201]]",-1.0,83070707070f1fff,-1,False,,-1,,[],,,,,
Airtel,airtel.in,216.150.1.1,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2516291673878226,3.2516291673878226,1,1,76,Let's Encrypt,airtower.dev,Fulkd DopcJlc MlLcleu,118.87187717013887,"[[254, 254, 254], [158, 158, 158], [30, 30, 30]]",-1.0,83070707070f1fff,-1,False,,-1,,[],16509.0,AMAZON-02,US,,
