Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
National Informatics Centre (NIC),cloud.gov.in,witcloud.xyz
Income Tax Department,incometax.gov.in,incometaxqueries.com
National Informatics Centre (NIC),cloud.gov.in,cloudimagine.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud-ideas.com
Indian Space Research Organisation (ISRO),sac.gov.in,ssfact.com
Punjab National Bank (PNB),pnb.bank.in,panbe.website
IndusInd Bank,indusind.bank.in,industrialsanderbelts.com
Axis Bank,axis.bank.in,taxiski.com
State Bank of India (SBI),sbicard.com,sricard.com
State Bank of India (SBI),sbi.co.in,sabiko.app
National Health Authority (NHA),nha.gov.in,nihwan.com
State Bank of India (SBI),sbicard.com,bizzcard.store
National Informatics Centre (NIC),cloud.gov.in,cloudembassies.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indigedesigncollab.com
Income Tax Department,incometax.gov.in,incomewithfatima.com
Canara Bank,canararobeco.com,canariasenbici.com
National Informatics Centre (NIC),cloud.gov.in,ai9cloud.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinepredict.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcommandcenter.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesteal.com
National Informatics Centre (NIC),cloud.gov.in,cloudlineoutfitter.com
State Bank of India (SBI),homeloans.sbi,homesforsaleinalaska.com
Vodafone Idea (VI),myvi.in,myvirtusinc.com
Airtel,airtelpayments.bank.in,valtricpayments.com
National Informatics Centre (NIC),cloud.gov.in,icloudbr.com
National Informatics Centre (NIC),cloud.gov.in,cloudgates.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlydine.com
Reserve Bank of India (RBI),rbi.org.in,orbis.channel
National Informatics Centre (NIC),cloud.gov.in,qshcloud.com
National Health Authority (NHA),abdm.gov.in,albd.app
Axis Bank,axis.bank.in,axisrocket.xyz
Axis Bank,axis.bank.in,axiorashop.com
National Informatics Centre (NIC),cloud.gov.in,cloud-idsupport.info
National Informatics Centre (NIC),cloud.gov.in,cloudtoolstack.com
National Informatics Centre (NIC),cloud.gov.in,cloudsprovider.org
National Informatics Centre (NIC),cloud.gov.in,cloudscopyhq.com
Jio,jio.com,jixnov.com
State Bank of India (SBI),homeloans.sbi,homelyda.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemodding.com
Vodafone Idea (VI),myvi.in,myvirualmate.com
National Informatics Centre (NIC),cloud.gov.in,cloudnet365.com
State Bank of India (SBI),homeloans.sbi,homease.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaonai.com
National Informatics Centre (NIC),cloud.gov.in,cloudcryptominer.xyz
IndusInd Bank,indusind.bank.in,indside.com
BSE Ltd.,bseindia.com,byteindian.com
Indian Space Research Organisation (ISRO),sac.gov.in,diary-learning.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudsonasunnyday.com
Reserve Bank of India (RBI),rebit.org.in,refita.online
National Informatics Centre (NIC),cloud.gov.in,cloudwayfulfillment.com
State Bank of India (SBI),homeloans.sbi,homeloanfreedom.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,iimsn.com
National Informatics Centre (NIC),cloud.gov.in,sixcloud.xyz
Reserve Bank of India (RBI),rbi.org.in,rboji4.makeup
National Informatics Centre (NIC),cloud.gov.in,cloudportal.link
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlifts.com
State Bank of India (SBI),homeloans.sbi,homtels.net
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegamblingtv.com
Canara Bank,canarabank.com,canadabroadcasting.com
National Informatics Centre (NIC),cloud.gov.in,cloudautonomy.xyz
State Bank of India (SBI),homeloans.sbi,homedataonline.com
State Bank of India (SBI),homeloans.sbi,homecinemasolutions.com
ICICI Bank,icici.bank.in,iceaichi.com
Airtel,airtelpayments.bank.in,agentfipayments.com
State Bank of India (SBI),homeloans.sbi,home1restoration.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewebart.info
Coal India,coalindia.in,colidir.ca
Unique Identification Authority of India (UIDAI),uidai.gov.in,quidia.com
Punjab National Bank (PNB),pnb.bank.in,panbe.buzz
Election Commision of India (ECI),eci.gov.in,exacia.com
National Informatics Centre (NIC),cloud.gov.in,cloudciphers.xyz
Kfintech,kfintech.com,iuntech.com
National Informatics Centre (NIC),cloud.gov.in,cloudathena.xyz
State Bank of India (SBI),homeloans.sbi,home1300.com
IndusInd Bank,indusind.bank.in,industrialny.pl
National Informatics Centre (NIC),cloud.gov.in,cloudsentiment.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,sachviet.us
BSE Ltd.,bseindia.com,eindias.com
National Informatics Centre (NIC),cloud.gov.in,cloudagentfi.com
State Bank of India (SBI),sbisecurities.in,sironasecurities.com
National Informatics Centre (NIC),cloud.gov.in,cloudybooks.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-garanti.click
Airtel,airtelpayments.bank.in,agentipayment.com
National Informatics Centre (NIC),cloud.gov.in,cloudcareers.xyz
National Informatics Centre (NIC),accounts.mgovcloud.in,goghcloud.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,suacom.com
National Informatics Centre (NIC),authwebmail.nic.in,authub.online
Airtel,airtel.in,airtaxiraleigh.com
National Health Authority (NHA),nha.gov.in,nhgam.xyz
Jio,jio.com,jimtor.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineparkbd.com
State Bank of India (SBI),sbi.co.in,shbiya.com
Vodafone Idea (VI),myvi.in,myviralmailer.com
National Informatics Centre (NIC),cloud.gov.in,cloud9laundry.com
Indian Space Research Organisation (ISRO),sac.gov.in,sacstore.ma
State Bank of India (SBI),homeloans.sbi,homewillow.com
National Informatics Centre (NIC),cloud.gov.in,cloudflap.xyz
Reserve Bank of India (RBI),rebit.org.in,32bit.watch
Income Tax Department,incometax.gov.in,incotermzealot.com
National Health Authority (NHA),nha.gov.in,nhancio.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineoz.com
National Informatics Centre (NIC),cloud.gov.in,cloudpickai.com
National Informatics Centre (NIC),cloud.gov.in,cloudshiftapp.com
State Bank of India (SBI),sbi.co.in,5biz.xyz
Reserve Bank of India (RBI),rebit.org.in,reberth.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinetry.ru
Income Tax Department,incometax.gov.in,income-web.com
Election Commision of India (ECI),eci.gov.in,ecijapi.com
Airtel,airtel.in,airt.biz
Airtel,airtelpayments.bank.in,airtrayman.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-dtl.ru
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinefantasylive.info
ICICI Bank,icicicareers.com,icecarvers.com
National Informatics Centre (NIC),cloud.gov.in,cloudfastmail.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,ai-isms.store
Airtel,airtel.in,airtm.dating
National Informatics Centre (NIC),cloud.gov.in,cloudsofadupe.com
National Informatics Centre (NIC),cloud.gov.in,cloudvrgames.com
Axis Bank,axis.bank.in,axisconveyor.com
IndusInd Bank,indusind.bank.in,indulskin.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinetimes.site
National Informatics Centre (NIC),cloud.gov.in,vclouds.xyz
Airtel,airtel.in,airtkt.in
Indian Space Research Organisation (ISRO),sac.gov.in,sactoh.com
Airtel,airtelpayments.bank.in,airmeta.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,casinoloan.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaepdcouncil.org
National Informatics Centre (NIC),cloud.gov.in,cloudxbrl.com
National Informatics Centre (NIC),cloud.gov.in,cloudbreakcannabis.com
Punjab National Bank (PNB),netpnb.com,netplango.com
Axis Bank,axis.bank.in,axil.dev
Reserve Bank of India (RBI),rebit.org.in,refita.ru
National Informatics Centre (NIC),cloud.gov.in,cloudeus.xyz
Punjab National Bank (PNB),netpnb.com,serenity.net.ru
Indian Space Research Organisation (ISRO),sac.gov.in,diary-notebook.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudrisksolutions.com
Reserve Bank of India (RBI),rebit.org.in,remitq.com
National Informatics Centre (NIC),cloud.gov.in,cloudark.xyz
Airtel,airtel.in,airze.com
National Informatics Centre (NIC),cloud.gov.in,cloudwrites.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsecuritypodcast.com
National Informatics Centre (NIC),cloud.gov.in,cloudfounder.xyz
State Bank of India (SBI),homeloans.sbi,homestations.com
Airtel,airtel.in,airkestrel.com
National Informatics Centre (NIC),cloud.gov.in,cloud-laboratory.com
National Informatics Centre (NIC),cloud.gov.in,cloudlords.xyz
Indian Oil Corporation Limited (IOCL),iocl.com,iol.one
National Informatics Centre (NIC),cloud.gov.in,cloud-doctor.com
National Informatics Centre (NIC),cloud.gov.in,cloudscores.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,diary-student.sa.com
National Informatics Centre (NIC),cloud.gov.in,xercloud.net
Coal India,coalindia.in,cslindia.com
Punjab National Bank (PNB),netpnb.com,miatmongolianairlines.net.ru
Jio,jio.com,jbliot.com
Bank of Baroda,bankofbaroda.bank.in,bankofmontreal.asia
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianauctions.com
Kfintech,kfintech.com,kitech4.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-bookstore.com
Kfintech,kfintech.com,inf0tech.com
Indian Space Research Organisation (ISRO),sac.gov.in,isac.dev
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinezzp.com
National Health Authority (NHA),nha.gov.in,xnhau.link
Airtel,airtel.in,ai3.pro
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimcps.com
Reserve Bank of India (RBI),rebit.org.in,rebellite.com
National Informatics Centre (NIC),cloud.gov.in,cloudchainhub.xyz
Unique Identification Authority of India (UIDAI),uidai.gov.in,udoai.com
Vodafone Idea (VI),myvi.in,myvelocity.website
State Bank of India (SBI),homeloans.sbi,homan.dev
National Informatics Centre (NIC),authwebmail.nic.in,iuwebmail.com
Income Tax Department,incometax.gov.in,incometax.click
National Informatics Centre (NIC),cloud.gov.in,cloudcostreview.com
National Informatics Centre (NIC),cloud.gov.in,cloudchangxunt.com
IndusInd Bank,indusind.bank.in,inhouseind.com
State Bank of India (SBI),homeloans.sbi,homeflorists.com
ICICI Bank,icici.bank.in,ciiic.gs
Airtel,airtel.in,airtm.coffee
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemozio.com
Kfintech,kfintech.com,fintechgo.com
Jio,jio.com,jwaion.info
Unique Identification Authority of India (UIDAI),uidai.gov.in,buildaion.online
Vodafone Idea (VI),myvi.in,myvisionneeds.com
IndusInd Bank,indusind.bank.in,industriallandscape.com
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,corsidgr.com
Income Tax Department,incometax.gov.in,incomeinfinite.com
National Health Authority (NHA),abdm.gov.in,abdulmuzeer.cv
Indian Space Research Organisation (ISRO),sac.gov.in,fashiontrends.sa.com
Indian Space Research Organisation (ISRO),sac.gov.in,school-research.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudspire360.com
National Informatics Centre (NIC),cloud.gov.in,cloudnarbonne.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bs4l.com
Indian Space Research Organisation (ISRO),sac.gov.in,diary-edition.sa.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,cashlie.com
Vodafone Idea (VI),myvi.in,myvivabloom.com
IndusInd Bank,indusind.bank.in,industrialdigital.pl
State Bank of India (SBI),homeloans.sbi,hometonis.com
Indian Space Research Organisation (ISRO),isro.gov.in,nisroc.com
Reserve Bank of India (RBI),rbi.org.in,irbis.land
Jio,jio.com,jiongdao.com
National Informatics Centre (NIC),cloud.gov.in,cliopud.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineshemale.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,24onlinesmi.com
National Informatics Centre (NIC),cloud.gov.in,cloudlytr.cloud
State Bank of India (SBI),homeloans.sbi,homesonline.store
State Bank of India (SBI),homeloans.sbi,homeforsalemankato.com
Airtel,airtel.in,airtuned.com
State Bank of India (SBI),homeloans.sbi,homenode.uk
Axis Bank,axis.bank.in,axisframing.net
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianacoatings.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-msg-esl.cfd
National Informatics Centre (NIC),cloud.gov.in,cloudlogging.com
Indian Space Research Organisation (ISRO),vssc.gov.in,v5m5.dev
parivahan sewa,parivahan.gov.in,parzival-holding.com
State Bank of India (SBI),sbisecurities.in,mosaicsecurities.com
National Informatics Centre (NIC),cloud.gov.in,cloudsensors.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudstoreitanvision.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinechatsohbet.com
State Bank of India (SBI),homeloans.sbi,homelygardenly.com
IndusInd Bank,indusind.bank.in,indukbetid.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-linkt.com
National Informatics Centre (NIC),cloud.gov.in,cloudtuk.com
National Informatics Centre (NIC),cloud.gov.in,cloudzo.in
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimoms.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiimageshub.com
Indian Space Research Organisation (ISRO),isro.gov.in,visaroy.com
Coal India,coalindia.in,colinial.com
National Informatics Centre (NIC),cloud.gov.in,cloudhealings.com
National Informatics Centre (NIC),cloud.gov.in,cloudinspire.xyz
National Health Authority (NHA),nha.gov.in,nchian.online
Unique Identification Authority of India (UIDAI),uidai.gov.in,fluidapi.com
National Informatics Centre (NIC),cloud.gov.in,cloudcharm.xyz
Axis Bank,axis.bank.in,axismundigroup.com
State Bank of India (SBI),homeloans.sbi,homegrownparaelclasico.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiacriclegends.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiegis.app
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinoutankonto.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-leisulive.com
Air India,airindia.com,airinception.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,crumbsonlinehq.com
National Informatics Centre (NIC),cloud.gov.in,cloud-kb.club
Jio,jio.com,jidoka.com
National Informatics Centre (NIC),cloud.gov.in,cloudyum.com
Income Tax Department,contents.tdscpc.gov.in,tds.ceo
National Informatics Centre (NIC),cloud.gov.in,cloudeus.link
National Informatics Centre (NIC),cloud.gov.in,cloudroomstudio.com
Vodafone Idea (VI),myvi.in,myvireo.com
National Informatics Centre (NIC),cloud.gov.in,cloudjuno.com
National Informatics Centre (NIC),cloud.gov.in,cloudbyrevolutions.com
Canara Bank,canarabank.com,arcabank.com
National Informatics Centre (NIC),cloud.gov.in,clawfoundry.io
parivahan sewa,parivahan.gov.in,paridhi.com
National Informatics Centre (NIC),cloud.gov.in,cloud-9vapors.com
Axis Bank,axismf.com,aximofood.com
National Informatics Centre (NIC),cloud.gov.in,rescloud.dev
Axis Bank,axis.bank.in,axiomsway.com
Punjab National Bank (PNB),netpnb.com,netpig.com
National Informatics Centre (NIC),cloud.gov.in,cloudstorages.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianmandionline.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesohbetchat.com
National Informatics Centre (NIC),cloud.gov.in,cloudniteai.xyz
State Bank of India (SBI),sbi.co.in,safbii.com
National Informatics Centre (NIC),cloud.gov.in,cloudchaser.coffee
Jio,jio.com,jiazoc.beauty
National Informatics Centre (NIC),authwebmail.nic.in,authwise.xyz
HDFC Bank,netbanking.hdfcbank.com/netbanking/,edfbank.com
State Bank of India (SBI),homeloans.sbi,homesvacations.com
National Informatics Centre (NIC),cloud.gov.in,akclouds.com
National Informatics Centre (NIC),cloud.gov.in,cloudatom.xyz
Punjab National Bank (PNB),netpnb.com,netpoint-its.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,camacconsulting.com
National Informatics Centre (NIC),cloud.gov.in,cloudno.com
National Informatics Centre (NIC),cloud.gov.in,cloudconnector.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud-on-chip.com
State Bank of India (SBI),homeloans.sbi,homesdealss.com
State Bank of India (SBI),homeloans.sbi,homeownersparty.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiiks.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiya.digital
National Informatics Centre (NIC),cloud.gov.in,cloudbonsai.xyz
National Informatics Centre (NIC),cloud.gov.in,vexcloud.com
Coal India,coalindia.in,co1n.ai
National Informatics Centre (NIC),cloud.gov.in,jycloud.icu
Indian Space Research Organisation (ISRO),sac.gov.in,spacex.vip
National Informatics Centre (NIC),cloud.gov.in,cloudenergy.tech
Punjab National Bank (PNB),pnb.bank.in,panbe.bond
Election Commision of India (ECI),eci.gov.in,ecomix.life
Air India,airindia.com,aiprimordial.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaminigolf.com
State Bank of India (SBI),homeloans.sbi,homesdaytona.com
National Informatics Centre (NIC),cloud.gov.in,clouds-mail.com
Income Tax Department,incometax.gov.in,incoperate.com
National Informatics Centre (NIC),cloud.gov.in,cloudcaledonia.com
Punjab National Bank (PNB),pnbint.com,pinbtwn.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,ai-isc.org
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineearniing.xyz
parivahan sewa,parivahan.gov.in,parivartaan.com
IndusInd Bank,indusind.bank.in,industrialland.dev
State Bank of India (SBI),homeloans.sbi,homeeai.com
State Bank of India (SBI),homeloans.sbi,home850.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewebauth.icu
National Health Authority (NHA),nha.gov.in,neghab.click
All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,aiim-demo.com
National Informatics Centre (NIC),cloud.gov.in,aloud.live
State Bank of India (SBI),homeloans.sbi,hometoshak.com
Bank of Baroda,bankofbaroda.bank.in,bankofcostarica.com
National Informatics Centre (NIC),cloud.gov.in,cloudflowers.net
State Bank of India (SBI),homeloans.sbi,homeslegal.com
National Informatics Centre (NIC),cloud.gov.in,cloudcardinal.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud-stash.tech
Indian Space Research Organisation (ISRO),sac.gov.in,siacm.gs
Indian Space Research Organisation (ISRO),isro.gov.in,insurons.com
State Bank of India (SBI),homeloans.sbi,homex-sa.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineshare.info
National Informatics Centre (NIC),cloud.gov.in,cloudin.asia
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,nros.net
Indian Oil Corporation Limited (IOCL),iocl.com,ironclaw.ca
Bank of Baroda,bankofbaroda.bank.in,bankofmesa.com
IndusInd Bank,indusind.bank.in,indusqi.com
Reserve Bank of India (RBI),rbi.org.in,rbifund.co.in
Reserve Bank of India (RBI),rebit.org.in,arbit.net.pl
State Bank of India (SBI),homeloans.sbi,homeclaw.app
Axis Bank,axis.bank.in,axisfab3d.com
Election Commision of India (ECI),eci.gov.in,ecowin.info
National Informatics Centre (NIC),cloud.gov.in,cluod.help
Vodafone Idea (VI),myvi.in,myviettelvn.click
National Informatics Centre (NIC),cloud.gov.in,cloud-nex.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiimai.dev
State Bank of India (SBI),homeloans.sbi,homezoos.com
State Bank of India (SBI),sbi.co.in,subito.today
Coal India,coalindia.in,coalitionscan.com
IndusInd Bank,indusind.bank.in,industryredy.com
State Bank of India (SBI),homeloans.sbi,homeofdomehats.com
National Informatics Centre (NIC),cloud.gov.in,cloudeus.org
National Informatics Centre (NIC),cloud.gov.in,cloudburstident.com
State Bank of India (SBI),homeloans.sbi,homesomepai.com
National Informatics Centre (NIC),cloud.gov.in,xclouds.club
Kfintech,kfintech.com,konytech.com
Axis Bank,axis.bank.in,axiosbio.com
National Informatics Centre (NIC),cloud.gov.in,cloudanydevice.com
Reserve Bank of India (RBI),rebit.org.in,revbri.com
National Health Authority (NHA),abdm.gov.in,abad.win
National Informatics Centre (NIC),cloud.gov.in,cloudyvapor.com
Airtel,airtel.in,airtoenergy.com
National Informatics Centre (NIC),cloud.gov.in,cloudcommunications.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,edition-notebook.sa.com
Jio,jio.com,jioepay.com
National Informatics Centre (NIC),authwebmail.nic.in,authen.help
Election Commision of India (ECI),eci.gov.in,ecosiv.com
Reserve Bank of India (RBI),rbi.org.in,rbpi.info
Indian Oil Corporation Limited (IOCL),iocl.com,icola.net
State Bank of India (SBI),sbi.co.in,sfbigh.com
National Informatics Centre (NIC),accounts.mgovcloud.in,atmocloud.com
National Informatics Centre (NIC),authwebmail.nic.in,authenticiemalli.world
National Informatics Centre (NIC),cloud.gov.in,clouddefenders.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudvlog.xyz
parivahan sewa,parivahan.gov.in,paraaf.com
National Informatics Centre (NIC),cloud.gov.in,cloudpagetutorials.com
Air India,airindiaexpress.com,airmaxexpresss.com
National Informatics Centre (NIC),cloud.gov.in,cloudchat.vip
Indian Space Research Organisation (ISRO),sac.gov.in,sackids.us
Computer Age Management Services Ltd. (CAMS),camsonline.com,wiasonline.com
Indian Space Research Organisation (ISRO),sac.gov.in,ntb3.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudbridge.dev
State Bank of India (SBI),homeloans.sbi,homeplatebrokers.com
Punjab National Bank (PNB),pnb.bank.in,panbe.site
Vodafone Idea (VI),myvi.in,myvirtualbuddy.chat
National Informatics Centre (NIC),cloud.gov.in,cloudcooperative.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudasteroid.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcroftvillages.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianorganicshop.com
National Informatics Centre (NIC),cloud.gov.in,cloudtherapies.com
National Informatics Centre (NIC),cloud.gov.in,cloudonchip.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineddc.com
Punjab National Bank (PNB),pnb.bank.in,panbe.space
National Health Authority (NHA),nha.gov.in,nezha8.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsystems.cloud
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-seminar.jp
State Bank of India (SBI),homeloans.sbi,homeloansmichigan.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-kredite.com
National Health Authority (NHA),nha.gov.in,nhtpay.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiainternetworld.com
Axis Bank,axis.bank.in,axies.engineer
Computer Age Management Services Ltd. (CAMS),camsonline.com,camshield.app
National Informatics Centre (NIC),cloud.gov.in,cloudevergreen.com
National Informatics Centre (NIC),cloud.gov.in,cloudrede.com
National Informatics Centre (NIC),cloud.gov.in,cloudeus.pro
Vodafone Idea (VI),myvi.in,myvisionof.com
Indian Space Research Organisation (ISRO),sac.gov.in,5acu3379.com
Reserve Bank of India (RBI),rbi.org.in,rb0imt.beauty
Election Commision of India (ECI),eci.gov.in,feigege.ec.cc
National Informatics Centre (NIC),cloud.gov.in,cloudecho.xyz
Airtel,airtel.in,airturf307.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineaxiom.xyz
Reserve Bank of India (RBI),rbi.org.in,orbi.cool
