Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
Kfintech,kfintech.com,koadingtech.com
National Informatics Centre (NIC),cloud.gov.in,cloudcabinet.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,suacom.com
National Informatics Centre (NIC),cloud.gov.in,cloudhealings.com
National Informatics Centre (NIC),cloud.gov.in,bigcloud.dev
State Bank of India (SBI),homeloans.sbi,homeoftreats.com
Indian Space Research Organisation (ISRO),sac.gov.in,diary-edition.sa.com
Air India,airindia.com,ailina.chat
National Informatics Centre (NIC),cloud.gov.in,ecncloud.com
Vodafone Idea (VI),myvi.in,myer-vip3.icu
Income Tax Department,incometaxindia.gov.in,incorvaia.com
National Informatics Centre (NIC),cloud.gov.in,cloudpig.co.uk
Coal India,coalindia.in,coalitionlegal.com
IndusInd Bank,indusind.bank.in,industryredy.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiangenie.com
Air India,airindia.com,aiprimordial.com
National Informatics Centre (NIC),cloud.gov.in,cloudevolution.xyz
Airtel,airtel.in,airek.store
State Bank of India (SBI),homeloans.sbi,homeon.com
National Informatics Centre (NIC),cloud.gov.in,cloudbearer.xyz
Canara Bank,canarabank.com,canaryseason.com
National Informatics Centre (NIC),cloud.gov.in,cloudsteps-boutique.com
ICICI Bank,icici.bank.in,icicilambard.com
Indian Space Research Organisation (ISRO),sac.gov.in,expense.sa.com
Indian Space Research Organisation (ISRO),sac.gov.in,sacback.com
National Informatics Centre (NIC),cloud.gov.in,cloudcounting.com
Vodafone Idea (VI),myvi.in,myviptv.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiamandir.com
National Informatics Centre (NIC),cloud.gov.in,clouddatalayer.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-garanti.click
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineus.art
National Informatics Centre (NIC),cloud.gov.in,cloudhealthchecks.co.uk
National Informatics Centre (NIC),cloud.gov.in,rescloud.dev
National Informatics Centre (NIC),cloud.gov.in,cloud-capital.xyz
All India Institute of Medical Sciences (AIIMS),aiims.edu,piims.us
State Bank of India (SBI),homeloans.sbi,homeownerstips.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinohunter.app
Indian Space Research Organisation (ISRO),iirs.gov.in,iriso.shop
National Informatics Centre (NIC),cloud.gov.in,cloudprofessor.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineampi.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewale.com
Reserve Bank of India (RBI),rebit.org.in,rehability.hu
State Bank of India (SBI),homeloans.sbi,homeshoplink.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemusicblog.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,maonline1.xyz
State Bank of India (SBI),homeloans.sbi,homeclaw.dev
National Informatics Centre (NIC),cloud.gov.in,sbmcloud.dev
Computer Age Management Services Ltd. (CAMS),camsonline.com,cafesonline.info
IndusInd Bank,indusind.bank.in,industrialcleaningdirect.info
National Informatics Centre (NIC),cloud.gov.in,cloudvendors.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudpivot.xyz
Canara Bank,canarahsbclife.com,canaldiez.com
National Informatics Centre (NIC),cloud.gov.in,cloudplayarena.link
Computer Age Management Services Ltd. (CAMS),camsonline.com,catxonline.com
National Informatics Centre (NIC),cloud.gov.in,cloudexecutive.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,saucer.casa
Election Commision of India (ECI),eci.gov.in,ecitah.com
All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,aiseras.com
Kfintech,kfintech.com,fintech.ac.id
Axis Bank,axis.bank.in,axiservicecard.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinestager.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinenodes.xyz
State Bank of India (SBI),homeloans.sbi,homenode.uk
Computer Age Management Services Ltd. (CAMS),camsonline.com,maonline2.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinepredict.xyz
Jio,jio.com,jwaion.info
Bank of Baroda,bankofbaroda.bank.in,bankwawa.com
National Informatics Centre (NIC),cloud.gov.in,cloudyum.com
National Informatics Centre (NIC),cloud.gov.in,cloudilewis.co.uk
Computer Age Management Services Ltd. (CAMS),camsonline.com,camsilk.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlirise.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-spirits-medium.com
All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,aiim-demo.com
State Bank of India (SBI),homeloans.sbi,homelogix.ai
Axis Bank,axis.bank.in,axisandoak.com
National Informatics Centre (NIC),cloud.gov.in,cloudlineofficial.com
National Informatics Centre (NIC),cloud.gov.in,cloudwiz.cloud
Indian Space Research Organisation (ISRO),isro.gov.in,isdo.xyz
National Informatics Centre (NIC),authwebmail.nic.in,authub.online
National Informatics Centre (NIC),cloud.gov.in,cloudlakellc.com
National Informatics Centre (NIC),cloud.gov.in,cloudmerchants.com
Canara Bank,canarabank.com,canastranews.com
National Informatics Centre (NIC),cloud.gov.in,cloudsnack.net
Reserve Bank of India (RBI),rbi.org.in,rmbiru.com
Punjab National Bank (PNB),pnb.bank.in,panbe.cyou
National Informatics Centre (NIC),cloud.gov.in,cloudpay.city
Reserve Bank of India (RBI),rebit.org.in,rebainfratech.com
Bank of Baroda,bankofbaroda.bank.in,bankofcostarica.com
Income Tax Department,incometax.gov.in,incomarkt.com
State Bank of India (SBI),homeloans.sbi,homepersonalspace.ru
State Bank of India (SBI),sbi.co.in,sbnitm.com
National Informatics Centre (NIC),cloud.gov.in,cloudl.help
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinomagic.net
Indian Space Research Organisation (ISRO),sac.gov.in,sac-gpt.com
Election Commision of India (ECI),eci.gov.in,ecosiv.com
National Informatics Centre (NIC),cloud.gov.in,cloudneighbourhood.com
Indian Space Research Organisation (ISRO),isro.gov.in,ihsgroup.africa
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaonai.com
Indian Space Research Organisation (ISRO),sac.gov.in,house.sa.com
National Health Authority (NHA),nha.gov.in,nmphan.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineoz.com
National Informatics Centre (NIC),cloud.gov.in,cloud-kb.club
Indian Space Research Organisation (ISRO),sac.gov.in,firstchoice-cu.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudteksolutions.com
Unique Identification Authority of India (UIDAI),uidai.gov.in,fulida-ic.com
Reserve Bank of India (RBI),rebit.org.in,arbit.net.pl
National Informatics Centre (NIC),cloud.gov.in,cloudtechksa.com
Punjab National Bank (PNB),netpnb.com,serenity.net.ru
National Informatics Centre (NIC),authwebmail.nic.in,authenticiemalli.world
Election Commision of India (ECI),eci.gov.in,ecigtec.com
National Informatics Centre (NIC),cloud.gov.in,cloudstoreitanvision.com
National Informatics Centre (NIC),cloud.gov.in,cloud-worknows.click
Air India,airindia.com,air-industriel.fr
National Informatics Centre (NIC),cloud.gov.in,xclouds.club
National Informatics Centre (NIC),cloud.gov.in,cloudimagine.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudxbrl.com
State Bank of India (SBI),homeloans.sbi,homesbyjolondarealestate.com
National Informatics Centre (NIC),cloud.gov.in,cloudrunner.ai
Indian Space Research Organisation (ISRO),sac.gov.in,edition-daily.sa.com
Axis Bank,axis.bank.in,axiomsway.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indipa.com
National Informatics Centre (NIC),cloud.gov.in,cloudmes.club
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlytrainers.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irccd.click
Air India,airindia.com,saifindia.com
State Bank of India (SBI),sbi.co.in,sxbig.com
State Bank of India (SBI),homeloans.sbi,homeloansbytyler.com
IndusInd Bank,indusind.bank.in,indusafricaconnect.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiainternetworld.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegrowthbridge.info
parivahan sewa,parivahan.gov.in,parivartan.fit
Reserve Bank of India (RBI),rebit.org.in,remitq.com
State Bank of India (SBI),homeloans.sbi,homeclaw.online
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,ngsc.xyz
Kfintech,kfintech.com,fntec.com
Airtel,airtel.in,airtm.dating
Jio,jio.com,jwaion.com
BSE Ltd.,bseindia.com,sheindlina.com
Vodafone Idea (VI),myvi.in,myvirtualbuddy.chat
State Bank of India (SBI),homeloans.sbi,homeplatesla.com
State Bank of India (SBI),homeloans.sbi,homepages.cloud
Vodafone Idea (VI),myvi.in,myvistarahr.com
Indian Space Research Organisation (ISRO),sac.gov.in,7sacn.com
National Informatics Centre (NIC),cloud.gov.in,cloudinnovatorslife.com
Airtel,airtel.in,airtell.ai
National Informatics Centre (NIC),cloud.gov.in,cloud-idsupport.info
State Bank of India (SBI),homeloans.sbi,homeloanhobart.com
State Bank of India (SBI),homeloans.sbi,homease.xyz
Kfintech,kfintech.com,kunjtech.xyz
IndusInd Bank,indusind.bank.in,inkedesignd.com
Jio,jio.com,jidoka.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineaxiom.xyz
Bank of Baroda,bankofbaroda.bank.in,bankfraudbyron.com
Income Tax Department,incometax.gov.in,income-web.com
National Informatics Centre (NIC),cloud.gov.in,cloudin.asia
National Informatics Centre (NIC),authwebmail.nic.in,iuwebmail.com
National Informatics Centre (NIC),cloud.gov.in,cloudaxion.com
State Bank of India (SBI),sbi.co.in,subvip.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineebookwriters.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineminds.xyz
Axis Bank,axis.bank.in,axiscout.com
BSE Ltd.,bseindia.com,stakeindia.biz
IndusInd Bank,indusind.bank.in,industriemodels.com
parivahan sewa,parivahan.gov.in,parashiva.com
National Informatics Centre (NIC),cloud.gov.in,cloudkujionai.com
Axis Bank,axis.bank.in,axioslab.com.br
Canara Bank,canararobeco.com,cannabe.com
National Health Authority (NHA),nha.gov.in,nhanthuc.com
IndusInd Bank,indusind.bank.in,industrialsyndications.net
Vodafone Idea (VI),myvi.in,myvirtusinc.com
Income Tax Department,incometax.gov.in,inconx.org
Reserve Bank of India (RBI),rebit.org.in,ebit.one
National Informatics Centre (NIC),cloud.gov.in,qsicloud.com
National Informatics Centre (NIC),cloud.gov.in,cloudaccountshq.biz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-seminar.jp
Axis Bank,axis.bank.in,aiys.com
State Bank of India (SBI),homeloans.sbi,homefilmcompany.online
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegamblingtv.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecq9.com
Airtel,airtel.in,aionreal.site
Bank of Baroda,bankofbaroda.bank.in,bankld.xyz
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,directci.info
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinereality.xyz
National Informatics Centre (NIC),authwebmail.nic.in,authease.xyz
Election Commision of India (ECI),eci.gov.in,esc5i4.makeup
State Bank of India (SBI),homeloans.sbi,hometownallday.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegram.xyz
BSE Ltd.,bseindia.com,byindian.com
Indian Space Research Organisation (ISRO),isro.gov.in,visaroy.com
National Informatics Centre (NIC),cloud.gov.in,cloudcrd.com
National Informatics Centre (NIC),accounts.mgovcloud.in,atmocloud.com
National Informatics Centre (NIC),cloud.gov.in,cloudcompiler.xyz
Jio,jio.com,jiodigid.biz
National Informatics Centre (NIC),cloud.gov.in,cloudstacked.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,cashlie.com
Bank of Baroda,bankofbaroda.bank.in,bankbread.com
Vodafone Idea (VI),myvi.in,myvisionservices.com
State Bank of India (SBI),sbi.co.in,safbii.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinefantasyliveplay.info
State Bank of India (SBI),homeloans.sbi,homeloansbydani.com
National Health Authority (NHA),abdm.gov.in,adma.com
National Informatics Centre (NIC),cloud.gov.in,cloudofficekeo.store
National Informatics Centre (NIC),cloud.gov.in,cloudbidder.xyz
National Informatics Centre (NIC),cloud.gov.in,clouds.bot
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianmobility.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianorganicglow.com
Punjab National Bank (PNB),netpnb.com,darkwireunderground.net.ru
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-cuisine.dev
Coal India,coalindia.in,cocktailindia.com
State Bank of India (SBI),sbi.co.in,sbbig.co
Punjab National Bank (PNB),pnbindia.in/home.html,plybooindia.com
State Bank of India (SBI),homeloans.sbi,homedesigna.com
National Informatics Centre (NIC),cloud.gov.in,cloudnetsoft.net
National Informatics Centre (NIC),cloud.gov.in,cloudvlog.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,school-student.sa.com
State Bank of India (SBI),homeloans.sbi,homeofshalom.com
parivahan sewa,parivahan.gov.in,paraaf.com
State Bank of India (SBI),homeloans.sbi,homeflorists.com
Airtel,airtel.in,artello.web.tr
National Health Authority (NHA),nha.gov.in,bnhaa.fit
Air India,airindia.com,ricindia.com
Indian Space Research Organisation (ISRO),sac.gov.in,s5acgm.beauty
Election Commision of India (ECI),eci.gov.in,feigege.ec.cc
parivahan sewa,parivahan.gov.in,parzival-holding.com
Coal India,coalindia.in,cslindia.com
National Informatics Centre (NIC),cloud.gov.in,cloudflap.xyz
Airtel,airtel.in,airtelmetaverse.com
National Informatics Centre (NIC),cloud.gov.in,cloudtoolstack.com
Kfintech,kfintech.com,konytech.com
National Informatics Centre (NIC),cloud.gov.in,cloudflowers.net
Bank of Baroda,bankofbaroda.bank.in,bankofcuracao.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,camscannerdl.com
State Bank of India (SBI),homeloans.sbi,home2sold.com
Airtel,airtel.in,airze.com
Jio,jio.com,jioushin.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bs4l.com
National Informatics Centre (NIC),cloud.gov.in,cloudwayfulfillment.com
State Bank of India (SBI),homeloans.sbi,homenet.org.pl
National Informatics Centre (NIC),cloud.gov.in,cloudzep.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-idea.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bsn111.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,individualcoach.com
National Informatics Centre (NIC),cloud.gov.in,clouderio.com
Jio,jio.com,jkliop.com
National Informatics Centre (NIC),cloud.gov.in,cloudkarma.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesohbetchat.com
Airtel,airtel.in,aiearthly.com
Axis Bank,axismaxlife.com,axial-e.com
Canara Bank,canarabank.com,canala-sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudgensolutions.com
State Bank of India (SBI),sbicard.com,sbacards.com
Indian Space Research Organisation (ISRO),isro.gov.in,ishr-o365.com
Vodafone Idea (VI),myvi.in,myvirualmate.com
National Informatics Centre (NIC),cloud.gov.in,cloudchimp.xyz
ICICI Bank,icici.bank.in,iacci.click
State Bank of India (SBI),homeloans.sbi,homelabworkshop.net
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianaduihelp.com
National Informatics Centre (NIC),cloud.gov.in,cloudlytr.cloud
State Bank of India (SBI),sbi.co.in,sbionics.com
BSE Ltd.,bsestarmf.in,bestfarm.cfd
Coal India,coalindia.in,colidir.ca
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineloanslouisiana.com
State Bank of India (SBI),homeloans.sbi,homefrontbooks.com
National Informatics Centre (NIC),cloud.gov.in,cloudbackupnow.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinekickst.art
National Informatics Centre (NIC),cloud.gov.in,clouddl.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,science-digital.sa.com
Airtel,airtel.in,airtaxirelief.com
National Informatics Centre (NIC),cloud.gov.in,cloudrede.com
National Informatics Centre (NIC),cloud.gov.in,clouddominator.xyz
National Health Authority (NHA),nha.gov.in,nhantd.com
National Health Authority (NHA),nha.gov.in,nezha4.com
Airtel,airtel.in,airtaxiraleigh.com
National Informatics Centre (NIC),cloud.gov.in,cloudtuk.com
Reserve Bank of India (RBI),rebit.org.in,trendbite.com
National Informatics Centre (NIC),cloud.gov.in,cloudwebspace.com
Coal India,coalindia.in,calinira.com
ICICI Bank,infiniti.icicibank.com,ichiback.com
State Bank of India (SBI),homeloans.sbi,homeloraestates.com
Reserve Bank of India (RBI),rebit.org.in,regint.io
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianautolab.com
Airtel,airtel.in,aireptile.com
Reserve Bank of India (RBI),rebit.org.in,rexbet.com
National Informatics Centre (NIC),cloud.gov.in,cloudlayer1.xyz
Kfintech,kfintech.com,ftech.xyz
National Informatics Centre (NIC),cloud.gov.in,clouddreamer.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,sacosai.com
National Informatics Centre (NIC),cloud.gov.in,cloudserverspk.com
National Informatics Centre (NIC),cloud.gov.in,cloudsoar.xyz
ICICI Bank,icici.bank.in,iceaichi.com
State Bank of India (SBI),homeloans.sbi,homeblaze.com
National Informatics Centre (NIC),cloud.gov.in,cloudvory.store
Airtel,airtel.in,aitherlab.org
National Informatics Centre (NIC),cloud.gov.in,cloudstrm.com
State Bank of India (SBI),homeloans.sbi,homegrownparaelclasico.com
Air India,airindia.com,akfireindia.com
National Informatics Centre (NIC),cloud.gov.in,cloudskillgames.com
National Informatics Centre (NIC),cloud.gov.in,cloudcardinal.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudtomorrow.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudynergy.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudterritory.xyz
Axis Bank,axis.bank.in,axiomsfx.xyz
IndusInd Bank,indusind.bank.in,inhouseind.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,labsonline.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudtherapies.com
Airtel,airtel.in,aiairhotel.com
Air India,airindia.com,fairysinda.com
State Bank of India (SBI),sbicard.com,sricard.com
Indian Space Research Organisation (ISRO),sac.gov.in,sachwort.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,ircbc.click
Axis Bank,axis.bank.in,axcs.club
National Informatics Centre (NIC),cloud.gov.in,cloudcontrol-media.com
National Health Authority (NHA),nha.gov.in,nezha8.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudflare.cfd
Income Tax Department,incometax.gov.in,incount.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,ssfact.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiegis.app
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinepsychicfaire.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiageo.com
State Bank of India (SBI),sbicard.com,bossicardi.com
National Informatics Centre (NIC),cloud.gov.in,cloudenterahora.site
National Informatics Centre (NIC),cloud.gov.in,cloudfish.sbs
State Bank of India (SBI),homeloans.sbi,homeloanservice.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineberatung.plus
All India Institute of Medical Sciences (AIIMS),aiims.edu,aivitamuse.com
Coal India,coalindia.in,craindia.org
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegrittech.com
Indian Space Research Organisation (ISRO),sac.gov.in,sackliem.ru
National Informatics Centre (NIC),cloud.gov.in,cloudcoins.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudnordicsolutions.com
Indian Space Research Organisation (ISRO),sac.gov.in,5krace.com
National Informatics Centre (NIC),cloud.gov.in,cloudbulwark.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,5af3c3.shop
National Informatics Centre (NIC),cloud.gov.in,cloudridge-digital.uk
Reserve Bank of India (RBI),rebit.org.in,rebikini.com
Canara Bank,canarabank.com,canadabroadcasting.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiangas.info
Vodafone Idea (VI),myvi.in,myvito.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-astro.com
National Informatics Centre (NIC),cloud.gov.in,cloudsensors.xyz
Indian Space Research Organisation (ISRO),isro.gov.in,fistroi.com
State Bank of India (SBI),homeloans.sbi,homeaaa.com
Indian Space Research Organisation (ISRO),isro.gov.in,insurons.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinos77poland.com
National Informatics Centre (NIC),cloud.gov.in,clod67.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsquid.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianiks.com
Indian Space Research Organisation (ISRO),sac.gov.in,aynlcht.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudframes.xyz
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,ictnc.com
Air India,airindia.com,airinitiative.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudzo.in
National Informatics Centre (NIC),cloud.gov.in,itcloud.sbs
Jio,jio.com,jiwon.zone
Reserve Bank of India (RBI),rbi.org.in,rbizone.com
National Health Authority (NHA),abdm.gov.in,ajbdmtke.xyz
Reserve Bank of India (RBI),rbi.org.in,rbi-g.com
National Informatics Centre (NIC),cloud.gov.in,cloudigh.com
Punjab National Bank (PNB),pnb.bank.in,panbe.buzz
IndusInd Bank,indusind.bank.in,industri.us
Indian Space Research Organisation (ISRO),isro.gov.in,insuroq.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecoaching.click
IndusInd Bank,indusind.bank.in,indulskin.com
Canara Bank,canarabank.com,canadianbread.com
National Informatics Centre (NIC),cloud.gov.in,cloudgates.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianadating.com
Reserve Bank of India (RBI),rebit.org.in,remkit.com
National Informatics Centre (NIC),cloud.gov.in,cloudfirstsolutions.com
National Informatics Centre (NIC),cloud.gov.in,cloudvirtue.xyz
parivahan sewa,parivahan.gov.in,para.land
Axis Bank,axis.bank.in,axisframing.co.uk
National Informatics Centre (NIC),cloud.gov.in,cloud-events.click
National Informatics Centre (NIC),cloud.gov.in,cloudaltar.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,53face.com
Reserve Bank of India (RBI),rbi.org.in,rubix.xyz
Indian Space Research Organisation (ISRO),isro.gov.in,itsrooh.com
National Informatics Centre (NIC),cloud.gov.in,cloudecho.xyz
Axis Bank,axis.bank.in,axis-health.co.uk
Coal India,coalindia.in,coalindia.energy
Punjab National Bank (PNB),netpnb.com,redseaairlines.net.ru
National Informatics Centre (NIC),cloud.gov.in,cloudroomstudio.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiamondcleaningma.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemodding.com
Reserve Bank of India (RBI),rebit.org.in,refita.ru
National Informatics Centre (NIC),cloud.gov.in,cloudaion.info
Airtel,airtel.in,aireal.agency
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bnl.one
Vodafone Idea (VI),myvi.in,myviralmailer.com
Airtel,airtelpayments.bank.in,aireplacement.com
National Informatics Centre (NIC),cloud.gov.in,cloudencryption.xyz
