input_position,input_url,normalized_url,source_workbook,best_entity,best_matching_domain,lexical_score,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deep_analysis_candidate,deep_analysis_dns_accepted,deep_analysis_attempted,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,confidence_band,best_score,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,reason,exclusion_stage
12,tran.census.gov.in,https://tran.census.gov.in,dns_twist_census.xlsx,TRAN,tran.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,2,False,False,tran.census.gov.in,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://tran.census.gov.in/CDAC-EnhanceTransliterationAPI/index.html,,,High,86.3636,True,True,False,,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,,
13,tran.census.cn,https://tran.census.cn,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,tran.census.cn,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.cn/ | Call log: - navigating to ""https://tran.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
14,tran.census.com,https://tran.census.com,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,tran.census.com,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.com/ | Call log: - navigating to ""https://tran.census.com/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
15,tran.census.info,https://tran.census.info,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,tran.census.info,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.info/ | Call log: - navigating to ""https://tran.census.info/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
16,tran.census.org,https://tran.census.org,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,1,False,False,tran.census.org,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://tran.census.org/,,,Medium,68.1818,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
17,tran.census.co,https://tran.census.co,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,tran.census.co,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://tran.census.co/ | Call log: - navigating to ""https://tran.census.co/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
18,dev.crsorgi.gov.in,https://dev.crsorgi.gov.in,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,4,False,False,dev.crsorgi.gov.in,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://dev.crsorgi.gov.in/,,,High,100.0,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
20,dev.crsorgi.com,https://dev.crsorgi.com,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,1,False,False,dev.crsorgi.com,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://dev.crsorgi.com/,,,High,100.0,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
21,dev.crsorgi.site,https://dev.crsorgi.site,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,dev.crsorgi.site,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,ssl_error,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://dev.crsorgi.site/ | Call log: - navigating to ""https://dev.crsorgi.site/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
22,dev.crsorgi.info,https://dev.crsorgi.info,dns_twist_census.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,dev.crsorgi.info,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://dev.crsorgi.info/ | Call log: - navigating to ""https://dev.crsorgi.info/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
23,uatbooks.census.gov.in,https://uatbooks.census.gov.in,dns_twist_census.xlsx,UAT BOOKS,uatbooks.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,2,False,False,uatbooks.census.gov.in,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://uatbooks.census.gov.in/,,,High,86.3636,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
24,uatbooks.census.cn,https://uatbooks.census.cn,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatbooks.census.cn,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.cn/ | Call log: - navigating to ""https://uatbooks.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
25,uatbooks.census.com,https://uatbooks.census.com,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatbooks.census.com,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.com/ | Call log: - navigating to ""https://uatbooks.census.com/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
26,uatbooks.census.info,https://uatbooks.census.info,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatbooks.census.info,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.info/ | Call log: - navigating to ""https://uatbooks.census.info/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
27,uatbooks.census.org,https://uatbooks.census.org,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,1,False,False,uatbooks.census.org,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://uatbooks.census.org/,,,Medium,68.1818,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
28,uatbooks.census.co,https://uatbooks.census.co,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatbooks.census.co,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatbooks.census.co/ | Call log: - navigating to ""https://uatbooks.census.co/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
29,uatdco.census.gov.in,https://uatdco.census.gov.in,dns_twist_census.xlsx,Kerala,uatdco.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,2,False,False,uatdco.census.gov.in,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://uatdco.census.gov.in/,,,High,98.7216,True,True,False,,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,,
30,uatdco.census.cn,https://uatdco.census.cn,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatdco.census.cn,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.cn/ | Call log: - navigating to ""https://uatdco.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
31,uatdco.census.com,https://uatdco.census.com,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatdco.census.com,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.com/ | Call log: - navigating to ""https://uatdco.census.com/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
32,uatdco.census.info,https://uatdco.census.info,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatdco.census.info,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.info/ | Call log: - navigating to ""https://uatdco.census.info/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
33,uatdco.census.org,https://uatdco.census.org,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,1,False,False,uatdco.census.org,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://uatdco.census.org/,,,Medium,68.1818,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
34,uatdco.census.co,https://uatdco.census.co,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,uatdco.census.co,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://uatdco.census.co/ | Call log: - navigating to ""https://uatdco.census.co/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
35,karnataka.census.gov.in,https://karnataka.census.gov.in,dns_twist_census.xlsx,Karnataka,karnataka.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,2,False,False,karnataka.census.gov.in,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://karnataka.census.gov.in/,,,High,86.3636,True,True,False,,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,,
36,karnataka.census.cn,https://karnataka.census.cn,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,karnataka.census.cn,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.cn/ | Call log: - navigating to ""https://karnataka.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
37,karnataka.census.com,https://karnataka.census.com,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,karnataka.census.com,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.com/ | Call log: - navigating to ""https://karnataka.census.com/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
38,karnataka.census.info,https://karnataka.census.info,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,karnataka.census.info,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.info/ | Call log: - navigating to ""https://karnataka.census.info/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
39,karnataka.census.org,https://karnataka.census.org,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,1,False,False,karnataka.census.org,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://karnataka.census.org/,,,Medium,68.1818,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
40,karnataka.census.co,https://karnataka.census.co,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,karnataka.census.co,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://karnataka.census.co/ | Call log: - navigating to ""https://karnataka.census.co/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
41,maharashtra.census.gov.in,https://maharashtra.census.gov.in,dns_twist_census.xlsx,Maharashtra,maharashtra.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,2,False,False,maharashtra.census.gov.in,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://maharashtra.census.gov.in/,,,High,86.3636,True,True,False,,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,,
42,maharashtra.census.cn,https://maharashtra.census.cn,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,maharashtra.census.cn,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.cn/ | Call log: - navigating to ""https://maharashtra.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
43,maharashtra.census.com,https://maharashtra.census.com,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,maharashtra.census.com,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.com/ | Call log: - navigating to ""https://maharashtra.census.com/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
44,maharashtra.census.info,https://maharashtra.census.info,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,maharashtra.census.info,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.info/ | Call log: - navigating to ""https://maharashtra.census.info/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
45,maharashtra.census.org,https://maharashtra.census.org,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,1,False,False,maharashtra.census.org,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://maharashtra.census.org/,,,Medium,68.1818,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
46,maharashtra.census.co,https://maharashtra.census.co,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,maharashtra.census.co,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://maharashtra.census.co/ | Call log: - navigating to ""https://maharashtra.census.co/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
47,jharkhand.census.gov.in,https://jharkhand.census.gov.in,dns_twist_census.xlsx,Jharkhand,jharkhand.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,2,False,False,jharkhand.census.gov.in,,0,True,lexical_hit,True,True,True,resolved,accepted,fetched,available,,,https://jharkhand.census.gov.in/,,,High,86.3636,True,True,False,,score_threshold|hash_bypass_hit|weak_direct_evidence|network_corroboration,,,
48,jharkhand.census.cn,https://jharkhand.census.cn,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,jharkhand.census.cn,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://jharkhand.census.cn/ | Call log: - navigating to ""https://jharkhand.census.cn/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
49,jharkhand.census.com,https://jharkhand.census.com,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,jharkhand.census.com,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://jharkhand.census.com/ | Call log: - navigating to ""https://jharkhand.census.com/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
50,jharkhand.census.info,https://jharkhand.census.info,dns_twist_census.xlsx,Assam,assam.census.gov.in,1.0,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,jharkhand.census.info,,0,True,lexical_hit,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://jharkhand.census.info/ | Call log: - navigating to ""https://jharkhand.census.info/"", waiting until ""domcontentloaded""",about:blank,,,Low,0.0,False,False,False,,failed_fetch_strict_lexical_suspected,,fetch_timeout_or_fetch_failed,hashing_shortlist
