input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
132,aris.builders,https://aris.builders,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Axis Bank,True,True,True,False,,,jw_primary,Axis Bank,axis.bank.in,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,aris.builders,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
137,jiasoo.club,https://jiasoo.club,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Jio,True,True,True,False,,,jw_primary,Jio,jio.com,0.0,,0.8667,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jiasoo.club,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
138,homelab4125.org,https://homelab4125.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,,0.8828,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homelab4125.org,,0,True,lexical_hit,0.0,,,,,,,,,0.7,False,0,False,False,0.0,0.0,0.0
141,pnsnb0.makeup,https://pnsnb0.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.8667,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnsnb0.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
146,h0mea8.makeup,https://h0mea8.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,,0.8778,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,h0mea8.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
147,airtoeu2.website,https://airtoeu2.website,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary,Airtel,airtel.in,0.0,,0.8917,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtoeu2.website,,0,True,lexical_hit,0.0,,,,,,,,,0.7143,False,0,False,False,0.0,0.0,0.0
150,onlinefinancer.com,https://onlinefinancer.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.8556,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinefinancer.com,,0,True,lexical_hit,0.0,,,,,,,,,0.6087,False,0,False,False,0.0,0.0,0.0
154,boaindia.org,https://boaindia.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,BSE Ltd.,True,True,True,False,,,jw_primary,BSE Ltd.,bseindia.com,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,boaindia.org,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
172,parthan.in,https://parthan.in,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,parivahan sewa,True,True,True,False,,,jw_primary,parivahan sewa,parivahan.gov.in,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,parthan.in,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
173,homelan.fun,https://homelan.fun,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,,0.9556,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homelan.fun,,0,True,lexical_hit,0.0,,,,,,,,,0.875,False,0,False,False,0.0,0.0,0.0
174,aimdos.com,https://aimdos.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,,,jw_primary,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.0,,0.8578,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,aimdos.com,,0,True,lexical_hit,0.0,,,,,,,,,0.7273,False,0,False,False,0.0,0.0,0.0
176,onlinebiztonsag.online,https://onlinebiztonsag.online,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.8978,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinebiztonsag.online,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
177,kevitech.in,https://kevitech.in,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Kfintech,True,True,True,False,,,jw_primary,Kfintech,kfintech.com,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,kevitech.in,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
179,https://eclify.com,https://eclify.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Election Commision of India (ECI),True,True,True,False,,,jw_primary,Election Commision of India (ECI),eci.gov.in,0.0,,0.8667,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,eclify.com,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
180,jiofm.biz,https://jiofm.biz,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Jio,True,True,True,False,,,jw_primary,Jio,jio.com,0.0,,0.9067,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jiofm.biz,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
184,urbis.digital,https://urbis.digital,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Reserve Bank of India (RBI),True,True,True,False,,,jw_primary,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.8667,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,urbis.digital,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
187,online-fizetes.com,https://online-fizetes.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.8556,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,online-fizetes.com,,0,True,lexical_hit,0.0,,,,,,,,,0.6087,False,0,False,False,0.0,0.0,0.0
188,onlinecrusader.link,https://onlinecrusader.link,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.8556,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinecrusader.link,,0,True,lexical_hit,0.0,,,,,,,,,0.6087,False,0,False,False,0.0,0.0,0.0
189,ecirb.com,https://ecirb.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Election Commision of India (ECI),True,True,True,False,,,jw_primary,Election Commision of India (ECI),eci.gov.in,0.0,,0.9067,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ecirb.com,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
190,hotelos.dev,https://hotelos.dev,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,,0.873,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,hotelos.dev,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
191,sbai09.makeup,https://sbai09.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,timeout,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),sbi.co.in,0.0,,0.8667,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,sbai09.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
197,panbe.shop,https://panbe.shop,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.88,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,panbe.shop,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
200,icibvi.makeup,https://icibvi.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,ICICI Bank,True,True,True,False,,,jw_primary,ICICI Bank,icici.bank.in,0.0,,0.8756,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,icibvi.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.7273,False,0,False,False,0.0,0.0,0.0
203,canonmail.com,https://canonmail.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,,,jw_primary,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,0.8837,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,canonmail.com,,0,True,lexical_hit,0.0,,,,,,,,,0.5563,False,0,False,False,0.0,0.0,0.0
207,aidi5.makeup,https://aidi5.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,,,jw_primary,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.0,,0.8933,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,aidi5.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.8,False,0,False,False,0.0,0.0,0.0
212,homelabserver.dev.br,https://homelabserver.dev.br,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,,0.8632,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homelabserver.dev.br,,0,True,lexical_hit,0.0,,,,,,,,,0.6364,False,0,False,False,0.0,0.0,0.0
214,emciay.makeup,https://emciay.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Election Commision of India (ECI),True,True,True,False,,,jw_primary,Election Commision of India (ECI),eci.gov.in,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,emciay.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
216,lis-skinz.net.ru,https://lis-skinz.net.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Punjab National Bank (PNB),False,True,True,False,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.8833,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,lis-skinz.net.ru,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
229,ai5c.makeup,https://ai5c.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Axis Bank,True,True,True,False,,,jw_primary,Axis Bank,axis.bank.in,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ai5c.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.75,False,0,False,False,0.0,0.0,0.0
238,epcxi7.makeup,https://epcxi7.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Election Commision of India (ECI),True,True,True,False,,,jw_primary,Election Commision of India (ECI),eci.gov.in,0.0,,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,epcxi7.makeup,,0,True,lexical_hit,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
239,netxpand.app,https://netxpand.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),netpnb.com,0.0,,0.8736,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,netxpand.app,,0,True,lexical_hit,0.0,,,,,,,,,0.7143,False,0,False,False,0.0,0.0,0.0
241,homeclaw.net,https://homeclaw.net,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,,0.8833,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homeclaw.net,,0,True,lexical_hit,0.0,,,,,,,,,0.7059,False,0,False,False,0.0,0.0,0.0
244,homlinks.com,https://homlinks.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,dns_error,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,,0.8639,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homlinks.com,,0,True,lexical_hit,0.0,,,,,,,,,0.7059,False,0,False,False,0.0,0.0,0.0
246,axiumsystem.com,https://axiumsystem.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,no_records,rejected,,not_attempted,,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,True,Axis Bank,True,True,True,False,,,jw_primary,Axis Bank,axis.bank.in,0.0,,0.8515,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,axiumsystem.com,,0,True,lexical_hit,0.0,,,,,,,,,0.5333,False,0,False,False,0.0,0.0,0.0
