input_position,input_url,normalized_url,exclusion_stage,reason,dns_status,dns_decision,fetch_status,final_landing_url,parking_provider,parking_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason
16,sportrade.blog,https://sportrade.blog,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
17,elit-stomatolog.ru,https://elit-stomatolog.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
18,root-ro.info,https://root-ro.info,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
19,wildlayers.com,https://wildlayers.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
20,update-account.online,https://update-account.online,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
21,chillcollege.com,https://chillcollege.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
22,pack101.org,https://pack101.org,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
23,mikogpt.ru,https://mikogpt.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
24,rosastoneeg.com,https://rosastoneeg.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
25,pulsefck.store,https://pulsefck.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
26,edugig.xyz,https://edugig.xyz,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
27,slexironphdrexox.world,https://slexironphdrexox.world,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
28,zrsanalyst.com,https://zrsanalyst.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
29,aithink.world,https://aithink.world,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
30,conciergerie-niort.fr,https://conciergerie-niort.fr,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
31,tnkproject.com,https://tnkproject.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
32,roisgloballogam.com,https://roisgloballogam.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
33,fxsnowcool.com,https://fxsnowcool.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
34,coastalcounselingcenter.org,https://coastalcounselingcenter.org,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
35,creditrepair-help.com,https://creditrepair-help.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
36,prototanya.org,https://prototanya.org,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
37,optimacapitalvc.com,https://optimacapitalvc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
39,wintergroupsecurity.com,https://wintergroupsecurity.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
40,laoshuanliagou.bond,https://laoshuanliagou.bond,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
41,globalbookpublication.com,https://globalbookpublication.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
42,brierleysovereigngroup.info,https://brierleysovereigngroup.info,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
43,web365daftar.com,https://web365daftar.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
44,5500betsk.com,https://5500betsk.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
45,yataganharem5.click,https://yataganharem5.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
46,daisyfrost.com,https://daisyfrost.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
47,lml2vipaff05.cc,https://lml2vipaff05.cc,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
48,alyxara.com,https://alyxara.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
49,udbijaayurveda.com,https://udbijaayurveda.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
50,bexarcasino.space,https://bexarcasino.space,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
51,verify-account.net,https://verify-account.net,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
52,inwestonauci.pl,https://inwestonauci.pl,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
53,uk-travel.ru,https://uk-travel.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
54,allnaturalherbalmedicines.com,https://allnaturalherbalmedicines.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
55,outlandscodex.ai,https://outlandscodex.ai,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
56,eeeey.cc,https://eeeey.cc,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
57,pnblndia-app.in,https://pnblndia-app.in,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
58,94498.qpon,https://94498.qpon,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
59,tutera.ru,https://tutera.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
60,mediavision.store,https://mediavision.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
61,bazarcentofiori.com,https://bazarcentofiori.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
62,anxunh.top,https://anxunh.top,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
63,shaart.com,https://shaart.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
64,intelectusai.com,https://intelectusai.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
65,avbyfpho.shop,https://avbyfpho.shop,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
66,unqvrhr60.shop,https://unqvrhr60.shop,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
67,pnb-india.in,https://pnb-india.in,dns_gate,dns_rejected,resolver_error,rejected,,,,,True,True,False,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity
68,pnblndia.in,https://pnblndia.in,dns_gate,dns_rejected,dns_error,rejected,,,,,True,True,False,jw_primary|skeleton_similarity
69,sweetcookii.com,https://sweetcookii.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
70,eatalymarket.shop,https://eatalymarket.shop,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
71,di9rke.top,https://di9rke.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
72,sbi-secure-login.com,https://sbi-secure-login.com,dns_gate,dns_rejected,dns_error,rejected,,,,,True,False,False,brand_token_match
73,manto90.store,https://manto90.store,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
74,traverseskier.com,https://traverseskier.com,hashing_shortlist,parked_page,resolved,accepted,parked,https://traverseskier.com/,GenericParking,generic_parking_text_signals,False,False,True,fallback_top_k
75,lfsidou.com,https://lfsidou.com,hashing_shortlist,parked_page,resolved,accepted,parked,https://lfsidou.com/,GenericParking,generic_parking_text_signals,False,False,True,fallback_top_k
76,digifant.network,https://digifant.network,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
77,icici-bank-support.in,https://icici-bank-support.in,dns_gate,dns_rejected,dns_error,rejected,,,,,True,True,False,brand_token_match|jw_primary
78,777gvipclub.com,https://777gvipclub.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
80,ybiscom.fr,https://ybiscom.fr,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
81,suaconsulta2026.online,https://suaconsulta2026.online,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
82,tayceculture.com,https://tayceculture.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
83,hixemuzydo.pro,https://hixemuzydo.pro,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
84,dq67r.top,https://dq67r.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
85,metaads.pro,https://metaads.pro,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
86,hgi5z6n1d.vip,https://hgi5z6n1d.vip,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
87,bogitekniikka.fi,https://bogitekniikka.fi,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
88,ofertaa643842315.sbs,https://ofertaa643842315.sbs,dns_gate,dns_rejected,resolver_error,rejected,,,,,False,False,True,fallback_top_k
89,ampmskincare.com,https://ampmskincare.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
90,commerium.co.uk,https://commerium.co.uk,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
91,outergood.ru,https://outergood.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
92,aetyk.cc,https://aetyk.cc,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
93,perchproject.org,https://perchproject.org,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
94,netsafe.ovh,https://netsafe.ovh,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
95,crplasticos.com.br,https://crplasticos.com.br,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
96,pnb-netbanking.net,https://pnb-netbanking.net,dns_gate,dns_rejected,dns_error,rejected,,,,,True,False,False,brand_token_match
97,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,dns_gate,dns_rejected,dns_error,rejected,,,,,True,False,False,brand_token_match
98,carelessvibe.com,https://carelessvibe.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
99,mis4624.cc,https://mis4624.cc,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
100,connectionsarchive.net,https://connectionsarchive.net,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
101,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,dns_gate,dns_rejected,dns_error,rejected,,,,,True,True,False,jw_primary|skeleton_similarity
102,parquebatweania.com,https://parquebatweania.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
103,e7v7c6y.com,https://e7v7c6y.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
104,thinkproguard.com,https://thinkproguard.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
105,pnblndia.bank.in,https://pnblndia.bank.in,dns_gate,dns_rejected,dns_error,rejected,,,,,True,True,False,jw_primary
106,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
107,twentysixer.ru,https://twentysixer.ru,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
108,jardines10.com,https://jardines10.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
109,americanexpress-reward00175.ink,https://americanexpress-reward00175.ink,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
110,preprod-ucimtbworldseries.com,https://preprod-ucimtbworldseries.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
111,essentialcleaningservicesusa.com,https://essentialcleaningservicesusa.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
112,socioone.com,https://socioone.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
113,accountauthenticate.com,https://accountauthenticate.com,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
114,annarbormarket.com,https://annarbormarket.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
115,fjudoeuskadi.eus,https://fjudoeuskadi.eus,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
116,thelocksmithcrew.com,https://thelocksmithcrew.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
117,bluewaterpoolsusa.com,https://bluewaterpoolsusa.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
118,fresna.online,https://fresna.online,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
119,wantianzf.com,https://wantianzf.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
120,lucilalehmann.com,https://lucilalehmann.com,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
121,easy-sponso.com,https://easy-sponso.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
123,emon793hoky.online,https://emon793hoky.online,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
124,soilandturfconsulting.com,https://soilandturfconsulting.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
125,s-s-a.us,https://s-s-a.us,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
126,shelbyserves.com,https://shelbyserves.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
127,graniteindustriesinc.com,https://graniteindustriesinc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
128,abfquoelx.com,https://abfquoelx.com,dns_gate,dns_rejected,resolver_error,rejected,,,,,False,False,True,fallback_top_k
129,charmenowho.shop,https://charmenowho.shop,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
130,o3zxth.top,https://o3zxth.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
131,secure-login.com,https://secure-login.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
132,scarpe-it.ru,https://scarpe-it.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
133,quadbottles.store,https://quadbottles.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
134,jlchuhai.com,https://jlchuhai.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
135,airtel-merchants.club,https://airtel-merchants.club,dns_gate,dns_rejected,no_records,rejected,,,,,True,True,False,brand_token_match|jw_primary
136,landscapebyvera.com,https://landscapebyvera.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
137,ibramep.com,https://ibramep.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
138,inesceramica.pt,https://inesceramica.pt,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
139,phoenixwanderlust.in,https://phoenixwanderlust.in,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
141,snowtime.shop,https://snowtime.shop,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
142,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,dns_gate,dns_rejected,dns_error,rejected,,,,,True,False,False,brand_token_match
143,surpriseoflifellc.com,https://surpriseoflifellc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
144,barbara-michelle.com,https://barbara-michelle.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
145,doggiemax.com,https://doggiemax.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
146,cppcccare.com,https://cppcccare.com,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
147,wfbmus.org,https://wfbmus.org,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
148,786786786786.com,https://786786786786.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
149,5ggnp.buzz,https://5ggnp.buzz,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
150,hysefo.com,https://hysefo.com,hashing_shortlist,parked_page,resolved,accepted,parked,https://domains.atom.com/lpd/name/hysefo.com,Squadhelp/Atom,provider_branded_parking_template,False,False,True,fallback_top_k
151,rush-bodyplan.homes,https://rush-bodyplan.homes,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
152,nmjiaojinginc.shop,https://nmjiaojinginc.shop,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
153,pornmega18.xyz,https://pornmega18.xyz,dns_gate,dns_rejected,resolver_error,rejected,,,,,False,False,True,fallback_top_k
154,dikagegrid.click,https://dikagegrid.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
155,zentozavoveltopentolaxinilo.click,https://zentozavoveltopentolaxinilo.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
156,dynamicdigitalmastery.com,https://dynamicdigitalmastery.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
157,oliveandjunes.store,https://oliveandjunes.store,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
158,sbireward.com,https://sbireward.com,dns_gate,dns_rejected,dns_error,rejected,,,,,True,True,False,jw_primary
159,reward-expiry.com,https://reward-expiry.com,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
160,swiftdrops.store,https://swiftdrops.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
161,exerciseok.com,https://exerciseok.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
162,permabrows.us,https://permabrows.us,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
163,aifinance.global,https://aifinance.global,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
164,logrenuunics.com,https://logrenuunics.com,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
165,lesfermesdespoir.fr,https://lesfermesdespoir.fr,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
166,f1blue.com,https://f1blue.com,dns_gate,dns_rejected,timeout,rejected,,,,,False,False,True,fallback_top_k
167,penn-hpp.com,https://penn-hpp.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
168,flydownloads.space,https://flydownloads.space,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
169,jicm0yo.vip,https://jicm0yo.vip,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
170,ventajp.com,https://ventajp.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
171,chargemoment.com,https://chargemoment.com,hashing_shortlist,parked_page,resolved,accepted,parked,https://chargemoment.com/,GenericParking,generic_parking_text_signals,False,False,True,fallback_top_k
172,ub-futas.hu,https://ub-futas.hu,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
173,tonerrefillstoreho.shop,https://tonerrefillstoreho.shop,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
175,piezosistem.com,https://piezosistem.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
176,creationorder.net,https://creationorder.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,failed,,,,False,False,True,fallback_top_k
177,anptght-jp.com,https://anptght-jp.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
178,n6k6jqg8.top,https://n6k6jqg8.top,dns_gate,dns_rejected,no_records,rejected,,,,,False,False,True,fallback_top_k
179,nevermindmedia.ch,https://nevermindmedia.ch,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
180,ivqojlz1513.top,https://ivqojlz1513.top,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
181,71042.vip,https://71042.vip,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
182,cifibiu.pro,https://cifibiu.pro,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
183,hollandgroupandassociates.com,https://hollandgroupandassociates.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
185,519zx.top,https://519zx.top,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
186,itplayegypt.win,https://itplayegypt.win,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
187,domain,https://domain,dns_gate,dns_rejected,dns_error,rejected,,,,,False,False,True,fallback_top_k
188,secure-kyc.com,https://secure-kyc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,fetched,,,,False,False,True,fallback_top_k
