input_position,input_url,normalized_url,exclusion_stage,reason,dns_status,dns_decision,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason
107,twentysixer.ru,https://twentysixer.ru,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
108,shaart.com,https://shaart.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
109,5500betsk.com,https://5500betsk.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
110,hgi5z6n1d.vip,https://hgi5z6n1d.vip,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
111,chargemoment.com,https://chargemoment.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
112,exodusbrk.com,https://exodusbrk.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
113,8eight.com.tw,https://8eight.com.tw,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
114,discretion.shop,https://discretion.shop,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
115,lml2vipaff05.cc,https://lml2vipaff05.cc,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
116,tredmind.com,https://tredmind.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
117,piezosistem.com,https://piezosistem.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
118,scarpe-it.ru,https://scarpe-it.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
119,djgekcf.icu,https://djgekcf.icu,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
120,oliveandjunes.store,https://oliveandjunes.store,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
121,ybiscom.fr,https://ybiscom.fr,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
122,americanexpress-reward00175.ink,https://americanexpress-reward00175.ink,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
123,hixemuzydo.pro,https://hixemuzydo.pro,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
124,pnblndia-app.in,https://pnblndia-app.in,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
125,ibramep.com,https://ibramep.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
126,alyxara.com,https://alyxara.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
127,quadbottles.store,https://quadbottles.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
128,5ggnp.buzz,https://5ggnp.buzz,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
129,thirdshelterpress.com,https://thirdshelterpress.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
130,daisyfrost.com,https://daisyfrost.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
131,zrsanalyst.com,https://zrsanalyst.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
132,hollandgroupandassociates.com,https://hollandgroupandassociates.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
133,easy-sponso.com,https://easy-sponso.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
134,soyprotagonistafinanciero.com,https://soyprotagonistafinanciero.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
135,vipslot.casino,https://vipslot.casino,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
136,o3zxth.top,https://o3zxth.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
137,commerium.co.uk,https://commerium.co.uk,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
138,hometownsewickley.com,https://hometownsewickley.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
140,ub-futas.hu,https://ub-futas.hu,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
141,airtele.xyz,https://airtele.xyz,dns_gate,dns_rejected,timeout,rejected,True,True,False,jw_primary|token_set_primary|skeleton_similarity|host_similarity
142,dynamicdigitalmastery.com,https://dynamicdigitalmastery.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
143,creationorder.net,https://creationorder.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
144,ank2014.biz,https://ank2014.biz,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
145,saudenervocuremax.shop,https://saudenervocuremax.shop,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
146,sportrade.blog,https://sportrade.blog,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
147,moisesdevweb.com,https://moisesdevweb.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
148,snackduel.com,https://snackduel.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
149,charmenowho.shop,https://charmenowho.shop,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
150,thepatoolkit.com,https://thepatoolkit.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
151,phoenixwanderlust.in,https://phoenixwanderlust.in,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
152,tayceculture.com,https://tayceculture.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
153,pnb-netbanking.net,https://pnb-netbanking.net,dns_gate,dns_rejected,dns_error,rejected,True,False,False,brand_token_match
154,jlchuhai.com,https://jlchuhai.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
155,hraihpsa.ca,https://hraihpsa.ca,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
156,bluewaterpoolsusa.com,https://bluewaterpoolsusa.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
157,aetyk.cc,https://aetyk.cc,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
158,sbireward.com,https://sbireward.com,dns_gate,dns_rejected,dns_error,rejected,True,True,False,jw_primary
159,fjudoeuskadi.eus,https://fjudoeuskadi.eus,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
160,beatyourbuddies.online,https://beatyourbuddies.online,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
161,parquebatweania.com,https://parquebatweania.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
162,brandmappr.com,https://brandmappr.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
163,bazarcentofiori.com,https://bazarcentofiori.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
164,dq67r.top,https://dq67r.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
165,joel-angelina-wedding.com,https://joel-angelina-wedding.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
166,carelessvibe.com,https://carelessvibe.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
167,mediavision.store,https://mediavision.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
168,anxunh.top,https://anxunh.top,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
169,accountauthenticate.com,https://accountauthenticate.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
170,inwestonauci.pl,https://inwestonauci.pl,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
171,thinkproguard.com,https://thinkproguard.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
172,flydownloads.space,https://flydownloads.space,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
173,inesceramica.pt,https://inesceramica.pt,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
174,laoshuanliagou.bond,https://laoshuanliagou.bond,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
175,fresna.online,https://fresna.online,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
176,f1blue.com,https://f1blue.com,dns_gate,dns_rejected,timeout,rejected,False,False,True,fallback_top_k
178,icic-bank.com,https://icic-bank.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
180,outergood.ru,https://outergood.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
181,abfquoelx.com,https://abfquoelx.com,dns_gate,dns_rejected,timeout,rejected,False,False,True,fallback_top_k
182,yktdeo.com,https://yktdeo.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
183,ampmskincare.com,https://ampmskincare.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
184,soilandturfconsulting.com,https://soilandturfconsulting.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
185,suaconsulta2026.online,https://suaconsulta2026.online,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
186,reward-expiry.com,https://reward-expiry.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
187,outlandscodex.ai,https://outlandscodex.ai,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
188,pornmega18.xyz,https://pornmega18.xyz,dns_gate,dns_rejected,timeout,rejected,False,False,True,fallback_top_k
189,wfbmus.org,https://wfbmus.org,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
190,icici-bank-support.in,https://icici-bank-support.in,dns_gate,dns_rejected,dns_error,rejected,True,True,False,brand_token_match|jw_primary
191,netsafe.ovh,https://netsafe.ovh,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
192,connectionsarchive.net,https://connectionsarchive.net,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
193,creditrepair-help.com,https://creditrepair-help.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
194,zentozavoveltopentolaxinilo.click,https://zentozavoveltopentolaxinilo.click,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
196,71042.vip,https://71042.vip,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
197,mikogpt.ru,https://mikogpt.ru,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
198,freedomroadfinancialdealerhub.com,https://freedomroadfinancialdealerhub.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
199,shelbyserves.com,https://shelbyserves.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
200,exerciseok.com,https://exerciseok.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
201,brierleysovereigngroup.info,https://brierleysovereigngroup.info,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
202,surpriseoflifellc.com,https://surpriseoflifellc.com,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,resolved,accepted,False,False,True,fallback_top_k
