input_position,input_url,normalized_url,source_workbook,exclusion_stage,reason,survival_path,drop_path,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted_to_holdout,kept_for_review_only,review_only_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_matching_domain,generic_token_only_match,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,stage1_passthrough
12,dghjdgf.com/paypal.co.uk/cycgi-bin/webscrcmd=_home-customer&nav=1/loading.php,https://dghjdgf.com/paypal.co.uk/cycgi-bin/webscrcmd=_home-customer&nav=1/loading.php,AIGR-S66270_Ground_Truth.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,hdfc.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
13,smilesvoegol.servebbs.org/voegol.php,https://smilesvoegol.servebbs.org/voegol.php,AIGR-S66270_Ground_Truth.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,aiimsexams.ac.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
14,super1000.info/docssmilesvoegol.servebbs.org/voegol.php,https://super1000.info/docssmilesvoegol.servebbs.org/voegol.php,AIGR-S66270_Ground_Truth.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,bsnl.co.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
15,dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,https://dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,AIGR-S66270_Ground_Truth.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,homeloans.sbi,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
16,domain,https://domain,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,dns_error,rejected,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k|generic_token_only,kavach.mail.gov.in,True,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
17,jardines10.com,https://jardines10.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://jardines10.com,,,,False,False,,False,False,True,fallback_top_k,airtel.in,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,jardines10.com,,114,False,stage1_low_suspicion,False
18,connectionsarchive.net,https://connectionsarchive.net,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://connectionsarchive.net,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,connectionsarchive.net,connectionsarchive.net,32768,False,stage1_low_suspicion,False
19,web365daftar.com,https://web365daftar.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://web365daftar.com,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,8,0,0,0,8,False,meta_brand_match,False,False,False,1,0,web365daftar.com,bannerpenyimpanan.club,32768,False,stage1_low_suspicion,False
20,conciergerie-niort.fr,https://conciergerie-niort.fr,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://conciergerie-niort.fr,,,,False,False,,False,False,True,fallback_top_k,crsorgi.gov.in,False,False,0,4,6,6,16,False,auth_wording|suspicious_hosting_provider|js_redirect,False,False,False,0,0,conciergerie-niort.fr,assets.zyrosite.com,32768,False,stage1_low_suspicion,False
21,nmjiaojinginc.shop,https://nmjiaojinginc.shop,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://nmjiaojinginc.shop,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,nmjiaojinginc.shop,,1068,False,stage1_low_suspicion,False
22,ventajp.com,https://ventajp.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://ventajp.com,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,ventajp.com,,114,False,stage1_low_suspicion,False
23,snackduel.com,https://snackduel.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
24,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://calmplatewindow.club,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,calmplatewindow.club,calmplatewindow.club,18105,False,stage1_low_suspicion,False
25,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://www.tuterrenoenchile.cl/,,,,False,False,,False,False,True,fallback_top_k,irctctourism.com,False,False,0,0,0,0,0,False,,False,False,False,0,1,www.tuterrenoenchile.cl,www.tuterrenoenchile.cl,32768,False,stage1_low_suspicion,False
26,pumirpkin.live,https://pumirpkin.live,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,head_only,not_attempted,get_error,,https://pumirpkin.live,,,,False,False,,False,False,True,fallback_top_k,uidai.gov.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,pumirpkin.live,,0,False,stage1_low_suspicion,False
27,exerciseok.com,https://exerciseok.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://www.ezeedomains.com/name/ExerciseOk.com,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,2,1,www.ezeedomains.com,,32768,False,stage1_low_suspicion,False
28,parquebatweania.com,https://parquebatweania.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.parquebatweania.com/,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,1,www.parquebatweania.com,,11830,False,stage1_low_suspicion,False
29,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://tutu-and-tiaras.com,,,,False,False,,False,False,True,fallback_top_k,airindiaexpress.com,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,tutu-and-tiaras.com,,114,False,stage1_low_suspicion,False
30,prototanya.org,https://prototanya.org,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://prototanya.org,,,,False,False,,False,False,True,fallback_top_k,airtelpayments.bank.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,prototanya.org,,6405,False,stage1_low_suspicion,False
31,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://beton888bonuuz30rb.cyou,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,7776,False,stage1_low_suspicion,False
32,creationorder.net,https://creationorder.net,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://creationorder.net/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
33,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://bazarcentofiori.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,bazarcentofiori.com,,114,False,stage1_low_suspicion,False
34,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.xhgtyb7912.vip:34225/register?i_code=2189580,,,,False,False,,False,False,True,fallback_top_k,indusind.bank.in,False,False,0,0,0,10,10,False,js_redirect|final_domain_changed,False,False,False,0,1,www.xhgtyb7912.vip,,4468,False,stage1_low_suspicion,False
35,socioone.com,https://socioone.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://socioone.com,,,,False,False,,False,False,True,fallback_top_k,camsonline.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,socioone.com,img1.wsimg.com,32768,False,stage1_low_suspicion,False
36,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://greenbeangirltrainingtutoring.com,,,,False,False,,False,False,True,fallback_top_k,rbi.org.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,greenbeangirltrainingtutoring.com,,32768,False,stage1_low_suspicion,False
37,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://crplasticos.com.br,,,,False,False,,False,False,True,fallback_top_k,accounts.mgovcloud.in,False,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15515,False,stage1_suspected_non_escalated,False
38,tnkproject.com,https://tnkproject.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://tnkproject.com,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,4,0,0,4,8,False,body_brand_match|iframe_present,False,False,False,1,0,tnkproject.com,,32768,False,stage1_low_suspicion,False
39,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://landscapebyvera.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
40,fresna.online,https://fresna.online,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://fresna.online,,,,False,False,,False,False,True,fallback_top_k,bseindia.com,False,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,fresna.online,,32012,False,stage1_low_suspicion,False
41,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://zh-ptgaming.com,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,False,0,0,0,4,4,False,iframe_present,False,False,False,0,0,zh-ptgaming.com,,1303,False,stage1_low_suspicion,False
42,emon793hoky.online,https://emon793hoky.online,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://emon793hoky.online,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,emon793hoky.online,,7072,False,stage1_low_suspicion,False
43,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://udbijaayurveda.com,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,udbijaayurveda.com,udbijaayurveda.com,32768,False,stage1_low_suspicion,False
44,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,resolver_error,rejected,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,homeloans.sbi,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
45,easy-sponso.com,https://easy-sponso.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://easy-sponso.com,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,easy-sponso.com,,5073,False,stage1_low_suspicion,False
46,roblox303.store,https://roblox303.store,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://roblox303.store,,,,False,False,,False,False,True,fallback_top_k,rbi.org.in,False,False,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,roblox303.store,,4608,False,stage1_low_suspicion,False
47,kirin77.site,https://kirin77.site,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://kirin77.site,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,kirin77.site,,32768,False,stage1_low_suspicion,False
48,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.moisesdevweb.com/,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,1,www.moisesdevweb.com,,32768,False,stage1_low_suspicion,False
49,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_REFUSED at https://barbara-michelle.com/ | Call log: - navigating to ""https://barbara-michelle.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,canarahsbclife.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
50,pornxmodel.click,https://pornxmodel.click,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,resolver_error,rejected,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,pnb.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
51,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://hraihpsa.ca,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,12,4,0,0,16,False,favicon_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,hraihpsa.ca,hraihpsa.ca,32768,False,stage1_low_suspicion,False
52,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://saudenervocuremax.shop,,,,False,False,,False,False,True,fallback_top_k,sbicard.com,False,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,saudenervocuremax.shop,saudenervocuremax.shop,32768,False,stage1_low_suspicion,False
53,rjpnbv.com,https://rjpnbv.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,pnb.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
54,yktdeo.com,https://yktdeo.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://yktdeo.com,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,yktdeo.com,,0,False,stage1_low_suspicion,False
55,jlchuhai.com,https://jlchuhai.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,hdfclife.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
56,bogitekniikka.fi,https://bogitekniikka.fi,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://bogitekniikka.fi,,,,False,False,,False,False,True,fallback_top_k,bseindia.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,bogitekniikka.fi,,32768,False,stage1_low_suspicion,False
57,lucilalehmann.com,https://lucilalehmann.com,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,uidai.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
58,yataganharem5.click,https://yataganharem5.click,urls.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://yataganharem5.click,,,,False,False,,False,False,True,fallback_top_k,abdm.gov.in,False,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,yataganharem5.click,,4104,False,stage1_suspected_non_escalated,False
59,jicm0yo.vip,https://jicm0yo.vip,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
60,wintergroupsecurity.com,https://wintergroupsecurity.com,urls.xlsx,hashing_shortlist,fetch_timeout_or_fetch_failed,,fetch_timeout_or_fetch_failed,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://wintergroupsecurity.com/"", waiting until ""domcontentloaded""",,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
61,mikogpt.ru,https://mikogpt.ru,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://mikogpt.ru,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,mikogpt.ru,mikogpt.ru,7693,False,stage1_low_suspicion,False
62,exodusbrk.com,https://exodusbrk.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://exodusbrk.com,,,,False,False,,False,False,True,fallback_top_k,axis.bank.in,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,exodusbrk.com,exodusbrk.com,32768,False,stage1_low_suspicion,False
63,alyxara.com,https://alyxara.com,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://alyxara.com,,,,False,False,,False,False,True,fallback_top_k,canarabank.bank.in,False,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,alyxara.com,,32012,False,stage1_low_suspicion,False
64,djgekcf.icu,https://djgekcf.icu,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://djgekcf.icu,,,,False,False,,False,False,True,fallback_top_k,hdfclife.com,False,False,0,0,3,0,3,False,suspicious_certificate,False,False,False,0,0,djgekcf.icu,,3,False,stage1_low_suspicion,False
65,dikagegrid.click,https://dikagegrid.click,urls.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://dikagegrid.click,,,,False,False,,False,False,True,fallback_top_k,sbicard.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,dikagegrid.click,,13,False,stage1_low_suspicion,False
66,anxunh.top,https://anxunh.top,urls.xlsx,dns_gate,dns_rejected,,dns_rejected,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,indusind.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,False
