input_position,input_url,normalized_url,source_workbook,exclusion_stage,reason,survival_path,drop_path,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted_to_holdout,kept_for_review_only,review_only_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_matching_domain,generic_token_only_match,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,stage1_passthrough
12,bluebacalar.com,https://bluebacalar.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,bsestarmf.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
13,cwflyer.com,https://cwflyer.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://cwflyer.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,cwflyer.com,,32768,False,stage1_low_suspicion,False
14,chuanwenzhongdechenqianqianmianfeiguankanzaixian.com.cn,https://chuanwenzhongdechenqianqianmianfeiguankanzaixian.com.cn,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://chuanwenzhongdechenqianqianmianfeiguankanzaixian.com.cn,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,chuanwenzhongdechenqianqianmianfeiguankanzaixian.com.cn,,32768,False,stage1_low_suspicion,False
15,youlixn.com,https://youlixn.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://youlixn.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,youlixn.com,,32768,False,stage1_low_suspicion,False
16,bottlepy.com,https://bottlepy.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://bottlepy.com,,,,False,False,,False,False,True,fallback_top_k,sbilife.co.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,bottlepy.com,,4812,False,stage1_low_suspicion,False
17,yumashop.online,https://yumashop.online,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://yumashop.online,,,,False,False,,False,False,True,fallback_top_k,axis.bank.in,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,yumashop.online,,114,False,stage1_low_suspicion,False
18,dnbcyw.org,https://dnbcyw.org,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://dnbcyw.org,,,,False,False,,False,False,True,fallback_top_k,nic.gov.in,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,dnbcyw.org,,332,False,stage1_low_suspicion,False
19,ngabuburitt77.club,https://ngabuburitt77.club,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://ngabuburitt77.club,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,ngabuburitt77.club,,4554,False,stage1_low_suspicion,False
20,medspalatinolasvegas.com,https://medspalatinolasvegas.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://medspalatinolasvegas.com,,,,False,False,,False,False,True,fallback_top_k|generic_token_only,bankofbaroda.bank.in,True,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,medspalatinolasvegas.com,,32768,False,stage1_low_suspicion,False
21,thetexasreckoning.com,https://thetexasreckoning.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
22,absolutesbs.com,https://absolutesbs.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,bsnl.co.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
23,crestfieldfinn.com,https://crestfieldfinn.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://crestfieldfinn.com,,,,False,False,,False,False,True,fallback_top_k,airtel.in,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,crestfieldfinn.com,,332,False,stage1_low_suspicion,False
24,alphainvestdirect.shop,https://alphainvestdirect.shop,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
25,hotwifemoms.store,https://hotwifemoms.store,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,homeloans.sbi,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
26,cronicasethervael.com.br,https://cronicasethervael.com.br,123456.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://cronicasethervael.com.br,,,,False,False,,False,False,True,fallback_top_k,accounts.mgovcloud.in,False,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,cronicasethervael.com.br,,32768,False,stage1_suspected_non_escalated,False
27,elitemedia19.click,https://elitemedia19.click,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://elitemedia19.click,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,elitemedia19.click,,32768,False,stage1_low_suspicion,False
28,croatia2.site,https://croatia2.site,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,crsorgi.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
29,goattowing.com,https://goattowing.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://goattowing.com,,,,False,False,,False,False,True,fallback_top_k,accounts.mgovcloud.in,False,False,8,2,0,4,14,False,body_brand_match|favicon_brand_match|multi_input_form|iframe_present,False,False,False,1,0,goattowing.com,static.aftermarket.com,32768,False,stage1_low_suspicion,False
30,mifiapps.com,https://mifiapps.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://mifiapps.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,mifiapps.com,,32768,False,stage1_low_suspicion,False
31,iclubglobal.com,https://iclubglobal.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,iocl.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
32,ymzpro.com,https://ymzpro.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,accounts.mgovcloud.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
33,team-seas.org,https://team-seas.org,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://team-seas.org,,,,False,False,,False,False,True,fallback_top_k,aiims.edu,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,team-seas.org,,114,False,stage1_low_suspicion,False
34,bundes-kaiyun.com,https://bundes-kaiyun.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,uidai.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
35,handmethekey.com,https://handmethekey.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://handmethekey.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,handmethekey.com,,32768,False,stage1_low_suspicion,False
36,prowaffar.com,https://prowaffar.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://prowaffar.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,prowaffar.com,,4661,False,stage1_low_suspicion,False
37,megandugan.design,https://megandugan.design,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,indusind.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
38,gooptimise.com,https://gooptimise.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,aiims.edu,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
39,hz0xz62.asia,https://hz0xz62.asia,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://hz0xz62.asia,,,,False,False,,False,False,True,fallback_top_k,homeloans.sbi,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,hz0xz62.asia,,332,False,stage1_low_suspicion,False
40,timsholding.org,https://timsholding.org,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,iocl.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
41,juliabutler.com,https://juliabutler.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,uidai.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
42,farmingtonheating.com,https://farmingtonheating.com,123456.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://farmingtonheating.com,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,farmingtonheating.com,,32768,False,stage1_suspected_non_escalated,False
43,xn--nted-unb30g.com,https://xn--nted-unb30g.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
44,ms3z6t.vip,https://ms3z6t.vip,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://ms3z6t.vip,,,,False,False,,False,False,True,fallback_top_k,bsestarmf.in,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,ms3z6t.vip,,332,False,stage1_low_suspicion,False
45,golbemacmerkezi.com,https://golbemacmerkezi.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
46,psxjyyf.com,https://psxjyyf.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,sbimf.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
47,canarias-contra-crisis.com,https://canarias-contra-crisis.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,canararobeco.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
48,martincalvo.com,https://martincalvo.com,123456.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://www.martincalvo.com/,,,,False,False,,False,False,True,fallback_top_k,accounts.mgovcloud.in,False,False,40,0,0,0,40,False,title_brand_match|meta_brand_match|body_brand_match|favicon_brand_match,False,False,False,1,1,www.martincalvo.com,www.martincalvo.com,32768,False,stage1_suspected_non_escalated,False
49,069962.lol,https://069962.lol,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://069962.lol,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,069962.lol,,332,False,stage1_low_suspicion,False
50,mysetandsetting.com,https://mysetandsetting.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,bseindia.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
51,gzpgart.com,https://gzpgart.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,parivahan.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
52,erentall.com,https://erentall.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,airtel.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
53,naudebrokers.com,https://naudebrokers.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://naudebrokers.com,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,naudebrokers.com,,2231,False,stage1_low_suspicion,False
54,intelegard.app,https://intelegard.app,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,airtel.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
55,apollorossdale.biz,https://apollorossdale.biz,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
56,hotdarechat.com,https://hotdarechat.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,,False,False,True,fallback_top_k,hdfc.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
57,risusapp.com,https://risusapp.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,rbi.org.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
58,all-locksmiths.site,https://all-locksmiths.site,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,axismf.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
59,mothersrugger.com,https://mothersrugger.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,crsorgi.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
60,pekipeki4.sbs,https://pekipeki4.sbs,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
61,day-one.com,https://day-one.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,head_only,not_attempted,get_error,,https://day-one.com,,,,False,False,,False,False,True,fallback_top_k,camsonline.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,day-one.com,,0,False,stage1_low_suspicion,False
62,pgrid.vip,https://pgrid.vip,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,pnbindia.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
63,cornishsdesigns.com,https://cornishsdesigns.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://cornishsdesigns.com,,,,False,False,,False,False,True,fallback_top_k,corp.onlinesbi.sbi,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,cornishsdesigns.com,,114,False,stage1_low_suspicion,False
64,alimah.pl,https://alimah.pl,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,aiims.edu,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
65,beylikduzuescortf.click,https://beylikduzuescortf.click,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
66,weoxygen.com,https://weoxygen.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,airtelpayments.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
67,xyzdemo.net,https://xyzdemo.net,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,abdm.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
68,quantisedgroup.com,https://quantisedgroup.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://quantisedgroup.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,quantisedgroup.com,,32768,False,stage1_low_suspicion,False
69,unisplumbing.com,https://unisplumbing.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,indusind.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
70,rxisp.net,https://rxisp.net,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://rxisp.net,,,,False,False,,False,False,True,fallback_top_k,axis.bank.in,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,rxisp.net,,332,False,stage1_low_suspicion,False
71,forthemanwhohaseverything.com,https://forthemanwhohaseverything.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://forthemanwhohaseverything.com,,,,False,False,,False,False,True,fallback_top_k,homeloans.sbi,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,forthemanwhohaseverything.com,,114,False,stage1_low_suspicion,False
72,nightcraft.com,https://nightcraft.com,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,nic.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
73,56a.shop,https://56a.shop,123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,sbicard.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
74,xn---6iq2-et5i88mjs2d.com,https://xn---6iq2-et5i88mjs2d.com,123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://xn---6iq2-et5i88mjs2d.com,,,,False,False,,False,False,True,fallback_top_k,axis.bank.in,False,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,xn---6iq2-et5i88mjs2d.com,,332,False,stage1_low_suspicion,False
