Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,stage1_passthrough,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,clip_component,hash_component,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,typo_similarity,typo_min_score_used,typo_decision_reason,clip_similarity,typo_anchor,hash_anchor,clip_anchor,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,signal_hit_screenshot,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt,review_reason
Election Commision of India (ECI),eci.gov.in,https://reunionpropertymanagement.com,123456.xlsx,0.0,Low,,weak_evidence,0.5822,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://reunionpropertymanagement.com,,,,,,,,False,12,4,0,6,22,False,meta_brand_match|body_brand_match|auth_wording|js_redirect,False,False,False,1,0,reunionpropertymanagement.com,assets.zyrosite.com,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
State Bank of India (SBI),corp.onlinesbi.sbi,https://biomorg.in,123456.xlsx,0.0,Low,,weak_evidence,0.6762,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://biomorg.in,,,,,,,,False,12,2,6,0,20,False,body_brand_match|favicon_brand_match|redirect_brand_match|multi_input_form|suspicious_hosting_provider,False,False,False,1,0,biomorg.in,biomorg.in,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Bank of Baroda,bankofbaroda.bank.in,https://bobbodywork.com,123456.xlsx,0.0,Low,,weak_evidence,0.6263,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://bobbodywork.com,,,,,,,,False,36,0,6,0,42,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match|suspicious_hosting_provider,False,False,False,1,0,bobbodywork.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://apogeehardwoodrefinishing.com,123456.xlsx,0.0,Low,,weak_evidence,0.5889,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://apogeehardwoodrefinishing.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,apogeehardwoodrefinishing.com,,151,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Axis Bank,axismf.com,https://ymsm.org,123456.xlsx,0.0,Low,,weak_evidence,0.6111,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://ymsm.org,,,,,,,,False,0,32,0,0,32,False,password_field|login_form|auth_wording|multi_input_form,True,True,False,0,0,ymsm.org,,15862,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Airtel,airtelpayments.bank.in,https://opencart-themes.org,123456.xlsx,0.0,Low,,weak_evidence,0.6365,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://www.opencart-themes.org/,,,,,,,,False,0,32,3,0,35,False,password_field|login_form|auth_wording|multi_input_form|multi_redirect_chain,True,True,False,0,2,www.opencart-themes.org,www.opencart-themes.org,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://ddzzsw.com,123456.xlsx,0.0,Low,,weak_evidence,0.5556,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://ddzzsw.com,,,,,,,,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,ddzzsw.com,,407,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Election Commision of India (ECI),eci.gov.in,https://precisionderma.info,123456.xlsx,0.0,Low,,weak_evidence,0.7381,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://precisionderma.info,,,,,,,,False,44,0,0,6,50,False,title_brand_match|meta_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match|js_redirect,False,False,False,1,0,precisionderma.info,img.sedoparking.com,4312,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
Reserve Bank of India (RBI),rbi.org.in,https://drbilalhussain.com,123456.xlsx,0.0,Low,,weak_evidence,0.7381,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://drbilalhussain.com,,,,,,,,False,8,4,6,6,24,False,redirect_brand_match|final_domain_brand_match|auth_wording|suspicious_hosting_provider|js_redirect,False,False,False,1,0,drbilalhussain.com,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
National Health Authority (NHA),abdm.gov.in,https://trainhard.space,123456.xlsx,0.0,Low,,weak_evidence,0.6574,,,,,,fallback_top_k,,,,,,,,False,False,True,,,fetched,not_attempted,,,https://trainhard.space,,,,,,,,False,12,4,6,0,22,False,body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording|suspicious_hosting_provider,False,False,False,1,0,trainhard.space,,32768,False,stage1_suspected_non_escalated,,,,,,,,False,0,False,,,,,,,,,,,,stage1_suspected_non_escalated
