input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
11,jicm0yo.vip,https://jicm0yo.vip,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Jio,0.0,,0.8476,0.0,0.6,0.0,0.0,0.0
12,ncbackyardbouncers.com,https://ncbackyardbouncers.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.6094,Low,0.6098,0.5884,0.43,18.2937,11.7672,0.0
13,allnaturalherbalmedicines.com,https://allnaturalherbalmedicines.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,,0.6663,0.0,0.5165,0.0,0.0,0.0
14,metaads.pro,https://metaads.pro,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,29.1588,Low,0.5886,0.8748,0.375,17.6587,17.4953,0.0
15,snowtime.shop,https://snowtime.shop,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.735,Low,0.6722,0.6585,0.4444,20.1667,13.1699,0.0
16,pack101.org,https://pack101.org,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Indian Oil Corporation Limited (IOCL),0.0,,0.5952,0.0,0.3636,0.0,0.0,0.0
17,sbi-secure-login.com,https://sbi-secure-login.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.8353,0.0,0.6207,0.0,0.0,0.0
18,aithink.world,https://aithink.world,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),0.0,,0.6762,0.0,0.5,0.0,0.0,0.0
19,aifinance.global,https://aifinance.global,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),29.1383,Low,0.6185,0.6993,0.4211,18.5556,13.9864,0.0
20,chillcollege.com,https://chillcollege.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6167,0.0,0.3529,18.5,0.0,0.0
21,udbijaayurveda.com,https://udbijaayurveda.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",39.4838,Low,0.6119,0.6712,0.4211,18.3571,13.4245,0.0
22,jskbalaghat.org,https://jskbalaghat.org,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4731,Low,0.5571,0.9999,0.3478,16.7121,19.9976,0.0
23,uidaiaadhardownload.com,https://uidaiaadhardownload.com,resolved,accepted,fetched,True,,,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,"Unique Identification Authority of India (UIDAI)
",55.1398,Low,0.8526,0.4855,0.4167,25.5789,9.7105,0.0
24,roisgloballogam.com,https://roisgloballogam.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),31.1893,Low,0.5444,0.7174,0.2105,16.3333,14.3471,0.0
25,slexironphdrexox.world,https://slexironphdrexox.world,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),50.4466,Low,0.5972,0.8576,0.2105,17.9167,17.1518,0.0
26,pnblndia.bank.in,https://pnblndia.bank.in,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),0.0,,0.9083,0.0,0.875,0.0,0.0,0.0
27,ventajp.com,https://ventajp.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.6508,0.0,0.4,19.5238,0.0,0.0
28,n6k6jqg8.top,https://n6k6jqg8.top,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,0.0,,0.5417,0.0,0.3,0.0,0.0,0.0
29,lfsidou.com,https://lfsidou.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),35.0694,Low,0.5595,0.5962,0.3458,16.7857,11.9236,0.0
30,coastalcounselingcenter.org,https://coastalcounselingcenter.org,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Coal India,0.0,,0.69,0.0,0.5128,0.0,0.0,0.0
31,eatalymarket.shop,https://eatalymarket.shop,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,31.7356,Low,0.5556,0.7299,0.3333,16.6667,14.5984,0.0
32,prototanya.org,https://prototanya.org,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,39.0893,Low,0.4857,0.8991,0.4167,14.5714,17.9811,0.0
33,rjpnbv.com,https://rjpnbv.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.8333,0.0,0.6667,0.0,0.0,0.0
34,socioone.com,https://socioone.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),36.2603,Low,0.6722,0.6164,0.5856,20.1667,12.3285,0.0
35,tutu-and-tiaras.com,https://tutu-and-tiaras.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,0.0,Low,0.6444,0.0,0.4967,19.3333,0.0,0.0
36,calmplatewindow.club,https://calmplatewindow.club,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),39.3927,Low,0.627,0.6697,0.48,18.8095,13.3935,0.0
37,cppcccare.com,https://cppcccare.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6111,0.0,0.4,0.0,0.0,0.0
38,permabrows.us,https://permabrows.us,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Airtel,24.6787,Low,0.5651,0.5676,0.25,16.9524,11.3522,0.0
39,777gvipclub.com,https://777gvipclub.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),38.9895,Low,0.4904,0.6628,0.2909,14.7121,13.2564,0.0
40,update-account.online,https://update-account.online,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6635,0.0,0.3,0.0,0.0,0.0
41,paarivahan.com,https://paarivahan.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,parivahan sewa,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,parivahan sewa,0.0,,0.9474,0.0,0.9474,0.0,0.0,0.0
42,elit-stomatolog.ru,https://elit-stomatolog.ru,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),49.2145,Low,0.6,0.8366,0.2222,18.0,16.7329,0.0
43,786786786786.com,https://786786786786.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.5,0.0,0.2522,0.0,0.0,0.0
44,globalbookpublication.com,https://globalbookpublication.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),32.5609,Low,0.4643,0.5535,0.2724,13.9286,11.0707,0.0
45,secure-login.com,https://secure-login.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",0.0,,0.7302,0.0,0.5263,0.0,0.0,0.0
46,manto90.store,https://manto90.store,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,39.8257,Low,0.5119,0.916,0.2667,15.3571,18.3198,0.0
47,my-auth23948.com,https://my-auth23948.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,54.6628,Low,0.4444,0.9293,0.1967,13.3333,18.5853,0.0
48,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,dns_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary|skeleton_similarity,State Bank of India (SBI),0.0,,0.9481,0.0,0.9189,0.0,0.0,0.0
49,pornxmodel.click,https://pornxmodel.click,resolver_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.6222,0.0,0.3077,0.0,0.0,0.0
50,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.6341,0.0,0.6341,0.0,0.0,0.0
51,bogitekniikka.fi,https://bogitekniikka.fi,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,29.636,Low,0.6816,0.8891,0.4762,20.4487,17.7816,0.0
52,edugig.xyz,https://edugig.xyz,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),50.3004,Low,0.6667,0.8551,0.4444,20.0,17.1021,0.0
53,wantianzf.com,https://wantianzf.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6296,0.0,0.3333,18.8889,0.0,0.0
54,pumirpkin.live,https://pumirpkin.live,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),35.1996,Low,0.5278,0.5984,0.2857,15.8333,11.9679,0.0
55,avbyfpho.shop,https://avbyfpho.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,,0.5833,0.0,0.3333,0.0,0.0,0.0
56,barbara-michelle.com,https://barbara-michelle.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,Low,0.6798,0.0,0.4967,20.3929,0.0,0.0
57,intelectusai.com,https://intelectusai.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,,0.6806,0.0,0.53,0.0,0.0,0.0
58,eeeey.cc,https://eeeey.cc,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9794,Low,0.5111,0.8837,0.25,15.3333,17.673,0.0
59,di9rke.top,https://di9rke.top,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6667,0.0,0.5,20.0,0.0,0.0
60,rush-bodyplan.homes,https://rush-bodyplan.homes,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.1029,Low,0.5692,0.6477,0.3478,17.0769,12.955,0.0
61,cifibiu.pro,https://cifibiu.pro,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),29.2449,Low,0.6508,0.4972,0.4,19.5238,9.9433,0.0
62,domain,https://domain,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,,0.75,0.0,0.6,0.0,0.0,0.0
63,94498.qpon,https://94498.qpon,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.4556,0.0,0.1818,0.0,0.0,0.0
64,wintergroupsecurity.com,https://wintergroupsecurity.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,Low,0.6294,0.0,0.4004,18.8816,0.0,0.0
65,unqvrhr60.shop,https://unqvrhr60.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,,0.5926,0.0,0.381,0.0,0.0,0.0
66,root-ro.info,https://root-ro.info,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),36.2995,Low,0.5516,0.6171,0.3158,16.5476,12.3418,0.0
67,tutera.ru,https://tutera.ru,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,37.9686,Low,0.5278,0.8733,0.2857,15.8333,17.4656,0.0
68,crplasticos.com.br,https://crplasticos.com.br,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),44.9499,Low,0.5848,0.7641,0.381,17.5455,15.283,0.0
69,tonerrefillstoreho.shop,https://tonerrefillstoreho.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6111,0.0,0.2963,0.0,0.0,0.0
70,anptght-jp.com,https://anptght-jp.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.2413,Low,0.4667,0.7011,0.23,14.0,14.022,0.0
71,pnblndia.in,https://pnblndia.in,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary|skeleton_similarity,Punjab National Bank (PNB),0.0,,0.9083,0.0,0.905,0.0,0.0,0.0
72,suesholidayhub.com,https://suesholidayhub.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.4009,Low,0.6032,0.8738,0.2353,18.0952,17.4763,0.0
73,clayhole.click,https://clayhole.click,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),43.6845,Low,0.7375,0.7426,0.5556,22.125,14.8527,0.0
74,pulsefck.store,https://pulsefck.store,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,Low,0.5833,0.0,0.3333,17.5,0.0,0.0
75,tnkproject.com,https://tnkproject.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),36.7231,Low,0.5056,0.6243,0.3027,15.1667,12.4859,0.0
76,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),0.0,Low,0.6058,0.0,0.2927,18.1753,0.0,0.0
77,thelocksmithcrew.com,https://thelocksmithcrew.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),33.028,Low,0.5696,0.5615,0.3377,17.0893,11.2295,0.0
78,s-s-a.us,https://s-s-a.us,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,0.0,Low,0.6444,0.0,0.4286,19.3333,0.0,0.0
79,itplayegypt.win,https://itplayegypt.win,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),29.8903,Low,0.5076,0.5081,0.2609,15.2273,10.1627,0.0
80,jiaotongzd.com,https://jiaotongzd.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,36.7792,Low,0.6206,0.8459,0.4167,18.619,16.9184,0.0
81,pnb-india.in,https://pnb-india.in,resolver_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,Punjab National Bank (PNB),0.0,,0.9741,0.0,0.9712,0.0,0.0,0.0
82,bexarcasino.space,https://bexarcasino.space,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),36.7384,Low,0.6162,0.6246,0.4286,18.4848,12.491,0.0
83,allsetfacilitygroup.com,https://allsetfacilitygroup.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9794,Low,0.7193,0.8837,0.2727,21.5789,17.673,0.0
84,logrenuunics.com,https://logrenuunics.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6442,0.0,0.3846,0.0,0.0,0.0
85,8740i4ji8ki.shop,https://8740i4ji8ki.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),0.0,,0.6162,0.0,0.2857,0.0,0.0,0.0
86,e7v7c6y.com,https://e7v7c6y.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9794,Low,0.4921,0.8837,0.4,14.7619,17.673,0.0
87,bramclaw.my.id,https://bramclaw.my.id,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.5972,0.0,0.3333,17.9167,0.0,0.0
88,connect2people360x.info,https://connect2people360x.info,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.4362,Low,0.5889,0.7044,0.3571,17.6667,14.0883,0.0
89,ivqojlz1513.top,https://ivqojlz1513.top,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.3958,Low,0.5242,0.6527,0.2857,15.7273,13.0546,0.0
90,syxtherocrex.world,https://syxtherocrex.world,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),36.0422,Low,0.4722,0.6127,0.2667,14.1667,12.2543,0.0
91,kycedeoni.autos,https://kycedeoni.autos,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),39.7738,Low,0.5519,0.6762,0.4211,16.5556,13.5231,0.0
92,digifant.network,https://digifant.network,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.6667,0.0,0.5,0.0,0.0,0.0
93,verify-kyc.com,https://verify-kyc.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.98,Low,0.6222,0.8837,0.3077,18.6667,17.6732,0.0
94,sweetcookii.com,https://sweetcookii.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),49.2161,Low,0.6162,0.8367,0.4286,18.4848,16.7335,0.0
95,lesfermesdespoir.fr,https://lesfermesdespoir.fr,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),38.4879,Low,0.5139,0.6543,0.2143,15.4167,13.0859,0.0
96,ofertaa643842315.sbs,https://ofertaa643842315.sbs,resolver_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,,0.5982,0.0,0.3333,0.0,0.0,0.0
97,jardines10.com,https://jardines10.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.7111,0.0,0.5,21.3333,0.0,0.0
98,wildlayers.com,https://wildlayers.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",21.4494,Low,0.6333,0.3646,0.4,19.0,7.2928,0.0
99,traverseskier.com,https://traverseskier.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),28.8115,Low,0.5513,0.6627,0.3529,16.5385,13.2533,0.0
100,kirin77.site,https://kirin77.site,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",37.8171,Low,0.5619,0.6429,0.3333,16.8571,12.8578,0.0
101,doggiemax.com,https://doggiemax.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,0.0,Low,0.6027,0.0,0.43,18.0808,0.0,0.0
102,app-mkwangzhi.com,https://app-mkwangzhi.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),0.0,,0.5692,0.0,0.3778,0.0,0.0,0.0
103,hysefo.com,https://hysefo.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),45.8224,Low,0.5111,0.779,0.28,15.3333,15.5796,0.0
104,zh-ptgaming.com,https://zh-ptgaming.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,33.8113,Low,0.5354,0.7777,0.3,16.0606,15.5532,0.0
105,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),54.9325,Low,0.463,0.9339,0.0952,13.8889,18.677,0.0
