input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
11,torana.com,https://torana.com,AIGR-S66270_Ground_Truth.xlsx,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6389,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3636,False,0,False,False,0.0,0.0,0.0
12,dghjdgf.com/paypal.co.uk/cycgi-bin/webscrcmd=_home-customer&nav=1/loading.php,https://dghjdgf.com/paypal.co.uk/cycgi-bin/webscrcmd=_home-customer&nav=1/loading.php,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfc.com,0.0,,0.5755,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.5755,False,0,False,False,0.0,0.0,0.0
13,smilesvoegol.servebbs.org/voegol.php,https://smilesvoegol.servebbs.org/voegol.php,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,0.0,,0.5583,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3333,False,0,False,False,0.0,0.0,0.0
14,super1000.info/docssmilesvoegol.servebbs.org/voegol.php,https://super1000.info/docssmilesvoegol.servebbs.org/voegol.php,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,0.0,,0.5741,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3077,False,0,False,False,0.0,0.0,0.0
15,dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,https://dutchweb.gtphost.com/zimbra/exch/owa/uleth/index.html,AIGR-S66270_Ground_Truth.xlsx,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.5873,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.375,False,0,False,False,0.0,0.0,0.0
16,domain,https://domain,urls.xlsx,dns_error,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),kavach.mail.gov.in,0.0,,0.75,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.6,True,0,False,False,0.0,0.0,0.0
17,jardines10.com,https://jardines10.com,urls.xlsx,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://jardines10.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,Low,0.7111,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.5,False,0,False,False,21.3333,0.0,0.0
18,connectionsarchive.net,https://connectionsarchive.net,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
19,web365daftar.com,https://web365daftar.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
20,conciergerie-niort.fr,https://conciergerie-niort.fr,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
21,nmjiaojinginc.shop,https://nmjiaojinginc.shop,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
22,ventajp.com,https://ventajp.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
23,snackduel.com,https://snackduel.com,urls.xlsx,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6296,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3333,False,0,False,False,0.0,0.0,0.0
24,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
25,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
26,pumirpkin.live,https://pumirpkin.live,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
27,exerciseok.com,https://exerciseok.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
28,parquebatweania.com,https://parquebatweania.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
29,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://tutu-and-tiaras.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,Low,0.6444,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4967,False,0,False,False,19.3333,0.0,0.0
30,prototanya.org,https://prototanya.org,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
31,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
32,creationorder.net,https://creationorder.net,urls.xlsx,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://creationorder.net/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,Low,0.6405,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4828,False,0,False,False,19.2147,0.0,0.0
33,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
34,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
35,socioone.com,https://socioone.com,urls.xlsx,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://socioone.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,Low,0.6722,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.5856,False,0,False,False,20.1667,0.0,0.0
36,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
37,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
38,tnkproject.com,https://tnkproject.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
39,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://landscapebyvera.com/ | Call log: - navigating to ""https://landscapebyvera.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,Low,0.6468,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4516,False,0,False,False,19.4028,0.0,0.0
40,fresna.online,https://fresna.online,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
41,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
42,emon793hoky.online,https://emon793hoky.online,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
43,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
44,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx,resolver_error,rejected,failed,not_attempted,get_error,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.6444,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.4211,False,0,False,False,0.0,0.0,0.0
45,easy-sponso.com,https://easy-sponso.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
46,roblox303.store,https://roblox303.store,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
47,kirin77.site,https://kirin77.site,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
48,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
49,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_REFUSED at https://barbara-michelle.com/ | Call log: - navigating to ""https://barbara-michelle.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarahsbclife.com,0.0,Low,0.6798,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4967,False,0,False,False,20.3929,0.0,0.0
50,pornxmodel.click,https://pornxmodel.click,urls.xlsx,resolver_error,rejected,failed,not_attempted,get_error,,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.6222,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3077,False,0,False,False,0.0,0.0,0.0
51,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
52,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
53,rjpnbv.com,https://rjpnbv.com,urls.xlsx,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.8333,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.6667,False,0,False,False,0.0,0.0,0.0
54,yktdeo.com,https://yktdeo.com,urls.xlsx,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,False,,,,,,0.0,,0.0,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,0.0,,,,,,,,,0.0,False,0,False,False,0.0,0.0,0.0
55,jlchuhai.com,https://jlchuhai.com,urls.xlsx,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfclife.com,0.0,,0.5833,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.28,False,0,False,False,0.0,0.0,0.0
