input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,final_landing_url,parking_provider,parking_reason,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
11,mediavision.store,https://mediavision.store,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),0.0,Low,0.7515,0.0,0.375,22.5455,0.0,0.0
12,wfbmus.org,https://wfbmus.org,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),33.2181,Low,0.5111,0.5647,0.25,15.3333,11.2942,0.0
13,sweetcookii.com,https://sweetcookii.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),49.2265,Low,0.6162,0.8369,0.4286,18.4848,16.737,0.0
14,hollandgroupandassociates.com,https://hollandgroupandassociates.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,30.111,Low,0.6083,0.5119,0.303,18.25,10.2377,0.0
15,ivqojlz1513.top,https://ivqojlz1513.top,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.3923,Low,0.5242,0.6527,0.2857,15.7273,13.0534,0.0
16,fxsnowcool.com,https://fxsnowcool.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6222,0.0,0.3077,18.6667,0.0,0.0
17,tayceculture.com,https://tayceculture.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.3783,Low,0.5556,0.5844,0.4467,16.6667,11.6886,0.0
18,bramclaw.my.id,https://bramclaw.my.id,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.5972,0.0,0.3333,17.9167,0.0,0.0
19,permabrows.us,https://permabrows.us,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Airtel,24.6787,Low,0.5651,0.5676,0.25,16.9524,11.3522,0.0
20,app-mkwangzhi.com,https://app-mkwangzhi.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),0.0,,0.5692,0.0,0.3778,0.0,0.0,0.0
21,enerzyph.com,https://enerzyph.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Kfintech,0.0,,0.5833,0.0,0.405,0.0,0.0,0.0
22,beatyourbuddies.online,https://beatyourbuddies.online,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,33.3294,Low,0.5778,0.9999,0.3704,17.3333,19.9976,0.0
23,nevermindmedia.ch,https://nevermindmedia.ch,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.4009,Low,0.6032,0.8738,0.2353,18.0952,17.4763,0.0
24,joel-angelina-wedding.com,https://joel-angelina-wedding.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),45.6352,Low,0.5873,0.7758,0.1667,17.619,15.516,0.0
25,kycedeoni.autos,https://kycedeoni.autos,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),39.7738,Low,0.5519,0.6762,0.4211,16.5556,13.5231,0.0
26,axisupi.com,https://axisupi.com,resolved,accepted,failed,,,,True,,,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Axis Bank,0.0,Low,0.9143,0.0,0.7273,27.4286,0.0,0.0
27,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),34.4934,Low,0.5785,0.5864,0.125,17.3563,11.7278,0.0
28,aetyk.cc,https://aetyk.cc,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9794,Low,0.5111,0.8837,0.25,15.3333,17.673,0.0
29,exerciseok.com,https://exerciseok.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,Low,0.79,0.0,0.4615,23.7,0.0,0.0
30,o3zxth.top,https://o3zxth.top,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,Low,0.5675,0.0,0.3,17.0238,0.0,0.0
31,roblox303.store,https://roblox303.store,resolved,accepted,fetched,,,,True,,,False,,False,False,False,True,hash_bypass_hit,hash_bypass_hit,fallback_top_k|hash_bypass,Coal India,40.3591,Low,0.5648,0.5108,0.32,16.9444,10.2155,14.0
32,slexironphdrexox.world,https://slexironphdrexox.world,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),50.4466,Low,0.5972,0.8576,0.2105,17.9167,17.1518,0.0
33,inesceramica.pt,https://inesceramica.pt,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9794,Low,0.6389,0.8837,0.4,19.1667,17.673,0.0
34,eeeey.cc,https://eeeey.cc,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.5143,0.0,0.2105,15.4286,0.0,0.0
35,5500betsk.com,https://5500betsk.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),40.6417,Low,0.5444,0.6909,0.3458,16.3333,13.8182,0.0
36,wildlayers.com,https://wildlayers.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",21.4364,Low,0.6333,0.3644,0.4,19.0,7.2884,0.0
37,daisyfrost.com,https://daisyfrost.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),25.8798,Low,0.5722,0.44,0.3936,17.1667,8.7991,0.0
38,ampmskincare.com,https://ampmskincare.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),0.0,Low,0.6444,0.0,0.3636,19.3333,0.0,0.0
39,yktdeo.com,https://yktdeo.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4731,Low,0.5,0.9999,0.2222,15.0,19.9976,0.0
40,lucilalehmann.com,https://lucilalehmann.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",0.0,,0.6103,0.0,0.3333,0.0,0.0,0.0
41,chargemoment.com,https://chargemoment.com,resolved,accepted,parked,https://chargemoment.com/,GenericParking,generic_parking_text_signals,False,hashing_shortlist,parked_page,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6944,0.0,0.5385,20.8333,0.0,0.0
42,connectionsarchive.net,https://connectionsarchive.net,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),48.5922,Low,0.6111,0.8261,0.2857,18.3333,16.5213,0.0
43,inwestonauci.pl,https://inwestonauci.pl,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,39.2228,Low,0.6139,0.9021,0.4,18.4167,18.0425,0.0
44,suaconsulta2026.online,https://suaconsulta2026.online,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),0.0,,0.65,0.0,0.3158,0.0,0.0,0.0
45,parquebatweania.com,https://parquebatweania.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,38.9331,Low,0.4984,0.8955,0.4138,14.9524,17.9092,0.0
46,oliveandjunes.store,https://oliveandjunes.store,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,54.6387,Low,0.5726,0.9289,0.3571,17.1795,18.5771,0.0
47,navaitour.online,https://navaitour.online,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),0.0,Low,0.6574,0.0,0.4762,19.7222,0.0,0.0
48,coastalcounselingcenter.org,https://coastalcounselingcenter.org,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Coal India,0.0,,0.69,0.0,0.5128,0.0,0.0,0.0
49,commerium.co.uk,https://commerium.co.uk,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),33.055,Low,0.6111,0.5619,0.4762,18.3333,11.2387,0.0
50,airtel-merchants.club,https://airtel-merchants.club,resolved,accepted,fetched,,,,True,,,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,brand_token_match|jw_primary,Airtel,45.7521,Low,0.9048,0.7017,0.7333,27.1429,14.034,0.0
51,aithink.world,https://aithink.world,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),0.0,,0.6762,0.0,0.5,0.0,0.0,0.0
52,pack101.org,https://pack101.org,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Indian Oil Corporation Limited (IOCL),0.0,,0.5952,0.0,0.3636,0.0,0.0,0.0
53,accountauthenticate.com,https://accountauthenticate.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6314,0.0,0.4242,0.0,0.0,0.0
54,verify-account.net,https://verify-account.net,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,,0.6032,0.0,0.2353,0.0,0.0,0.0
55,fjudoeuskadi.eus,https://fjudoeuskadi.eus,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",27.2846,Low,0.5222,0.4638,0.4706,15.6667,9.2768,0.0
56,wantianzf.com,https://wantianzf.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6296,0.0,0.3333,18.8889,0.0,0.0
57,abx5n1n7.cc,https://abx5n1n7.cc,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.4993,Low,0.7083,0.7055,0.5556,21.25,14.1098,0.0
58,zh-ptgaming.com,https://zh-ptgaming.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,33.8157,Low,0.5354,0.7778,0.3,16.0606,15.5552,0.0
59,soilandturfconsulting.com,https://soilandturfconsulting.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,27.9793,Low,0.5675,0.4756,0.4828,17.0238,9.513,0.0
60,unqvrhr60.shop,https://unqvrhr60.shop,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,,0.5926,0.0,0.381,0.0,0.0,0.0
61,shaart.com,https://shaart.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4731,Low,0.5833,0.9999,0.3333,17.5,19.9976,0.0
62,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),54.926,Low,0.463,0.9337,0.0952,13.8889,18.6748,0.0
63,sbireward.com,https://sbireward.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.85,0.0,0.78,0.0,0.0,0.0
64,creditrepair-help.com,https://creditrepair-help.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,Low,0.6144,0.0,0.2,18.4314,0.0,0.0
65,icic-bank.com,https://icic-bank.com,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,0.0,,0.8489,0.0,0.5714,0.0,0.0,0.0
66,piezosistem.com,https://piezosistem.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),28.1789,Low,0.6263,0.479,0.4648,18.7879,9.5808,0.0
67,pumirpkin.live,https://pumirpkin.live,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,38.3052,Low,0.5407,0.881,0.2857,16.2222,17.6204,0.0
68,ank2014.biz,https://ank2014.biz,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,0.0,Low,0.6349,0.0,0.4211,19.0476,0.0,0.0
69,ub-futas.hu,https://ub-futas.hu,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,35.3811,Low,0.4643,0.8138,0.1818,13.9286,16.2753,0.0
70,calmplatewindow.club,https://calmplatewindow.club,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),39.3648,Low,0.627,0.6692,0.48,18.8095,13.384,0.0
71,hysefo.com,https://hysefo.com,resolved,accepted,parked,https://domains.atom.com/lpd/name/hysefo.com,Squadhelp/Atom,provider_branded_parking_template,False,hashing_shortlist,parked_page,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,Low,0.6111,0.0,0.4,18.3333,0.0,0.0
72,outergood.ru,https://outergood.ru,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,39.2929,Low,0.4907,0.9037,0.2353,14.7222,18.0748,0.0
73,thelocksmithcrew.com,https://thelocksmithcrew.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),33.0264,Low,0.5696,0.5614,0.3377,17.0893,11.229,0.0
74,zrsanalyst.com,https://zrsanalyst.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.8908,Low,0.5167,0.7971,0.33,15.5,15.9429,0.0
75,zentozavoveltopentolaxinilo.click,https://zentozavoveltopentolaxinilo.click,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),45.5498,Low,0.5026,0.7743,0.3462,15.0778,15.4869,0.0
76,connect2people360x.info,https://connect2people360x.info,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.4368,Low,0.5889,0.7044,0.3571,17.6667,14.0885,0.0
77,nmjiaojinginc.shop,https://nmjiaojinginc.shop,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.6816,Low,0.5761,0.6576,0.4348,17.2821,13.1517,0.0
78,shelbyserves.com,https://shelbyserves.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),36.6222,Low,0.5167,0.6226,0.3027,15.5,12.4516,0.0
79,ncbackyardbouncers.com,https://ncbackyardbouncers.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.5965,Low,0.6098,0.5881,0.43,18.2937,11.7628,0.0
80,penn-hpp.com,https://penn-hpp.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),53.3706,Low,0.4861,0.9073,0.1818,14.5833,18.146,0.0
81,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.7051,0.0,0.5517,0.0,0.0,0.0
82,jlchuhai.com,https://jlchuhai.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.5833,0.0,0.28,0.0,0.0,0.0
83,tuterrenoenchile.cl,https://tuterrenoenchile.cl,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),0.0,Low,0.5972,0.0,0.2857,17.9167,0.0,0.0
84,sbi.com-kyc.net/login,https://sbi.com-kyc.net/login,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.5026,0.0,0.25,0.0,0.0,0.0
85,rjpnbv.com,https://rjpnbv.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.8333,0.0,0.6667,0.0,0.0,0.0
86,outlandscodex.ai,https://outlandscodex.ai,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),45.0951,Low,0.5761,0.7666,0.3478,17.2821,15.3323,0.0
87,pnblndia-app.in,https://pnblndia-app.in,dns_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.8403,0.0,0.73,0.0,0.0,0.0
88,itplayegypt.win,https://itplayegypt.win,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),29.8735,Low,0.5076,0.5078,0.2609,15.2273,10.157,0.0
89,freedomroadfinancialdealerhub.com,https://freedomroadfinancialdealerhub.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),30.9048,Low,0.5785,0.5254,0.1875,17.3563,10.5076,0.0
90,learningonly.store,https://learningonly.store,resolved,accepted,parked,https://sedo.com/search/details/?partnerid=324561&language=hi&domain=learningonly.store&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage&__cf_chl_rt_tk=YdSgQLiMp9KcJlAAvXf7pDZitYh90N7RF5kXncpqtyk-1775236093-1.0.1.1-XGx8ROQmMQqG6dECbL3Cemq6qSpEAJP5X6tEE8m.xZw,Sedo,provider_host_redirect,False,hashing_shortlist,parked_page,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6167,0.0,0.3333,18.5,0.0,0.0
91,bogitekniikka.fi,https://bogitekniikka.fi,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,29.6349,Low,0.6816,0.889,0.4762,20.4487,17.781,0.0
92,preprod-ucimtbworldseries.com,https://preprod-ucimtbworldseries.com,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),0.0,,0.7067,0.0,0.2143,0.0,0.0,0.0
93,tredmind.com,https://tredmind.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),39.8119,Low,0.6389,0.6768,0.3636,19.1667,13.536,0.0
94,anptght-jp.com,https://anptght-jp.com,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.2401,Low,0.4667,0.7011,0.23,14.0,14.0216,0.0
95,ofertaa643842315.sbs,https://ofertaa643842315.sbs,resolver_error,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,,0.5982,0.0,0.3333,0.0,0.0,0.0
96,digifant.network,https://digifant.network,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.6667,0.0,0.5,0.0,0.0,0.0
97,jardines10.com,https://jardines10.com,resolved,accepted,failed,,,,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.7111,0.0,0.5,21.3333,0.0,0.0
98,avbyfpho.shop,https://avbyfpho.shop,no_records,rejected,,,,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,,0.5833,0.0,0.3333,0.0,0.0,0.0
99,netsafe.ovh,https://netsafe.ovh,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,37.9626,Low,0.6012,0.8731,0.4,18.0357,17.4628,0.0
100,cifibiu.pro,https://cifibiu.pro,resolved,accepted,fetched,,,,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),29.2214,Low,0.6508,0.4968,0.4,19.5238,9.9353,0.0
