input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
13,tonerrefillstoreho.shop,https://tonerrefillstoreho.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6111,0.0,0.2963,0.0,0.0,0.0
14,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),54.926,Low,0.463,0.9337,0.0952,13.8889,18.6748,0.0
15,94498.qpon,https://94498.qpon,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.4556,0.0,0.1818,0.0,0.0,0.0
16,wfbmus.org,https://wfbmus.org,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),33.8333,Low,0.5111,0.5752,0.25,15.3333,11.5033,0.0
17,hixemuzydo.pro,https://hixemuzydo.pro,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Airtel,20.6971,Low,0.5111,0.476,0.25,15.3333,9.5207,0.0
18,phoenixwanderlust.in,https://phoenixwanderlust.in,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.4009,Low,0.5948,0.8738,0.2,17.8431,17.4763,0.0
19,icicibank.net/login,https://icicibank.net/login,timeout,rejected,,False,dns_gate,dns_rejected,True,ICICI Bank,True,True,True,False,,,jw_primary,ICICI Bank,0.0,,0.9111,0.0,0.7143,0.0,0.0,0.0
20,airtel-merchants.club,https://airtel-merchants.club,resolved,accepted,fetched,True,,,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,brand_token_match|jw_primary,Airtel,45.7524,Low,0.9048,0.7017,0.7333,27.1429,14.0343,0.0
21,update-account.online,https://update-account.online,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,,0.6635,0.0,0.3,0.0,0.0,0.0
22,laoshuanliagou.bond,https://laoshuanliagou.bond,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,43.4731,Low,0.5317,0.9999,0.3077,15.9524,19.9976,0.0
23,anptght-jp.com,https://anptght-jp.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),41.2413,Low,0.4667,0.7011,0.23,14.0,14.022,0.0
24,f1blue.com,https://f1blue.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.625,0.0,0.4586,0.0,0.0,0.0
25,vertexapexgroupoptimalprocess.blog,https://vertexapexgroupoptimalprocess.blog,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),0.0,Low,0.6058,0.0,0.2927,18.1753,0.0,0.0
26,kirin77.site,https://kirin77.site,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",37.815,Low,0.5619,0.6429,0.3333,16.8571,12.8571,0.0
27,vipslot.casino,https://vipslot.casino,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,40.7012,Low,0.5595,0.9361,0.3158,16.7857,18.7226,0.0
28,519zx.top,https://519zx.top,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),46.1731,Low,0.4333,0.7849,0.2667,13.0,15.6989,0.0
29,freedomroadfinancialdealerhub.com,https://freedomroadfinancialdealerhub.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,,0.6178,0.0,0.25,0.0,0.0,0.0
30,aithink.world,https://aithink.world,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),0.0,,0.6762,0.0,0.5,0.0,0.0,0.0
31,beatyourbuddies.online,https://beatyourbuddies.online,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),32.3341,Low,0.5556,0.776,0.32,16.6667,15.5204,0.0
32,tredmind.com,https://tredmind.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),39.8118,Low,0.6389,0.6768,0.3636,19.1667,13.536,0.0
33,wildlayers.com,https://wildlayers.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",21.4364,Low,0.6333,0.3644,0.4,19.0,7.2884,0.0
34,quadbottles.store,https://quadbottles.store,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6025,0.0,0.4,18.0736,0.0,0.0
35,root-ro.info,https://root-ro.info,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),39.8915,Low,0.5516,0.6782,0.3158,16.5476,13.5631,0.0
36,sweetcookii.com,https://sweetcookii.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),49.2265,Low,0.6162,0.8369,0.4286,18.4848,16.737,0.0
37,icici-bank-support.in,https://icici-bank-support.in,dns_error,rejected,,False,dns_gate,dns_rejected,True,ICICI Bank,True,True,True,False,,,brand_token_match|jw_primary,ICICI Bank,0.0,,0.8556,0.0,0.4348,0.0,0.0,0.0
38,ivqojlz1513.top,https://ivqojlz1513.top,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),38.3923,Low,0.5242,0.6527,0.2857,15.7273,13.0534,0.0
39,djgekcf.icu,https://djgekcf.icu,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.6012,0.0,0.4,0.0,0.0,0.0
40,pnblndia.in,https://pnblndia.in,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary|skeleton_similarity,Punjab National Bank (PNB),0.0,,0.9083,0.0,0.905,0.0,0.0,0.0
41,lfsidou.com,https://lfsidou.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),35.0694,Low,0.5595,0.5962,0.3458,16.7857,11.9236,0.0
42,daisyfrost.com,https://daisyfrost.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Axis Bank,0.0,,0.6889,0.0,0.53,0.0,0.0,0.0
43,hysefo.com,https://hysefo.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.6111,0.0,0.4,0.0,0.0,0.0
44,yataganharem5.click,https://yataganharem5.click,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),39.6179,Low,0.5103,0.6735,0.2609,15.3077,13.4701,0.0
45,piezosistem.com,https://piezosistem.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),28.1769,Low,0.6263,0.479,0.4648,18.7879,9.5801,0.0
46,ibramep.com,https://ibramep.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),0.0,Low,0.6984,0.0,0.2,20.9524,0.0,0.0
47,graniteindustriesinc.com,https://graniteindustriesinc.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,39.319,Low,0.6399,0.9043,0.43,19.197,18.0867,0.0
48,ventajp.com,https://ventajp.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.6508,0.0,0.4,19.5238,0.0,0.0
49,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,dns_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary|skeleton_similarity,State Bank of India (SBI),0.0,,0.9481,0.0,0.9189,0.0,0.0,0.0
50,exodusbrk.com,https://exodusbrk.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,0.0,Low,0.5741,0.0,0.3077,17.2222,0.0,0.0
51,scarpe-it.ru,https://scarpe-it.ru,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.672,0.0,0.5,0.0,0.0,0.0
52,logrenuunics.com,https://logrenuunics.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6442,0.0,0.3846,0.0,0.0,0.0
53,bramclaw.my.id,https://bramclaw.my.id,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,Low,0.5972,0.0,0.3333,17.9167,0.0,0.0
54,pulsefck.store,https://pulsefck.store,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,Low,0.5833,0.0,0.3333,17.5,0.0,0.0
55,soilandturfconsulting.com,https://soilandturfconsulting.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6587,0.0,0.3157,0.0,0.0,0.0
56,5500betsk.com,https://5500betsk.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),40.6417,Low,0.5444,0.6909,0.3458,16.3333,13.8182,0.0
57,roblox303.store,https://roblox303.store,resolved,accepted,fetched,True,,,False,,False,False,False,True,hash_bypass_hit,hash_bypass_hit,fallback_top_k|hash_bypass,Coal India,43.9089,Low,0.5648,0.6173,0.32,16.9444,12.3453,14.0
58,mediavision.store,https://mediavision.store,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),0.0,Low,0.7515,0.0,0.375,22.5455,0.0,0.0
59,kycedeoni.autos,https://kycedeoni.autos,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),39.7738,Low,0.5519,0.6762,0.4211,16.5556,13.5231,0.0
60,oliveandjunes.store,https://oliveandjunes.store,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,54.6387,Low,0.5726,0.9289,0.3571,17.1795,18.5771,0.0
61,192.168.1,https://192.168.1,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,,0.7333,0.0,0.3333,0.0,0.0,0.0
62,suaconsulta2026.online,https://suaconsulta2026.online,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),0.0,,0.65,0.0,0.3158,0.0,0.0,0.0
63,joel-angelina-wedding.com,https://joel-angelina-wedding.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),45.6352,Low,0.5873,0.7758,0.1667,17.619,15.516,0.0
64,ybiscom.fr,https://ybiscom.fr,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),0.0,Low,0.6508,0.0,0.4,19.5238,0.0,0.0
65,calmplatewindow.club,https://calmplatewindow.club,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,0.0,Low,0.6599,0.0,0.4138,19.7976,0.0,0.0
66,ub-futas.hu,https://ub-futas.hu,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),35.1666,Low,0.55,0.8088,0.3077,16.5,16.1766,0.0
67,globalbookpublication.com,https://globalbookpublication.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),32.5609,Low,0.4643,0.5535,0.2724,13.9286,11.0707,0.0
68,pornmega18.xyz,https://pornmega18.xyz,resolver_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6444,0.0,0.4211,0.0,0.0,0.0
69,web365daftar.com,https://web365daftar.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),36.3995,Low,0.5516,0.8372,0.2105,16.5476,16.7438,0.0
70,charmenowho.shop,https://charmenowho.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),0.0,,0.6596,0.0,0.381,0.0,0.0,0.0
71,exerciseok.com,https://exerciseok.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),45.5532,Low,0.5333,0.7744,0.33,16.0,15.4881,0.0
72,easy-sponso.com,https://easy-sponso.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),47.0663,Low,0.5606,0.8001,0.2667,16.8182,16.0025,0.0
73,gothamfinn.co,https://gothamfinn.co,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),34.1194,Low,0.6222,0.8189,0.4,18.6667,16.3773,0.0
74,coastalcounselingcenter.org,https://coastalcounselingcenter.org,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Coal India,0.0,,0.69,0.0,0.5128,0.0,0.0,0.0
75,thepatoolkit.com,https://thepatoolkit.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,,0.6111,0.0,0.2667,0.0,0.0,0.0
76,rjpnbv.com,https://rjpnbv.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.8333,0.0,0.6667,0.0,0.0,0.0
77,ank2014.biz,https://ank2014.biz,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,0.0,Low,0.6349,0.0,0.4211,19.0476,0.0,0.0
78,ampmskincare.com,https://ampmskincare.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),0.0,Low,0.6444,0.0,0.3636,19.3333,0.0,0.0
79,bluewaterpoolsusa.com,https://bluewaterpoolsusa.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,,0.5758,0.0,0.3478,0.0,0.0,0.0
80,pnblndia-app.in,https://pnblndia-app.in,dns_error,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),0.0,,0.8403,0.0,0.73,0.0,0.0,0.0
81,bazarcentofiori.com,https://bazarcentofiori.com,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,0.0,Low,0.65,0.0,0.4444,19.5,0.0,0.0
82,traverseskier.com,https://traverseskier.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),28.8053,Low,0.5513,0.6625,0.3529,16.5385,13.2504,0.0
83,cifibiu.pro,https://cifibiu.pro,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),29.2449,Low,0.6508,0.4972,0.4,19.5238,9.9433,0.0
84,unqvrhr60.shop,https://unqvrhr60.shop,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Canara Bank,0.0,,0.5926,0.0,0.381,0.0,0.0,0.0
85,tayceculture.com,https://tayceculture.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),34.3711,Low,0.5556,0.5843,0.4467,16.6667,11.6862,0.0
86,bogitekniikka.fi,https://bogitekniikka.fi,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,29.636,Low,0.6816,0.8891,0.4762,20.4487,17.7816,0.0
87,di9rke.top,https://di9rke.top,resolved,accepted,failed,False,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,0.0,Low,0.6667,0.0,0.5,20.0,0.0,0.0
88,pumirpkin.live,https://pumirpkin.live,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),35.2433,Low,0.5278,0.5991,0.2857,15.8333,11.9827,0.0
89,5ggnp.buzz,https://5ggnp.buzz,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Bharat Sanchar Nigam Limited (BSNL),0.0,,0.6333,0.0,0.4444,0.0,0.0,0.0
90,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),34.4934,Low,0.5785,0.5864,0.125,17.3563,11.7278,0.0
91,perchproject.org,https://perchproject.org,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),42.1236,Low,0.6111,0.7161,0.2667,18.3333,14.322,0.0
92,clayhole.click,https://clayhole.click,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),43.6845,Low,0.7375,0.7426,0.5556,22.125,14.8527,0.0
93,swiftdrops.store,https://swiftdrops.store,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,46.9243,Low,0.6056,0.7977,0.375,18.1667,15.9542,0.0
94,parquebatweania.com,https://parquebatweania.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,38.9331,Low,0.4984,0.8955,0.4138,14.9524,17.9092,0.0
95,elit-stomatolog.ru,https://elit-stomatolog.ru,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),0.0,,0.6053,0.0,0.3333,0.0,0.0,0.0
96,snowtime.shop,https://snowtime.shop,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),0.0,,0.6722,0.0,0.4444,0.0,0.0,0.0
97,allsetfacilitygroup.com,https://allsetfacilitygroup.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),51.9794,Low,0.7193,0.8837,0.2727,21.5789,17.673,0.0
98,axisupi.com,https://axisupi.com,resolved,accepted,failed,True,,,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Axis Bank,0.0,Low,0.9143,0.0,0.7273,27.4286,0.0,0.0
99,bexarcasino.space,https://bexarcasino.space,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),36.7384,Low,0.6162,0.6246,0.4286,18.4848,12.491,0.0
100,alyxara.com,https://alyxara.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),29.0542,Low,0.5952,0.8716,0.3636,17.8571,17.4325,0.0
101,sbi-secure-login.com,https://sbi-secure-login.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.8353,0.0,0.6207,0.0,0.0,0.0
102,snackduel.com,https://snackduel.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),0.0,,0.6296,0.0,0.3333,0.0,0.0,0.0
103,pnb-netbanking.net,https://pnb-netbanking.net,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,Punjab National Bank (PNB),0.0,,0.8167,0.0,0.3529,0.0,0.0,0.0
104,tutera.ru,https://tutera.ru,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Kfintech,37.9662,Low,0.5278,0.8732,0.2857,15.8333,17.4644,0.0
105,essentialcleaningservicesusa.com,https://essentialcleaningservicesusa.com,resolved,accepted,fetched,False,hashing_shortlist,not_admitted_after_lexical_and_hash_checks,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),52.6049,Low,0.5913,0.8943,0.1935,17.7381,17.8857,0.0
106,rush-bodyplan.homes,https://rush-bodyplan.homes,timeout,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),0.0,,0.6068,0.0,0.25,0.0,0.0,0.0
107,jlchuhai.com,https://jlchuhai.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,0.0,,0.5833,0.0,0.28,0.0,0.0,0.0
