input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
268,dominicabouyonmusic.net,https://dominicabouyonmusic.net,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://dominicabouyonmusic.net,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.6082,False,8,4,6,0,18,False,redirect_brand_match|final_domain_brand_match|auth_wording|suspicious_hosting_provider,False,False,False,1,0,dominicabouyonmusic.net,,32768,False,stage1_low_suspicion,0.0,0.2727,False,0,False,False,0.0,0.0,0.0
269,maseblished.space,https://maseblished.space,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),kavach.mail.gov.in,0.0,,0.7636,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,True,0,False,False,0.0,0.0,0.0
270,toolsdelonhub.shop,https://toolsdelonhub.shop,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://toolsdelonhub.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,,0.6538,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,toolsdelonhub.shop,,332,False,stage1_low_suspicion,0.0,0.3704,False,0,False,False,0.0,0.0,0.0
271,osaka-kyoto.com,https://osaka-kyoto.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://osaka-kyoto.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.5657,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,osaka-kyoto.com,,32768,False,stage1_low_suspicion,0.0,0.3778,False,0,False,False,0.0,0.0,0.0
272,bajetihub.org,https://bajetihub.org,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://bajetihub.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6296,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,bajetihub.org,,32768,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
273,belltowing.top,https://belltowing.top,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.belltowing.top/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6333,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.belltowing.top,,32768,False,stage1_low_suspicion,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
274,cullectivethe.com,https://cullectivethe.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://cullectivethe.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6325,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,cullectivethe.com,,32768,False,stage1_low_suspicion,0.0,0.375,False,0,False,False,0.0,0.0,0.0
275,jskuai3kaijiangjieguojintiankaijianghaomachaxunjieguo.com.cn,https://jskuai3kaijiangjieguojintiankaijianghaomachaxunjieguo.com.cn,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://jskuai3kaijiangjieguojintiankaijianghaomachaxunjieguo.com.cn,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,0.6855,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,jskuai3kaijiangjieguojintiankaijianghaomachaxunjieguo.com.cn,,332,False,stage1_low_suspicion,0.0,0.1071,False,0,False,False,0.0,0.0,0.0
276,adabai.kz,https://adabai.kz,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,0.7,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5455,False,0,False,False,0.0,0.0,0.0
277,rainierglobal.com,https://rainierglobal.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://rainierglobal.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,0.6726,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,rainierglobal.com,,332,False,stage1_low_suspicion,0.0,0.4211,False,0,False,False,0.0,0.0,0.0
278,attyw.com,https://attyw.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://injurylawal.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,0.6048,False,0,0,0,4,4,False,final_domain_changed,False,False,False,0,1,injurylawal.com,,32768,False,stage1_low_suspicion,0.0,0.3158,False,0,False,False,0.0,0.0,0.0
279,xn--8mr4g021aqrb44m2tnlxl.xn--kput3i,https://xn--8mr4g021aqrb44m2tnlxl.xn--kput3i,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.5822,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.1429,False,0,False,False,0.0,0.0,0.0
280,jkyfanglei.com,https://jkyfanglei.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://jkyfanglei.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.6333,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,jkyfanglei.com,,332,False,stage1_low_suspicion,0.0,0.4744,False,0,False,False,0.0,0.0,0.0
281,workerscompnewyork.com,https://workerscompnewyork.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.5926,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.1905,False,0,False,False,0.0,0.0,0.0
282,pegagest.com,https://pegagest.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axis.bank.in,0.0,,0.5833,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
283,pjtpffl.com,https://pjtpffl.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://pjtpffl.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,0.5397,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,pjtpffl.com,,332,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
284,ilserverdelgaggio-m.uk,https://ilserverdelgaggio-m.uk,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,0.5925,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
285,ankarabayanvip.click,https://ankarabayanvip.click,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarabank.bank.in,0.0,,0.7905,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.6667,False,0,False,False,0.0,0.0,0.0
286,lpdbkq7haby36ar-ahlt6.com,https://lpdbkq7haby36ar-ahlt6.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://lpdbkq7haby36ar-ahlt6.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.5873,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,lpdbkq7haby36ar-ahlt6.com,,332,False,stage1_low_suspicion,0.0,0.1667,False,0,False,False,0.0,0.0,0.0
287,bb168pay.site,https://bb168pay.site,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://bb168pay.site,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.5833,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,bb168pay.site,,32768,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
288,stjudesstudentservices.com,https://stjudesstudentservices.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbisecurities.in,0.0,,0.5523,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
289,paleopharm.com,https://paleopharm.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,Server disconnected without sending a response.,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,0.0,,0.6,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
290,gemacare.com,https://gemacare.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6389,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3636,False,0,False,False,0.0,0.0,0.0
291,bettybriones.com,https://bettybriones.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://bettybriones.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.621,False,4,0,3,0,7,False,favicon_brand_match|suspicious_certificate,False,False,False,1,0,bettybriones.com,,14951,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
292,urbanlocalseo.com,https://urbanlocalseo.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://urbanlocalseo.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6673,False,4,4,6,0,14,False,body_brand_match|auth_wording|suspicious_hosting_provider,False,False,False,1,0,urbanlocalseo.com,,32768,False,stage1_low_suspicion,0.0,0.4004,False,0,False,False,0.0,0.0,0.0
293,edgebrighttechvision.realty,https://edgebrighttechvision.realty,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbisecurities.in,0.0,,0.6231,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3636,False,0,False,False,0.0,0.0,0.0
294,tariapp.com,https://tariapp.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://tariapp.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,parivahan sewa,parivahan.gov.in,0.0,,0.672,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,tariapp.com,,332,False,stage1_low_suspicion,0.0,0.5,False,0,False,False,0.0,0.0,0.0
295,enjoy-show.com,https://enjoy-show.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://enjoy-show.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6222,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,enjoy-show.com,,32768,False,stage1_low_suspicion,0.0,0.3377,False,0,False,False,0.0,0.0,0.0
296,392du.top,https://392du.top,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,0.55,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
297,mobitype.com,https://mobitype.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.6389,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3636,False,0,False,False,0.0,0.0,0.0
298,ngangamuthoniadvocates.com,https://ngangamuthoniadvocates.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.601,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.24,False,0,False,False,0.0,0.0,0.0
299,twelixstudio.com,https://twelixstudio.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://twelixstudio.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.0,,0.627,False,0,0,0,0,0,False,,False,False,False,0,0,twelixstudio.com,,4465,False,stage1_low_suspicion,0.0,0.3633,False,0,False,False,0.0,0.0,0.0
300,cocobongosmallorca.com,https://cocobongosmallorca.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://cocobongosmallorca.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,icicilombard.com,0.0,,0.6204,False,0,0,0,0,0,False,,False,False,False,0,0,cocobongosmallorca.com,,2517,False,stage1_low_suspicion,0.0,0.43,False,0,False,False,0.0,0.0,0.0
301,westcoastpokerleague.com,https://westcoastpokerleague.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://westcoastpokerleague.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbicard.com,0.0,,0.5905,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,westcoastpokerleague.com,,332,False,stage1_low_suspicion,0.0,0.3263,False,0,False,False,0.0,0.0,0.0
302,partner385group.com,https://partner385group.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.76,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
303,playtimerush.com,https://playtimerush.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://playtimerush.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,0.7159,False,0,0,0,0,0,False,,False,False,False,0,0,playtimerush.com,,4552,False,stage1_low_suspicion,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
304,gentcenter.com,https://gentcenter.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.brandbucket.com/names/gentcenter,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6649,False,0,0,0,10,10,False,meta_refresh|final_domain_changed,False,False,False,0,1,www.brandbucket.com,,4978,False,stage1_low_suspicion,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
305,franksburo.com,https://franksburo.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.6222,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
306,cxinfkl.site,https://cxinfkl.site,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6508,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
307,dorfphangan.com,https://dorfphangan.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,netbanking.hdfcbank.com,0.0,,0.6212,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4511,False,0,False,False,0.0,0.0,0.0
308,materiaux-constructions.fr,https://materiaux-constructions.fr,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://materiaux-constructions.fr,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.656,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,0,materiaux-constructions.fr,imagedelivery.net,32215,False,stage1_low_suspicion,0.0,0.3429,False,0,False,False,0.0,0.0,0.0
309,gipfa.top,https://gipfa.top,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://gipfa.top,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.6,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,gipfa.top,,32768,False,stage1_low_suspicion,0.0,0.4,False,0,False,False,0.0,0.0,0.0
310,wolff-lifestyle.com,https://wolff-lifestyle.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,IDFC FIRST Bank,idfcfirst.bank.in,0.0,,0.6296,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4167,False,0,False,False,0.0,0.0,0.0
311,parastesh.shop,https://parastesh.shop,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,parivahan sewa,parivahan.gov.in,0.0,,0.7926,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.5556,False,0,False,False,0.0,0.0,0.0
312,yoolhealth.com,https://yoolhealth.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.6444,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3158,False,0,False,False,0.0,0.0,0.0
313,inthewindowmarketing.com,https://inthewindowmarketing.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://inthewindowmarketing.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.6574,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,0,inthewindowmarketing.com,www.wix.com,3060,False,stage1_low_suspicion,0.0,0.4706,False,0,False,False,0.0,0.0,0.0
314,bitrue-jc.com,https://bitrue-jc.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
315,becerrilservicios.com,https://becerrilservicios.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://becerrilservicios.com,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.7255,False,36,0,0,0,36,False,title_brand_match|meta_brand_match|body_brand_match,False,False,False,1,0,becerrilservicios.com,,32768,False,stage1_suspected_non_escalated,0.0,0.3,False,0,False,False,0.0,0.0,0.0
316,ldsecurity.com,https://ldsecurity.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.ldsecurity.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,0.6509,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,1,www.ldsecurity.com,www.ldsecurity.com,15251,False,stage1_low_suspicion,0.0,0.6087,False,0,False,False,0.0,0.0,0.0
317,flamablevortex.nl,https://flamablevortex.nl,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.flamablevortex.nl/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,icicilombard.com,0.0,,0.5873,False,0,0,0,0,0,False,,False,False,False,0,1,www.flamablevortex.nl,,3537,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
318,fridamuseo.com,https://fridamuseo.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.0,,0.65,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
319,24builds.ru.com,https://24builds.ru.com,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.6111,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4,False,0,False,False,0.0,0.0,0.0
320,kryst.cloud,https://kryst.cloud,123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,0.5778,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3636,False,0,False,False,0.0,0.0,0.0
321,ymz-digital.com,https://ymz-digital.com,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.ymz-digital.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.5631,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.ymz-digital.com,www.ymz-digital.com,32768,False,stage1_low_suspicion,0.0,0.2667,False,0,False,False,0.0,0.0,0.0
322,yunaka.fr,https://yunaka.fr,123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://yunaka.fr/password,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6667,False,0,0,0,0,0,False,,False,False,False,0,1,yunaka.fr,,32768,False,stage1_low_suspicion,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
