input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
17,jardines10.com,https://jardines10.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://jardines10.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,0.7111,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,jardines10.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,0.0,0.0,0.0
18,connectionsarchive.net,https://connectionsarchive.net,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://connectionsarchive.net,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6944,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,connectionsarchive.net,connectionsarchive.net,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.3529,False,0,False,False,0.0,0.0,0.0
19,web365daftar.com,https://web365daftar.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://web365daftar.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6442,False,8,0,0,0,8,False,meta_brand_match,False,False,False,1,0,web365daftar.com,bannerpenyimpanan.club,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5714,False,0,False,False,0.0,0.0,0.0
20,conciergerie-niort.fr,https://conciergerie-niort.fr,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://conciergerie-niort.fr,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,0.6746,False,0,4,6,6,16,False,auth_wording|suspicious_hosting_provider|js_redirect,False,False,False,0,0,conciergerie-niort.fr,assets.zyrosite.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,0.0,0.0,0.0
21,nmjiaojinginc.shop,https://nmjiaojinginc.shop,urls.xlsx,skipped,skipped,fetched,not_attempted,head_error,,https://nmjiaojinginc.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,0.7436,False,0,0,0,0,0,False,,False,False,False,0,0,nmjiaojinginc.shop,,1068,False,stage1_low_suspicion,0.0,,,,,,,,,0.375,False,0,False,False,0.0,0.0,0.0
22,ventajp.com,https://ventajp.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://ventajp.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6508,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,ventajp.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,False,0,False,False,0.0,0.0,0.0
23,snackduel.com,https://snackduel.com,urls.xlsx,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6296,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.3333,False,0,False,False,0.0,0.0,0.0
24,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://calmplatewindow.club,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6599,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,calmplatewindow.club,calmplatewindow.club,18105,False,stage1_low_suspicion,0.0,,,,,,,,,0.4138,False,0,False,False,0.0,0.0,0.0
25,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,skipped,skipped,fetched,not_attempted,head_error,,https://www.tuterrenoenchile.cl/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.0,,0.5972,False,0,0,0,0,0,False,,False,False,False,0,1,www.tuterrenoenchile.cl,www.tuterrenoenchile.cl,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.2857,False,0,False,False,0.0,0.0,0.0
26,pumirpkin.live,https://pumirpkin.live,urls.xlsx,skipped,skipped,head_only,not_attempted,get_error,,https://pumirpkin.live,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,0.6444,False,0,0,0,0,0,False,,False,False,False,0,0,pumirpkin.live,,0,False,stage1_low_suspicion,0.0,,,,,,,,,0.4286,False,0,False,False,0.0,0.0,0.0
27,exerciseok.com,https://exerciseok.com,urls.xlsx,skipped,skipped,fetched,not_attempted,head_error,,https://www.ezeedomains.com/name/ExerciseOk.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.79,False,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,2,1,www.ezeedomains.com,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4615,False,0,False,False,0.0,0.0,0.0
28,parquebatweania.com,https://parquebatweania.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.parquebatweania.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6889,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,1,www.parquebatweania.com,,11830,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,0.0,0.0,0.0
29,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://tutu-and-tiaras.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,,0.6444,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,tutu-and-tiaras.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.4967,False,0,False,False,0.0,0.0,0.0
30,prototanya.org,https://prototanya.org,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://prototanya.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,0.6381,False,0,0,0,0,0,False,,False,False,False,0,0,prototanya.org,,6405,False,stage1_low_suspicion,0.0,,,,,,,,,0.3333,False,0,False,False,0.0,0.0,0.0
31,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://beton888bonuuz30rb.cyou,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.637,False,0,0,0,0,0,False,,False,False,False,0,0,beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,7776,False,stage1_low_suspicion,0.0,,,,,,,,,0.3333,False,0,False,False,0.0,0.0,0.0
32,creationorder.net,https://creationorder.net,urls.xlsx,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://creationorder.net/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,Low,0.6405,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4828,False,0,False,False,19.2147,0.0,0.0
33,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://bazarcentofiori.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.65,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,bazarcentofiori.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.4444,False,0,False,False,0.0,0.0,0.0
34,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.xhgtyb7912.vip:34225/register?i_code=2189580,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,indusind.bank.in,0.0,,0.6481,False,0,0,0,10,10,False,js_redirect|final_domain_changed,False,False,False,0,1,www.xhgtyb7912.vip,,4468,False,stage1_low_suspicion,0.0,,,,,,,,,0.4706,False,0,False,False,0.0,0.0,0.0
35,socioone.com,https://socioone.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://socioone.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,0.6722,False,0,0,0,0,0,False,,False,False,False,0,0,socioone.com,img1.wsimg.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5856,False,0,False,False,0.0,0.0,0.0
36,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://greenbeangirltrainingtutoring.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.7011,False,0,0,0,0,0,False,,False,False,False,0,0,greenbeangirltrainingtutoring.com,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.1875,False,0,False,False,0.0,0.0,0.0
37,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://crplasticos.com.br,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.645,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15515,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.4444,False,0,False,False,0.0,0.0,0.0
38,tnkproject.com,https://tnkproject.com,urls.xlsx,skipped,skipped,fetched,not_attempted,head_error,,https://tnkproject.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6417,False,4,0,0,4,8,False,body_brand_match|iframe_present,False,False,False,1,0,tnkproject.com,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.3633,False,0,False,False,0.0,0.0,0.0
39,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://landscapebyvera.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,,fetch_timeout_or_fetch_failed,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,Low,0.6468,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4516,False,0,False,False,19.4028,0.0,0.0
40,fresna.online,https://fresna.online,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://fresna.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,0.6389,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,fresna.online,,32012,False,stage1_low_suspicion,0.0,,,,,,,,,0.4286,False,0,False,False,0.0,0.0,0.0
41,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://zh-ptgaming.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6162,False,0,0,0,4,4,False,iframe_present,False,False,False,0,0,zh-ptgaming.com,,1303,False,stage1_low_suspicion,0.0,,,,,,,,,0.2857,False,0,False,False,0.0,0.0,0.0
42,emon793hoky.online,https://emon793hoky.online,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://emon793hoky.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.6212,False,0,0,0,0,0,False,,False,False,False,0,0,emon793hoky.online,,7072,False,stage1_low_suspicion,0.0,,,,,,,,,0.4211,False,0,False,False,0.0,0.0,0.0
43,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://udbijaayurveda.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6429,False,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,udbijaayurveda.com,udbijaayurveda.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.4615,False,0,False,False,0.0,0.0,0.0
44,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx,resolver_error,rejected,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,False,False,False,,,dns_rejected,dns_gate,dns_rejected,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.6444,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,0.0,,,,,,,,,0.4211,False,0,False,False,0.0,0.0,0.0
45,easy-sponso.com,https://easy-sponso.com,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://easy-sponso.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.5909,False,0,0,0,0,0,False,,False,False,False,0,0,easy-sponso.com,,5073,False,stage1_low_suspicion,0.0,,,,,,,,,0.3829,False,0,False,False,0.0,0.0,0.0
46,roblox303.store,https://roblox303.store,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://roblox303.store,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.6296,False,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,roblox303.store,,4608,False,stage1_low_suspicion,0.0,,,,,,,,,0.3333,False,0,False,False,0.0,0.0,0.0
47,kirin77.site,https://kirin77.site,urls.xlsx,skipped,skipped,fetched,not_attempted,,,https://kirin77.site,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.6905,False,0,0,0,0,0,False,,False,False,False,0,0,kirin77.site,,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.5333,False,0,False,False,0.0,0.0,0.0
