input_position,input_url,normalized_url,source_workbook,raw_url,hashed_at_utc,target_url_sha256,hash_mode,domain,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,score_margin,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,stage1_passthrough,domain_component,hash_component,hash_anchor,review_reason,screenshot_path,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash
11,incometaxgov.org,https://incometaxgov.org,PS-02_AIGR-S66270_NCIIPC_28_02_2026.xlsx,https://incometaxgov.org,2026-04-09T06:29:11+00:00,1ca454c8d6d7c0190880b52b214f6cc7c3842a62d0b478caae7f255095cc8bd4,exact,incometaxgov.org,,accepted,fetched,available,,,https://incometaxgov.org/,,,,True,True,False,,weak_direct_evidence|network_corroboration,,,,True,Income Tax Department,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,jw_primary,Income Tax Department,incometaxindia.gov.in,47.0663,47.0663,Low,0.8786,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,incometaxgov.org,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6923,False,0,False,False,False,26.3571,0.0,False,,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\incometaxgov.org.png,,,,,,False,False,False,False
12,crsor.info,https://crsor.info,AIGR-S66270_Ground_Truth.xlsx,https://crsor.info,2026-04-09T05:59:47+00:00,90d0f27fd6d64d53722cafc7aeb805b86a15e44c1d4cff932868ed227ba72512,exact,crsor.info,,accepted,fetched,available,,,https://crsor.info/,,,,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,jw_primary,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,64.2857,64.2857,Low,0.9429,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,crsor.info,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.8333,False,0,False,False,False,28.2857,0.0,False,,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\crsor.info.png,,,,,,False,False,False,False
13,canaldoabc.online,https://canaldoabc.online,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://canaldoabc.online,2026-04-09T05:59:44+00:00,e2f826cbe6e1fad442a7e1f8e075bbc6d40fc78a60929c3655e2456c524fc6c4,exact,canaldoabc.online,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://canaldoabc.online/ | Call log: - navigating to ""https://canaldoabc.online/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Canara Bank,True,True,True,False,,,jw_primary,Canara Bank,canararobeco.com,0.0,0.0,Low,0.8683,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,canaldoabc.online,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6364,False,0,False,False,True,26.05,0.0,False,,,,,,,,False,False,False,False
14,lmn3.sa.com,https://lmn3.sa.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://lmn3.sa.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6111,False,12,4,0,0,16,False,body_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,lmn3.sa.com,,32768,False,stage1_low_suspicion,,,,,,,,,0.4,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
15,cloudschool.top,https://cloudschool.top,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,True,National Informatics Centre (NIC),False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,,0.8909,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,,,,,,,,,0.625,True,0,False,False,False,0.0,0.0,,,,,,,,,,,,
16,homestylenagavci.com,https://homestylenagavci.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homestylenagavci.com,2026-04-09T05:59:47+00:00,8f0ff93f19c398dfa6b7f0accb9aeb4973e8c0008456a08c547a57007635d121,exact,homestylenagavci.com,,accepted,fetched,available,,,https://homestylenagavci.com/,,,,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,,True,State Bank of India (SBI),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,jw_primary,State Bank of India (SBI),homeloans.sbi,58.1439,58.1439,Low,0.8528,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homestylenagavci.com,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.48,False,0,False,False,False,25.5833,0.0,False,,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\homestylenagavci.com.png,,,,,,False,False,False,False
17,bujidaji.com,https://bujidaji.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://bujidaji.com,2026-04-09T05:59:47+00:00,85bbaaf014a71731eb00a132502a20938576b2a497cc47eee6f56e8e892daf0a,exact,bujidaji.com,,accepted,fetched,available,,,https://bujidaji.com/,,,,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,jw_primary,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,59.6591,59.6591,Low,0.875,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,bujidaji.com,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.7692,False,0,False,False,False,26.25,0.0,False,,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\bujidaji.com.png,,,,,,False,False,False,False
18,bankofaemrica.com,https://bankofaemrica.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://bankofaemrica.com,2026-04-09T05:59:47+00:00,e0117445cedb76d64dce3116f020573fe6e28f1e5e5bf95e009f31a53a039063,exact,bankofaemrica.com,,accepted,fetched,available,,,https://bankofaemrica.com/,,,,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,,True,Bank of Baroda,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,jw_primary,Bank of Baroda,onlinecasa.bankofbaroda.com,60.5769,60.5769,Low,0.8885,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,bankofaemrica.com,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.75,False,0,False,False,False,26.6538,0.0,False,,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\bankofaemrica.com.png,,,,,,False,False,False,False
19,indivaitl.shop,https://indivaitl.shop,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://indivaitl.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,,0.7269,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,indivaitl.shop,,4661,False,stage1_low_suspicion,,,,,,,,,0.5882,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
20,homebob.net,https://homebob.net,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homebob.net,2026-04-09T06:00:06+00:00,527a94fa0ed7510fa80133347e5f847f3e3c950bbce6ad73b72e299004395bd7,exact,homebob.net,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://homebob.net/ | Call log: - navigating to ""https://homebob.net/"", waiting until ""commit""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,0.0,Low,0.854,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homebob.net,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.625,False,0,False,False,True,25.619,0.0,False,,,,,,,,False,False,False,False
21,https://cloudxyz.shop,https://cloudxyz.shop,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://cloudxyz.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,True,National Informatics Centre (NIC),False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,,0.925,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,cloudxyz.shop,,114,False,stage1_low_suspicion,,,,,,,,,0.7692,True,0,False,False,False,0.0,0.0,,,,,,,,,,,,
22,https://aimsds.com,https://aimsds.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://aimsds.com,2026-04-09T06:00:15+00:00,8126767a7b5eb167e6657cfe551709d9ac228bfd9ab60b0687120d61a3a2900a,exact,aimsds.com,,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://aimsds.com/"", waiting until ""commit""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,,,jw_primary,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.0,0.0,Low,0.8578,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,aimsds.com,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.7273,False,0,False,False,True,25.7333,0.0,False,,,,,,,,False,False,False,False
23,lgjxwzi.sa.com,https://lgjxwzi.sa.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://cxv.uk.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6111,False,4,0,0,4,8,False,redirect_brand_match|final_domain_changed,False,False,False,1,1,cxv.uk.com,,32768,False,stage1_low_suspicion,,,,,,,,,0.4,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
24,https://homeinsta.com,https://homeinsta.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homeinsta.com,2026-04-09T06:00:15+00:00,46dd575255da7c0f306654219cbf204fa69ecc2329c032de81a99c42a1377637,exact,homeinsta.com,,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://homeinsta.com/"", waiting until ""commit""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,0.0,Low,0.8825,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homeinsta.com,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6667,False,0,False,False,True,26.4762,0.0,False,,,,,,,,False,False,False,False
25,onlinetoolssarvice.fun,https://onlinetoolssarvice.fun,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://onlinetoolssarvice.fun,2026-04-09T05:59:47+00:00,8bb1abd8aa2c6842661b050d794adb9c7ae91f66f80650bed3202d7d93932909,exact,onlinetoolssarvice.fun,,accepted,failed,not_attempted,connection_reset,"Page.goto: net::ERR_CONNECTION_RESET at https://onlinetoolssarvice.fun/ | Call log: - navigating to ""https://onlinetoolssarvice.fun/"", waiting until ""commit""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),corp.onlinesbi.sbi,0.0,0.0,Low,0.8667,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,onlinetoolssarvice.fun,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.5926,False,0,False,False,True,26.0,0.0,False,,,,,,,,False,False,False,False
26,https://cloudchargingtech.com,https://cloudchargingtech.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://cloudchargingtech.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,True,National Informatics Centre (NIC),False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,,0.8588,False,0,4,0,0,4,False,auth_wording,False,False,False,0,0,cloudchargingtech.com,,332,False,stage1_low_suspicion,,,,,,,,,0.4545,True,0,False,False,False,0.0,0.0,,,,,,,,,,,,
27,https://homeloanssolution.com,https://homeloanssolution.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://homeloanssolution.com,2026-04-09T05:59:45+00:00,bffa6fada232e08fb73ce95cbaf9fad4712700a5018fb4db1a52da5ba54368ca,exact,homeloanssolution.com,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://homeloanssolution.com/ | Call log: - navigating to ""https://homeloanssolution.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),homeloans.sbi,0.0,0.0,Low,0.9059,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homeloanssolution.com,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6923,False,0,False,False,True,27.1765,0.0,False,,,,,,,,False,False,False,False
28,llorera.sa.com,https://llorera.sa.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://llorera.sa.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6111,False,8,4,0,0,12,False,redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,llorera.sa.com,,332,False,stage1_low_suspicion,,,,,,,,,0.4,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
29,https://etclij.com,https://etclij.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,https://etclij.com,2026-04-09T05:59:48+00:00,f9b9ec53371176801a98b8b2f25f7f1d5f2d62831cddbe314c9c2641cf9aeef0,exact,etclij.com,,accepted,fetched,available,,,https://etclij.com/,,,,True,True,False,,weak_direct_evidence|network_corroboration,,,,True,Election Commision of India (ECI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,jw_primary,Election Commision of India (ECI),eci.gov.in,57.9545,57.9545,Low,0.85,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,etclij.com,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6667,False,0,False,False,False,25.5,0.0,False,,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\etclij.com.png,,,,,,False,False,False,False
