Application_ID,Source of detection,Identified Phishing/Suspected Domain Name,Corresponding CSE Domain Name,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label),Domain Registration Date,Registrar Name,Registrant Name or Registrant Organisation,Registrant Country,Name Servers,Hosting IP,Hosting ISP,Hosting Country,DNS Records (if any),Evidence file name,Date of detection (DD-MM-YYYY),Time of detection (HH-MM-SS),Date of Post (If detection is from Source: social media),Sandbox Verdict,Sandbox Reason,Remarks
ISS_NLP,Government,cloudroomfremantle.com,cloud.gov.in,National Informatics Centre (NIC),Legitimate,2026-01-13T07:13:10Z,Synergy Wholesale Accreditations Pty Ltd,NA,NA,NS1.NAMESERVER.NET.AU;NS2.NAMESERVER.NET.AU;NS3.NAMESERVER.NET.AU,103.42.108.46,SYNERGY WHOLESALE PTY LTD,AU,A:103.42.108.46;NS:ns1.nameserver.net.au.;NS:ns2.nameserver.net.au.;NS:ns3.nameserver.net.au.;MX:1 cloudroomfremantle-com.mail.protection.outlook.com.,PS-02_ISS_NLP_Evidences\NIC_cloudroomfremantle.com_11.pdf,28-02-2026,15:53:50,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,ownline.info,corp.onlinesbi.sbi/corporate,State Bank of India (SBI),Legitimate,2026-01-13T14:14:08.247Z,IONOS SE,NA,NA,ns1067.ui-dns.org;ns1093.ui-dns.de;ns1050.ui-dns.com;ns1065.ui-dns.biz,217.160.0.190,IONOS SE,DE,A:217.160.0.190;NS:ns1050.ui-dns.com.;NS:ns1067.ui-dns.org.;NS:ns1065.ui-dns.biz.;NS:ns1093.ui-dns.de.;MX:10 mx01.ionos.co.uk.;MX:10 mx00.ionos.co.uk.,PS-02_ISS_NLP_Evidences\SBI_ownline.info_12.pdf,28-02-2026,15:53:51,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloudeuropecloud.org,cloud.gov.in,National Informatics Centre (NIC),Legitimate,2026-01-13T08:14:33.589Z,Global Domain Group LLC,NA,NA,brianna.ns.cloudflare.com;theo.ns.cloudflare.com,172.67.179.199,CLOUDFLARENET,NA,A:104.21.72.94;A:172.67.179.199;NS:theo.ns.cloudflare.com.;NS:brianna.ns.cloudflare.com.;MX:10 alt4.aspmx.l.google.com.;MX:5 alt1.aspmx.l.google.com.;MX:5 alt2.aspmx.l.google.com.;MX:1 aspmx.l.google.com.;MX:10 alt3.aspmx.l.google.com.,PS-02_ISS_NLP_Evidences\NIC_cloudeuropecloud.org_13.pdf,28-02-2026,15:53:56,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,axishandymanserv.ca,axis.bank.in,Axis Bank,Legitimate,2026-01-12T19:17:27Z,Open Provider Inc.,Said Edris Hashemi,NA,ns1.openprovider.nl;ns2.openprovider.be;ns3.openprovider.eu,35.204.150.5,GOOGLE-CLOUD-PLATFORM,NL,A:35.204.150.5;NS:ns3.openprovider.eu.;NS:ns2.openprovider.be.;NS:ns1.openprovider.nl.;MX:0 mail.webador.com.,PS-02_ISS_NLP_Evidences\Axis_axishandymanserv.ca_14.pdf,28-02-2026,15:53:57,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,homegitlab.ru,homeloans.sbi,State Bank of India (SBI),Suspected,2026-01-13 13:22:28+00:00,REGRU-RU,NA,NA,gloria.ns.cloudflare.com.;john.ns.cloudflare.com.,104.21.79.165,CLOUDFLARENET,NA,A:104.21.79.165;A:172.67.146.153;NS:gloria.ns.cloudflare.com.;NS:john.ns.cloudflare.com.,PS-02_ISS_NLP_Evidences\SBI_homegitlab.ru_15.pdf,28-02-2026,15:53:58,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,homelynut.com,homeloans.sbi,State Bank of India (SBI),Suspected,2026-01-13T18:14:06Z,"NameCheap, Inc.",NA,NA,DNS1.REGISTRAR-SERVERS.COM;DNS2.REGISTRAR-SERVERS.COM,23.227.38.65,CLOUDFLARENET,CA,A:23.227.38.65;NS:dns1.registrar-servers.com.;NS:dns2.registrar-servers.com.;MX:50 mx3.zoho.com.;MX:10 mx.zoho.com.;MX:20 mx2.zoho.com.,PS-02_ISS_NLP_Evidences\SBI_homelynut.com_16.pdf,28-02-2026,15:53:59,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,missrot.pro,isro.gov.in,Indian Space Research Organisation (ISRO),Suspected,2026-01-13T12:29:57.466Z,"NameCheap, Inc.",NA,NA,arvind.ns.cloudflare.com;carrera.ns.cloudflare.com,172.67.146.18,CLOUDFLARENET,NA,A:172.67.146.18;A:104.21.63.140;NS:carrera.ns.cloudflare.com.;NS:arvind.ns.cloudflare.com.,PS-02_ISS_NLP_Evidences\ISRO_missrot.pro_17.pdf,28-02-2026,15:53:59,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,ictinc.xyz,icici.bank.in,ICICI Bank,Legitimate,2026-01-13T06:33:24.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns101.verify.hn,76.223.54.146,AMAZON-02,US,A:76.223.54.146;A:13.248.169.48;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\ICICI_ictinc.xyz_18.pdf,28-02-2026,15:54:02,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloudwalk.store,cloud.gov.in,National Informatics Centre (NIC),Suspected,2026-01-13T16:02:24.0Z,OVH,NA,NA,dns10.ovh.ca;ns10.ovh.ca,213.186.33.5,OVH SAS,FR,A:213.186.33.5;NS:ns10.ovh.ca.;NS:dns10.ovh.ca.,PS-02_ISS_NLP_Evidences\NIC_cloudwalk.store_19.pdf,28-02-2026,15:54:05,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloudxplay.digital,cloud.gov.in,National Informatics Centre (NIC),Suspected,2026-01-13T14:33:09.49Z,Dynadot Inc,NA,NA,kia.ns.cloudflare.com;dakota.ns.cloudflare.com,172.67.141.1,CLOUDFLARENET,NA,A:172.67.141.1;A:104.21.70.246;NS:kia.ns.cloudflare.com.;NS:dakota.ns.cloudflare.com.,PS-02_ISS_NLP_Evidences\NIC_cloudxplay.digital_20.pdf,28-02-2026,15:54:09,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,axiscert.com,axis.bank.in,Axis Bank,Legitimate,2026-01-13T01:57:59Z,"GoDaddy.com, LLC",NA,NA,NS31.DOMAINCONTROL.COM;NS32.DOMAINCONTROL.COM,118.139.176.68,AS-26496-GO-DADDY-COM-LLC,SG,A:118.139.176.68;NS:ns32.domaincontrol.com.;NS:ns31.domaincontrol.com.;MX:1 aspmx.l.google.com.;MX:5 alt1.aspmx.l.google.com.;MX:5 alt2.aspmx.l.google.com.;MX:10 alt3.aspmx.l.google.com.;MX:10 alt4.aspmx.l.google.com.,PS-02_ISS_NLP_Evidences\Axis_axiscert.com_21.pdf,28-02-2026,15:54:16,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloudmere.co,cloud.gov.in,National Informatics Centre (NIC),Suspected,2026-01-12 20:16:30+00:00,Tucows Domains Inc.,NA,NA,NS-CLOUD-B1.GOOGLEDOMAINS.COM;NS-CLOUD-B2.GOOGLEDOMAINS.COM;NS-CLOUD-B3.GOOGLEDOMAINS.COM;NS-CLOUD-B4.GOOGLEDOMAINS.COM,23.227.38.36,CLOUDFLARENET,CA,A:23.227.38.36;NS:ns-cloud-b2.googledomains.com.;NS:ns-cloud-b4.googledomains.com.;NS:ns-cloud-b3.googledomains.com.;NS:ns-cloud-b1.googledomains.com.;MX:1 smtp.google.com.,PS-02_ISS_NLP_Evidences\NIC_cloudmere.co_22.pdf,28-02-2026,15:54:18,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,netkupon.com,netpnb.com,Punjab National Bank (PNB),Legitimate,2026-01-13T11:12:24Z,Atak Domain Bilgi Teknolojileri A.S.,NA,NA,NS1.VERCEL-DNS.COM;NS2.VERCEL-DNS.COM,216.198.79.1,AMAZON-02,US,A:64.29.17.1;A:64.29.17.65;NS:ns2.vercel-dns.com.;NS:ns1.vercel-dns.com.;MX:10 mail.netkupon.com.,PS-02_ISS_NLP_Evidences\PNB_netkupon.com_23.pdf,28-02-2026,15:54:18,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,sabcat.ch,sac.gov.in,Indian Space Research Organisation (ISRO),Legitimate,NA,NA,NA,NA,NA,185.125.27.195,Infomaniak Network SA,CH,A:185.125.27.195;NS:nsany2.infomaniak.com.;NS:nsany1.infomaniak.com.;MX:5 mta-gw.infomaniak.ch.,PS-02_ISS_NLP_Evidences\ISRO_sabcat.ch_24.pdf,28-02-2026,15:54:18,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloudchefs.xyz,cloud.gov.in,National Informatics Centre (NIC),Legitimate,2026-01-13T07:22:58.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns101.verify.hn,13.248.169.48,AMAZON-02,US,A:76.223.54.146;A:13.248.169.48;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\NIC_cloudchefs.xyz_25.pdf,28-02-2026,15:54:19,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Telecom,arratel.com,airtel.in,Airtel,Legitimate,2026-01-13T14:28:08Z,"Spaceship, Inc.",NA,NA,NS1.ATOM.COM;NS2.ATOM.COM,52.20.84.62,AMAZON-AES,US,A:52.20.84.62;NS:ns1.atom.com.;NS:ns2.atom.com.,PS-02_ISS_NLP_Evidences\Airtel_arratel.com_26.pdf,28-02-2026,15:54:21,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Oil & Gas,india-film.ru,indianoilcgd.com,Indian Oil Corporation Limited (IOCL),Suspected,2026-01-14 11:18:29+00:00,REGRU-RU,NA,NA,ns1.linux-soft.ru.;ns2.linux-soft.ru.,91.134.136.27,OVH SAS,FR,A:91.134.136.27;NS:ns1.linux-soft.ru.;NS:ns2.linux-soft.ru.;MX:10 mail.india-film.ru.;MX:20 mail.india-film.ru.,PS-02_ISS_NLP_Evidences\IOCL_india-film.ru_27.pdf,28-02-2026,15:54:21,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Telecom,myjovi.info,myvi.in,Vodafone Idea (VI),Legitimate,2026-01-13T08:52:14.429Z,IONOS SE,NA,NA,ns1016.ui-dns.com;ns1023.ui-dns.biz;ns1053.ui-dns.de;ns1065.ui-dns.org,74.208.236.213,IONOS SE,US,A:74.208.236.213;NS:ns1053.ui-dns.de.;NS:ns1016.ui-dns.com.;NS:ns1065.ui-dns.org.;NS:ns1023.ui-dns.biz.;MX:10 mx00.ionos.com.;MX:10 mx01.ionos.com.,PS-02_ISS_NLP_Evidences\VI_myjovi.info_28.pdf,28-02-2026,15:54:22,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://homeronsol.xyz,homeloans.sbi,State Bank of India (SBI),Legitimate,2026-01-13T11:50:42.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns12875.verify.hn,13.248.169.48,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns6.afternic.com.;NS:ns5.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_homeronsol.xyz_29.pdf,28-02-2026,15:54:22,NA,SAFE,Clean,NA values are due to privacy issues.
ISS_NLP,Unknown,campusincontext.org,camsonline.com,Computer Age Management Services Ltd. (CAMS),Suspected,2026-01-13T03:24:37.572Z,"NameCheap, Inc.",NA,NA,dns1.namecheaphosting.com;dns2.namecheaphosting.com,199.188.201.215,NAMECHEAP-NET,US,A:199.188.201.215;NS:dns2.namecheaphosting.com.;NS:dns1.namecheaphosting.com.;MX:10 mx2-hosting.jellyfish.systems.;MX:20 mx3-hosting.jellyfish.systems.;MX:5 mx1-hosting.jellyfish.systems.,PS-02_ISS_NLP_Evidences\CAMS_campusincontext.org_30.pdf,28-02-2026,15:54:23,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,https://onlineless.com,corp.onlinesbi.sbi/corporate,State Bank of India (SBI),Legitimate,2026-01-13T20:30:06Z,"GoDaddy.com, LLC",NA,NA,NS3.AFTERNIC.COM;NS4.AFTERNIC.COM,76.223.54.146,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns4.afternic.com.;NS:ns3.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_onlineless.com_31.pdf,28-02-2026,15:54:26,NA,SAFE,Clean,NA values are due to privacy issues.
ISS_NLP,Government,https://myclould.xyz,cloud.gov.in,National Informatics Centre (NIC),Legitimate,2026-01-13T07:55:54.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns8643.verify.hn,13.248.169.48,AMAZON-02,US,A:76.223.54.146;A:13.248.169.48;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\NIC_myclould.xyz_32.pdf,28-02-2026,15:54:27,NA,SAFE,Clean,NA values are due to privacy issues.
ISS_NLP,Unknown,https://reviti.com,rebit.org.in,Reserve Bank of India (RBI),Legitimate,2013-12-20T19:22:44Z,"Megazone Corp., dba HOSTING.KR",NA,NA,NS1.AFTERNIC.COM;NS2.AFTERNIC.COM,76.223.54.146,AMAZON-02,US,A:76.223.54.146;A:13.248.169.48;NS:ns1.afternic.com.;NS:ns2.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\RBI_reviti.com_33.pdf,28-02-2026,15:54:27,NA,SAFE,Clean,NA values are due to privacy issues.
ISS_NLP,Government,https://idasi.xyz,uidai.gov.in,Unique Identification Authority of India (UIDAI),Legitimate,2026-01-13T06:07:25.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns101.verify.hn,13.248.169.48,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\UIDAI_idasi.xyz_34.pdf,28-02-2026,15:54:28,NA,SAFE,Clean,NA values are due to privacy issues.
ISS_NLP,Unknown,rasenblitz.com,rebit.org.in,Reserve Bank of India (RBI),Legitimate,2026-01-13T14:57:45Z,RegistryGate GmbH,NA,NA,NS5.KASSERVER.COM;NS6.KASSERVER.COM,85.13.157.203,Neue Medien Muennich GmbH,DE,A:85.13.157.203;NS:ns5.kasserver.com.;NS:ns6.kasserver.com.;MX:10 w01f67b8.kasserver.com.,PS-02_ISS_NLP_Evidences\RBI_rasenblitz.com_35.pdf,28-02-2026,15:54:30,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Unknown,ribesta.com,rebit.org.in,Reserve Bank of India (RBI),Legitimate,2026-01-13T16:23:51Z,Gname.com Pte. Ltd.,NA,NA,NADIA.NS.CLOUDFLARE.COM;TRACE.NS.CLOUDFLARE.COM,NA,NA,NA,NA,PS-02_ISS_NLP_Evidences\RBI_ribesta.com_36.pdf,28-02-2026,15:54:32,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,cloudebuy.net,cloud.gov.in,National Informatics Centre (NIC),Legitimate,2026-01-12T05:27:09Z,"NameSilo, LLC",NA,NA,DRAKE.NS.CLOUDFLARE.COM;NELCI.NS.CLOUDFLARE.COM,104.21.16.122,CLOUDFLARENET,NA,A:172.67.212.122;A:104.21.16.122;NS:nelci.ns.cloudflare.com.;NS:drake.ns.cloudflare.com.,PS-02_ISS_NLP_Evidences\NIC_cloudebuy.net_37.pdf,28-02-2026,15:54:32,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,onlime.shop,corp.onlinesbi.sbi/corporate,State Bank of India (SBI),Legitimate,NA,NA,NA,NA,NA,13.248.169.48,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns1.afternic.com.;NS:ns2.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\SBI_onlime.shop_38.pdf,28-02-2026,15:54:34,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,s-baco.com,sac.gov.in,Indian Space Research Organisation (ISRO),Legitimate,2026-01-13T04:08:19Z,"Cloudflare, Inc.",NA,NA,ALBERT.NS.CLOUDFLARE.COM;APRIL.NS.CLOUDFLARE.COM,104.21.86.150,CLOUDFLARENET,NA,A:104.21.86.150;A:172.67.221.75;NS:albert.ns.cloudflare.com.;NS:april.ns.cloudflare.com.,PS-02_ISS_NLP_Evidences\ISRO_s-baco.com_39.pdf,28-02-2026,15:54:37,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,https://csrorgi.online,crsorgi.gov.in,"Civil Registration System, MHA (RGCCI)",Suspected,2026-01-13T08:25:52.0Z,Namecheap,NA,NA,ns21.ssdhostingserver.com;ns22.ssdhostingserver.com,103.49.70.73,Scalewithus India,IN,A:103.49.70.73;NS:ns1.cprapid.com.;NS:ns2.cprapid.com.;MX:0 csrorgi.online.,PS-02_ISS_NLP_Evidences\RGCCI_csrorgi.online_40.pdf,28-02-2026,15:54:37,NA,SAFE,Clean,NA values are due to privacy issues.
ISS_NLP,Banking/Financial,onlinemediator.us,corp.onlinesbi.sbi/corporate,State Bank of India (SBI),Legitimate,2026-01-13 04:01:39+00:00,"GoDaddy.com, LLC",Elena Coyne,NA,ns49.domaincontrol.com;ns50.domaincontrol.com,3.33.251.168,AMAZON-02,US,A:3.33.251.168;A:15.197.225.128;NS:ns50.domaincontrol.com.;NS:ns49.domaincontrol.com.,PS-02_ISS_NLP_Evidences\SBI_onlinemediator.us_41.pdf,28-02-2026,15:54:37,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Unknown,rubizh.org,rbi.org.in,Reserve Bank of India (RBI),Legitimate,2026-01-13T09:10:12.725Z,"GoDaddy.com, LLC",NA,NA,ns73.domaincontrol.com;ns74.domaincontrol.com,15.197.148.33,AMAZON-02,US,A:15.197.148.33;A:3.33.130.190;NS:ns74.domaincontrol.com.;NS:ns73.domaincontrol.com.,PS-02_ISS_NLP_Evidences\RBI_rubizh.org_42.pdf,28-02-2026,15:54:38,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,indusit.xyz,indusind.bank.in,IndusInd Bank,Legitimate,2026-01-13T06:25:41.0Z,"GMO Internet Group, Inc. d/b/a Onamae.com	",NA,NA,ns5.afternic.com;ns6.afternic.com;verification-gakbzzzqmt6gkcplw4efpp.ns101.verify.hn,13.248.169.48,AMAZON-02,US,A:76.223.54.146;A:13.248.169.48;NS:ns5.afternic.com.;NS:ns6.afternic.com.;MX:0 .,PS-02_ISS_NLP_Evidences\IndusInd_indusit.xyz_43.pdf,28-02-2026,15:54:39,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,parivahan.shop,parivahan.gov.in,parivahan sewa,Suspected,NA,NA,NA,NA,NA,NA,NA,NA,NA,PS-02_ISS_NLP_Evidences\parivahan_parivahan.shop_44.pdf,28-02-2026,15:54:39,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Telecom,aireklaam.ee,airtel.in,Airtel,Legitimate,2026-01-07 13:10:04+02:00,Zone Media OÜ,NA,NA,ns2.zone.ee;ns3.zonedata.net;ns.zone.eu,185.31.240.240,Zone Media OU,EE,A:185.31.240.240;NS:ns.zone.eu.;NS:ns3.zonedata.net.;NS:ns2.zone.ee.,PS-02_ISS_NLP_Evidences\Airtel_aireklaam.ee_45.pdf,28-02-2026,15:54:40,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Government,utiai.net,uidai.gov.in,Unique Identification Authority of India (UIDAI),Legitimate,2026-01-12T23:41:13Z,Squarespace Domains LLC,NA,NA,NS-CLOUD-E1.GOOGLEDOMAINS.COM;NS-CLOUD-E2.GOOGLEDOMAINS.COM;NS-CLOUD-E3.GOOGLEDOMAINS.COM;NS-CLOUD-E4.GOOGLEDOMAINS.COM,NA,NA,NA,NA,PS-02_ISS_NLP_Evidences\UIDAI_utiai.net_46.pdf,28-02-2026,15:54:41,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,onlinegospel.online,corp.onlinesbi.sbi/corporate,State Bank of India (SBI),Suspected,2025-10-10T21:34:04.0Z,"NameSilo, LLC",NA,NA,ns1.cloudoon.com;ns3.cloudoon.org;ns2.cloudoon.net,141.94.102.188,OVH SAS,FR,A:141.94.102.188;NS:ns1.cloudoon.com.;NS:ns2.cloudoon.net.;NS:ns3.cloudoon.org.;MX:0 onlinegospel.online.,PS-02_ISS_NLP_Evidences\SBI_onlinegospel.online_47.pdf,28-02-2026,15:54:41,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
ISS_NLP,Banking/Financial,axislaunch.digital,axis.bank.in,Axis Bank,Legitimate,2026-01-13T06:57:39.02Z,"Spaceship, Inc.",NA,NA,launch1.spaceship.net;launch2.spaceship.net,NA,NA,NA,NA,PS-02_ISS_NLP_Evidences\Axis_axislaunch.digital_48.pdf,28-02-2026,15:54:42,NA,INCONCLUSIVE,Not scanned (unreachable),NA values are due to privacy issues.
