url,source_workbook,shortlisted_cse,shortlisted_domain,fetch_status,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,classification,confidence_band,evidence_tier,lexical_score,hash_score,old_fuzzy_hit,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,typo_anchor,hash_anchor,clip_anchor,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,tvc_brand_detected,tvc_detected_brand,tvc_brand_spoofed,tvc_match_surface,tvc_matched_alias,tvc_spoof_strong,ocr_text_len,registrar,hosting_isp,hosting_country,dns_records,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error,model_usable,classification_gate_reason,review_only_reason,survival_path,drop_path,non_lexical_corroboration_count,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason
https://carshlife.store,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Canara Bank,canarahsbclife.com,fetched,https://carshlife.store/,,,,Legitimate,Low,weak_evidence,0.8751,59.6681,True,True,True,True,False,False,False,False,False,0,False,False,True,nic,False,html,mail,False,217,NA,Beget LLC,RU,A:45.130.41.76;NS:ns2.beget.pro.;NS:ns1.beget.pro.;NS:ns2.beget.com.;NS:ns1.beget.com.;MX:10 mx1.beget.com.;MX:20 mx2.beget.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,carshlife.store,,0,True,lexical_hit
https://casinonye.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,fetched,https://casinonye.com/,,,,Legitimate,Low,weak_evidence,0.8837,60.2525,True,True,True,True,False,False,False,False,False,0,False,False,False,none,False,none,,False,13,Dynadot Inc,CLOUDFLARENET,NA,A:172.67.194.58;A:104.21.57.241;NS:rick.ns.cloudflare.com.;NS:ingrid.ns.cloudflare.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,casinonye.com,,0,True,lexical_hit
https://myvitaminstrips.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Vodafone Idea (VI),myvi.in,fetched,https://myvitaminstrips.com/,,,,Legitimate,Low,weak_evidence,0.8533,58.1818,True,True,True,True,False,False,False,False,False,0,False,False,False,none,False,none,,False,111,IONOS SE,AMAZON-02,US,A:75.2.60.5;NS:ns1118.ui-dns.org.;NS:ns1107.ui-dns.de.;NS:ns1076.ui-dns.biz.;NS:ns1036.ui-dns.com.;MX:10 mx01.ionos.com.;MX:10 mx00.ionos.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,myvitaminstrips.com,,0,True,lexical_hit
https://uidaiaadhardownload.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,fetched,https://uidaiaadhardownload.com/,,,,Phishing,Low,weak_evidence,0.8526,58.134,True,True,True,True,False,False,False,False,False,1,False,False,True,uidai,True,ocr_full,aadhaar,True,100,"HOSTINGER operations, UAB",Hostinger International Limited,IN,A:93.127.173.204;A:147.79.69.47;NS:ns2.dns-parking.com.;NS:ns1.dns-parking.com.,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_plus_direct_evidence,,strict_lexical_plus_direct_evidence,,2,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,uidaiaadhardownload.com,,0,True,lexical_hit
https://jiso99.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Jio,jio.com,fetched,https://jiso99.com/,,,,Legitimate,Low,weak_evidence,0.8667,59.0909,True,True,True,True,False,False,False,False,False,0,False,False,False,none,False,none,,False,0,"NameSilo, LLC",SEDO GmbH,DE,A:91.195.240.123;NS:ns1.dnsowl.com.;NS:ns2.dnsowl.com.;NS:ns3.dnsowl.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jiso99.com,,0,True,lexical_hit
https://jiso88.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Jio,jio.com,fetched,https://jiso88.org/,,,,Legitimate,Low,weak_evidence,0.8667,59.0909,True,True,True,True,False,False,False,False,False,0,False,False,False,none,False,none,,False,0,"NameSilo, LLC",SEDO GmbH,DE,A:91.195.240.123;NS:ns1.dnsowl.com.;NS:ns2.dnsowl.com.;NS:ns3.dnsowl.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jiso88.org,,0,True,lexical_hit
https://teci.nl,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Election Commision of India (ECI),eci.gov.in,fetched,https://teci.nl/,,,,Legitimate,Low,weak_evidence,0.9167,62.5,True,True,True,True,False,True,False,False,False,0,False,False,True,eci,False,html,eci,False,0,XNS Registrar B.V.,Hetzner Online GmbH,DE,A:88.198.116.121;NS:ns1.dovendi.nl.;NS:ns3.dovendi.eu.;NS:ns2.dovendi.eu.;MX:0 mailx.xnsregistrar.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,teci.nl,,0,True,lexical_hit
https://ecibogut.link,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Election Commision of India (ECI),eci.gov.in,fetched,https://ecibogut.link/opt/out,,,,Legitimate,Low,weak_evidence,0.8542,58.2386,True,True,True,True,False,False,False,False,False,0,False,False,False,none,False,none,,False,57,Registrar.eu,CLOUDFLARENET,NA,A:172.67.191.100;A:104.21.81.220;NS:veda.ns.cloudflare.com.;NS:tadeo.ns.cloudflare.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ecibogut.link,,0,True,lexical_hit
https://rupamsonline.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,fetched,https://rupamsonline.com/,,,,Legitimate,Low,weak_evidence,0.8833,60.2273,True,True,True,True,False,True,False,False,False,0,False,False,True,nic,False,html,nic,False,7,"HOSTINGER operations, UAB",Hostinger International Limited,ID,A:145.223.108.74;NS:ns1.dns-parking.com.;NS:ns2.dns-parking.com.;MX:10 mx2.hostinger.com.;MX:5 mx1.hostinger.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,rupamsonline.com,,0,True,lexical_hit
https://caoni.horse,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,fetched,https://caoni.horse/,,,,Legitimate,Low,weak_evidence,0.8667,59.0909,True,True,True,True,False,False,False,False,False,0,False,False,False,none,False,none,,False,45,Dynadot Inc,Team Internet AG,DE,A:185.53.179.128;NS:ns2.dyna-ns.net.;NS:ns1.dyna-ns.net.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,caoni.horse,,0,True,lexical_hit
https://appsonline.my.id,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,fetched,https://appsonline.my.id/,,,,Legitimate,Low,weak_evidence,0.8667,59.0909,True,True,True,True,False,True,False,False,False,0,False,False,False,none,False,none,,False,0,PT Registrasi Neva Angkasa,PT. Jupiter Jala Arta,ID,A:103.251.44.218;NS:ns1.hoster.co.id.;NS:ns4.hoster.co.id.;NS:ns2.hoster.co.id.;NS:ns3.hoster.co.id.;MX:0 appsonline.my.id.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,appsonline.my.id,,0,True,lexical_hit
https://mgsonline.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,fetched,https://mgsonline.org/,,,,Legitimate,Low,weak_evidence,0.8963,61.1111,True,True,True,True,False,True,False,False,False,0,False,False,False,none,False,none,,False,79,Tucows Domains Inc.,Wix.com Ltd.,US,A:185.230.63.186;A:185.230.63.171;A:185.230.63.107;NS:ns15.wixdns.net.;NS:ns14.wixdns.net.;MX:10 aspmx.l.google.com.,NA,0.0,NA,0.0,False,False,ok,,True,lexical_without_direct_evidence,,lexical_without_direct_evidence,,0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,mgsonline.org,,0,True,lexical_hit
https://ecimai.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,Election Commision of India (ECI),eci.gov.in,fetched,https://ecimai.com/,,,,Phishing,Low,weak_evidence,0.8833,60.2273,True,True,True,True,False,False,False,False,False,0,False,False,True,eci,True,ocr_header_footer,eci,True,343,"GoDaddy.com, LLC",GO-DADDY-COM-LLC,US,A:72.167.252.159;NS:ns02.domaincontrol.com.;NS:ns01.domaincontrol.com.;MX:10 alt4.aspmx.l.google.com.;MX:1 aspmx.l.google.com.;MX:5 alt1.aspmx.l.google.com.;MX:5 alt2.aspmx.l.google.com.;MX:10 alt3.aspmx.l.google.com.,NA,0.0,NA,0.0,False,False,ok,,True,strict_lexical_plus_direct_evidence,,strict_lexical_plus_direct_evidence,,1,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ecimai.com,,0,True,lexical_hit
