Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiimpact.world
Indian Space Research Organisation (ISRO),sac.gov.in,sancsj.com
Axis Bank,axismf.com,axiomlife.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinestoreai.link
National Informatics Centre (NIC),cloud.gov.in,cloudcontents.xyz
Reserve Bank of India (RBI),rebit.org.in,rebirth-faro.com
National Informatics Centre (NIC),cloud.gov.in,cloudopsbench.com
National Informatics Centre (NIC),cloud.gov.in,cloudeus.pro
Reserve Bank of India (RBI),rebit.org.in,reorbit.nl
National Informatics Centre (NIC),cloud.gov.in,cloudbyrevolutions.com
National Informatics Centre (NIC),cloud.gov.in,myclouddy.com
National Informatics Centre (NIC),cloud.gov.in,cloudcroftvillages.com
State Bank of India (SBI),sbilife.co.in,dsimlife.com
National Informatics Centre (NIC),cloud.gov.in,cloudrescue24.com
Airtel,airtel.in,airreveal.xyz
State Bank of India (SBI),homeloans.sbi,homesales.help
National Informatics Centre (NIC),cloud.gov.in,cloudsystems.gmbh
National Informatics Centre (NIC),cloud.gov.in,cloudoffice.site
State Bank of India (SBI),homeloans.sbi,home-liaison.store
Reserve Bank of India (RBI),rebit.org.in,reberth.com
Income Tax Department,incometax.gov.in,incomeinfinite.com
Airtel,airtel.in,airenault.com
ICICI Bank,icicicareers.com,icecarvers.com
National Informatics Centre (NIC),cloud.gov.in,crmcloud.info
Vodafone Idea (VI),myvi.in,myviorashop.com
Reserve Bank of India (RBI),rbi.org.in,rbtxiq.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecashflow.xyz
Reserve Bank of India (RBI),rbi.org.in,orbi.cool
Computer Age Management Services Ltd. (CAMS),camsonline.com,fmsonline.us
National Informatics Centre (NIC),cloud.gov.in,cloudconnects.xyz
Kfintech,kfintech.com,koadingtech.com
National Informatics Centre (NIC),cloud.gov.in,cloudcabinet.xyz
IndusInd Bank,indusind.bank.in,inducify.com
Indian Space Research Organisation (ISRO),sac.gov.in,suacom.com
National Informatics Centre (NIC),cloud.gov.in,cloudhealings.com
National Informatics Centre (NIC),cloud.gov.in,bigcloud.dev
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indilancers.com
National Informatics Centre (NIC),cloud.gov.in,cloudtechmarketplace.com
National Informatics Centre (NIC),cloud.gov.in,cloudcouchdupes.com
State Bank of India (SBI),homeloans.sbi,homeoftreats.com
Indian Space Research Organisation (ISRO),sac.gov.in,diary-edition.sa.com
Air India,airindia.com,ailina.chat
National Informatics Centre (NIC),cloud.gov.in,ecncloud.com
Vodafone Idea (VI),myvi.in,myer-vip3.icu
Income Tax Department,incometaxindia.gov.in,incorvaia.com
National Informatics Centre (NIC),cloud.gov.in,cloudpig.co.uk
Airtel,airtel.in,airspace1.com
Coal India,coalindia.in,coalitionlegal.com
IndusInd Bank,indusind.bank.in,industryredy.com
National Informatics Centre (NIC),authwebmail.nic.in,authentic8mybag.co.uk
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiangenie.com
Reserve Bank of India (RBI),rebit.org.in,rebet88.live
Air India,airindia.com,aiprimordial.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,carsonlin.dev
National Informatics Centre (NIC),cloud.gov.in,cloudevolution.xyz
Airtel,airtel.in,airek.store
National Informatics Centre (NIC),cloud.gov.in,clouddx.net
State Bank of India (SBI),homeloans.sbi,homeon.com
National Informatics Centre (NIC),cloud.gov.in,cloudbearer.xyz
State Bank of India (SBI),sbi.co.in,svbig.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aisimps.com
Canara Bank,canarabank.com,canaryseason.com
National Informatics Centre (NIC),cloud.gov.in,cloudsteps-boutique.com
ICICI Bank,icici.bank.in,icicilambard.com
Indian Space Research Organisation (ISRO),sac.gov.in,expense.sa.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinonewscanada.com
Indian Space Research Organisation (ISRO),sac.gov.in,sacback.com
National Informatics Centre (NIC),cloud.gov.in,cloudpanel.cfd
National Informatics Centre (NIC),cloud.gov.in,cloud-aion.info
National Informatics Centre (NIC),cloud.gov.in,cloudcounting.com
Vodafone Idea (VI),myvi.in,myviptv.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiamandir.com
National Informatics Centre (NIC),cloud.gov.in,clouddatalayer.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-garanti.click
State Bank of India (SBI),homeloans.sbi,homeleadsnetwork.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineus.art
National Informatics Centre (NIC),cloud.gov.in,cloudhealthchecks.co.uk
National Informatics Centre (NIC),cloud.gov.in,cloud705.com
National Informatics Centre (NIC),cloud.gov.in,rescloud.dev
Indian Space Research Organisation (ISRO),sac.gov.in,sayaco.com
National Informatics Centre (NIC),cloud.gov.in,cloud-capital.xyz
All India Institute of Medical Sciences (AIIMS),aiims.edu,piims.us
State Bank of India (SBI),homeloans.sbi,homeownerstips.com
BSE Ltd.,bseindia.com,smesindia.com
National Informatics Centre (NIC),cloud.gov.in,xrpcloud.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinohunter.app
Indian Space Research Organisation (ISRO),iirs.gov.in,iriso.shop
National Informatics Centre (NIC),cloud.gov.in,cloudprofessor.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineampi.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewale.com
Reserve Bank of India (RBI),rebit.org.in,rehability.hu
State Bank of India (SBI),homeloans.sbi,homeshoplink.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemusicblog.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,maonline1.xyz
State Bank of India (SBI),homeloans.sbi,homeclaw.dev
National Informatics Centre (NIC),cloud.gov.in,sbmcloud.dev
Computer Age Management Services Ltd. (CAMS),camsonline.com,cafesonline.info
IndusInd Bank,indusind.bank.in,industrialcleaningdirect.info
National Informatics Centre (NIC),cloud.gov.in,cloudvendors.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudpivot.xyz
Indian Space Research Organisation (ISRO),isro.gov.in,israrstone.com
Canara Bank,canarahsbclife.com,canaldiez.com
National Informatics Centre (NIC),cloud.gov.in,cloudplayarena.link
State Bank of India (SBI),homeloans.sbi,hometeamnb.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,catxonline.com
National Informatics Centre (NIC),cloud.gov.in,cloudexecutive.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,saucer.casa
Election Commision of India (ECI),eci.gov.in,ecitah.com
All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,aiseras.com
Kfintech,kfintech.com,fintech.ac.id
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-mietshop.com
Axis Bank,axis.bank.in,axiservicecard.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinestager.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinenodes.xyz
State Bank of India (SBI),homeloans.sbi,homenode.uk
Computer Age Management Services Ltd. (CAMS),camsonline.com,maonline2.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinepredict.xyz
Jio,jio.com,jwaion.info
Bank of Baroda,bankofbaroda.bank.in,bankwawa.com
National Informatics Centre (NIC),cloud.gov.in,cloudyum.com
National Informatics Centre (NIC),cloud.gov.in,cloudilewis.co.uk
Computer Age Management Services Ltd. (CAMS),camsonline.com,camsilk.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlirise.com
National Informatics Centre (NIC),cloud.gov.in,cloudhisting.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud-ondemand.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-spirits-medium.com
All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,aiim-demo.com
State Bank of India (SBI),homeloans.sbi,homelogix.ai
Axis Bank,axis.bank.in,axisandoak.com
National Informatics Centre (NIC),cloud.gov.in,cloudlineofficial.com
National Informatics Centre (NIC),cloud.gov.in,cloudwiz.cloud
Indian Space Research Organisation (ISRO),isro.gov.in,isdo.xyz
National Informatics Centre (NIC),authwebmail.nic.in,authub.online
National Informatics Centre (NIC),cloud.gov.in,cloudlakellc.com
National Informatics Centre (NIC),cloud.gov.in,cloudmerchants.com
Canara Bank,canarabank.com,canastranews.com
Canara Bank,canarahsbclife.com,canvasbrief.com
National Informatics Centre (NIC),cloud.gov.in,cloudsnack.net
Reserve Bank of India (RBI),rbi.org.in,rmbiru.com
Punjab National Bank (PNB),pnb.bank.in,panbe.cyou
National Informatics Centre (NIC),cloud.gov.in,cloudpay.city
Reserve Bank of India (RBI),rebit.org.in,rebainfratech.com
Bank of Baroda,bankofbaroda.bank.in,bankofcostarica.com
Income Tax Department,incometax.gov.in,incomarkt.com
State Bank of India (SBI),homeloans.sbi,homepersonalspace.ru
State Bank of India (SBI),sbi.co.in,sbnitm.com
National Informatics Centre (NIC),cloud.gov.in,cloudl.help
Reserve Bank of India (RBI),rbi.org.in,rbeif.icu
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinomagic.net
Indian Space Research Organisation (ISRO),sac.gov.in,sac-gpt.com
Election Commision of India (ECI),eci.gov.in,ecosiv.com
National Informatics Centre (NIC),cloud.gov.in,cloudneighbourhood.com
Indian Space Research Organisation (ISRO),isro.gov.in,ihsgroup.africa
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaonai.com
Indian Space Research Organisation (ISRO),sac.gov.in,house.sa.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,ai-isms.info
parivahan sewa,parivahan.gov.in,parimatch-casino-apk.com
National Health Authority (NHA),nha.gov.in,nmphan.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineoz.com
National Informatics Centre (NIC),cloud.gov.in,cloud-kb.club
Indian Space Research Organisation (ISRO),sac.gov.in,firstchoice-cu.sa.com
Income Tax Department,incometaxindia.gov.in,marconiteindia.net
National Informatics Centre (NIC),cloud.gov.in,cloudteksolutions.com
Unique Identification Authority of India (UIDAI),uidai.gov.in,fulida-ic.com
Reserve Bank of India (RBI),rebit.org.in,arbit.net.pl
National Informatics Centre (NIC),cloud.gov.in,cloudtechksa.com
Punjab National Bank (PNB),netpnb.com,serenity.net.ru
National Informatics Centre (NIC),cloud.gov.in,cloud-sync-dist.com
National Informatics Centre (NIC),authwebmail.nic.in,authenticiemalli.world
Election Commision of India (ECI),eci.gov.in,ecigtec.com
National Informatics Centre (NIC),cloud.gov.in,cloudstoreitanvision.com
National Informatics Centre (NIC),cloud.gov.in,cloud-worknows.click
Air India,airindia.com,air-industriel.fr
National Informatics Centre (NIC),cloud.gov.in,xclouds.club
National Informatics Centre (NIC),cloud.gov.in,cloudimagine.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudxbrl.com
State Bank of India (SBI),homeloans.sbi,homesbyjolondarealestate.com
National Informatics Centre (NIC),cloud.gov.in,cloudrunner.ai
Indian Space Research Organisation (ISRO),sac.gov.in,edition-daily.sa.com
Axis Bank,axis.bank.in,axiomsway.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indipa.com
National Informatics Centre (NIC),cloud.gov.in,cloudmes.club
National Informatics Centre (NIC),cloud.gov.in,cloudbyasseco.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlytrainers.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irccd.click
Air India,airindia.com,saifindia.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,inanol.com
State Bank of India (SBI),sbi.co.in,sxbig.com
National Informatics Centre (NIC),cloud.gov.in,cloudshopping360.com
State Bank of India (SBI),homeloans.sbi,homeloansbytyler.com
IndusInd Bank,indusind.bank.in,indusafricaconnect.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiainternetworld.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegrowthbridge.info
parivahan sewa,parivahan.gov.in,parivartan.fit
Reserve Bank of India (RBI),rebit.org.in,remitq.com
State Bank of India (SBI),homeloans.sbi,homeclaw.online
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,ngsc.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsconsult.com
National Health Authority (NHA),nha.gov.in,nchian.top
Kfintech,kfintech.com,fntec.com
Airtel,airtel.in,airtm.dating
Jio,jio.com,jwaion.com
BSE Ltd.,bseindia.com,sheindlina.com
Vodafone Idea (VI),myvi.in,myvirtualbuddy.chat
National Informatics Centre (NIC),cloud.gov.in,cloudavid.com
State Bank of India (SBI),homeloans.sbi,homeplatesla.com
State Bank of India (SBI),homeloans.sbi,homepages.cloud
Vodafone Idea (VI),myvi.in,myvistarahr.com
Indian Space Research Organisation (ISRO),sac.gov.in,smach.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aibimo.com
Indian Space Research Organisation (ISRO),sac.gov.in,7sacn.com
National Informatics Centre (NIC),cloud.gov.in,cloudinnovatorslife.com
Airtel,airtel.in,airtell.ai
National Informatics Centre (NIC),cloud.gov.in,cloud-idsupport.info
State Bank of India (SBI),homeloans.sbi,homeloanhobart.com
State Bank of India (SBI),homeloans.sbi,homease.xyz
Reserve Bank of India (RBI),rebit.org.in,reiths.ca
Kfintech,kfintech.com,kunjtech.xyz
Canara Bank,canarabank.com,cafarafan.life
IndusInd Bank,indusind.bank.in,inkedesignd.com
Jio,jio.com,jidoka.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineaxiom.xyz
Bank of Baroda,bankofbaroda.bank.in,bankfraudbyron.com
Income Tax Department,incometax.gov.in,income-web.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineksyun.com
National Informatics Centre (NIC),cloud.gov.in,cloudin.asia
National Informatics Centre (NIC),authwebmail.nic.in,iuwebmail.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineeasyjob.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudaxion.com
State Bank of India (SBI),sbi.co.in,subvip.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineebookwriters.com
National Health Authority (NHA),nha.gov.in,nhacc.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineminds.xyz
Axis Bank,axis.bank.in,axiscout.com
State Bank of India (SBI),homeloans.sbi,home-cooks.com
BSE Ltd.,bseindia.com,stakeindia.biz
IndusInd Bank,indusind.bank.in,industriemodels.com
parivahan sewa,parivahan.gov.in,parashiva.com
National Informatics Centre (NIC),cloud.gov.in,cloudkujionai.com
Axis Bank,axis.bank.in,axioslab.com.br
National Informatics Centre (NIC),cloud.gov.in,cloudedge.space
Canara Bank,canararobeco.com,cannabe.com
National Health Authority (NHA),nha.gov.in,nhanthuc.com
Canara Bank,canarabank.com,canadaturk.com
IndusInd Bank,indusind.bank.in,industrialsyndications.net
Vodafone Idea (VI),myvi.in,myvirtusinc.com
Income Tax Department,incometax.gov.in,inconx.org
Reserve Bank of India (RBI),rebit.org.in,ebit.one
National Informatics Centre (NIC),cloud.gov.in,qsicloud.com
National Informatics Centre (NIC),cloud.gov.in,cloudaccountshq.biz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-seminar.jp
Axis Bank,axis.bank.in,aiys.com
State Bank of India (SBI),homeloans.sbi,homefilmcompany.online
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegamblingtv.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecq9.com
Jio,jio.com,jiohello.com
Airtel,airtel.in,aionreal.site
Bank of Baroda,bankofbaroda.bank.in,bankld.xyz
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,directci.info
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinereality.xyz
National Informatics Centre (NIC),authwebmail.nic.in,authease.xyz
Election Commision of India (ECI),eci.gov.in,esc5i4.makeup
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesec.com
State Bank of India (SBI),homeloans.sbi,hometownallday.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegram.xyz
Vodafone Idea (VI),myvi.in,myview9112.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinereg.com
BSE Ltd.,bseindia.com,byindian.com
Indian Space Research Organisation (ISRO),isro.gov.in,visaroy.com
National Informatics Centre (NIC),cloud.gov.in,cloudfame.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcrd.com
Election Commision of India (ECI),eci.gov.in,ecaify.com
State Bank of India (SBI),homeloans.sbi,homegrowncigars.com
National Informatics Centre (NIC),accounts.mgovcloud.in,atmocloud.com
National Informatics Centre (NIC),cloud.gov.in,cloudcompiler.xyz
ICICI Bank,icici.bank.in,irici.com
Jio,jio.com,jiodigid.biz
National Informatics Centre (NIC),cloud.gov.in,cloudstacked.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,cashlie.com
IndusInd Bank,indusind.bank.in,indurthi.online
Bank of Baroda,bankofbaroda.bank.in,bankbread.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,amponline.xyz
Vodafone Idea (VI),myvi.in,myvisionservices.com
IndusInd Bank,indusind.bank.in,industryofthingsworldusa-east.com
State Bank of India (SBI),sbi.co.in,safbii.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinefantasyliveplay.info
State Bank of India (SBI),homeloans.sbi,homeloansbydani.com
National Health Authority (NHA),abdm.gov.in,adma.com
State Bank of India (SBI),homeloans.sbi,homacreations.com
Airtel,airtel.in,airateb.com
National Informatics Centre (NIC),cloud.gov.in,cloudfireoficial.com
National Informatics Centre (NIC),cloud.gov.in,cloudofficekeo.store
National Informatics Centre (NIC),cloud.gov.in,cloudbidder.xyz
Punjab National Bank (PNB),pnb.bank.in,panbe.mom
National Informatics Centre (NIC),cloud.gov.in,clouds.bot
Computer Age Management Services Ltd. (CAMS),camsonline.com,fjasonline.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianmobility.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianorganicglow.com
Punjab National Bank (PNB),netpnb.com,darkwireunderground.net.ru
National Informatics Centre (NIC),authwebmail.nic.in,authmatic.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudstandard.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-cuisine.dev
Coal India,coalindia.in,cocktailindia.com
State Bank of India (SBI),sbi.co.in,sbbig.co
Punjab National Bank (PNB),pnbindia.in/home.html,plybooindia.com
State Bank of India (SBI),homeloans.sbi,homedesigna.com
National Informatics Centre (NIC),cloud.gov.in,cloudstaked.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudnetsoft.net
National Informatics Centre (NIC),cloud.gov.in,cloudvlog.xyz
State Bank of India (SBI),homeloans.sbi,homegrownballers.app
Indian Space Research Organisation (ISRO),sac.gov.in,school-student.sa.com
IndusInd Bank,indusind.bank.in,industryfinance.com
State Bank of India (SBI),homeloans.sbi,homeofshalom.com
parivahan sewa,parivahan.gov.in,paraaf.com
State Bank of India (SBI),homeloans.sbi,homeflorists.com
Airtel,airtel.in,artello.web.tr
National Health Authority (NHA),nha.gov.in,bnhaa.fit
State Bank of India (SBI),homeloans.sbi,homems.com
Air India,airindia.com,ricindia.com
Indian Space Research Organisation (ISRO),sac.gov.in,s5acgm.beauty
Election Commision of India (ECI),eci.gov.in,feigege.ec.cc
parivahan sewa,parivahan.gov.in,parzival-holding.com
Coal India,coalindia.in,cslindia.com
National Informatics Centre (NIC),cloud.gov.in,cloudflap.xyz
Airtel,airtel.in,airtelmetaverse.com
National Informatics Centre (NIC),cloud.gov.in,cloudtoolstack.com
Indian Space Research Organisation (ISRO),isro.gov.in,israelpost.cfd
Kfintech,kfintech.com,konytech.com
National Informatics Centre (NIC),cloud.gov.in,cloudflowers.net
Bank of Baroda,bankofbaroda.bank.in,bankofcuracao.com
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,crsar.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,camscannerdl.com
State Bank of India (SBI),homeloans.sbi,home2sold.com
Airtel,airtel.in,airze.com
Jio,jio.com,jioushin.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,campus-connect.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bs4l.com
National Informatics Centre (NIC),cloud.gov.in,cloudwayfulfillment.com
State Bank of India (SBI),homeloans.sbi,homenet.org.pl
National Informatics Centre (NIC),cloud.gov.in,cloudzep.com
Indian Space Research Organisation (ISRO),sac.gov.in,spacyn.id
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-idea.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bsn111.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,individualcoach.com
National Informatics Centre (NIC),cloud.gov.in,clouderio.com
Jio,jio.com,jkliop.com
National Informatics Centre (NIC),cloud.gov.in,cloudkarma.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesohbetchat.com
Airtel,airtel.in,aiearthly.com
National Informatics Centre (NIC),cloud.gov.in,cloudsunshine.cloud
Axis Bank,axismaxlife.com,axial-e.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-casino-newsroom.com
Election Commision of India (ECI),eci.gov.in,ecoion.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,aiimonline.com
Canara Bank,canarabank.com,canala-sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudgensolutions.com
State Bank of India (SBI),sbicard.com,sbacards.com
Indian Space Research Organisation (ISRO),isro.gov.in,ishr-o365.com
Election Commision of India (ECI),eci.gov.in,ecmair.com
Vodafone Idea (VI),myvi.in,myvirualmate.com
National Informatics Centre (NIC),cloud.gov.in,cloudchimp.xyz
ICICI Bank,icici.bank.in,iacci.click
State Bank of India (SBI),homeloans.sbi,homelabworkshop.net
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianaduihelp.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,mapasonline.com
National Informatics Centre (NIC),cloud.gov.in,cloudlytr.cloud
State Bank of India (SBI),sbi.co.in,sbionics.com
Jio,jio.com,jiongzhu.com
BSE Ltd.,bsestarmf.in,bestfarm.cfd
Coal India,coalindia.in,colidir.ca
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineloanslouisiana.com
State Bank of India (SBI),homeloans.sbi,homelease.com
Punjab National Bank (PNB),pnb.bank.in,panbe.online
State Bank of India (SBI),homeloans.sbi,homefrontbooks.com
National Informatics Centre (NIC),cloud.gov.in,cloudbackupnow.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinekickst.art
National Informatics Centre (NIC),cloud.gov.in,clouddl.xyz
State Bank of India (SBI),homeloans.sbi,holearns.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,science-digital.sa.com
Airtel,airtel.in,airtaxirelief.com
Airtel,airtel.in,raitel.com
National Informatics Centre (NIC),cloud.gov.in,cloudrede.com
National Informatics Centre (NIC),cloud.gov.in,clouddominator.xyz
National Health Authority (NHA),nha.gov.in,nhantd.com
National Health Authority (NHA),nha.gov.in,nezha4.com
Airtel,airtel.in,airtaxiraleigh.com
National Informatics Centre (NIC),cloud.gov.in,cloudtuk.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimusk.vip
Reserve Bank of India (RBI),rebit.org.in,trendbite.com
Indian Space Research Organisation (ISRO),sac.gov.in,sancr.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineify.com
National Informatics Centre (NIC),cloud.gov.in,cloudwebspace.com
Coal India,coalindia.in,calinira.com
ICICI Bank,infiniti.icicibank.com,ichiback.com
State Bank of India (SBI),homeloans.sbi,homeloraestates.com
Reserve Bank of India (RBI),rebit.org.in,regint.io
Airtel,airtel.in,airset.net
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianautolab.com
Airtel,airtel.in,aireptile.com
