Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,stage1_passthrough,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,hash_component,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,typo_similarity,typo_min_score_used,typo_decision_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt
Canara Bank,canararobeco.com,https://canalcargo.net,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,37.2143,Low,37.2143,weak_evidence,0.8683,0.8683,0.6364,0.6364,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Canara Bank,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://expireddomains.com/domain/canalcargo.net?utm_source=redi,,,,37.2143,26.05,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,expireddomains.com,,0,True,lexical_hit,0.6364,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\canalcargo.net.png,buy canalcargo.net – premium expired .net domain on godaddy | expireddomains.com,buy canalcargo.net – premium expired .net domain on godaddy | expireddomains.com follow us on x © expireddomains 2025
Axis Bank,axismaxlife.com,https://axisairep.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,47.2944,Low,47.2944,weak_evidence,0.8828,0.8828,0.7,0.73,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Axis Bank,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://axisairep.com/,,,,47.2944,26.4848,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,axisairep.com,,0,True,lexical_hit,0.73,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,1,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\axisairep.com.png,axis air,"axis air 

							(915) 352-3916						
 

							axisairelp@gmail.com						
 

							11394 james watt dr suite 109 el paso, tx 79936						
 upgrade to a new refrigerated air system today say goodbye to swamp coolers. enjoy consistent comfort, better air quality, and energy savings. our partners ditch the old. upgrade to modern cooling. enjoy cleaner, more reliable cooling that works for every room in your home. “axis air made the whole process easy. they were fast, professional, and the financi"
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://casineon231.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,59.0174,Low,59.0174,weak_evidence,0.8656,0.8656,0.5714,0.6014,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://casineon231.com/,,,,59.0174,25.9677,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,casineon231.com,,0,True,lexical_hit,0.6014,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\casineon231.com.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.
parivahan sewa,parivahan.gov.in,https://parilya.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.7483,Low,45.7483,weak_evidence,0.854,0.854,0.625,0.625,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,parivahan sewa,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://parilya.com/lander,,,,45.7483,25.619,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,parilya.com,,0,True,lexical_hit,0.625,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\parilya.com.png,403 forbidden,403 forbidden 403 forbidden
Airtel,airtel.in,https://axisoneunion.digital,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,0.0,Low,0.0,weak_evidence,0.5833,0.5833,0.3333,0.3333,False,False,fallback_top_k,lexical,False,network_corroboration,,True,Axis Bank,False,True,False,False,network_corroboration,network_corroboration,fetched,available,,,https://axisoneunion.digital/,,,,0.0,17.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,axisoneunion.digital,,0,True,lexical_hit,0.3333,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,False,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\axisoneunion.digital.png,startseite - eruptia aesthetics - ästhetik & nagelkunst,"startseite - eruptia aesthetics - ästhetik & nagelkunst eruptive schönheit & vulkanische pflege 
        willkommen bei eruptia aesthetics. wir vereinen die ungebändigte kraft der natur mit modernster high-tech-ästhetik. erleben sie berliner nagelkunst auf einem neuen level – präzise, nachhaltig und luxuriös.
       unsere expertise innovation trifft auf handwerkskunst. warum sich mit weniger zufrieden geben? vulkan-schlamm therapie unsere signatur-behandlung nutzt mineralreichen schlamm für ult"
Airtel,airtel.in,https://airtelthanks.tech,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,48.2143,Low,48.2143,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Airtel,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://airtelthanks.tech/,,,,48.2143,27.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,airtelthanks.tech,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\airtelthanks.tech.png,website builder - website suspended,"website builder - website suspended 
					website suspended
				 
					this website has been suspended. if you are the owner of the site, please log in to hostinger to learn more.
				"
Kfintech,kfintech.com,https://kikatech.shop,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,45.5357,Low,45.5357,weak_evidence,0.85,0.85,0.75,0.75,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Kfintech,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://kikatech.shop/lander,,,,45.5357,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,kikatech.shop,,0,True,lexical_hit,0.75,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\kikatech.shop.png,403 forbidden,403 forbidden 403 forbidden
Election Commision of India (ECI),eci.gov.in,http://ecieq.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,61.8182,Low,61.8182,weak_evidence,0.9067,0.9067,0.75,0.75,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Election Commision of India (ECI),True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,http://ecieq.com/,,,,61.8182,27.2,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,ecieq.com,,0,True,lexical_hit,0.75,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\ecieq.com.png,web filter violation,web filter violation fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page that is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here. 
Jio,jio.com,https://junior.tokyo,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,43.9655,Low,43.9655,weak_evidence,0.85,0.85,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,Jio,True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://junior.tokyo/,,,,43.9655,25.5,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,junior.tokyo,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\junior.tokyo.png,junior tokyo: your gateway to internships & entry-level jobs in japan,junior tokyo: your gateway to internships & entry-level jobs in japan junior.tokyo launch your career in tokyo connect with top companies offering internships and junior positions. your japanese career journey starts here. latest internships & junior roles explore a curated selection of opportunities designed for ambitious newcomers in tokyo.   marketing intern - tech startup    innovatech solutions    junior software engineer    global dynamics inc.    graphic design intern    creative studio b
State Bank of India (SBI),homeloans.sbi,https://homeplanswell.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,38.6081,Low,38.6081,weak_evidence,0.9009,0.9009,0.7273,0.7273,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://homeplanswell.com/,,,,38.6081,27.0256,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homeplanswell.com,,0,True,lexical_hit,0.7273,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\homeplanswell.com.png,web filter block override,web filter block override fortiguard intrusion prevention - access blocked web page blocked you have tried to access a web page which is in violation of your internet usage policy. to have the rating of this web page re-evaluated please click here.
State Bank of India (SBI),homeloans.sbi,https://homesonly.org,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,37.8231,Low,37.8231,weak_evidence,0.8825,0.8825,0.6667,0.6667,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://homesonly.org/,,,,37.8231,26.4762,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homesonly.org,,0,True,lexical_hit,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\homesonly.org.png,,error. page cannot be displayed. please contact your service provider for more details.
State Bank of India (SBI),homeloans.sbi,https://hotelmasony.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,46.2121,Low,46.2121,weak_evidence,0.8626,0.8626,0.6,0.6,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://hotelmasony.com/en/,,,,46.2121,25.8788,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,hotelmasony.com,,0,True,lexical_hit,0.6,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\hotelmasony.com.png,"hôtel masony | boutique hotel in koumea, togo","hôtel masony | boutique hotel in koumea, togo experience authentic togolese hospitality a warm retreat in koumea, the gateway to kara, pya and niamtougou our rooms executive king room 
from 16,500 fcfa/night
 family suite 
from 18,000 fcfa/night
 comfort plus room 
from 20,000 fcfa/night
 host your special events our versatile event space is perfect for weddings, conferences, meetings, and celebrations of all kinds. our dedicated team will work with you to ensure your event feels personal and au"
Jio,jio.com,https://jiuoo.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,60.9091,Low,60.9091,weak_evidence,0.8933,0.8933,0.75,0.78,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Jio,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://jiuoo.com/,,,,60.9091,26.8,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jiuoo.com,,0,True,lexical_hit,0.78,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\jiuoo.com.png,fortinet secure dns service portal,fortinet secure dns service portal web page blocked!
State Bank of India (SBI),homeloans.sbi,https://homelandpublishing.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,37.1429,Low,2.1429,weak_evidence,0.8667,0.8667,0.5926,0.5926,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://homelandmagazine.com/,,,,37.1429,26.0,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homelandmagazine.com,,0,True,lexical_hit,0.5926,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\homelandpublishing.com.png,homeland magazine,"homeland magazine   featured women in the military: progress made, progress tested women in the military: progress made, progress tested women have always served this country. long before policies caught... featured courage beyond the military honoring women in uniform: courage beyond the military each march, women’s history month invites us to recognize the... featured from service to survival from service to survival: a veteran’s triumph over breast cancer maria edwards loved serving in the na"
Jio,jio.com,https://jiotvapp.site,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,58.2386,Low,58.2386,weak_evidence,0.8542,0.8542,0.5455,0.5455,True,False,jw_primary,lexical,False,score_threshold|weak_direct_evidence|network_corroboration,,True,Jio,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://jiotvapp.site/,,,,58.2386,25.625,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,jiotvapp.site,,0,True,lexical_hit,0.5455,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\jiotvapp.site.png,redirecting...,redirecting...
State Bank of India (SBI),homeloans.sbi,https://homelandautotransport.com,PS-02_AIGR-S66270_NCIIPC_06_03_2026.xlsx,46.2585,Low,46.2585,weak_evidence,0.8635,0.8635,0.6,0.6,True,False,jw_primary,lexical,False,weak_direct_evidence|network_corroboration,,True,State Bank of India (SBI),True,True,True,False,weak_direct_evidence|network_corroboration,weak_direct_evidence|network_corroboration,fetched,available,,,https://homelandautotransport.com/,,,,46.2585,25.9048,0.0,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,homelandautotransport.com,,0,True,lexical_hit,0.6,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,c:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\homelandautotransport.com.png,nationwide car shipping | homeland auto transport | book now,"nationwide car shipping | homeland auto transport | book now licensed & insured nationwideauto transport  homeland auto transport offers a seamless experience for obtaining instant auto transport quotes. with our user-friendly platform, customers can quickly access competitive rates and reliable services for hassle-free vehicle shipping. jan 26 2024 homeland auto transport exceeded my expectations! their team was professional from start to finish. my car arrived on time and in perfect condition."
