Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
National Informatics Centre (NIC),cloud.gov.in,cloudcleaning.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinetalking.com
National Informatics Centre (NIC),cloud.gov.in,cloudaccts.biz
State Bank of India (SBI),homeloans.sbi,homelivnest.com
National Health Authority (NHA),abdm.gov.in,albd.dev
National Informatics Centre (NIC),cloud.gov.in,cloudsecuritybox.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianecofuels.com
National Informatics Centre (NIC),cloud.gov.in,cloudcontrol-media.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,iimsn.com
National Informatics Centre (NIC),cloud.gov.in,cloudwerk.app
Bank of Baroda,bankofbaroda.bank.in,bankorb.com
State Bank of India (SBI),homeloans.sbi,homensdaluta.com
National Health Authority (NHA),nha.gov.in,nezha5.com
Income Tax Department,incometax.gov.in,incomegold.com
Indian Space Research Organisation (ISRO),sac.gov.in,firstchoice-cu.sa.com
parivahan sewa,parivahan.gov.in,parkaa.lat
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineblueberries.com
Vodafone Idea (VI),myvi.in,myvapecity.com
National Informatics Centre (NIC),cloud.gov.in,cloudbera.com
Air India,airindia.com,ritindia.com
Kfintech,kfintech.com,pmhfintech.com
National Informatics Centre (NIC),cloud.gov.in,cloudnineonthesquare.com
National Informatics Centre (NIC),cloud.gov.in,clouddoggos.com
National Informatics Centre (NIC),cloud.gov.in,cloudkong.xyz
National Informatics Centre (NIC),cloud.gov.in,rescloud.dev
National Informatics Centre (NIC),cloud.gov.in,cloudatom.xyz
Kfintech,kfintech.com,fintechtr.com
Election Commision of India (ECI),eci.gov.in,exscir.com
Reserve Bank of India (RBI),rebit.org.in,reberth.com
National Informatics Centre (NIC),accounts.mgovcloud.in,goghcloud.xyz
State Bank of India (SBI),sbi.co.in,sybila.com
IndusInd Bank,indusind.bank.in,industri.us
Airtel,airtel.in,raintel.dev
Election Commision of India (ECI),eci.gov.in,aecis.us
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinetutorsbiz.com
Jio,jio.com,jiazoc.beauty
Income Tax Department,incometax.gov.in,incotermzealot.com
HDFC Bank,hdfc.bank.in/nri-banking,hdf.one
National Informatics Centre (NIC),cloud.gov.in,cloudstrm.com
Bank of Baroda,bankofbaroda.bank.in,bankofmyanmar.com
Reserve Bank of India (RBI),rebit.org.in,trellbit.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineslotsempire.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesgpt.xyz
Airtel,airtelpayments.bank.in,agentipayment.com
Air India,airindia.com,ailina.chat
Air India,airindia.com,airficial.com
Reserve Bank of India (RBI),rbi.org.in,rbaiyi.top
State Bank of India (SBI),homeloans.sbi,hometoshak.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesend.com
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,ns.gold
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiegis.app
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online152.com
National Informatics Centre (NIC),cloud.gov.in,cloudsaur.com
National Informatics Centre (NIC),cloud.gov.in,cloudficient.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinedwg.com
National Informatics Centre (NIC),cloud.gov.in,cloudwebdata.com
National Informatics Centre (NIC),cloud.gov.in,jmjcloud.com
ICICI Bank,icici.bank.in,iceaichi.com
Axis Bank,axis.bank.in,axistrading.xyz
Punjab National Bank (PNB),pnb.bank.in,panbe.bond
Kfintech,kfintech.com,kainadytech.com
Income Tax Department,incometax.gov.in,incomarkt.com
National Informatics Centre (NIC),cloud.gov.in,cloudstash.tech
Income Tax Department,incometax.gov.in,incometax.click
National Informatics Centre (NIC),cloud.gov.in,cloudscores.xyz
IndusInd Bank,indusind.bank.in,insurid.com
Canara Bank,canarabank.com,canadagaming.online
National Informatics Centre (NIC),cloud.gov.in,cloud-events.click
State Bank of India (SBI),homeloans.sbi,homeholy.com
Airtel,airtel.in,airtm.coffee
National Informatics Centre (NIC),cloud.gov.in,cloudasteroid.xyz
Axis Bank,axis.bank.in,axis4.site
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indialocalnews.com
Indian Space Research Organisation (ISRO),isro.gov.in,kidsroc.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecoinstore.com
National Informatics Centre (NIC),cloud.gov.in,cloudrosemage.com
National Informatics Centre (NIC),cloud.gov.in,cloudwasm.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiafolder.com
Punjab National Bank (PNB),netpnb.com,lis-skin.net.ru
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,on7line.info
Airtel,airtel.in,airspace1.com
National Informatics Centre (NIC),cloud.gov.in,cloudchimp.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudminers.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcuts.xyz
State Bank of India (SBI),homeloans.sbi,homebroken.com
National Informatics Centre (NIC),cloud.gov.in,cloudalpanet.com
National Informatics Centre (NIC),cloud.gov.in,cloudsystems.live
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-shop-tr.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-casino-newsroom.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinellm.xyz
State Bank of India (SBI),homeloans.sbi,homeplatesla.com
National Health Authority (NHA),nha.gov.in,nhacc.xyz
State Bank of India (SBI),homeloans.sbi,homeosud.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecashflow.xyz
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irccj.click
State Bank of India (SBI),sbi.co.in,scbiet.com
Reserve Bank of India (RBI),rbi.org.in,rbmin.com
National Informatics Centre (NIC),cloud.gov.in,cloudcounting.com
National Informatics Centre (NIC),cloud.gov.in,cloudrisksolutions.com
State Bank of India (SBI),homeloans.sbi,homeoptika.com
National Informatics Centre (NIC),cloud.gov.in,cloudconfidence.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudgensolutions.com
National Informatics Centre (NIC),cloud.gov.in,cloudwahs.com
National Informatics Centre (NIC),cloud.gov.in,cloudpublish.xyz
Air India,airindia.com,saifindia.com
Indian Space Research Organisation (ISRO),sac.gov.in,sbacap.com
National Informatics Centre (NIC),cloud.gov.in,cloudniteai.xyz
Election Commision of India (ECI),eci.gov.in,ecamif.com
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,corsidgr.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianautolab.com
National Informatics Centre (NIC),cloud.gov.in,cloudveilwinery.com
State Bank of India (SBI),homeloans.sbi,homefrontbooks.com
Coal India,coalindia.in,cslindia.com
National Informatics Centre (NIC),cloud.gov.in,cloudsoar.xyz
Jio,jio.com,jinmoa.com
National Informatics Centre (NIC),cloud.gov.in,cloudspaceindia.com
National Health Authority (NHA),abdm.gov.in,abdlkkbmaj.cc
National Informatics Centre (NIC),cloud.gov.in,cloudedic.com
National Informatics Centre (NIC),cloud.gov.in,cloudvirtue.xyz
Punjab National Bank (PNB),pnb.bank.in,panbe.space
Jio,jio.com,jwaion.info
IndusInd Bank,indusind.bank.in,industrialcleaningdirect.info
National Informatics Centre (NIC),cloud.gov.in,cloudphotos.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudrescue24.com
State Bank of India (SBI),homeloans.sbi,homeblaze.com
Kfintech,kfintech.com,buyfintech.com
Punjab National Bank (PNB),pnb.bank.in,opnb.com
Indian Space Research Organisation (ISRO),sac.gov.in,selacs.com
National Informatics Centre (NIC),cloud.gov.in,6cloud.store
Indian Space Research Organisation (ISRO),sac.gov.in,sachviet.us
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineian.com
National Informatics Centre (NIC),cloud.gov.in,cloudmes.club
National Informatics Centre (NIC),cloud.gov.in,cloudexclusive.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudculturestudio.com
National Informatics Centre (NIC),cloud.gov.in,clouds.bot
Reserve Bank of India (RBI),rebit.org.in,revbri.com
parivahan sewa,parivahan.gov.in,pariaza.com
Reserve Bank of India (RBI),rebit.org.in,rebofitness.com
Airtel,airtel.in,airniteai.xyz
IndusInd Bank,indusind.bank.in,indorsing.com
National Informatics Centre (NIC),cloud.gov.in,cloudopsbench.com
State Bank of India (SBI),homeloans.sbi,homeoftreats.com
Axis Bank,axis.bank.in,axistogelkita.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinohunter.app
parivahan sewa,parivahan.gov.in,para.land
State Bank of India (SBI),homeloans.sbi,homecoapp.uk
ICICI Bank,icici.bank.in,iacci.click
Coal India,coalindia.in,coalitionlegal.com
National Informatics Centre (NIC),cloud.gov.in,cloudmap.dev
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinereality.xyz
State Bank of India (SBI),sbicard.com,bossicardi.com
National Informatics Centre (NIC),cloud.gov.in,cloudchatbots.xyz
BSE Ltd.,bseindia.com,blueoindia.in
Computer Age Management Services Ltd. (CAMS),camsonline.com,fmsonline.us
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-resume.me
Axis Bank,axis.bank.in,axil.dev
Computer Age Management Services Ltd. (CAMS),camsonline.com,paisonline.com
National Informatics Centre (NIC),cloud.gov.in,emcloud.click
ICICI Bank,icici.bank.in,icicleservices.biz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinekursyazilimi.com
National Informatics Centre (NIC),cloud.gov.in,cloud2shop.xyz
Air India,airindia.com,airkid.com
National Informatics Centre (NIC),cloud.gov.in,cloud-wmdhosting.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianideology.com
IndusInd Bank,indusind.bank.in,indusbox.com
National Informatics Centre (NIC),cloud.gov.in,cloudflowers.net
State Bank of India (SBI),homeloans.sbi,homelandsecuritynet.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinepsychics.online
Income Tax Department,incometaxindia.gov.in,inaction-media.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bfsn.com
Airtel,airtel.in,aicartel.site
Indian Space Research Organisation (ISRO),sac.gov.in,spacam.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,casinoplanet.xyz
Indian Oil Corporation Limited (IOCL),iocl.com,aioncli.info
Vodafone Idea (VI),myvi.in,moneyvit.com
ICICI Bank,icici.bank.in,imcci.click
Reserve Bank of India (RBI),rebit.org.in,rebikini.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimusk.vip
National Informatics Centre (NIC),cloud.gov.in,cloudprogramming.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudaicoding.xyz
State Bank of India (SBI),homeloans.sbi,homepersonalspace.ru
Election Commision of India (ECI),eci.gov.in,ecocie.com
National Informatics Centre (NIC),cloud.gov.in,cloudhop.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsyncmarket.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud04.com
parivahan sewa,parivahan.gov.in,partaban.com
National Informatics Centre (NIC),cloud.gov.in,cloudeus.pro
National Informatics Centre (NIC),cloud.gov.in,cloudtransact.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudappadmin.com
Airtel,airtel.in,airlectron.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,snaccs.com
State Bank of India (SBI),homeloans.sbi,homeclaw.online
National Informatics Centre (NIC),cloud.gov.in,cloudmailexperts.com
All India Institute of Medical Sciences (AIIMS),aiimsexams.ac.in,aiim-demo.com
National Informatics Centre (NIC),cloud.gov.in,sixcloud.xyz
State Bank of India (SBI),homeloans.sbi,homeloanrefund.com
National Informatics Centre (NIC),cloud.gov.in,cloudmain.eu
Airtel,airtel.in,airt18.com
National Informatics Centre (NIC),cloud.gov.in,cloudassay.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudtoolstack.com
National Informatics Centre (NIC),cloud.gov.in,cloudgolfer.com
National Informatics Centre (NIC),cloud.gov.in,cloudaiforrookies.online
National Informatics Centre (NIC),cloud.gov.in,cloudgarrison.xyz
Reserve Bank of India (RBI),rbi.org.in,rbi-g.com
Air India,airindia.com,airidium.com
National Informatics Centre (NIC),cloud.gov.in,cloudbyrevolutions.com
State Bank of India (SBI),homeloans.sbi,homesbyjolondarealestate.com
National Informatics Centre (NIC),cloud.gov.in,clouddoze.com
National Informatics Centre (NIC),cloud.gov.in,cloudcoinclub.xyz
Coal India,coalindia.in,calinira.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiatronics.com
Election Commision of India (ECI),eci.gov.in,ecomix.pl
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bisngolf.ca
Vodafone Idea (VI),myvi.in,myrvia.com
National Informatics Centre (NIC),cloud.gov.in,cloudpainter.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinos77india.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,ircbc.click
Airtel,airtel.in,airjetfuel.com
Axis Bank,axis.bank.in,axishealthsupply.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,camions117.ca
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegrittech.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiadesigngroup.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimv5g.com
State Bank of India (SBI),homeloans.sbi,homely-nl.com
Canara Bank,canarabank.com,canapacard.com
Kfintech,kfintech.com,kfina.com
National Informatics Centre (NIC),cloud.gov.in,cloudchill.xyz
Canara Bank,canarabank.com,canambrian.com
National Informatics Centre (NIC),cloud.gov.in,cloudwebspace.com
National Informatics Centre (NIC),cloud.gov.in,cloud42.dev
Computer Age Management Services Ltd. (CAMS),camsonline.com,camscorner.dev
National Health Authority (NHA),nha.gov.in,jnhab.link
All India Institute of Medical Sciences (AIIMS),aiims.edu,aivitamuse.com
National Informatics Centre (NIC),cloud.gov.in,cloudapipanel.com
Canara Bank,canarabank.com,cankaratas.art
National Informatics Centre (NIC),cloud.gov.in,cloud9lovebot.com
State Bank of India (SBI),sbisecurities.in,bscsecurities.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineamp.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,saicem.top
National Informatics Centre (NIC),cloud.gov.in,cloudbolts.xyz
State Bank of India (SBI),homeloans.sbi,home-agent.ai
parivahan sewa,parivahan.gov.in,parkia.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indigedesigncollab.com
Vodafone Idea (VI),myvi.in,myvisionshopping.com
State Bank of India (SBI),homeloans.sbi,homeplate.dev
Kfintech,kfintech.com,ftech.xyz
National Health Authority (NHA),abdm.gov.in,abad.win
Income Tax Department,incometax.gov.in,incometaxondemand.com
Bank of Baroda,bankofbaroda.bank.in,bankofandorra.com
Airtel,airtel.in,airtuned.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaalliance.blog
National Informatics Centre (NIC),cloud.gov.in,cloudpilottech.com
Punjab National Bank (PNB),netpnb.com,netpersonas.com
Air India,airindiaexpress.com,airedexpress.icu
National Informatics Centre (NIC),cloud.gov.in,cloudavid.com
BSE Ltd.,bsestarmf.in,basestar.ovh
State Bank of India (SBI),sbicard.com,desicard.com
Air India,airindia.com,aimlindia.com
Kfintech,kfintech.com,fintechta.ai
Airtel,airtel.in,airset.net
National Informatics Centre (NIC),cloud.gov.in,cloudgoddess.xyz
State Bank of India (SBI),homeloans.sbi,homeloanplans.com
National Informatics Centre (NIC),cloud.gov.in,cloudshopping360.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianacoatings.com
ICICI Bank,icici.bank.in,icicilambard.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-mietshop.com
National Informatics Centre (NIC),cloud.gov.in,cloudbreakthrough.xyz
Canara Bank,canarabank.com,canaryseason.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegambling.one
Vodafone Idea (VI),myvi.in,myasvi.com
State Bank of India (SBI),homeloans.sbi,homesamale.com
National Informatics Centre (NIC),cloud.gov.in,cloudmarktplatz.com
Canara Bank,canarabank.com,canadaturk.com
Airtel,airtel.in,airtel-merchants.club
Computer Age Management Services Ltd. (CAMS),camsonline.com,camsilk.com
National Informatics Centre (NIC),cloud.gov.in,cloudenthusiasts.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,pamsonline.com
National Informatics Centre (NIC),cloud.gov.in,4-clouds.tech
Computer Age Management Services Ltd. (CAMS),camsonline.com,camshel.com
Vodafone Idea (VI),myvi.in,myvitaltag.com
Reserve Bank of India (RBI),rbi.org.in,urbio.co
Jio,jio.com,jiotm.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online0n.top
National Informatics Centre (NIC),cloud.gov.in,cloudedgeai.com
State Bank of India (SBI),homeloans.sbi,homerecordings.us
National Informatics Centre (NIC),cloud.gov.in,cloudhabitats.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudchainhub.xyz
Axis Bank,axis.bank.in,axisprojekt.com
Indian Space Research Organisation (ISRO),sac.gov.in,stjacm.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,individualcoach.com
State Bank of India (SBI),sbi.co.in,sboziy.com
Air India,airindia.com,ai-india.shop
Air India,airindiaexpress.com,harianexpress.net
IndusInd Bank,indusind.bank.in,industriallandscape.com
National Informatics Centre (NIC),cloud.gov.in,aicloud.rent
National Informatics Centre (NIC),cloud.gov.in,cloudehub.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecrsahiper.cfd
National Informatics Centre (NIC),cloud.gov.in,clord.dev
National Health Authority (NHA),nha.gov.in,nihwan.com
Indian Space Research Organisation (ISRO),sac.gov.in,smackn.com
National Informatics Centre (NIC),cloud.gov.in,clouddebater.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,aionline.run
IndusInd Bank,indusind.bank.in,industrialsyndications.net
Income Tax Department,incometax.gov.in,incomeethereum.xyz
Bank of Baroda,bankofbaroda.bank.in,bankofmesa.com
Indian Space Research Organisation (ISRO),sac.gov.in,shacko.com
National Informatics Centre (NIC),cloud.gov.in,cloudnestsystems.tech
National Informatics Centre (NIC),cloud.gov.in,cloudtuk.com
National Informatics Centre (NIC),cloud.gov.in,cloudvtech.net
National Informatics Centre (NIC),cloud.gov.in,cloudynergy.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudix-digital.com
State Bank of India (SBI),homeloans.sbi,homefamilypoint.com
National Informatics Centre (NIC),cloud.gov.in,cloudformula.xyz
BSE Ltd.,bsestarmf.in,bseksa.com
National Informatics Centre (NIC),cloud.gov.in,cloud-lkkmedia.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,mapasonline.com
Vodafone Idea (VI),myvi.in,myvirualmate.com
State Bank of India (SBI),homeloans.sbi,homestations.com
State Bank of India (SBI),sbi.co.in,stxbio.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinoreportspa.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indac.xyz
