Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
State Bank of India (SBI),sbicard.com,bitcarde.vip
Air India,airindia.com,ciresindia.com
State Bank of India (SBI),homeloans.sbi,homely-nl.com
Unique Identification Authority of India (UIDAI),uidai.gov.in,buildaion.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewebsitedesigner.com
Airtel,airtel.in,airlectron.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudehub.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesai.xyz
Axis Bank,axis.bank.in,axiaseo.com
State Bank of India (SBI),sbi.co.in,sbplih.help
National Informatics Centre (NIC),cloud.gov.in,cloudinnovatorslife.com
State Bank of India (SBI),homeloans.sbi,homehealthconsult.com
National Health Authority (NHA),nha.gov.in,nhua.com
Air India,airindia.com,aimlindia.com
National Informatics Centre (NIC),cloud.gov.in,cloudadvances.xyz
National Informatics Centre (NIC),cloud.gov.in,witcloud.xyz
Income Tax Department,incometax.gov.in,incometaxqueries.com
National Informatics Centre (NIC),cloud.gov.in,cloudimagine.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud-ideas.com
Indian Space Research Organisation (ISRO),sac.gov.in,ssfact.com
Punjab National Bank (PNB),pnb.bank.in,panbe.website
IndusInd Bank,indusind.bank.in,industrialsanderbelts.com
Axis Bank,axis.bank.in,taxiski.com
State Bank of India (SBI),sbicard.com,sricard.com
State Bank of India (SBI),sbi.co.in,sabiko.app
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinevipkit.com
National Health Authority (NHA),nha.gov.in,nihwan.com
State Bank of India (SBI),sbicard.com,bizzcard.store
National Informatics Centre (NIC),cloud.gov.in,cloudembassies.xyz
State Bank of India (SBI),homeloans.sbi,homecolonies.com
National Informatics Centre (NIC),cloud.gov.in,cloudoptions.xyz
Reserve Bank of India (RBI),rbi.org.in,rubicj.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indigedesigncollab.com
Income Tax Department,incometax.gov.in,incomewithfatima.com
Canara Bank,canararobeco.com,canariasenbici.com
National Informatics Centre (NIC),cloud.gov.in,ai9cloud.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinepredict.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcommandcenter.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesteal.com
National Informatics Centre (NIC),cloud.gov.in,cloudlineoutfitter.com
State Bank of India (SBI),homeloans.sbi,homesforsaleinalaska.com
Vodafone Idea (VI),myvi.in,myvirtusinc.com
Airtel,airtelpayments.bank.in,valtricpayments.com
National Informatics Centre (NIC),cloud.gov.in,cloudbounce.xyz
National Informatics Centre (NIC),cloud.gov.in,icloudbr.com
National Informatics Centre (NIC),cloud.gov.in,cloudgates.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlydine.com
Canara Bank,canarabank.com,canambrian.com
National Informatics Centre (NIC),cloud.gov.in,cloudmore.fun
Reserve Bank of India (RBI),rbi.org.in,orbis.channel
National Informatics Centre (NIC),cloud.gov.in,qshcloud.com
National Health Authority (NHA),abdm.gov.in,albd.app
Indian Space Research Organisation (ISRO),sac.gov.in,smach.com
State Bank of India (SBI),homeloans.sbi,homecorelivings.com
Axis Bank,axis.bank.in,axisrocket.xyz
Axis Bank,axis.bank.in,axiorashop.com
National Informatics Centre (NIC),cloud.gov.in,cloud-idsupport.info
National Informatics Centre (NIC),cloud.gov.in,cloudtoolstack.com
National Informatics Centre (NIC),cloud.gov.in,cloudsprovider.org
National Informatics Centre (NIC),cloud.gov.in,cloudscopyhq.com
IndusInd Bank,indusind.bank.in,industrybuild.com
Jio,jio.com,jixnov.com
State Bank of India (SBI),homeloans.sbi,homelyda.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemodding.com
Vodafone Idea (VI),myvi.in,myvirualmate.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiandrink.com
National Informatics Centre (NIC),cloud.gov.in,cloudnet365.com
State Bank of India (SBI),homeloans.sbi,homease.xyz
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaonai.com
National Informatics Centre (NIC),cloud.gov.in,cloudcryptominer.xyz
IndusInd Bank,indusind.bank.in,indside.com
BSE Ltd.,bseindia.com,byteindian.com
Indian Space Research Organisation (ISRO),sac.gov.in,diary-learning.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudsonasunnyday.com
Reserve Bank of India (RBI),rebit.org.in,refita.online
National Informatics Centre (NIC),cloud.gov.in,cloudwayfulfillment.com
State Bank of India (SBI),homeloans.sbi,homeloanfreedom.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,iimsn.com
National Informatics Centre (NIC),cloud.gov.in,sixcloud.xyz
Reserve Bank of India (RBI),rbi.org.in,rboji4.makeup
National Informatics Centre (NIC),cloud.gov.in,cloudportal.link
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlifts.com
State Bank of India (SBI),homeloans.sbi,homtels.net
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegamblingtv.com
Income Tax Department,incometaxindia.gov.in,intraindia.com
Canara Bank,canarabank.com,canadabroadcasting.com
National Informatics Centre (NIC),cloud.gov.in,cloudautonomy.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinoidealbetalen.com
National Informatics Centre (NIC),cloud.gov.in,cloudsconsult.com
State Bank of India (SBI),homeloans.sbi,homedataonline.com
State Bank of India (SBI),homeloans.sbi,homecinemasolutions.com
ICICI Bank,icici.bank.in,iceaichi.com
Airtel,airtelpayments.bank.in,agentfipayments.com
State Bank of India (SBI),homeloans.sbi,home1restoration.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinewebart.info
National Informatics Centre (NIC),cloud.gov.in,clord.dev
Coal India,coalindia.in,colidir.ca
National Informatics Centre (NIC),cloud.gov.in,cloudcouchdupes.com
Indian Space Research Organisation (ISRO),vssc.gov.in,vesspca.com
Unique Identification Authority of India (UIDAI),uidai.gov.in,quidia.com
Punjab National Bank (PNB),pnb.bank.in,panbe.buzz
Election Commision of India (ECI),eci.gov.in,exacia.com
National Informatics Centre (NIC),cloud.gov.in,cloudciphers.xyz
Kfintech,kfintech.com,iuntech.com
National Informatics Centre (NIC),cloud.gov.in,cloudathena.xyz
State Bank of India (SBI),homeloans.sbi,home1300.com
IndusInd Bank,indusind.bank.in,industrialny.pl
National Informatics Centre (NIC),cloud.gov.in,cloudsentiment.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,paisonline.com
National Informatics Centre (NIC),cloud.gov.in,clouddelivered.xyz
ICICI Bank,icici.bank.in,icicleservices.biz
Indian Space Research Organisation (ISRO),sac.gov.in,sachviet.us
BSE Ltd.,bseindia.com,eindias.com
National Informatics Centre (NIC),cloud.gov.in,cloudagentfi.com
State Bank of India (SBI),sbisecurities.in,sironasecurities.com
National Informatics Centre (NIC),cloud.gov.in,cloudybooks.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-garanti.click
Airtel,airtelpayments.bank.in,agentipayment.com
National Informatics Centre (NIC),cloud.gov.in,cloudcareers.xyz
National Informatics Centre (NIC),accounts.mgovcloud.in,goghcloud.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,suacom.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinehizmet.com
National Informatics Centre (NIC),authwebmail.nic.in,authub.online
Airtel,airtel.in,airtaxiraleigh.com
National Health Authority (NHA),nha.gov.in,nhgam.xyz
Jio,jio.com,jimtor.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineparkbd.com
Coal India,coalindia.in,caalina.com
State Bank of India (SBI),sbi.co.in,shbiya.com
Vodafone Idea (VI),myvi.in,myviralmailer.com
National Informatics Centre (NIC),cloud.gov.in,cloud9laundry.com
Income Tax Department,incometax.gov.in,income-algorithm.fun
Indian Space Research Organisation (ISRO),sac.gov.in,sacstore.ma
State Bank of India (SBI),homeloans.sbi,homewillow.com
National Informatics Centre (NIC),cloud.gov.in,cloudflap.xyz
Reserve Bank of India (RBI),rebit.org.in,32bit.watch
Income Tax Department,incometax.gov.in,incotermzealot.com
National Health Authority (NHA),nha.gov.in,nhancio.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineoz.com
National Informatics Centre (NIC),cloud.gov.in,cloudpickai.com
Election Commision of India (ECI),eci.gov.in,ecocie.com
National Informatics Centre (NIC),cloud.gov.in,cloudshiftapp.com
State Bank of India (SBI),sbi.co.in,5biz.xyz
Reserve Bank of India (RBI),rebit.org.in,reberth.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinetry.ru
National Informatics Centre (NIC),cloud.gov.in,ccrcloud.com
Income Tax Department,incometax.gov.in,income-web.com
Election Commision of India (ECI),eci.gov.in,ecijapi.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,campus-connect.com
Kfintech,kfintech.com,fintechtiv.com
Airtel,airtel.in,airt.biz
Airtel,airtelpayments.bank.in,airtrayman.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-dtl.ru
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinefantasylive.info
parivahan sewa,parivahan.gov.in,parivahansewae.com
ICICI Bank,icicicareers.com,icecarvers.com
National Informatics Centre (NIC),cloud.gov.in,cloudfastmail.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,ai-isms.store
Airtel,airtel.in,airtm.dating
National Informatics Centre (NIC),cloud.gov.in,cloudsofadupe.com
National Informatics Centre (NIC),cloud.gov.in,cloudvrgames.com
Axis Bank,axis.bank.in,axisconveyor.com
IndusInd Bank,indusind.bank.in,indulskin.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinetimes.site
National Informatics Centre (NIC),cloud.gov.in,vclouds.xyz
Airtel,airtel.in,airtkt.in
Indian Space Research Organisation (ISRO),sac.gov.in,sactoh.com
Airtel,airtelpayments.bank.in,airmeta.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,casinoloan.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaepdcouncil.org
National Informatics Centre (NIC),cloud.gov.in,cloudxbrl.com
National Informatics Centre (NIC),cloud.gov.in,cloudbreakcannabis.com
Punjab National Bank (PNB),netpnb.com,netplango.com
Axis Bank,axis.bank.in,axil.dev
Reserve Bank of India (RBI),rebit.org.in,refita.ru
National Informatics Centre (NIC),cloud.gov.in,cloudeus.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudmarktplatz.com
Punjab National Bank (PNB),netpnb.com,serenity.net.ru
Indian Space Research Organisation (ISRO),sac.gov.in,diary-notebook.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudrisksolutions.com
Reserve Bank of India (RBI),rebit.org.in,remitq.com
National Informatics Centre (NIC),cloud.gov.in,cloudark.xyz
Airtel,airtel.in,airze.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,inanol.com
National Informatics Centre (NIC),cloud.gov.in,cloudwrites.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudsecuritypodcast.com
HDFC Bank,hdfc.bank.in/nri-banking,hdf.one
National Informatics Centre (NIC),cloud.gov.in,cloudfounder.xyz
State Bank of India (SBI),homeloans.sbi,homestations.com
Airtel,airtel.in,airkestrel.com
National Informatics Centre (NIC),cloud.gov.in,cloud-laboratory.com
National Informatics Centre (NIC),cloud.gov.in,cloudlords.xyz
Indian Oil Corporation Limited (IOCL),iocl.com,iol.one
National Informatics Centre (NIC),cloud.gov.in,cloud-doctor.com
National Informatics Centre (NIC),cloud.gov.in,cloudscores.xyz
Indian Space Research Organisation (ISRO),sac.gov.in,diary-student.sa.com
Canara Bank,canararobeco.com,canadaeu.com
National Informatics Centre (NIC),cloud.gov.in,xercloud.net
BSE Ltd.,bsestarmf.in,bseksa.com
Coal India,coalindia.in,cslindia.com
Punjab National Bank (PNB),netpnb.com,miatmongolianairlines.net.ru
National Informatics Centre (NIC),cloud.gov.in,cloudidentify.xyz
Jio,jio.com,jbliot.com
Bank of Baroda,bankofbaroda.bank.in,bankofmontreal.asia
Reserve Bank of India (RBI),rebit.org.in,rebirthrebuildllc.com
National Informatics Centre (NIC),cloud.gov.in,cloudsafeco.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianauctions.com
Kfintech,kfintech.com,kitech4.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-bookstore.com
Kfintech,kfintech.com,inf0tech.com
Indian Space Research Organisation (ISRO),sac.gov.in,isac.dev
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinezzp.com
National Informatics Centre (NIC),cloud.gov.in,cloudvmnotified.com
National Health Authority (NHA),nha.gov.in,xnhau.link
Airtel,airtel.in,ai3.pro
Income Tax Department,incometax.gov.in,incometaxvaluer.com
Jio,jio.com,jsinow.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimcps.com
Reserve Bank of India (RBI),rebit.org.in,rebellite.com
National Informatics Centre (NIC),cloud.gov.in,cloudchainhub.xyz
Unique Identification Authority of India (UIDAI),uidai.gov.in,udoai.com
National Informatics Centre (NIC),cloud.gov.in,cloud9thc.com
Vodafone Idea (VI),myvi.in,myvelocity.website
State Bank of India (SBI),homeloans.sbi,homan.dev
National Informatics Centre (NIC),authwebmail.nic.in,iuwebmail.com
National Informatics Centre (NIC),cloud.gov.in,clouddevs.app
Income Tax Department,incometax.gov.in,incometax.click
National Informatics Centre (NIC),cloud.gov.in,cloudcostreview.com
National Informatics Centre (NIC),cloud.gov.in,cloudchangxunt.com
National Informatics Centre (NIC),cloud.gov.in,cloudedge.space
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online2pdf.com
IndusInd Bank,indusind.bank.in,inhouseind.com
State Bank of India (SBI),homeloans.sbi,homeflorists.com
ICICI Bank,icici.bank.in,ciiic.gs
Airtel,airtel.in,airtm.coffee
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaalliance.blog
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinemozio.com
Kfintech,kfintech.com,fintechgo.com
Jio,jio.com,jwaion.info
Unique Identification Authority of India (UIDAI),uidai.gov.in,buildaion.online
Vodafone Idea (VI),myvi.in,myvisionneeds.com
IndusInd Bank,indusind.bank.in,industriallandscape.com
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,corsidgr.com
Income Tax Department,incometax.gov.in,incomeinfinite.com
National Health Authority (NHA),abdm.gov.in,abdulmuzeer.cv
Indian Space Research Organisation (ISRO),sac.gov.in,fashiontrends.sa.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinebbva.com
Indian Space Research Organisation (ISRO),sac.gov.in,school-research.sa.com
National Informatics Centre (NIC),cloud.gov.in,cloudspire360.com
National Informatics Centre (NIC),cloud.gov.in,cloudnarbonne.com
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,bs4l.com
Indian Space Research Organisation (ISRO),sac.gov.in,diary-edition.sa.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,cashlie.com
Vodafone Idea (VI),myvi.in,myvivabloom.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiadesigngroup.com
IndusInd Bank,indusind.bank.in,industrialdigital.pl
"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,crsar.com
State Bank of India (SBI),homeloans.sbi,hometonis.com
Indian Space Research Organisation (ISRO),isro.gov.in,nisroc.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aisimps.com
Reserve Bank of India (RBI),rbi.org.in,irbis.land
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianfooddiet.com
Jio,jio.com,jiongdao.com
National Informatics Centre (NIC),cloud.gov.in,cliopud.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineshemale.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,24onlinesmi.com
Reserve Bank of India (RBI),rebit.org.in,revrit.info
National Informatics Centre (NIC),cloud.gov.in,cloudlytr.cloud
ICICI Bank,icicicareers.com,icare365.app
State Bank of India (SBI),homeloans.sbi,homesonline.store
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimaas.solutions
Indian Space Research Organisation (ISRO),nrsc.gov.in/nrscnew,nrs.world
State Bank of India (SBI),homeloans.sbi,homeforsalemankato.com
Airtel,airtel.in,airtuned.com
State Bank of India (SBI),homeloans.sbi,homenode.uk
Axis Bank,axis.bank.in,axisframing.net
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianacoatings.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-msg-esl.cfd
National Informatics Centre (NIC),cloud.gov.in,cloudlogging.com
Indian Space Research Organisation (ISRO),vssc.gov.in,v5m5.dev
parivahan sewa,parivahan.gov.in,parzival-holding.com
State Bank of India (SBI),sbisecurities.in,mosaicsecurities.com
National Informatics Centre (NIC),cloud.gov.in,cloud-partners.info
National Informatics Centre (NIC),cloud.gov.in,cloudsensors.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinedwg.com
National Informatics Centre (NIC),cloud.gov.in,cloudstoreitanvision.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinechatsohbet.com
State Bank of India (SBI),homeloans.sbi,homelygardenly.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinefruitshop.com
IndusInd Bank,indusind.bank.in,indukbetid.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-linkt.com
National Informatics Centre (NIC),cloud.gov.in,cloudtuk.com
National Informatics Centre (NIC),cloud.gov.in,cloudzo.in
All India Institute of Medical Sciences (AIIMS),aiims.edu,aimoms.com
State Bank of India (SBI),homeloans.sbi,homegrownballers.app
National Informatics Centre (NIC),cloud.gov.in,cloudfibr.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiimageshub.com
National Informatics Centre (NIC),cloud.gov.in,akscloud.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinechatbots.xyz
Indian Space Research Organisation (ISRO),isro.gov.in,visaroy.com
Coal India,coalindia.in,colinial.com
National Health Authority (NHA),nha.gov.in,nchian.cyou
National Informatics Centre (NIC),cloud.gov.in,cloudhealings.com
State Bank of India (SBI),homeloans.sbi,homecooks.online
National Informatics Centre (NIC),cloud.gov.in,cloudinspire.xyz
National Health Authority (NHA),nha.gov.in,nchian.online
Unique Identification Authority of India (UIDAI),uidai.gov.in,fluidapi.com
National Informatics Centre (NIC),cloud.gov.in,cloudcharm.xyz
Axis Bank,axis.bank.in,axismundigroup.com
State Bank of India (SBI),sbi.co.in,53biz.com
State Bank of India (SBI),homeloans.sbi,homegrownparaelclasico.com
National Health Authority (NHA),nha.gov.in,nchian.com
National Health Authority (NHA),nha.gov.in,nhacc.info
Reserve Bank of India (RBI),rbi.org.in,rbaiyi.top
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiacriclegends.com
National Informatics Centre (NIC),cloud.gov.in,cloudcookbook.app
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiegis.app
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinecasinoutankonto.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,online-leisulive.com
Air India,airindia.com,airinception.xyz
Computer Age Management Services Ltd. (CAMS),camsonline.com,crumbsonlinehq.com
National Informatics Centre (NIC),cloud.gov.in,cloud-kb.club
Jio,jio.com,jidoka.com
National Informatics Centre (NIC),cloud.gov.in,cloudyum.com
State Bank of India (SBI),homeloans.sbi,holearns.xyz
Income Tax Department,contents.tdscpc.gov.in,tds.ceo
National Informatics Centre (NIC),cloud.gov.in,cloudeus.link
National Informatics Centre (NIC),cloud.gov.in,cloudroomstudio.com
Vodafone Idea (VI),myvi.in,myvireo.com
National Informatics Centre (NIC),cloud.gov.in,cloudjuno.com
National Informatics Centre (NIC),cloud.gov.in,cloudbyrevolutions.com
Canara Bank,canarabank.com,arcabank.com
National Informatics Centre (NIC),cloud.gov.in,clawfoundry.io
parivahan sewa,parivahan.gov.in,paridhi.com
National Informatics Centre (NIC),cloud.gov.in,cloud-9vapors.com
Axis Bank,axismf.com,aximofood.com
National Informatics Centre (NIC),cloud.gov.in,rescloud.dev
Axis Bank,axis.bank.in,axiomsway.com
Punjab National Bank (PNB),netpnb.com,netpig.com
National Informatics Centre (NIC),cloud.gov.in,cloudstorages.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indianmandionline.com
National Informatics Centre (NIC),cloud.gov.in,cloudpreneurs.xyz
National Informatics Centre (NIC),cloud.gov.in,cloudcampaign.xyz
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinesohbetchat.com
State Bank of India (SBI),homeloans.sbi,homeandclosetspark.com
National Informatics Centre (NIC),cloud.gov.in,cloudniteai.xyz
State Bank of India (SBI),sbi.co.in,safbii.com
National Informatics Centre (NIC),cloud.gov.in,cloudchaser.coffee
Jio,jio.com,jiazoc.beauty
National Informatics Centre (NIC),authwebmail.nic.in,authwise.xyz
HDFC Bank,netbanking.hdfcbank.com/netbanking/,edfbank.com
ICICI Bank,icici.bank.in,xcici.com
State Bank of India (SBI),homeloans.sbi,homesvacations.com
National Informatics Centre (NIC),cloud.gov.in,akclouds.com
National Informatics Centre (NIC),cloud.gov.in,cloudatom.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud-smart.xyz
Punjab National Bank (PNB),netpnb.com,netpoint-its.com
Computer Age Management Services Ltd. (CAMS),camsonline.com,camacconsulting.com
National Informatics Centre (NIC),cloud.gov.in,cloudno.com
Air India,airindiaexpress.com,airedexpress.icu
National Informatics Centre (NIC),cloud.gov.in,cloudconnector.xyz
National Informatics Centre (NIC),cloud.gov.in,cloud-on-chip.com
State Bank of India (SBI),homeloans.sbi,homesdealss.com
State Bank of India (SBI),homeloans.sbi,homeownersparty.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,aiiks.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiya.digital
National Informatics Centre (NIC),cloud.gov.in,cloudbonsai.xyz
National Informatics Centre (NIC),cloud.gov.in,vexcloud.com
IndusInd Bank,indusind.bank.in,industriedecor.com
Coal India,coalindia.in,co1n.ai
National Informatics Centre (NIC),cloud.gov.in,jycloud.icu
Indian Space Research Organisation (ISRO),sac.gov.in,spacex.vip
National Informatics Centre (NIC),cloud.gov.in,cloudenergy.tech
Punjab National Bank (PNB),pnb.bank.in,panbe.bond
Election Commision of India (ECI),eci.gov.in,ecomix.life
Air India,airindia.com,aiprimordial.com
Indian Oil Corporation Limited (IOCL),indianoilcgd.com,indiaminigolf.com
State Bank of India (SBI),homeloans.sbi,homesdaytona.com
National Informatics Centre (NIC),cloud.gov.in,clouds-mail.com
State Bank of India (SBI),homeloans.sbi,home-heloc-loan-apply.click
Income Tax Department,incometax.gov.in,incoperate.com
National Informatics Centre (NIC),cloud.gov.in,cloudcaledonia.com
Punjab National Bank (PNB),pnbint.com,pinbtwn.com
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlinegamesfootball.com
All India Institute of Medical Sciences (AIIMS),aiims.edu,ai-isc.org
State Bank of India (SBI),corp.onlinesbi.sbi/corporate,onlineearniing.xyz
Canara Bank,canararobeco.com,caniorabasco.com
parivahan sewa,parivahan.gov.in,parivartaan.com
IndusInd Bank,indusind.bank.in,industrialland.dev
State Bank of India (SBI),homeloans.sbi,homeeai.com
State Bank of India (SBI),homeloans.sbi,home850.com
