input_position,input_url,normalized_url,source_workbook,best_entity,best_matching_domain,lexical_score,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deep_analysis_candidate,deep_analysis_dns_accepted,deep_analysis_attempted,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,confidence_band,best_score,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,reason,exclusion_stage
11,incometaxgov.org,https://incometaxgov.org,AIGR-S66270_Ground_Truth.xlsx,Income Tax Department,incometaxindia.gov.in,0.8786,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,0,False,False,incometaxgov.org,,0,True,lexical_hit,True,True,True,,accepted,fetched,available,,,https://incometaxgov.org/,,,Low,47.0663,True,True,False,,weak_direct_evidence|network_corroboration,,,
12,crsor.info,https://crsor.info,AIGR-S66270_Ground_Truth.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.9429,True,True,True,False,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,4,True,True,dcc.crsorgi.gov.in.crsor.info,,0,True,lexical_hit,True,True,True,,accepted,fetched,available,,,https://dcc.crsorgi.gov.in.crsor.info/crs/,,,Low,64.2857,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,
13,domain,https://domain,urls.xlsx,National Informatics Centre (NIC),kavach.mail.gov.in,0.75,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
14,jardines10.com,https://jardines10.com,urls.xlsx,Airtel,airtel.in,0.7111,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,0,False,False,jardines10.com,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://jardines10.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
15,connectionsarchive.net,https://connectionsarchive.net,urls.xlsx,Coal India,coalindiatenders.nic.in,0.6944,False,False,False,True,0,4,0,0,4,False,auth_wording,False,False,False,0,0,0,False,False,connectionsarchive.net,connectionsarchive.net,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://connectionsarchive.net,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
16,web365daftar.com,https://web365daftar.com,urls.xlsx,Election Commision of India (ECI),eci.gov.in,0.6442,False,False,False,True,8,0,0,0,8,False,meta_brand_match,False,False,False,1,0,0,False,False,web365daftar.com,bannerpenyimpanan.club,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://web365daftar.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
17,conciergerie-niort.fr,https://conciergerie-niort.fr,urls.xlsx,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.6746,False,False,False,True,0,4,6,6,16,False,auth_wording|suspicious_hosting_provider|js_redirect,False,False,False,0,0,0,False,False,conciergerie-niort.fr,assets.zyrosite.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://conciergerie-niort.fr,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
18,nmjiaojinginc.shop,https://nmjiaojinginc.shop,urls.xlsx,Jio,jio.com,0.7436,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,nmjiaojinginc.shop,,1068,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://nmjiaojinginc.shop,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
19,ventajp.com,https://ventajp.com,urls.xlsx,National Health Authority (NHA),nha.gov.in,0.6508,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,0,False,False,ventajp.com,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://ventajp.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
20,snackduel.com,https://snackduel.com,urls.xlsx,National Health Authority (NHA),nha.gov.in,0.6296,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
21,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.6599,False,False,False,True,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,0,False,False,calmplatewindow.club,calmplatewindow.club,18105,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://calmplatewindow.club,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
22,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.5972,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,1,0,False,False,www.tuterrenoenchile.cl,www.tuterrenoenchile.cl,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.tuterrenoenchile.cl/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
23,pumirpkin.live,https://pumirpkin.live,urls.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6444,False,False,False,True,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,0,False,False,pumirpkin.live,,4735,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://pumirpkin.live,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
24,exerciseok.com,https://exerciseok.com,urls.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.79,False,False,False,True,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,2,1,0,False,False,www.ezeedomains.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.ezeedomains.com/name/ExerciseOk.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
25,parquebatweania.com,https://parquebatweania.com,urls.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.6889,False,False,False,True,4,0,0,0,4,False,body_brand_match,False,False,False,1,1,0,False,False,www.parquebatweania.com,,11830,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.parquebatweania.com/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
26,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,Air India,airindiaexpress.com,0.6444,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,0,False,False,tutu-and-tiaras.com,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://tutu-and-tiaras.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
27,prototanya.org,https://prototanya.org,urls.xlsx,Airtel,airtelpayments.bank.in,0.6381,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,prototanya.org,,6408,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://prototanya.org,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
28,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,Punjab National Bank (PNB),netpnb.com,0.637,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,7776,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://beton888bonuuz30rb.cyou,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
29,creationorder.net,https://creationorder.net,urls.xlsx,Coal India,coalindiatenders.nic.in,0.6405,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
30,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,Bank of Baroda,bankofbaroda.bank.in,0.65,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,0,False,False,bazarcentofiori.com,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://bazarcentofiori.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
31,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx,IndusInd Bank,indusind.bank.in,0.6481,False,False,False,True,0,0,0,10,10,False,js_redirect|final_domain_changed,False,False,False,0,1,0,False,False,www.xhgty881229.com,,4468,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.xhgty881229.com:30106/register?i_code=2189580,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
32,socioone.com,https://socioone.com,urls.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.6722,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,socioone.com,img1.wsimg.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://socioone.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
33,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx,Reserve Bank of India (RBI),rbi.org.in,0.7011,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,greenbeangirltrainingtutoring.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://greenbeangirltrainingtutoring.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
34,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx,National Informatics Centre (NIC),accounts.mgovcloud.in,0.645,False,False,False,True,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,0,False,False,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15515,False,stage1_suspected_non_escalated,False,False,False,skipped,skipped,fetched,not_attempted,,,https://crplasticos.com.br,,,,0.0,False,False,False,,,stage1_suspected_non_escalated,stage1_suspected_non_escalated,stage1_http
35,tnkproject.com,https://tnkproject.com,urls.xlsx,Election Commision of India (ECI),eci.gov.in,0.6417,False,False,False,True,4,0,0,4,8,False,body_brand_match|iframe_present,False,False,False,1,0,0,False,False,tnkproject.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://tnkproject.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
36,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx,Coal India,coalindiatenders.nic.in,0.6468,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
37,fresna.online,https://fresna.online,urls.xlsx,BSE Ltd.,bseindia.com,0.6389,False,False,False,True,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,0,False,False,fresna.online,,32012,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://fresna.online,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
38,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx,National Health Authority (NHA),nha.gov.in,0.6162,False,False,False,True,0,0,0,4,4,False,iframe_present,False,False,False,0,0,0,False,False,zh-ptgaming.com,,1303,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://zh-ptgaming.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
39,emon793hoky.online,https://emon793hoky.online,urls.xlsx,Kfintech,kfintech.com,0.6212,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,emon793hoky.online,,7075,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://emon793hoky.online,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
40,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.6429,False,False,False,True,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,0,False,False,udbijaayurveda.com,udbijaayurveda.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://udbijaayurveda.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
41,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx,State Bank of India (SBI),homeloans.sbi,0.6444,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
42,easy-sponso.com,https://easy-sponso.com,urls.xlsx,Punjab National Bank (PNB),netpnb.com,0.5909,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,easy-sponso.com,,5090,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://easy-sponso.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
43,roblox303.store,https://roblox303.store,urls.xlsx,Reserve Bank of India (RBI),rbi.org.in,0.6296,False,False,False,True,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,0,False,False,roblox303.store,,4587,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://roblox303.store,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
44,kirin77.site,https://kirin77.site,urls.xlsx,Kfintech,kfintech.com,0.6905,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,kirin77.site,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://kirin77.site,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
45,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx,Election Commision of India (ECI),eci.gov.in,0.5907,False,False,False,True,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,1,0,False,False,www.moisesdevweb.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.moisesdevweb.com/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
46,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx,Canara Bank,canarahsbclife.com,0.6798,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
47,pornxmodel.click,https://pornxmodel.click,urls.xlsx,Punjab National Bank (PNB),pnb.bank.in,0.6222,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
48,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.7083,False,False,False,True,12,4,0,0,16,False,favicon_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,0,False,False,hraihpsa.ca,hraihpsa.ca,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://hraihpsa.ca,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
49,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx,State Bank of India (SBI),sbicard.com,0.6028,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,saudenervocuremax.shop,saudenervocuremax.shop,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://saudenervocuremax.shop,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
50,rjpnbv.com,https://rjpnbv.com,urls.xlsx,Punjab National Bank (PNB),pnb.bank.in,0.8333,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
51,yktdeo.com,https://yktdeo.com,urls.xlsx,Kfintech,kfintech.com,0.625,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,yktdeo.com,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://yktdeo.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
52,jlchuhai.com,https://jlchuhai.com,urls.xlsx,HDFC Bank,hdfclife.com,0.5833,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
53,bogitekniikka.fi,https://bogitekniikka.fi,urls.xlsx,BSE Ltd.,bseindia.com,0.6816,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,bogitekniikka.fi,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://bogitekniikka.fi,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
54,lucilalehmann.com,https://lucilalehmann.com,urls.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6103,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
55,yataganharem5.click,https://yataganharem5.click,urls.xlsx,National Health Authority (NHA),abdm.gov.in,0.6316,False,False,False,True,8,4,0,0,12,False,redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,0,False,False,yataganharem5.click,hostarmada.com,21457,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://yataganharem5.click,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
56,jicm0yo.vip,https://jicm0yo.vip,urls.xlsx,Jio,jio.com,0.8476,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
57,wintergroupsecurity.com,https://wintergroupsecurity.com,urls.xlsx,Kfintech,kfintech.com,0.6294,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,0,False,False,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
58,mikogpt.ru,https://mikogpt.ru,urls.xlsx,Jio,jio.com,0.6508,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,0,False,False,mikogpt.ru,mikogpt.ru,7693,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://mikogpt.ru,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
59,exodusbrk.com,https://exodusbrk.com,urls.xlsx,Axis Bank,axis.bank.in,0.5741,False,False,False,True,0,4,0,0,4,False,auth_wording,False,False,False,0,0,0,False,False,exodusbrk.com,exodusbrk.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://exodusbrk.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
