input_position,input_url,normalized_url,source_workbook,best_entity,best_matching_domain,lexical_score,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deep_analysis_candidate,deep_analysis_dns_accepted,deep_analysis_attempted,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,confidence_band,best_score,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,reason,exclusion_stage
22,ventajp.com,https://ventajp.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
23,snackduel.com,https://snackduel.com,urls.xlsx,National Health Authority (NHA),nha.gov.in,0.6296,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,False,False,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
24,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
25,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
26,pumirpkin.live,https://pumirpkin.live,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
27,exerciseok.com,https://exerciseok.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
28,parquebatweania.com,https://parquebatweania.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
29,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,Air India,airindiaexpress.com,0.6444,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://tutu-and-tiaras.com/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
30,prototanya.org,https://prototanya.org,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
31,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
32,creationorder.net,https://creationorder.net,urls.xlsx,Coal India,coalindiatenders.nic.in,0.6405,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://creationorder.net/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
33,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
34,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
35,socioone.com,https://socioone.com,urls.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.6722,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://socioone.com/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
36,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
37,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
38,tnkproject.com,https://tnkproject.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
39,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx,Coal India,coalindiatenders.nic.in,0.6468,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://landscapebyvera.com/ | Call log: - navigating to ""https://landscapebyvera.com/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
40,fresna.online,https://fresna.online,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
41,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
42,emon793hoky.online,https://emon793hoky.online,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
43,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
44,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx,State Bank of India (SBI),homeloans.sbi,0.6444,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,False,False,resolver_error,rejected,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
45,easy-sponso.com,https://easy-sponso.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
46,roblox303.store,https://roblox303.store,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
47,kirin77.site,https://kirin77.site,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
48,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
49,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx,Canara Bank,canarahsbclife.com,0.6798,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_REFUSED at https://barbara-michelle.com/ | Call log: - navigating to ""https://barbara-michelle.com/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
50,pornxmodel.click,https://pornxmodel.click,urls.xlsx,Punjab National Bank (PNB),pnb.bank.in,0.6222,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,False,False,resolver_error,rejected,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
51,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
52,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
53,rjpnbv.com,https://rjpnbv.com,urls.xlsx,Punjab National Bank (PNB),pnb.bank.in,0.8333,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,False,False,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
54,yktdeo.com,https://yktdeo.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
55,jlchuhai.com,https://jlchuhai.com,urls.xlsx,HDFC Bank,hdfclife.com,0.5833,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,False,False,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
56,bogitekniikka.fi,https://bogitekniikka.fi,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
57,lucilalehmann.com,https://lucilalehmann.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
58,yataganharem5.click,https://yataganharem5.click,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
59,jicm0yo.vip,https://jicm0yo.vip,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
60,wintergroupsecurity.com,https://wintergroupsecurity.com,urls.xlsx,Kfintech,kfintech.com,0.6294,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://wintergroupsecurity.com/ | Call log: - navigating to ""https://wintergroupsecurity.com/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
61,mikogpt.ru,https://mikogpt.ru,urls.xlsx,Jio,jio.com,0.6508,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://mikogpt.ru/ | Call log: - navigating to ""https://mikogpt.ru/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
62,exodusbrk.com,https://exodusbrk.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
63,alyxara.com,https://alyxara.com,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
64,djgekcf.icu,https://djgekcf.icu,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
65,dikagegrid.click,https://dikagegrid.click,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
66,anxunh.top,https://anxunh.top,urls.xlsx,IndusInd Bank,indusind.bank.in,0.625,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,False,False,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
67,eatalymarket.shop,https://eatalymarket.shop,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
68,americanexpress-reward00175.ink,https://americanexpress-reward00175.ink,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
69,pack101.org,https://pack101.org,urls.xlsx,Indian Oil Corporation Limited (IOCL),iocl.com,0.5952,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,False,False,no_records,rejected,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,0.0,False,False,False,,,dns_rejected,dns_rejected,dns_gate
70,discretion.shop,https://discretion.shop,urls.xlsx,,,0.0,False,False,False,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,,False,False,False,skipped,skipped,,not_attempted,,,,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
71,thirdshelterpress.com,https://thirdshelterpress.com,urls.xlsx,Air India,airindiaexpress.com,0.6728,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,timeout,not_attempted,navigation_timeout,"Page.goto: Timeout 15000ms exceeded. | Call log: - navigating to ""https://thirdshelterpress.com/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
72,ank2014.biz,https://ank2014.biz,urls.xlsx,Bank of Baroda,bankofbaroda.bank.in,0.6349,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,True,route_to_dns_after_stage1_failure,True,True,True,resolved,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_CONNECTION_REFUSED at https://ank2014.biz/ | Call log: - navigating to ""https://ank2014.biz/"", waiting until ""domcontentloaded""",,,,Low,0.0,False,False,False,,,fetch_timeout_or_fetch_failed,fetch_timeout_or_fetch_failed,hashing_shortlist
