target_url,hostname,resolved_ips,dns_status,decision,attempts,retry_count,retry_success,resolver_profile
zrsanalyst.com,zrsanalyst.com,216.150.1.1;64:ff9b::d896:101,resolved,accepted,1,0,False,default
aithink.world,aithink.world,,no_records,rejected,1,0,False,default
conciergerie-niort.fr,conciergerie-niort.fr,2a02:4780:3c:1191:6da3:55c0:454c:c023;2a02:4780:3d:1b81:94f0:ada7:cdb:abb8;88.222.243.2;93.127.173.252,resolved,accepted,1,0,False,default
tnkproject.com,tnkproject.com,216.198.79.65;64.29.17.1;64:ff9b::401d:1101;64:ff9b::401d:1141,resolved,accepted,1,0,False,default
roisgloballogam.com,roisgloballogam.com,103.123.62.41;64:ff9b::677b:3e29,resolved,accepted,1,0,False,default
fxsnowcool.com,fxsnowcool.com,103.47.82.81;64:ff9b::672f:5251,resolved,accepted,1,0,False,default
coastalcounselingcenter.org,coastalcounselingcenter.org,,dns_error,rejected,1,0,False,default
creditrepair-help.com,creditrepair-help.com,15.197.148.33;3.33.130.190;64:ff9b::321:82be;64:ff9b::fc5:9421,resolved,accepted,1,0,False,default
prototanya.org,prototanya.org,104.21.66.248;172.67.166.137;2606:4700:3033::ac43:a689;2606:4700:3037::6815:42f8,resolved,accepted,1,0,False,default
optimacapitalvc.com,optimacapitalvc.com,107.180.116.32;64:ff9b::6bb4:7420,resolved,accepted,1,0,False,default
tuterrenoenchile.cl,tuterrenoenchile.cl,64:ff9b::4b77:c81a;75.119.200.26,resolved,accepted,1,0,False,default
wintergroupsecurity.com,wintergroupsecurity.com,192.64.119.43;64:ff9b::c040:772b,resolved,accepted,1,0,False,default
laoshuanliagou.bond,laoshuanliagou.bond,104.21.58.211;172.67.207.180;2606:4700:3031::ac43:cfb4;2606:4700:3034::6815:3ad3,resolved,accepted,1,0,False,default
globalbookpublication.com,globalbookpublication.com,147.79.69.146;2a02:4780:3c:a9c:ec13:4b4b:e832:c2f;2a02:4780:3d:6fba:6ebe:5342:2956:dc00;91.108.106.30,resolved,accepted,1,0,False,default
brierleysovereigngroup.info,brierleysovereigngroup.info,2001:8d8:100f:f000::200;217.160.0.80,resolved,accepted,1,0,False,default
web365daftar.com,web365daftar.com,104.21.10.216;172.67.131.188;2606:4700:3035::6815:ad8;2606:4700:3035::ac43:83bc,resolved,accepted,1,0,False,default
5500betsk.com,5500betsk.com,104.21.39.157;172.67.146.184;2606:4700:3030::6815:279d;2606:4700:3037::ac43:92b8,resolved,accepted,1,0,False,default
yataganharem5.click,yataganharem5.click,104.21.34.199;172.67.164.121;2606:4700:3035::6815:22c7;2606:4700:3035::ac43:a479,resolved,accepted,1,0,False,default
daisyfrost.com,daisyfrost.com,13.248.243.5;64:ff9b::4cdf:69e6;64:ff9b::df8:f305;76.223.105.230,resolved,accepted,1,0,False,default
lml2vipaff05.cc,lml2vipaff05.cc,104.21.54.52;172.67.223.217;2606:4700:3031::ac43:dfd9;2606:4700:3034::6815:3634,resolved,accepted,1,0,False,default
alyxara.com,alyxara.com,2.57.91.91;64:ff9b::239:5b5b,resolved,accepted,1,0,False,default
udbijaayurveda.com,udbijaayurveda.com,147.93.100.63;2a02:4780:11:1932:0:1322:fde5:10,resolved,accepted,1,0,False,default
bexarcasino.space,bexarcasino.space,104.21.43.14;172.67.215.214;2606:4700:3033::6815:2b0e;2606:4700:3037::ac43:d7d6,resolved,accepted,1,0,False,default
verify-account.net,verify-account.net,,dns_error,rejected,1,0,False,default
inwestonauci.pl,inwestonauci.pl,2001:4860:4802:32::15;2001:4860:4802:34::15;2001:4860:4802:36::15;2001:4860:4802:38::15;216.239.32.21;216.239.34.21;216.239.36.21;216.239.38.21,resolved,accepted,1,0,False,default
uk-travel.ru,uk-travel.ru,104.21.24.218;172.67.220.218;2606:4700:3033::ac43:dcda;2606:4700:3037::6815:18da,resolved,accepted,1,0,False,default
allnaturalherbalmedicines.com,allnaturalherbalmedicines.com,199.15.163.139;64:ff9b::c70f:a38b,resolved,accepted,1,0,False,default
outlandscodex.ai,outlandscodex.ai,132.148.180.251;64:ff9b::8494:b4fb,resolved,accepted,1,0,False,default
eeeey.cc,eeeey.cc,154.26.247.133;64:ff9b::9a1a:f785,resolved,accepted,1,0,False,default
pnblndia-app.in,pnblndia-app.in,,dns_error,rejected,1,0,False,default
94498.qpon,94498.qpon,,no_records,rejected,1,0,False,default
tutera.ru,tutera.ru,64:ff9b::4838:418;72.56.4.24,resolved,accepted,1,0,False,default
mediavision.store,mediavision.store,13.248.169.48;64:ff9b::4cdf:3692;64:ff9b::df8:a930;76.223.54.146,resolved,accepted,1,0,False,default
bazarcentofiori.com,bazarcentofiori.com,52.223.13.41;64:ff9b::34df:d29,resolved,accepted,1,0,False,default
anxunh.top,anxunh.top,,no_records,rejected,1,0,False,default
shaart.com,shaart.com,64.190.63.222;64:ff9b::40be:3fde,resolved,accepted,1,0,False,default
intelectusai.com,intelectusai.com,,no_records,rejected,1,0,False,default
avbyfpho.shop,avbyfpho.shop,,no_records,rejected,1,0,False,default
unqvrhr60.shop,unqvrhr60.shop,,no_records,rejected,1,0,False,default
pnb-india.in,pnb-india.in,,resolver_error,rejected,2,1,False,fallback
pnblndia.in,pnblndia.in,,dns_error,rejected,1,0,False,default
sweetcookii.com,sweetcookii.com,13.215.239.219;52.74.6.109,resolved,accepted,1,0,False,default
eatalymarket.shop,eatalymarket.shop,104.21.24.3;172.67.214.193,resolved,accepted,1,0,False,default
di9rke.top,di9rke.top,137.220.136.99,resolved,accepted,1,0,False,default
sbi-secure-login.com,sbi-secure-login.com,,dns_error,rejected,1,0,False,default
manto90.store,manto90.store,64:ff9b::b99e:8501,resolved,accepted,1,0,False,default
traverseskier.com,traverseskier.com,64:ff9b::2ce3:41f5;64:ff9b::2ce3:4ca6,resolved,accepted,1,0,False,default
lfsidou.com,lfsidou.com,64:ff9b::2ce3:41f5;64:ff9b::2ce3:4ca6,resolved,accepted,1,0,False,default
digifant.network,digifant.network,,no_records,rejected,2,1,False,fallback
icici-bank-support.in,icici-bank-support.in,,dns_error,rejected,1,0,False,default
777gvipclub.com,777gvipclub.com,104.21.8.71;172.67.156.233;2606:4700:3031::6815:847;2606:4700:3034::ac43:9ce9,resolved,accepted,1,0,False,default
axisupi.com,axisupi.com,162.255.119.13;64:ff9b::a2ff:770d,resolved,accepted,1,0,False,default
ybiscom.fr,ybiscom.fr,2001:8d8:100f:f000::200;217.160.0.184,resolved,accepted,1,0,False,default
suaconsulta2026.online,suaconsulta2026.online,,dns_error,rejected,1,0,False,default
tayceculture.com,tayceculture.com,199.34.228.171;64:ff9b::c722:e4ab,resolved,accepted,1,0,False,default
hixemuzydo.pro,hixemuzydo.pro,104.21.26.150;172.67.136.135;2606:4700:3030::ac43:8887;2606:4700:3032::6815:1a96,resolved,accepted,1,0,False,default
dq67r.top,dq67r.top,103.249.108.10;154.215.0.123;202.79.172.240;64:ff9b::9ad7:7b;64:ff9b::ca4f:acf0;64:ff9b::ce77:bc2d,resolved,accepted,1,0,False,default
metaads.pro,metaads.pro,2.57.91.91;64:ff9b::239:5b5b,resolved,accepted,1,0,False,default
hgi5z6n1d.vip,hgi5z6n1d.vip,213.176.99.6;38.47.158.248;64:ff9b::262f:9ef8;64:ff9b::41b5:8748;64:ff9b::d5b0:6306;65.181.135.72,resolved,accepted,1,0,False,default
bogitekniikka.fi,bogitekniikka.fi,64:ff9b::55ea:f281;85.234.242.129,resolved,accepted,1,0,False,default
ofertaa643842315.sbs,ofertaa643842315.sbs,,resolver_error,rejected,2,1,False,fallback
ampmskincare.com,ampmskincare.com,13.248.169.48;64:ff9b::4cdf:3692;64:ff9b::df8:a930;76.223.54.146,resolved,accepted,1,0,False,default
commerium.co.uk,commerium.co.uk,185.158.133.1;64:ff9b::b99e:8501,resolved,accepted,1,0,False,default
outergood.ru,outergood.ru,104.21.80.179;172.67.152.182;2606:4700:3033::ac43:98b6;2606:4700:3034::6815:50b3,resolved,accepted,1,0,False,default
aetyk.cc,aetyk.cc,188.209.141.130;5.181.177.186;64:ff9b::5b5:b1ba;64:ff9b::5c70:7f89;64:ff9b::bcd1:8d82;92.112.127.137,resolved,accepted,1,0,False,default
perchproject.org,perchproject.org,24.144.83.45;64:ff9b::1890:532d,resolved,accepted,1,0,False,default
netsafe.ovh,netsafe.ovh,46.225.212.48;64:ff9b::2ee1:d430,resolved,accepted,1,0,False,default
crplasticos.com.br,crplasticos.com.br,104.16.36.105;104.16.42.105;104.19.240.93;104.19.241.93;64:ff9b::6810:2469;64:ff9b::6810:2a69;64:ff9b::6813:f05d;64:ff9b::6813:f15d,resolved,accepted,1,0,False,default
pnb-netbanking.net,pnb-netbanking.net,,dns_error,rejected,1,0,False,default
sbi.co.in.login.banking-services.net/234/redirect,sbi.co.in.login.banking-services.net,,dns_error,rejected,1,0,False,default
carelessvibe.com,carelessvibe.com,13.248.169.48;64:ff9b::4cdf:3692;64:ff9b::df8:a930;76.223.54.146,resolved,accepted,1,0,False,default
mis4624.cc,mis4624.cc,,no_records,rejected,1,0,False,default
connectionsarchive.net,connectionsarchive.net,104.21.88.162;172.67.186.9;2606:4700:3033::6815:58a2;2606:4700:3033::ac43:ba09,resolved,accepted,1,0,False,default
onl1nesbi.sbi/login,onl1nesbi.sbi,,dns_error,rejected,1,0,False,default
parquebatweania.com,parquebatweania.com,216.198.79.1;64.29.17.1;64:ff9b::401d:1101;64:ff9b::d8c6:4f01,resolved,accepted,1,0,False,default
e7v7c6y.com,e7v7c6y.com,104.18.36.110;172.64.151.146;2606:4700:9ae3:3eab:c2de:52a:5b4e:2995,resolved,accepted,1,0,False,default
thinkproguard.com,thinkproguard.com,104.21.27.112;172.67.169.35;2606:4700:3036::6815:1b70;2606:4700:3037::ac43:a923,resolved,accepted,1,0,False,default
pnblndia.bank.in,pnblndia.bank.in,,dns_error,rejected,1,0,False,default
greenbeangirltrainingtutoring.com,greenbeangirltrainingtutoring.com,64:ff9b::4cdf:71a1;76.223.113.161,resolved,accepted,1,0,False,default
twentysixer.ru,twentysixer.ru,185.20.46.254;64:ff9b::b914:2efe,resolved,accepted,1,0,False,default
jardines10.com,jardines10.com,15.197.148.33;3.33.130.190;64:ff9b::321:82be;64:ff9b::fc5:9421,resolved,accepted,1,0,False,default
americanexpress-reward00175.ink,americanexpress-reward00175.ink,34.106.190.115;64:ff9b::226a:be73,resolved,accepted,1,0,False,default
preprod-ucimtbworldseries.com,preprod-ucimtbworldseries.com,,no_records,rejected,1,0,False,default
essentialcleaningservicesusa.com,essentialcleaningservicesusa.com,2a02:4780:1f:85cd:d5dc:a421:90f5:b159;2a02:4780:3d:36a3:fe64:214c:fe43:9347;88.222.243.248;91.108.106.137,resolved,accepted,1,0,False,default
socioone.com,socioone.com,13.248.243.5;64:ff9b::4cdf:69e6;64:ff9b::df8:f305;76.223.105.230,resolved,accepted,1,0,False,default
accountauthenticate.com,accountauthenticate.com,,dns_error,rejected,1,0,False,default
annarbormarket.com,annarbormarket.com,64:ff9b::c631:1790;64:ff9b::c631:1791;64:ff9b::c6b9:9f90;64:ff9b::c6b9:9f91,resolved,accepted,1,0,False,default
fjudoeuskadi.eus,fjudoeuskadi.eus,64:ff9b::8600:fa4,resolved,accepted,1,0,False,default
thelocksmithcrew.com,thelocksmithcrew.com,216.150.1.1,resolved,accepted,2,1,True,fallback
bluewaterpoolsusa.com,bluewaterpoolsusa.com,15.197.148.33;3.33.130.190,resolved,accepted,2,1,True,fallback
fresna.online,fresna.online,2.57.91.91,resolved,accepted,2,1,True,fallback
wantianzf.com,wantianzf.com,104.21.37.76;172.67.205.227;2606:4700:3031::6815:254c;2606:4700:3033::ac43:cde3,resolved,accepted,2,1,True,fallback
lucilalehmann.com,lucilalehmann.com,,dns_error,rejected,2,1,False,fallback
easy-sponso.com,easy-sponso.com,195.154.224.71;195.154.234.75;2001:bc8:1203:215::4b;2001:bc8:702:70::47,resolved,accepted,2,1,True,fallback
icicibank.net/login,icicibank.net,13.127.144.160,resolved,accepted,2,1,True,fallback
emon793hoky.online,emon793hoky.online,104.21.56.131;172.67.151.102;2606:4700:3030::6815:3883;2606:4700:3030::ac43:9766,resolved,accepted,2,1,True,fallback
soilandturfconsulting.com,soilandturfconsulting.com,13.248.243.5;76.223.105.230,resolved,accepted,2,1,True,fallback
s-s-a.us,s-s-a.us,162.255.119.81,resolved,accepted,2,1,True,fallback
shelbyserves.com,shelbyserves.com,104.21.24.128;172.67.218.236;2606:4700:3030::6815:1880;2606:4700:3032::ac43:daec,resolved,accepted,2,1,True,fallback
graniteindustriesinc.com,graniteindustriesinc.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,2,1,True,fallback
abfquoelx.com,abfquoelx.com,,resolver_error,rejected,2,1,False,fallback
charmenowho.shop,charmenowho.shop,,no_records,rejected,2,1,False,fallback
o3zxth.top,o3zxth.top,137.220.136.99,resolved,accepted,2,1,True,fallback
secure-login.com,secure-login.com,,no_records,rejected,1,0,False,default
scarpe-it.ru,scarpe-it.ru,104.21.63.33;172.67.169.110;2606:4700:3036::ac43:a96e;2606:4700:3037::6815:3f21,resolved,accepted,1,0,False,default
quadbottles.store,quadbottles.store,15.197.148.33;3.33.130.190;64:ff9b::321:82be;64:ff9b::fc5:9421,resolved,accepted,1,0,False,default
jlchuhai.com,jlchuhai.com,,no_records,rejected,1,0,False,default
airtel-merchants.club,airtel-merchants.club,,no_records,rejected,1,0,False,default
landscapebyvera.com,landscapebyvera.com,192.64.119.228;64:ff9b::c040:77e4,resolved,accepted,1,0,False,default
ibramep.com,ibramep.com,162.240.81.81;64:ff9b::a2f0:5151,resolved,accepted,1,0,False,default
inesceramica.pt,inesceramica.pt,13.215.239.219;52.74.6.109;64:ff9b::344a:66d;64:ff9b::dd7:efdb,resolved,accepted,1,0,False,default
phoenixwanderlust.in,phoenixwanderlust.in,2.57.91.91;64:ff9b::239:5b5b,resolved,accepted,1,0,False,default
airtele.xyz,airtele.xyz,172.233.219.123;172.233.219.49;172.233.219.78;172.237.146.25;172.237.146.38;172.237.146.8;64:ff9b::ace9:db31;64:ff9b::ace9:db4e;64:ff9b::ace9:db7b;64:ff9b::aced:9208;64:ff9b::aced:9219;64:ff9b::aced:9226,resolved,accepted,1,0,False,default
snowtime.shop,snowtime.shop,13.248.243.5;64:ff9b::4cdf:69e6;64:ff9b::df8:f305;76.223.105.230,resolved,accepted,1,0,False,default
onlinesbi.sbi.update-rewards.xyz,onlinesbi.sbi.update-rewards.xyz,,dns_error,rejected,1,0,False,default
surpriseoflifellc.com,surpriseoflifellc.com,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
barbara-michelle.com,barbara-michelle.com,199.15.163.139;64:ff9b::c70f:a38b,resolved,accepted,1,0,False,default
doggiemax.com,doggiemax.com,15.197.148.33;3.33.130.190;64:ff9b::321:82be;64:ff9b::fc5:9421,resolved,accepted,1,0,False,default
cppcccare.com,cppcccare.com,,dns_error,rejected,1,0,False,default
wfbmus.org,wfbmus.org,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
786786786786.com,786786786786.com,,no_records,rejected,1,0,False,default
5ggnp.buzz,5ggnp.buzz,54.215.31.113;64:ff9b::36d7:1f71,resolved,accepted,1,0,False,default
hysefo.com,hysefo.com,52.20.84.62;64:ff9b::3414:543e,resolved,accepted,1,0,False,default
rush-bodyplan.homes,rush-bodyplan.homes,104.21.4.28;172.67.131.149;2606:4700:3033::6815:41c;2606:4700:3034::ac43:8395,resolved,accepted,1,0,False,default
nmjiaojinginc.shop,nmjiaojinginc.shop,176.123.2.53;64:ff9b::b07b:235,resolved,accepted,1,0,False,default
pornmega18.xyz,pornmega18.xyz,,resolver_error,rejected,2,1,False,fallback
dikagegrid.click,dikagegrid.click,104.21.94.220;172.67.140.138;2606:4700:3033::6815:5edc;2606:4700:3035::ac43:8c8a,resolved,accepted,1,0,False,default
zentozavoveltopentolaxinilo.click,zentozavoveltopentolaxinilo.click,195.74.90.249;2a0f:e1c0:37a:6a3::1,resolved,accepted,1,0,False,default
dynamicdigitalmastery.com,dynamicdigitalmastery.com,162.159.140.166;64:ff9b::a29f:8ca6,resolved,accepted,1,0,False,default
oliveandjunes.store,oliveandjunes.store,198.144.158.34;64:ff9b::c690:9e22,resolved,accepted,1,0,False,default
sbireward.com,sbireward.com,,dns_error,rejected,1,0,False,default
reward-expiry.com,reward-expiry.com,,dns_error,rejected,1,0,False,default
swiftdrops.store,swiftdrops.store,2620:127:f00f:5::,resolved,accepted,1,0,False,default
exerciseok.com,exerciseok.com,64:ff9b::3414:543e,resolved,accepted,1,0,False,default
permabrows.us,permabrows.us,13.248.243.5;64:ff9b::4cdf:69e6;64:ff9b::df8:f305;76.223.105.230,resolved,accepted,1,0,False,default
aifinance.global,aifinance.global,2606:4700:3037::6815:2795;2606:4700:3037::ac43:aad2,resolved,accepted,1,0,False,default
logrenuunics.com,logrenuunics.com,,no_records,rejected,2,1,False,fallback
lesfermesdespoir.fr,lesfermesdespoir.fr,2606:4700:3034::6815:4cd3;2606:4700:3037::ac43:c93d,resolved,accepted,1,0,False,default
f1blue.com,f1blue.com,,timeout,rejected,2,1,False,fallback
penn-hpp.com,penn-hpp.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145;64:ff9b::c631:1790;64:ff9b::c631:1791;64:ff9b::c6b9:9f90;64:ff9b::c6b9:9f91,resolved,accepted,1,0,False,default
flydownloads.space,flydownloads.space,104.21.62.93;172.67.222.115,resolved,accepted,1,0,False,default
jicm0yo.vip,jicm0yo.vip,,no_records,rejected,1,0,False,default
ventajp.com,ventajp.com,52.223.13.41;64:ff9b::34df:d29,resolved,accepted,1,0,False,default
chargemoment.com,chargemoment.com,64:ff9b::2ce3:41f5;64:ff9b::2ce3:4ca6,resolved,accepted,1,0,False,default
ub-futas.hu,ub-futas.hu,64:ff9b::5be3:8b29;91.227.139.41,resolved,accepted,1,0,False,default
tonerrefillstoreho.shop,tonerrefillstoreho.shop,,no_records,rejected,1,0,False,default
roblox303.store,roblox303.store,104.21.49.144;172.67.163.169,resolved,accepted,1,0,False,default
piezosistem.com,piezosistem.com,62.149.189.55;64:ff9b::3e95:bd37,resolved,accepted,1,0,False,default
creationorder.net,creationorder.net,34.216.117.25;54.149.79.189,resolved,accepted,1,0,False,default
anptght-jp.com,anptght-jp.com,2606:4700:3030::ac43:9094;2606:4700:3033::6815:276f,resolved,accepted,1,0,False,default
n6k6jqg8.top,n6k6jqg8.top,,no_records,rejected,1,0,False,default
nevermindmedia.ch,nevermindmedia.ch,2.57.91.91,resolved,accepted,2,1,True,fallback
ivqojlz1513.top,ivqojlz1513.top,162.209.131.211;162.209.131.212;172.247.188.114;172.247.188.115;172.247.188.116,resolved,accepted,2,1,True,fallback
71042.vip,71042.vip,35.201.247.249,resolved,accepted,1,0,False,default
cifibiu.pro,cifibiu.pro,104.21.50.9;172.67.198.181,resolved,accepted,1,0,False,default
hollandgroupandassociates.com,hollandgroupandassociates.com,13.248.243.5;64:ff9b::4cdf:69e6;64:ff9b::df8:f305;76.223.105.230,resolved,accepted,1,0,False,default
uidaiaadhardownload.com,uidaiaadhardownload.com,88.222.243.229;91.108.106.171,resolved,accepted,1,0,False,default
519zx.top,519zx.top,103.43.9.220;103.43.9.254;134.122.188.80;154.12.93.106;154.12.93.60;20.187.190.42;20.205.18.210;20.210.194.178;20.239.117.127;20.243.153.23;4.144.3.15,resolved,accepted,1,0,False,default
itplayegypt.win,itplayegypt.win,104.21.96.55;172.67.173.74;2606:4700:3033::6815:6037;2606:4700:3033::ac43:ad4a,resolved,accepted,2,1,True,fallback
domain,domain,,dns_error,rejected,2,1,False,fallback
secure-kyc.com,secure-kyc.com,152.42.254.218,resolved,accepted,2,1,True,fallback
saudenervocuremax.shop,saudenervocuremax.shop,2a02:4780:84:7d93:36ae:6ce0:f66e:842d;2a02:4780:84:d390:4ab1:a30e:4a55:1da5;84.32.84.49;88.222.222.63,resolved,accepted,2,1,True,fallback
zh-ptgaming.com,zh-ptgaming.com,107.151.100.106,resolved,accepted,2,1,True,fallback
kirin77.site,kirin77.site,104.21.45.59;172.67.210.106;2606:4700:3030::6815:2d3b;2606:4700:3033::ac43:d26a,resolved,accepted,2,1,True,fallback
paarivahan.com,paarivahan.com,,dns_error,rejected,2,1,False,fallback
learningonly.store,learningonly.store,64.190.63.222,resolved,accepted,2,1,True,fallback
beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,104.21.74.23;172.67.153.109;2606:4700:3032::6815:4a17;2606:4700:3035::ac43:996d,resolved,accepted,2,1,True,fallback
icic-bank.com,icic-bank.com,,dns_error,rejected,2,1,False,fallback
clayhole.click,clayhole.click,104.21.42.28;172.67.199.68;2606:4700:3031::ac43:c744;2606:4700:3035::6815:2a1c,resolved,accepted,2,1,True,fallback
djgekcf.icu,djgekcf.icu,47.239.92.193,resolved,accepted,2,1,True,fallback
thirdshelterpress.com,thirdshelterpress.com,15.197.148.33;3.33.130.190,resolved,accepted,2,1,True,fallback
thepatoolkit.com,thepatoolkit.com,15.197.148.33;3.33.130.190,resolved,accepted,2,1,True,fallback
jiaotongzd.com,jiaotongzd.com,104.21.8.106;172.67.157.76;2606:4700:3030::ac43:9d4c;2606:4700:3035::6815:86a,resolved,accepted,2,1,True,fallback
ezbrd.co,ezbrd.co,161.248.15.39,resolved,accepted,2,1,True,fallback
navaitour.online,navaitour.online,95.163.244.138,resolved,accepted,2,1,True,fallback
moisesdevweb.com,moisesdevweb.com,216.198.79.65;64.29.17.65,resolved,accepted,2,1,True,fallback
suesholidayhub.com,suesholidayhub.com,2.57.91.91,resolved,accepted,2,1,True,fallback
exodusbrk.com,exodusbrk.com,185.151.30.152;2a07:7800::152,resolved,accepted,2,1,True,fallback
tredmind.com,tredmind.com,104.21.51.238;172.67.191.181;2606:4700:3033::6815:33ee;2606:4700:3035::ac43:bfb5,resolved,accepted,2,1,True,fallback
tutu-and-tiaras.com,tutu-and-tiaras.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
gothamfinn.co,gothamfinn.co,104.21.84.162;172.67.195.58;2606:4700:3031::ac43:c33a;2606:4700:3032::6815:54a2,resolved,accepted,2,1,True,fallback
vertexapexgroupoptimalprocess.blog,vertexapexgroupoptimalprocess.blog,162.255.119.169,resolved,accepted,2,1,True,fallback
joel-angelina-wedding.com,joel-angelina-wedding.com,216.198.79.1,resolved,accepted,2,1,True,fallback
hraihpsa.ca,hraihpsa.ca,160.153.0.159,resolved,accepted,2,1,True,fallback
8eight.com.tw,8eight.com.tw,15.197.148.33;3.33.130.190,resolved,accepted,2,1,True,fallback
freedomroadfinancialdealerhub.com,freedomroadfinancialdealerhub.com,208.91.197.27,resolved,accepted,2,1,True,fallback
bramclaw.my.id,bramclaw.my.id,34.124.245.24,resolved,accepted,2,1,True,fallback
pumirpkin.live,pumirpkin.live,104.17.232.29,resolved,accepted,2,1,True,fallback
allsetfacilitygroup.com,allsetfacilitygroup.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,2,1,True,fallback
soyprotagonistafinanciero.com,soyprotagonistafinanciero.com,216.24.57.1,resolved,accepted,2,1,True,fallback
discretion.shop,discretion.shop,13.248.169.48;76.223.54.146,resolved,accepted,2,1,True,fallback
ank2014.biz,ank2014.biz,199.15.163.139,resolved,accepted,2,1,True,fallback
verify-kyc.com,verify-kyc.com,104.21.40.170;172.67.155.21;2606:4700:3033::6815:28aa;2606:4700:3033::ac43:9b15,resolved,accepted,2,1,True,fallback
abx5n1n7.cc,abx5n1n7.cc,64:ff9b::2be5:7063,resolved,accepted,1,0,False,default
bit.ly,bit.ly,64:ff9b::43c7:f80a;64:ff9b::43c7:f80b,resolved,accepted,1,0,False,default
ncbackyardbouncers.com,ncbackyardbouncers.com,64:ff9b::42df:3159;66.223.49.89,resolved,accepted,1,0,False,default
calmplatewindow.club,calmplatewindow.club,104.21.15.139;172.67.162.172;2606:4700:3037::6815:f8b;2606:4700:3037::ac43:a2ac,resolved,accepted,1,0,False,default
app-mkwangzhi.com,app-mkwangzhi.com,168.76.85.75;64:ff9b::a84c:554b,resolved,accepted,1,0,False,default
beatyourbuddies.online,beatyourbuddies.online,104.21.38.188;172.67.137.95;2606:4700:3033::ac43:895f;2606:4700:3034::6815:26bc,resolved,accepted,1,0,False,default
brandmappr.com,brandmappr.com,192.64.119.32;64:ff9b::c040:7720,resolved,accepted,1,0,False,default
8740i4ji8ki.shop,8740i4ji8ki.shop,,no_records,rejected,2,1,False,fallback
