target_url,hostname,resolved_ips,dns_status,decision,attempts,retry_count,retry_success,resolver_profile
prototanya.org,prototanya.org,104.21.66.248;172.67.166.137;2606:4700:3033::ac43:a689;2606:4700:3037::6815:42f8,resolved,accepted,1,0,False,default
rjpnbv.com,rjpnbv.com,,no_records,rejected,1,0,False,default
socioone.com,socioone.com,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
tutu-and-tiaras.com,tutu-and-tiaras.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
calmplatewindow.club,calmplatewindow.club,104.21.15.139;172.67.162.172;2606:4700:3037::6815:f8b;2606:4700:3037::ac43:a2ac,resolved,accepted,1,0,False,default
cppcccare.com,cppcccare.com,,dns_error,rejected,1,0,False,default
permabrows.us,permabrows.us,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
777gvipclub.com,777gvipclub.com,104.21.8.71;172.67.156.233;2606:4700:3031::6815:847;2606:4700:3034::ac43:9ce9,resolved,accepted,1,0,False,default
update-account.online,update-account.online,,dns_error,rejected,1,0,False,default
paarivahan.com,paarivahan.com,,dns_error,rejected,1,0,False,default
elit-stomatolog.ru,elit-stomatolog.ru,104.21.69.218;172.67.213.128,resolved,accepted,1,0,False,default
786786786786.com,786786786786.com,,no_records,rejected,1,0,False,default
globalbookpublication.com,globalbookpublication.com,147.79.69.160;2a02:4780:20:38e3:64c7:ad43:faf4:f1;2a02:4780:3d:c349:e0:425b:4d87:1170;93.127.173.105,resolved,accepted,1,0,False,default
secure-login.com,secure-login.com,,no_records,rejected,1,0,False,default
manto90.store,manto90.store,185.158.133.1,resolved,accepted,1,0,False,default
my-auth23948.com,my-auth23948.com,179.43.172.199,resolved,accepted,1,0,False,default
onl1nesbi.sbi/login,onl1nesbi.sbi,,dns_error,rejected,1,0,False,default
pornxmodel.click,pornxmodel.click,,resolver_error,rejected,2,1,False,fallback
onlinesbi.sbi.update-rewards.xyz,onlinesbi.sbi.update-rewards.xyz,,dns_error,rejected,1,0,False,default
bogitekniikka.fi,bogitekniikka.fi,85.234.242.129,resolved,accepted,1,0,False,default
edugig.xyz,edugig.xyz,216.150.1.1;216.150.16.193,resolved,accepted,1,0,False,default
wantianzf.com,wantianzf.com,104.21.37.76;172.67.205.227;2606:4700:3031::6815:254c;2606:4700:3033::ac43:cde3,resolved,accepted,1,0,False,default
pumirpkin.live,pumirpkin.live,104.17.232.29,resolved,accepted,1,0,False,default
avbyfpho.shop,avbyfpho.shop,,no_records,rejected,1,0,False,default
barbara-michelle.com,barbara-michelle.com,199.15.163.139,resolved,accepted,1,0,False,default
intelectusai.com,intelectusai.com,,no_records,rejected,1,0,False,default
eeeey.cc,eeeey.cc,154.26.247.133,resolved,accepted,1,0,False,default
di9rke.top,di9rke.top,137.220.136.99,resolved,accepted,1,0,False,default
rush-bodyplan.homes,rush-bodyplan.homes,104.21.4.28;172.67.131.149;2606:4700:3033::6815:41c;2606:4700:3034::ac43:8395,resolved,accepted,1,0,False,default
cifibiu.pro,cifibiu.pro,104.21.50.9;172.67.198.181;2606:4700:3032::ac43:c6b5;2606:4700:3034::6815:3209,resolved,accepted,1,0,False,default
domain,domain,,dns_error,rejected,1,0,False,default
94498.qpon,94498.qpon,,no_records,rejected,1,0,False,default
wintergroupsecurity.com,wintergroupsecurity.com,192.64.119.43,resolved,accepted,1,0,False,default
unqvrhr60.shop,unqvrhr60.shop,,no_records,rejected,1,0,False,default
root-ro.info,root-ro.info,198.199.71.136,resolved,accepted,1,0,False,default
tutera.ru,tutera.ru,72.56.4.24,resolved,accepted,1,0,False,default
crplasticos.com.br,crplasticos.com.br,104.16.36.105;104.16.42.105;104.19.240.93;104.19.241.93,resolved,accepted,1,0,False,default
tonerrefillstoreho.shop,tonerrefillstoreho.shop,,no_records,rejected,1,0,False,default
anptght-jp.com,anptght-jp.com,104.21.39.111;172.67.144.148;2606:4700:3030::ac43:9094;2606:4700:3033::6815:276f,resolved,accepted,1,0,False,default
pnblndia.in,pnblndia.in,,dns_error,rejected,1,0,False,default
suesholidayhub.com,suesholidayhub.com,2.57.91.91,resolved,accepted,1,0,False,default
clayhole.click,clayhole.click,104.21.42.28;172.67.199.68;2606:4700:3031::ac43:c744;2606:4700:3035::6815:2a1c,resolved,accepted,1,0,False,default
pulsefck.store,pulsefck.store,2607:f1c0:100f:f000::200;74.208.236.228,resolved,accepted,1,0,False,default
tnkproject.com,tnkproject.com,216.198.79.1;64.29.17.1,resolved,accepted,1,0,False,default
vertexapexgroupoptimalprocess.blog,vertexapexgroupoptimalprocess.blog,162.255.119.169,resolved,accepted,1,0,False,default
thelocksmithcrew.com,thelocksmithcrew.com,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
s-s-a.us,s-s-a.us,162.255.119.81,resolved,accepted,1,0,False,default
itplayegypt.win,itplayegypt.win,104.21.96.55;172.67.173.74;2606:4700:3033::6815:6037;2606:4700:3033::ac43:ad4a,resolved,accepted,1,0,False,default
jiaotongzd.com,jiaotongzd.com,104.21.8.106;172.67.157.76;2606:4700:3030::ac43:9d4c;2606:4700:3035::6815:86a,resolved,accepted,1,0,False,default
pnb-india.in,pnb-india.in,,resolver_error,rejected,2,1,False,fallback
bexarcasino.space,bexarcasino.space,104.21.43.14;172.67.215.214;2606:4700:3033::6815:2b0e;2606:4700:3037::ac43:d7d6,resolved,accepted,1,0,False,default
allsetfacilitygroup.com,allsetfacilitygroup.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,1,0,False,default
logrenuunics.com,logrenuunics.com,,no_records,rejected,2,1,False,fallback
8740i4ji8ki.shop,8740i4ji8ki.shop,,no_records,rejected,1,0,False,default
e7v7c6y.com,e7v7c6y.com,104.18.36.110;172.64.151.146;2606:4700:4403::ac40:9792;2606:4700:4408::6812:246e,resolved,accepted,1,0,False,default
bramclaw.my.id,bramclaw.my.id,34.124.245.24,resolved,accepted,1,0,False,default
connect2people360x.info,connect2people360x.info,104.21.21.88;172.67.197.82;2606:4700:3030::ac43:c552;2606:4700:3032::6815:1558,resolved,accepted,1,0,False,default
ivqojlz1513.top,ivqojlz1513.top,162.209.131.211;162.209.131.212;172.247.188.114;172.247.188.115;172.247.188.116,resolved,accepted,1,0,False,default
syxtherocrex.world,syxtherocrex.world,104.21.12.39;172.67.151.133;2606:4700:3032::ac43:9785;2606:4700:3034::6815:c27,resolved,accepted,1,0,False,default
kycedeoni.autos,kycedeoni.autos,104.21.10.195;172.67.190.210;2606:4700:3030::ac43:bed2;2606:4700:3037::6815:ac3,resolved,accepted,1,0,False,default
digifant.network,digifant.network,,no_records,rejected,1,0,False,default
verify-kyc.com,verify-kyc.com,104.21.40.170;172.67.155.21;2606:4700:3033::6815:28aa;2606:4700:3033::ac43:9b15,resolved,accepted,1,0,False,default
sweetcookii.com,sweetcookii.com,13.215.239.219;2406:da18:b3d:e201::258;2406:da18:b3d:e201::259;52.74.6.109,resolved,accepted,1,0,False,default
lesfermesdespoir.fr,lesfermesdespoir.fr,104.21.76.211;172.67.201.61;2606:4700:3034::6815:4cd3;2606:4700:3037::ac43:c93d,resolved,accepted,1,0,False,default
ofertaa643842315.sbs,ofertaa643842315.sbs,,resolver_error,rejected,2,1,False,fallback
jardines10.com,jardines10.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
wildlayers.com,wildlayers.com,66.235.200.146,resolved,accepted,1,0,False,default
traverseskier.com,traverseskier.com,44.227.65.245;44.227.76.166,resolved,accepted,1,0,False,default
kirin77.site,kirin77.site,104.21.45.59;172.67.210.106;2606:4700:3030::6815:2d3b;2606:4700:3033::ac43:d26a,resolved,accepted,1,0,False,default
doggiemax.com,doggiemax.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
app-mkwangzhi.com,app-mkwangzhi.com,,no_records,rejected,1,0,False,default
hysefo.com,hysefo.com,52.20.84.62,resolved,accepted,1,0,False,default
zh-ptgaming.com,zh-ptgaming.com,107.151.100.106,resolved,accepted,1,0,False,default
beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,104.21.74.23;172.67.153.109;2606:4700:3032::6815:4a17;2606:4700:3035::ac43:996d,resolved,accepted,1,0,False,default
secure-kyc.com,secure-kyc.com,152.42.254.218,resolved,accepted,1,0,False,default
twentysixer.ru,twentysixer.ru,185.20.46.254,resolved,accepted,1,0,False,default
shaart.com,shaart.com,64.190.63.222,resolved,accepted,1,0,False,default
5500betsk.com,5500betsk.com,104.21.39.157;172.67.146.184;2606:4700:3030::6815:279d;2606:4700:3037::ac43:92b8,resolved,accepted,1,0,False,default
hgi5z6n1d.vip,hgi5z6n1d.vip,213.176.99.6;38.47.158.248;65.181.135.72,resolved,accepted,1,0,False,default
chargemoment.com,chargemoment.com,44.227.65.245;44.227.76.166,resolved,accepted,1,0,False,default
exodusbrk.com,exodusbrk.com,185.151.30.152;2a07:7800::152,resolved,accepted,1,0,False,default
8eight.com.tw,8eight.com.tw,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
discretion.shop,discretion.shop,13.248.169.48;76.223.54.146,resolved,accepted,1,0,False,default
lml2vipaff05.cc,lml2vipaff05.cc,104.21.54.52;172.67.223.217;2606:4700:3031::ac43:dfd9;2606:4700:3034::6815:3634,resolved,accepted,1,0,False,default
tredmind.com,tredmind.com,104.21.51.238;172.67.191.181;2606:4700:3033::6815:33ee;2606:4700:3035::ac43:bfb5,resolved,accepted,1,0,False,default
piezosistem.com,piezosistem.com,62.149.189.55,resolved,accepted,1,0,False,default
scarpe-it.ru,scarpe-it.ru,104.21.63.33;172.67.169.110;2606:4700:3036::ac43:a96e;2606:4700:3037::6815:3f21,resolved,accepted,1,0,False,default
djgekcf.icu,djgekcf.icu,47.239.92.193,resolved,accepted,1,0,False,default
oliveandjunes.store,oliveandjunes.store,198.144.158.34,resolved,accepted,1,0,False,default
ybiscom.fr,ybiscom.fr,2001:8d8:100f:f000::200;217.160.0.184,resolved,accepted,1,0,False,default
americanexpress-reward00175.ink,americanexpress-reward00175.ink,34.106.190.115,resolved,accepted,1,0,False,default
hixemuzydo.pro,hixemuzydo.pro,104.21.26.150;172.67.136.135;2606:4700:3030::ac43:8887;2606:4700:3032::6815:1a96,resolved,accepted,1,0,False,default
pnblndia-app.in,pnblndia-app.in,,dns_error,rejected,1,0,False,default
ibramep.com,ibramep.com,162.240.81.81,resolved,accepted,1,0,False,default
alyxara.com,alyxara.com,2.57.91.91,resolved,accepted,1,0,False,default
quadbottles.store,quadbottles.store,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
5ggnp.buzz,5ggnp.buzz,54.215.31.113,resolved,accepted,1,0,False,default
thirdshelterpress.com,thirdshelterpress.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
daisyfrost.com,daisyfrost.com,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
zrsanalyst.com,zrsanalyst.com,216.150.1.1,resolved,accepted,1,0,False,default
hollandgroupandassociates.com,hollandgroupandassociates.com,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
easy-sponso.com,easy-sponso.com,195.154.224.71;195.154.234.75;2001:bc8:1203:215::4b;2001:bc8:702:70::47,resolved,accepted,1,0,False,default
soyprotagonistafinanciero.com,soyprotagonistafinanciero.com,216.24.57.1,resolved,accepted,1,0,False,default
vipslot.casino,vipslot.casino,104.21.38.249;172.67.168.217;2606:4700:3031::6815:26f9;2606:4700:3032::ac43:a8d9,resolved,accepted,1,0,False,default
o3zxth.top,o3zxth.top,137.220.136.99,resolved,accepted,1,0,False,default
commerium.co.uk,commerium.co.uk,185.158.133.1,resolved,accepted,1,0,False,default
hometownsewickley.com,hometownsewickley.com,23.227.38.73;2620:127:f00f:d::,resolved,accepted,1,0,False,default
roblox303.store,roblox303.store,104.21.49.144;172.67.163.169;2606:4700:3032::6815:3190;2606:4700:3033::ac43:a3a9,resolved,accepted,1,0,False,default
ub-futas.hu,ub-futas.hu,91.227.139.41,resolved,accepted,1,0,False,default
airtele.xyz,airtele.xyz,,timeout,rejected,2,1,False,fallback
dynamicdigitalmastery.com,dynamicdigitalmastery.com,162.159.140.166,resolved,accepted,1,0,False,default
creationorder.net,creationorder.net,34.216.117.25;54.149.79.189,resolved,accepted,1,0,False,default
ank2014.biz,ank2014.biz,199.15.163.139,resolved,accepted,1,0,False,default
saudenervocuremax.shop,saudenervocuremax.shop,2a02:4780:20:aa9f:fd1b:8bbf:6d9f:bf41;2a02:4780:3d:5dc8:4953:b7:46c8:bdd4;88.222.243.6;91.108.106.100,resolved,accepted,1,0,False,default
sportrade.blog,sportrade.blog,104.21.49.121;172.67.162.124;2606:4700:3031::ac43:a27c;2606:4700:3033::6815:3179,resolved,accepted,1,0,False,default
moisesdevweb.com,moisesdevweb.com,216.198.79.65;64.29.17.65,resolved,accepted,1,0,False,default
snackduel.com,snackduel.com,,no_records,rejected,1,0,False,default
charmenowho.shop,charmenowho.shop,,no_records,rejected,1,0,False,default
thepatoolkit.com,thepatoolkit.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
phoenixwanderlust.in,phoenixwanderlust.in,2.57.91.91,resolved,accepted,1,0,False,default
tayceculture.com,tayceculture.com,199.34.228.171,resolved,accepted,1,0,False,default
pnb-netbanking.net,pnb-netbanking.net,,dns_error,rejected,1,0,False,default
jlchuhai.com,jlchuhai.com,,no_records,rejected,1,0,False,default
hraihpsa.ca,hraihpsa.ca,160.153.0.159,resolved,accepted,1,0,False,default
bluewaterpoolsusa.com,bluewaterpoolsusa.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
aetyk.cc,aetyk.cc,188.209.141.130;5.181.177.186;92.112.127.137,resolved,accepted,1,0,False,default
sbireward.com,sbireward.com,,dns_error,rejected,1,0,False,default
fjudoeuskadi.eus,fjudoeuskadi.eus,134.0.15.164,resolved,accepted,1,0,False,default
beatyourbuddies.online,beatyourbuddies.online,104.21.38.188;172.67.137.95;2606:4700:3033::ac43:895f;2606:4700:3034::6815:26bc,resolved,accepted,1,0,False,default
parquebatweania.com,parquebatweania.com,216.198.79.65;64.29.17.65,resolved,accepted,1,0,False,default
brandmappr.com,brandmappr.com,192.64.119.32,resolved,accepted,1,0,False,default
bazarcentofiori.com,bazarcentofiori.com,52.223.13.41,resolved,accepted,1,0,False,default
dq67r.top,dq67r.top,103.249.108.10;206.119.188.45;206.119.188.48,resolved,accepted,1,0,False,default
joel-angelina-wedding.com,joel-angelina-wedding.com,216.198.79.1,resolved,accepted,1,0,False,default
carelessvibe.com,carelessvibe.com,13.248.169.48;76.223.54.146,resolved,accepted,1,0,False,default
mediavision.store,mediavision.store,13.248.169.48;76.223.54.146,resolved,accepted,1,0,False,default
anxunh.top,anxunh.top,,no_records,rejected,1,0,False,default
accountauthenticate.com,accountauthenticate.com,,dns_error,rejected,1,0,False,default
inwestonauci.pl,inwestonauci.pl,2001:4860:4802:32::15;2001:4860:4802:34::15;2001:4860:4802:36::15;2001:4860:4802:38::15;216.239.32.21;216.239.34.21;216.239.36.21;216.239.38.21,resolved,accepted,1,0,False,default
thinkproguard.com,thinkproguard.com,104.21.27.112;172.67.169.35;2606:4700:3036::6815:1b70;2606:4700:3037::ac43:a923,resolved,accepted,1,0,False,default
flydownloads.space,flydownloads.space,104.21.62.93;172.67.222.115;2606:4700:3032::6815:3e5d;2606:4700:3037::ac43:de73,resolved,accepted,1,0,False,default
inesceramica.pt,inesceramica.pt,13.215.239.219;52.74.6.109,resolved,accepted,1,0,False,default
laoshuanliagou.bond,laoshuanliagou.bond,104.21.58.211;172.67.207.180;2606:4700:3031::ac43:cfb4;2606:4700:3034::6815:3ad3,resolved,accepted,1,0,False,default
fresna.online,fresna.online,2.57.91.91,resolved,accepted,1,0,False,default
f1blue.com,f1blue.com,,timeout,rejected,2,1,False,fallback
tuterrenoenchile.cl,tuterrenoenchile.cl,75.119.200.26,resolved,accepted,1,0,False,default
icic-bank.com,icic-bank.com,,dns_error,rejected,1,0,False,default
airtel-merchants.club,airtel-merchants.club,184.168.99.100,resolved,accepted,1,0,False,default
outergood.ru,outergood.ru,104.21.80.179;172.67.152.182;2606:4700:3033::ac43:98b6;2606:4700:3034::6815:50b3,resolved,accepted,1,0,False,default
abfquoelx.com,abfquoelx.com,,timeout,rejected,2,1,False,fallback
yktdeo.com,yktdeo.com,104.21.92.135;172.67.194.133;2606:4700:3033::ac43:c285;2606:4700:3036::6815:5c87,resolved,accepted,1,0,False,default
ampmskincare.com,ampmskincare.com,13.248.169.48;76.223.54.146,resolved,accepted,1,0,False,default
soilandturfconsulting.com,soilandturfconsulting.com,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
suaconsulta2026.online,suaconsulta2026.online,,dns_error,rejected,1,0,False,default
reward-expiry.com,reward-expiry.com,,dns_error,rejected,1,0,False,default
outlandscodex.ai,outlandscodex.ai,132.148.180.251,resolved,accepted,1,0,False,default
pornmega18.xyz,pornmega18.xyz,,timeout,rejected,2,1,False,fallback
wfbmus.org,wfbmus.org,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
icici-bank-support.in,icici-bank-support.in,,dns_error,rejected,1,0,False,default
netsafe.ovh,netsafe.ovh,46.225.212.48,resolved,accepted,1,0,False,default
connectionsarchive.net,connectionsarchive.net,104.21.88.162;172.67.186.9;2606:4700:3033::6815:58a2;2606:4700:3033::ac43:ba09,resolved,accepted,1,0,False,default
creditrepair-help.com,creditrepair-help.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
zentozavoveltopentolaxinilo.click,zentozavoveltopentolaxinilo.click,195.74.90.249;2a0f:e1c0:37a:6a3::1,resolved,accepted,1,0,False,default
axisupi.com,axisupi.com,162.255.119.13,resolved,accepted,1,0,False,default
71042.vip,71042.vip,35.243.70.73,resolved,accepted,1,0,False,default
mikogpt.ru,mikogpt.ru,194.67.88.118,resolved,accepted,1,0,False,default
freedomroadfinancialdealerhub.com,freedomroadfinancialdealerhub.com,208.91.197.27,resolved,accepted,1,0,False,default
shelbyserves.com,shelbyserves.com,104.21.24.128;172.67.218.236;2606:4700:3030::6815:1880;2606:4700:3032::ac43:daec,resolved,accepted,1,0,False,default
exerciseok.com,exerciseok.com,52.20.84.62,resolved,accepted,1,0,False,default
brierleysovereigngroup.info,brierleysovereigngroup.info,2001:8d8:100f:f000::200;217.160.0.80,resolved,accepted,1,0,False,default
surpriseoflifellc.com,surpriseoflifellc.com,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
dikagegrid.click,dikagegrid.click,104.21.94.220;172.67.140.138;2606:4700:3033::6815:5edc;2606:4700:3035::ac43:8c8a,resolved,accepted,1,0,False,default
lucilalehmann.com,lucilalehmann.com,,dns_error,rejected,1,0,False,default
gothamfinn.co,gothamfinn.co,104.21.84.162;172.67.195.58;2606:4700:3031::ac43:c33a;2606:4700:3032::6815:54a2,resolved,accepted,1,0,False,default
conciergerie-niort.fr,conciergerie-niort.fr,2a02:4780:1f:3531:dd68:172b:d492:f9e1;2a02:4780:3d:cf59:d3:a6c9:44ca:91b6;91.108.106.189;93.127.173.11,resolved,accepted,1,0,False,default
penn-hpp.com,penn-hpp.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,1,0,False,default
essentialcleaningservicesusa.com,essentialcleaningservicesusa.com,147.79.69.198;2a02:4780:3c:174a:8970:3020:1780:9152;2a02:4780:3d:b2ef:8c0f:5c1c:f92c:e05a;88.222.243.231,resolved,accepted,1,0,False,default
icicibank.net/login,icicibank.net,13.127.144.160,resolved,accepted,1,0,False,default
pnbindia-kyd.com,pnbindia-kyd.com,,dns_error,rejected,1,0,False,default
sbi.co.in.login.banking-services.net/234/redirect,sbi.co.in.login.banking-services.net,,dns_error,rejected,1,0,False,default
yataganharem5.click,yataganharem5.click,104.21.34.199;172.67.164.121;2606:4700:3035::6815:22c7;2606:4700:3035::ac43:a479,resolved,accepted,1,0,False,default
abx5n1n7.cc,abx5n1n7.cc,43.229.112.99,resolved,accepted,1,0,False,default
greenbeangirltrainingtutoring.com,greenbeangirltrainingtutoring.com,76.223.113.161,resolved,accepted,1,0,False,default
perchproject.org,perchproject.org,24.144.83.45,resolved,accepted,1,0,False,default
bit.ly,bit.ly,67.199.248.10;67.199.248.11,resolved,accepted,1,0,False,default
mis4624.cc,mis4624.cc,,no_records,rejected,1,0,False,default
airtell.ai,airtell.ai,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
learningonly.store,learningonly.store,64.190.63.222,resolved,accepted,1,0,False,default
rosastoneeg.com,rosastoneeg.com,2607:f1c0:100f:f000::200;74.208.236.58,resolved,accepted,1,0,False,default
sbi.com-kyc.net/login,sbi.com-kyc.net,,dns_error,rejected,1,0,False,default
web365daftar.com,web365daftar.com,104.21.10.216;172.67.131.188;2606:4700:3035::6815:ad8;2606:4700:3035::ac43:83bc,resolved,accepted,1,0,False,default
nevermindmedia.ch,nevermindmedia.ch,2.57.91.91,resolved,accepted,1,0,False,default
pnbindia-services.com,pnbindia-services.com,,dns_error,rejected,1,0,False,default
fxsnowcool.com,fxsnowcool.com,103.47.82.81,resolved,accepted,1,0,False,default
optimacapitalvc.com,optimacapitalvc.com,107.180.116.32,resolved,accepted,1,0,False,default
192.168.1,192.168.1,,dns_error,rejected,1,0,False,default
graniteindustriesinc.com,graniteindustriesinc.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,1,0,False,default
annarbormarket.com,annarbormarket.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,1,0,False,default
preprod-ucimtbworldseries.com,preprod-ucimtbworldseries.com,,no_records,rejected,1,0,False,default
