target_url,source_workbook,hostname,resolved_ips,dns_answer_count,first_resolved_ip,asn,asn_org,country,dns_status,decision,attempts,retry_count,retry_success,resolver_profile
cloudars.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudars.com,122.10.23.82,1,122.10.23.82,134548,DXTL Tseung Kwan O Service,HK,resolved,accepted,1,0,False,default
https://homelandpeptides.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homelandpeptides.com,23.227.38.69;2620:127:f00f:9::,2,23.227.38.69,13335,CLOUDFLARENET,CA,resolved,accepted,1,0,False,default
airparcel.xyz,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,airparcel.xyz,167.172.23.28,1,167.172.23.28,14061,DIGITALOCEAN-ASN,US,resolved,accepted,1,0,False,default
https://abm.enterprises,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,abm.enterprises,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
https://parkia.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,parkia.app,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
homeschoolandyou.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeschoolandyou.org,192.64.119.23,1,192.64.119.23,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
https://cloudexa.sbs,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudexa.sbs,2600:1901:0:84ef::;34.120.137.41,2,2600:1901:0:84ef::,396982,GOOGLE-CLOUD-PLATFORM,US,resolved,accepted,1,0,False,default
cloudybot.ai,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudybot.ai,89.167.79.8,1,89.167.79.8,,,DE,resolved,accepted,1,0,False,default
qcloudxyz.top,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,qcloudxyz.top,,0,,,,,no_records,rejected,1,0,False,default
spycloud.tech,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,spycloud.tech,76.13.244.118,1,76.13.244.118,,,US,resolved,accepted,1,0,False,default
abjadman.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,abjadman.com,,0,,,,,dns_error,rejected,1,0,False,default
incomeclaw.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,incomeclaw.com,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
ivcl.co.in,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ivcl.co.in,2a02:4780:3c:5d85:353c:ff12:9f80:b6dd;2a02:4780:3d:6357:4694:5054:6e8c:c0f1;91.108.106.125;93.127.173.13,4,2a02:4780:3c:5d85:353c:ff12:9f80:b6dd,47583,Hostinger International Limited,IN,resolved,accepted,1,0,False,default
airspell.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,airspell.app,104.21.86.134;172.67.220.87;2606:4700:3033::ac43:dc57;2606:4700:3035::6815:5686,4,104.21.86.134,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
man.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,man.sa.com,104.21.63.51;172.67.169.244;2606:4700:3035::6815:3f33;2606:4700:3035::ac43:a9f4,4,104.21.63.51,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
cloud-monitor.online,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloud-monitor.online,104.21.81.180;172.67.145.140;2606:4700:3036::6815:51b4;2606:4700:3037::ac43:918c,4,104.21.81.180,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
iconicinspo.online,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,iconicinspo.online,192.64.119.168,1,192.64.119.168,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
cloudfxe.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudfxe.com,,0,,,,,no_records,rejected,1,0,False,default
goum.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,goum.sa.com,,0,,,,,no_records,rejected,1,0,False,default
jiasoo.club,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,jiasoo.club,,0,,,,,dns_error,rejected,1,0,False,default
https://shack.deals,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,shack.deals,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
iowqqkmgj.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,iowqqkmgj.sa.com,104.21.54.190;172.67.141.91;2606:4700:3032::6815:36be;2606:4700:3036::ac43:8d5b,4,104.21.54.190,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
rebuydigital.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,rebuydigital.com,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
http://particularhands.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,particularhands.com,2607:f1c0:100f:f000::200;74.208.236.68,2,2607:f1c0:100f:f000::200,8560,IONOS SE,US,resolved,accepted,1,0,False,default
cloudtolink.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudtolink.com,212.85.6.60;2a02:4780:13:2123:0:14af:4f23:2,2,212.85.6.60,47583,Hostinger International Limited,BR,resolved,accepted,1,0,False,default
hdfchire.online,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,hdfchire.online,2a02:4780:1f:98d2:8a6e:4669:caaf:4643;2a02:4780:20:df0f:eb84:ebef:cb06:5e1f;91.108.106.195;93.127.173.122,4,2a02:4780:1f:98d2:8a6e:4669:caaf:4643,47583,Hostinger International Limited,IN,resolved,accepted,1,0,False,default
hqke.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,hqke.sa.com,104.21.94.47;172.67.219.162;2606:4700:3031::ac43:dba2;2606:4700:3036::6815:5e2f,4,104.21.94.47,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
ai5.tech,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ai5.tech,13.248.169.48;76.223.54.146,2,13.248.169.48,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
idol.pink,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,idol.pink,,0,,,,,no_records,rejected,1,0,False,default
homelab4125.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homelab4125.org,,0,,,,,no_records,rejected,1,0,False,default
home-npo.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,home-npo.org,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,4,198.185.159.144,53831,SQUARESPACE,US,resolved,accepted,1,0,False,default
cloudnext.my.id,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudnext.my.id,104.21.34.41;172.67.196.249;2606:4700:3032::ac43:c4f9;2606:4700:3034::6815:2229,4,104.21.34.41,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
homebasket.online,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homebasket.online,192.64.119.211,1,192.64.119.211,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
onlinesahabet-casino.top,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,onlinesahabet-casino.top,,0,,,,,dns_error,rejected,1,0,False,default
http://grncloud.ai,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,grncloud.ai,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
homeworkagents.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,homeworkagents.com,44.232.173.249;52.40.42.113,2,44.232.173.249,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
https://seinmedia.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,seinmedia.com,198.54.126.233,1,198.54.126.233,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
vasc.info,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,vasc.info,217.26.48.101;2a00:d70:0:a::166,2,217.26.48.101,29097,Hostpoint AG,CH,resolved,accepted,1,0,False,default
arte.run,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,arte.run,,0,,,,,no_records,rejected,1,0,False,default
boaindia.org,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,boaindia.org,,0,,,,,dns_error,rejected,1,0,False,default
http://marconiteindia.co,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,marconiteindia.co,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
onlineserverr3.top,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,onlineserverr3.top,,0,,,,,no_records,rejected,1,0,False,default
cloudfrei.ch,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudfrei.ch,104.21.88.171;172.67.151.137;2606:4700:3031::ac43:9789;2606:4700:3033::6815:58ab,4,104.21.88.171,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
https://cloudai.net.in,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudai.net.in,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
j1icoy.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,j1icoy.makeup,,0,,,,,no_records,rejected,1,0,False,default
https://synact.games,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,synact.games,15.197.204.56;3.33.243.145,2,15.197.204.56,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
indianapayrollguide.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,indianapayrollguide.com,104.21.38.60;172.67.219.141;2606:4700:3030::6815:263c;2606:4700:3036::ac43:db8d,4,104.21.38.60,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
stacia.me,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,stacia.me,216.198.79.1,1,216.198.79.1,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
33cloud.top,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,33cloud.top,,0,,,,,no_records,rejected,1,0,False,default
incomeopedia.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,incomeopedia.com,,0,,,,,dns_error,rejected,1,0,False,default
sabid.dev,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,sabid.dev,91.195.240.94,1,91.195.240.94,47846,SEDO GmbH,DE,resolved,accepted,1,0,False,default
nhacai88.online,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,nhacai88.online,72.52.178.23,1,72.52.178.23,32244,LIQUIDWEB,US,resolved,accepted,1,0,False,default
izstr0.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,izstr0.makeup,,0,,,,,no_records,rejected,1,0,False,default
https://finfetch.cloud,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,finfetch.cloud,104.21.53.67;172.67.209.171;2606:4700:3031::6815:3543;2606:4700:3033::ac43:d1ab,4,104.21.53.67,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
ec1yiu.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ec1yiu.makeup,,0,,,,,no_records,rejected,1,0,False,default
b5y1.vip,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,b5y1.vip,103.36.90.192;38.11.117.46,2,103.36.90.192,151609,GREYWOLF NETWORKS PTE. LTD.,HK,resolved,accepted,1,0,False,default
https://onlineshop.group,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,onlineshop.group,64.190.63.222,1,64.190.63.222,47846,SEDO GmbH,DE,resolved,accepted,1,0,False,default
cloudbridgeapi.xyz,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudbridgeapi.xyz,,0,,,,,no_records,rejected,1,0,False,default
ecqis.co,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ecqis.co,107.149.110.89,1,107.149.110.89,54600,PEG-SV,US,resolved,accepted,1,0,False,default
https://canadaradonss.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,canadaradonss.com,70.32.23.73,1,70.32.23.73,55293,A2HOSTING,US,resolved,accepted,1,0,False,default
online-pin-up.site,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,online-pin-up.site,72.52.178.23,1,72.52.178.23,32244,LIQUIDWEB,US,resolved,accepted,1,0,False,default
https://autharis.xyz,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,autharis.xyz,104.21.35.47;172.67.213.229;2606:4700:3033::6815:232f;2606:4700:3034::ac43:d5e5,4,104.21.35.47,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
industrialincidentanalysis.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,industrialincidentanalysis.com,192.64.119.64,1,192.64.119.64,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
j2ti0d.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,j2ti0d.makeup,,0,,,,,no_records,rejected,1,0,False,default
uwu.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,uwu.sa.com,,0,,,,,no_records,rejected,1,0,False,default
nhaven.store,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,nhaven.store,23.227.38.65;2620:127:f00f:5::,2,23.227.38.65,13335,CLOUDFLARENET,CA,resolved,accepted,1,0,False,default
pardia.io,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,pardia.io,45.55.34.241,1,45.55.34.241,14061,DIGITALOCEAN-ASN,US,resolved,accepted,1,0,False,default
aircc.app,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,aircc.app,216.198.79.1,1,216.198.79.1,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
getclouds.co,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,getclouds.co,15.197.162.184,1,15.197.162.184,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
https://indianaduiprogram.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,indianaduiprogram.com,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
indiavoiceguard.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,indiavoiceguard.com,15.197.148.33;3.33.130.190,2,15.197.148.33,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
pnrnt.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,pnrnt.com,,0,,,,,dns_error,rejected,1,0,False,default
http://parimatch.store,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,parimatch.store,13.248.169.48;76.223.54.146,2,13.248.169.48,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
erecia.net,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,erecia.net,104.21.89.248;172.67.166.47;2606:4700:3033::6815:59f8;2606:4700:3033::ac43:a62f,4,104.21.89.248,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
cloudwithoyindamola.dev,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudwithoyindamola.dev,216.198.79.1,1,216.198.79.1,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
jiulou.xyz,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,jiulou.xyz,,0,,,,,no_records,rejected,1,0,False,default
cloudc22.cfd,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudc22.cfd,,0,,,,,no_records,rejected,1,0,False,default
https://csmonline.pics,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,csmonline.pics,104.21.63.209;172.67.150.94;2606:4700:3030::6815:3fd1;2606:4700:3031::ac43:965e,4,104.21.63.209,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
vairel.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,vairel.com,104.21.20.58;172.67.191.207;2606:4700:3031::6815:143a;2606:4700:3034::ac43:bfcf,4,104.21.20.58,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
ichiban.investments,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,ichiban.investments,15.197.225.128;3.33.251.168,2,15.197.225.128,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
https://incompat.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,incompat.com,192.0.78.24;192.0.78.25,2,192.0.78.24,2635,AUTOMATTIC,US,resolved,accepted,1,0,False,default
guide-ai.ru,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,guide-ai.ru,2a03:6f00:6:1::b972:f755;87.249.38.179,2,2a03:6f00:6:1::b972:f755,9123,Jsc timeweb,RU,resolved,accepted,1,0,False,default
incaion.us,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,incaion.us,104.21.68.183;172.67.197.208;2606:4700:3032::ac43:c5d0;2606:4700:3033::6815:44b7,4,104.21.68.183,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
pnkab8.shop,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,pnkab8.shop,23.179.248.131,1,23.179.248.131,209242,"Cloudflare London, LLC",US,resolved,accepted,1,0,False,default
cloud-service.win,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloud-service.win,,0,,,,,no_records,rejected,1,0,False,default
arte.auction,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,arte.auction,64.190.63.222,1,64.190.63.222,47846,SEDO GmbH,DE,resolved,accepted,1,0,False,default
djs.sa.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,djs.sa.com,104.21.21.87;172.67.197.81;2606:4700:3031::ac43:c551;2606:4700:3034::6815:1557,4,104.21.21.87,13335,CLOUDFLARENET,,resolved,accepted,1,0,False,default
nrstack.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,nrstack.com,162.255.119.239,1,162.255.119.239,22612,NAMECHEAP-NET,US,resolved,accepted,1,0,False,default
nbjcloud.com,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,nbjcloud.com,13.248.243.5;76.223.105.230,2,13.248.243.5,16509,AMAZON-02,US,resolved,accepted,1,0,False,default
aidi5.makeup,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,aidi5.makeup,,0,,,,,dns_error,rejected,1,0,False,default
http://cloudmusic.pl,PS-02_AIGR-S66270_NCIIPC_24_02_2026.xlsx,cloudmusic.pl,195.114.1.129,1,195.114.1.129,41079,Cyber_Folks S.A.,PL,resolved,accepted,1,0,False,default
