input_position,input_url,normalized_url,source_workbook,raw_url,hashed_at_utc,target_url_sha256,hash_mode,domain,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,score_margin,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,stage1_passthrough,domain_component,hash_component,hash_anchor,review_reason,screenshot_path,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash
11,incometaxgov.org,https://incometaxgov.org,AIGR-S66270_Ground_Truth.xlsx,https://incometaxgov.org,2026-04-13T18:05:18+00:00,1ca454c8d6d7c0190880b52b214f6cc7c3842a62d0b478caae7f255095cc8bd4,similarity,incometaxgov.org,resolved,accepted,fetched,available,,,https://incometaxgov.org/,,,,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,,True,Income Tax Department,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,jw_primary,Income Tax Department,incometaxindia.gov.in,62.7551,19.898,Low,0.8786,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,incometaxgov.org,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.6923,False,0,False,False,False,26.3571,0.0,False,,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\incometaxgov.org.png,,705cd68c64b5b09f,,8000000000000000,fbfdb3a35dddb2de,False,False,False,False
12,crsor.info,https://crsor.info,AIGR-S66270_Ground_Truth.xlsx,https://crsor.info,2026-04-13T18:05:21+00:00,90d0f27fd6d64d53722cafc7aeb805b86a15e44c1d4cff932868ed227ba72512,similarity,crsor.info,resolved,accepted,fetched,available,,,https://crsor.info/,,,,True,True,False,,score_threshold|weak_direct_evidence|network_corroboration,,,,True,"Civil Registration System, MHA (RGCCI)",True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,jw_primary,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,94.2857,30.0,High,0.9429,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,crsor.info,,0,True,lexical_hit,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.8333,False,0,False,False,False,28.2857,0.0,False,,C:\Users\SATWIK\Documents\Phishing\phishing_pipeline\screens\crsor.info.png,,4705078e75523c9b,,800000031fffffff,b7aeebf2f72f9ff7,False,False,False,False
13,domain,https://domain,urls.xlsx,,,,,,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for domain,,,,,False,False,False,,,dns_gate_inactive,stage1_http,dns_gate_inactive,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),kavach.mail.gov.in,0.0,,,0.75,False,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,domain,,0,False,dns_gate_inactive,,,,,,,,,0.6,True,0,False,False,False,0.0,0.0,,,,,,,,,,,,
14,jardines10.com,https://jardines10.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,,0.7111,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.5,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
15,connectionsarchive.net,https://connectionsarchive.net,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,,0.6944,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.3529,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
16,web365daftar.com,https://web365daftar.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bsestarmf.in,0.0,,,0.6442,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.5714,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
17,conciergerie-niort.fr,https://conciergerie-niort.fr,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,,0.6746,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
18,nmjiaojinginc.shop,https://nmjiaojinginc.shop,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,,0.7436,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.375,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
19,ventajp.com,https://ventajp.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,,0.6508,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
20,snackduel.com,https://snackduel.com,urls.xlsx,,,,,,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for snackduel.com,,,,,False,False,False,,,dns_gate_inactive,stage1_http,dns_gate_inactive,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,,0.6296,False,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,snackduel.com,,0,False,dns_gate_inactive,,,,,,,,,0.3333,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
21,calmplatewindow.club,https://calmplatewindow.club,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,incometaxindia.gov.in,0.0,,,0.6599,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4138,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
22,tuterrenoenchile.cl,https://tuterrenoenchile.cl,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Railway Catering and Tourism Corporation (IRCTC),irctctourism.com,0.0,,,0.5972,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.2857,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
23,pumirpkin.live,https://pumirpkin.live,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,,0.6444,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4286,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
24,exerciseok.com,https://exerciseok.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.79,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4615,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
25,parquebatweania.com,https://parquebatweania.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rebit.org.in,0.0,,,0.6889,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
26,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,,,0.6444,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4967,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
27,prototanya.org,https://prototanya.org,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,parivahan sewa,parivahan.gov.in,0.0,,,0.6185,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4211,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
28,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,,0.637,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.3333,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
29,creationorder.net,https://creationorder.net,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,,0.6405,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4828,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
30,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,Airtel,airtelpayments.bank.in,0.0,,,0.65,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.3158,True,0,False,False,False,0.0,0.0,,,,,,,,,,,,
31,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfcfund.com,0.0,,,0.5694,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.3529,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
32,socioone.com,https://socioone.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,,0.6722,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.5856,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
33,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rebit.org.in,0.0,,,0.7241,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.2941,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
34,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Civil Registration System, MHA (RGCCI)",crsorgi.gov.in,0.0,,,0.645,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4444,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
35,tnkproject.com,https://tnkproject.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.6417,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.3633,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
36,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,,0.6468,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4516,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
37,fresna.online,https://fresna.online,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,IDFC FIRST Bank,idfcfirstbank.com,0.0,,,0.6581,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4211,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
38,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,,0.6162,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.2857,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
39,emon793hoky.online,https://emon793hoky.online,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.6212,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4211,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
40,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,onlinecasa.bankofbaroda.com,0.0,,,0.6429,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.4915,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
41,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx,,,,,,no_answer,filtered,dns_inactive,not_attempted,dns_gate_no_answer,no A/AAAA answers for pornmega18.xyz,,,,,False,False,False,,,dns_gate_inactive,stage1_http,dns_gate_inactive,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,,0.6444,False,0,0,0,0,0,False,dns_gate_inactive,False,False,False,0,0,pornmega18.xyz,,0,False,dns_gate_inactive,,,,,,,,,0.4211,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
42,easy-sponso.com,https://easy-sponso.com,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,,0.5909,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.3829,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
43,roblox303.store,https://roblox303.store,urls.xlsx,,,,,,skipped,skipped,,not_attempted,,,,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,,0.6296,False,0,0,0,0,0,False,,False,False,False,0,0,,,0,False,stage1_low_suspicion,,,,,,,,,0.3333,False,0,False,False,False,0.0,0.0,,,,,,,,,,,,
