input_position,input_url,normalized_url,source_workbook,exclusion_stage,reason,survival_path,drop_path,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted_to_holdout,kept_for_review_only,review_only_reason,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason,best_matching_domain,generic_token_only_match,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,stage1_passthrough
13,parquebatweania.com,https://parquebatweania.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.parquebatweania.com/,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,1,www.parquebatweania.com,,11830,False,stage1_low_suspicion,False
14,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://tutu-and-tiaras.com,,,,False,False,,False,False,True,fallback_top_k,airindiaexpress.com,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,tutu-and-tiaras.com,,114,False,stage1_low_suspicion,False
15,prototanya.org,https://prototanya.org,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://prototanya.org,,,,False,False,,False,False,True,fallback_top_k,airtelpayments.bank.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,prototanya.org,,6406,False,stage1_low_suspicion,False
16,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://beton888bonuuz30rb.cyou,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,7776,False,stage1_low_suspicion,False
17,creationorder.net,https://creationorder.net,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
18,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://bazarcentofiori.com,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,bazarcentofiori.com,,114,False,stage1_low_suspicion,False
19,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.xhgtyb7912.vip:34225/register?i_code=2189580,,,,False,False,,False,False,True,fallback_top_k,indusind.bank.in,False,False,0,0,0,10,10,False,js_redirect|final_domain_changed,False,False,False,0,1,www.xhgtyb7912.vip,,4468,False,stage1_low_suspicion,False
20,socioone.com,https://socioone.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://socioone.com,,,,False,False,,False,False,True,fallback_top_k,camsonline.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,socioone.com,img1.wsimg.com,32768,False,stage1_low_suspicion,False
21,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://greenbeangirltrainingtutoring.com,,,,False,False,,False,False,True,fallback_top_k,rbi.org.in,False,False,0,0,0,0,0,False,,False,False,False,0,0,greenbeangirltrainingtutoring.com,,32768,False,stage1_low_suspicion,False
22,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx|123456.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://crplasticos.com.br,,,,False,False,,False,False,True,fallback_top_k,accounts.mgovcloud.in,False,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15514,False,stage1_suspected_non_escalated,False
23,tnkproject.com,https://tnkproject.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://tnkproject.com,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,4,0,0,4,8,False,body_brand_match|iframe_present,False,False,False,1,0,tnkproject.com,,32768,False,stage1_low_suspicion,False
24,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,coalindiatenders.nic.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
25,fresna.online,https://fresna.online,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://fresna.online,,,,False,False,,False,False,True,fallback_top_k,bseindia.com,False,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,fresna.online,,32012,False,stage1_low_suspicion,False
26,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://zh-ptgaming.com,,,,False,False,,False,False,True,fallback_top_k,nha.gov.in,False,False,0,0,0,4,4,False,iframe_present,False,False,False,0,0,zh-ptgaming.com,,1303,False,stage1_low_suspicion,False
27,emon793hoky.online,https://emon793hoky.online,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://emon793hoky.online,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,emon793hoky.online,,7073,False,stage1_low_suspicion,False
28,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://udbijaayurveda.com,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,udbijaayurveda.com,udbijaayurveda.com,32768,False,stage1_low_suspicion,False
29,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno -3] Temporary failure in name resolution,,,,,False,False,,False,False,True,fallback_top_k,homeloans.sbi,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
30,easy-sponso.com,https://easy-sponso.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://easy-sponso.com,,,,False,False,,False,False,True,fallback_top_k,netpnb.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,easy-sponso.com,,5077,False,stage1_low_suspicion,False
31,roblox303.store,https://roblox303.store,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://roblox303.store,,,,False,False,,False,False,True,fallback_top_k,rbi.org.in,False,False,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,roblox303.store,,4608,False,stage1_low_suspicion,False
32,kirin77.site,https://kirin77.site,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://kirin77.site,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,kirin77.site,,32768,False,stage1_low_suspicion,False
33,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.moisesdevweb.com/,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,1,www.moisesdevweb.com,,32768,False,stage1_low_suspicion,False
34,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,,False,False,True,fallback_top_k,canarahsbclife.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
35,pornxmodel.click,https://pornxmodel.click,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno -3] Temporary failure in name resolution,,,,,False,False,,False,False,True,fallback_top_k,pnb.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
36,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://hraihpsa.ca,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,12,4,0,0,16,False,favicon_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,hraihpsa.ca,hraihpsa.ca,32768,False,stage1_low_suspicion,False
37,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://saudenervocuremax.shop,,,,False,False,,False,False,True,fallback_top_k,sbicard.com,False,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,saudenervocuremax.shop,saudenervocuremax.shop,32768,False,stage1_low_suspicion,False
38,rjpnbv.com,https://rjpnbv.com,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,,False,False,True,fallback_top_k,pnb.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
39,yktdeo.com,https://yktdeo.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://yktdeo.com,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,yktdeo.com,,0,False,stage1_low_suspicion,False
40,jlchuhai.com,https://jlchuhai.com,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,,False,False,True,fallback_top_k,hdfclife.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
41,bogitekniikka.fi,https://bogitekniikka.fi,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://bogitekniikka.fi,,,,False,False,,False,False,True,fallback_top_k,bseindia.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,bogitekniikka.fi,,32768,False,stage1_low_suspicion,False
42,lucilalehmann.com,https://lucilalehmann.com,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,uidai.gov.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
43,yataganharem5.click,https://yataganharem5.click,urls.xlsx|123456.xlsx,stage1_http,stage1_suspected_non_escalated,,stage1_suspected_non_escalated,skipped,skipped,fetched,not_attempted,,,https://yataganharem5.click,,,,False,False,,False,False,True,fallback_top_k,abdm.gov.in,False,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,yataganharem5.click,,4104,False,stage1_suspected_non_escalated,False
44,jicm0yo.vip,https://jicm0yo.vip,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
45,wintergroupsecurity.com,https://wintergroupsecurity.com,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,kfintech.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
46,mikogpt.ru,https://mikogpt.ru,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://mikogpt.ru,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,mikogpt.ru,mikogpt.ru,7693,False,stage1_low_suspicion,False
47,exodusbrk.com,https://exodusbrk.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://exodusbrk.com,,,,False,False,,False,False,True,fallback_top_k,axis.bank.in,False,False,0,12,0,0,12,False,login_form|auth_wording,False,True,False,0,0,exodusbrk.com,,2679,False,stage1_low_suspicion,False
48,alyxara.com,https://alyxara.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://alyxara.com,,,,False,False,,False,False,True,fallback_top_k,canarabank.bank.in,False,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,alyxara.com,,32012,False,stage1_low_suspicion,False
49,djgekcf.icu,https://djgekcf.icu,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://djgekcf.icu,,,,False,False,,False,False,True,fallback_top_k,hdfclife.com,False,False,0,0,3,0,3,False,suspicious_certificate,False,False,False,0,0,djgekcf.icu,,3,False,stage1_low_suspicion,False
50,dikagegrid.click,https://dikagegrid.click,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://dikagegrid.click,,,,False,False,,False,False,True,fallback_top_k,sbicard.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,dikagegrid.click,,13,False,stage1_low_suspicion,False
51,anxunh.top,https://anxunh.top,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,indusind.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
52,eatalymarket.shop,https://eatalymarket.shop,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://eatalymarket.shop,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,14,0,0,18,False,body_brand_match|login_form|auth_wording|multi_input_form,False,True,False,1,0,eatalymarket.shop,img.eatalymarket.shop,32768,False,stage1_low_suspicion,False
53,americanexpress-reward00175.ink,https://americanexpress-reward00175.ink,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,airindiaexpress.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
54,pack101.org,https://pack101.org,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,,False,False,True,fallback_top_k,iocl.com,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
55,discretion.shop,https://discretion.shop,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,head_error,,https://discretion.shop,,,,False,False,,False,False,True,fallback_top_k,idfcfirst.bank.in,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,discretion.shop,,114,False,stage1_low_suspicion,False
56,thirdshelterpress.com,https://thirdshelterpress.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://thirdshelterpress.com,,,,False,False,,False,False,True,fallback_top_k,airindiaexpress.com,False,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,thirdshelterpress.com,,114,False,stage1_low_suspicion,False
57,ank2014.biz,https://ank2014.biz,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,,False,False,True,fallback_top_k,bankofbaroda.bank.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
58,hollandgroupandassociates.com,https://hollandgroupandassociates.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://hollandgroupandassociates.com,,,,False,False,,False,False,True,fallback_top_k,homeloans.sbi,False,False,0,0,0,0,0,False,,False,False,False,0,0,hollandgroupandassociates.com,img1.wsimg.com,32768,False,stage1_low_suspicion,False
59,thinkproguard.com,https://thinkproguard.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://proguardplans.com/,,,,False,False,,False,False,True,fallback_top_k,jio.com,False,False,0,0,6,4,10,False,suspicious_hosting_provider|final_domain_changed,False,False,False,0,1,proguardplans.com,,32768,False,stage1_low_suspicion,False
60,hysefo.com,https://hysefo.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://domains.atom.com/lpd/name/hysefo.com,,,,False,False,,False,False,True,fallback_top_k,indiascienceandtechnology.gov.in,False,False,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,2,1,domains.atom.com,,32768,False,stage1_low_suspicion,False
61,8740i4ji8ki.shop,https://8740i4ji8ki.shop,urls.xlsx|123456.xlsx,stage1_http,stage1_fetch_failed,,stage1_fetch_failed,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,,False,False,True,fallback_top_k,rbi.org.in,False,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False
62,netsafe.ovh,https://netsafe.ovh,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://netsafe.ovh,,,,False,False,,False,False,True,fallback_top_k,bsestarmf.in,False,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,netsafe.ovh,,1035,False,stage1_low_suspicion,False
63,optimacapitalvc.com,https://optimacapitalvc.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://optimacapitalvc.com,,,,False,False,,False,False,True,fallback_top_k,icici.bank.in,False,False,0,18,0,0,18,False,form_action_mismatch|multi_input_form,False,False,True,0,0,optimacapitalvc.com,optimacapitalvc.com,17841,False,stage1_low_suspicion,False
64,zrsanalyst.com,https://zrsanalyst.com,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://www.zrsanalyst.com/,,,,False,False,,False,False,True,fallback_top_k,bsnl.co.in,False,False,0,0,0,0,0,False,,False,False,False,0,1,www.zrsanalyst.com,,17004,False,stage1_low_suspicion,False
65,root-ro.info,https://root-ro.info,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://approved-deposit.co,,,,False,False,,False,False,True,fallback_top_k,crsorgi.gov.in,False,False,0,4,0,4,8,False,auth_wording|final_domain_changed,False,False,False,0,1,approved-deposit.co,,6069,False,stage1_low_suspicion,False
66,syxtherocrex.world,https://syxtherocrex.world,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://syxtherocrex.world,,,,False,False,,False,False,True,fallback_top_k,eci.gov.in,False,False,4,4,0,0,8,False,body_brand_match|auth_wording,False,False,False,1,0,syxtherocrex.world,syxtherocrex.world,13253,False,stage1_low_suspicion,False
67,snowtime.shop,https://snowtime.shop,urls.xlsx|123456.xlsx,stage1_http,stage1_low_suspicion,,stage1_low_suspicion,skipped,skipped,fetched,not_attempted,,,https://snowtime.shop,,,,False,False,,False,False,True,fallback_top_k,camsonline.com,False,False,0,0,0,0,0,False,,False,False,False,0,0,snowtime.shop,img1.wsimg.com,32768,False,stage1_low_suspicion,False
