input_position,input_url,normalized_url,source_workbook,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,typo_similarity,generic_token_only_match,direct_brand_evidence_count,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component
11,pumirpkin.live,https://pumirpkin.live,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://pumirpkin.live,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,0.6444,False,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,pumirpkin.live,,4735,False,stage1_low_suspicion,0.0,0.4286,False,0,False,False,0.0,0.0,0.0
12,exerciseok.com,https://exerciseok.com,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.79,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
13,parquebatweania.com,https://parquebatweania.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.parquebatweania.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6889,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,1,www.parquebatweania.com,,11830,False,stage1_low_suspicion,0.0,0.5,False,0,False,False,0.0,0.0,0.0
14,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://tutu-and-tiaras.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Air India,airindiaexpress.com,0.0,,0.6444,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,tutu-and-tiaras.com,,114,False,stage1_low_suspicion,0.0,0.4967,False,0,False,False,0.0,0.0,0.0
15,prototanya.org,https://prototanya.org,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://prototanya.org,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,0.6381,False,0,0,0,0,0,False,,False,False,False,0,0,prototanya.org,,6406,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
16,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://beton888bonuuz30rb.cyou,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.637,False,0,0,0,0,0,False,,False,False,False,0,0,beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,7776,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
17,creationorder.net,https://creationorder.net,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6405,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4828,False,0,False,False,0.0,0.0,0.0
18,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://bazarcentofiori.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,0.65,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,bazarcentofiori.com,,114,False,stage1_low_suspicion,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
19,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.xhgtyb7912.vip:34225/register?i_code=2189580,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,indusind.bank.in,0.0,,0.6481,False,0,0,0,10,10,False,js_redirect|final_domain_changed,False,False,False,0,1,www.xhgtyb7912.vip,,4468,False,stage1_low_suspicion,0.0,0.4706,False,0,False,False,0.0,0.0,0.0
20,socioone.com,https://socioone.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://socioone.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.0,,0.6722,False,0,0,0,0,0,False,,False,False,False,0,0,socioone.com,img1.wsimg.com,32768,False,stage1_low_suspicion,0.0,0.5856,False,0,False,False,0.0,0.0,0.0
21,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://greenbeangirltrainingtutoring.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.7011,False,0,0,0,0,0,False,,False,False,False,0,0,greenbeangirltrainingtutoring.com,,32768,False,stage1_low_suspicion,0.0,0.1875,False,0,False,False,0.0,0.0,0.0
22,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://crplasticos.com.br,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,0.645,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15514,False,stage1_suspected_non_escalated,0.0,0.4444,False,0,False,False,0.0,0.0,0.0
23,tnkproject.com,https://tnkproject.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://tnkproject.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.6417,False,4,0,0,4,8,False,body_brand_match|iframe_present,False,False,False,1,0,tnkproject.com,,32768,False,stage1_low_suspicion,0.0,0.3633,False,0,False,False,0.0,0.0,0.0
24,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Coal India,coalindiatenders.nic.in,0.0,,0.6468,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4516,False,0,False,False,0.0,0.0,0.0
25,fresna.online,https://fresna.online,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://fresna.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,0.6389,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,fresna.online,,32012,False,stage1_low_suspicion,0.0,0.4286,False,0,False,False,0.0,0.0,0.0
26,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://zh-ptgaming.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),nha.gov.in,0.0,,0.6162,False,0,0,0,4,4,False,iframe_present,False,False,False,0,0,zh-ptgaming.com,,1303,False,stage1_low_suspicion,0.0,0.2857,False,0,False,False,0.0,0.0,0.0
27,emon793hoky.online,https://emon793hoky.online,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://emon793hoky.online,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.6212,False,0,0,0,0,0,False,,False,False,False,0,0,emon793hoky.online,,7073,False,stage1_low_suspicion,0.0,0.4211,False,0,False,False,0.0,0.0,0.0
28,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://udbijaayurveda.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.6429,False,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,udbijaayurveda.com,udbijaayurveda.com,32768,False,stage1_low_suspicion,0.0,0.4615,False,0,False,False,0.0,0.0,0.0
29,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -3] Temporary failure in name resolution,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),homeloans.sbi,0.0,,0.6444,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4211,False,0,False,False,0.0,0.0,0.0
30,easy-sponso.com,https://easy-sponso.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://easy-sponso.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,0.5909,False,0,0,0,0,0,False,,False,False,False,0,0,easy-sponso.com,,5077,False,stage1_low_suspicion,0.0,0.3829,False,0,False,False,0.0,0.0,0.0
31,roblox303.store,https://roblox303.store,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://roblox303.store,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,0.6296,False,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,roblox303.store,,4608,False,stage1_low_suspicion,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
32,kirin77.site,https://kirin77.site,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://kirin77.site,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.6905,False,0,0,0,0,0,False,,False,False,False,0,0,kirin77.site,,32768,False,stage1_low_suspicion,0.0,0.5333,False,0,False,False,0.0,0.0,0.0
33,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://www.moisesdevweb.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,0.5907,False,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,1,www.moisesdevweb.com,,32768,False,stage1_low_suspicion,0.0,0.4762,False,0,False,False,0.0,0.0,0.0
34,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarahsbclife.com,0.0,,0.6798,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4967,False,0,False,False,0.0,0.0,0.0
35,pornxmodel.click,https://pornxmodel.click,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -3] Temporary failure in name resolution,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.6222,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
36,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://hraihpsa.ca,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.7083,False,12,4,0,0,16,False,favicon_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,hraihpsa.ca,hraihpsa.ca,32768,False,stage1_low_suspicion,0.0,0.5,False,0,False,False,0.0,0.0,0.0
37,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://saudenervocuremax.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbicard.com,0.0,,0.6028,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,saudenervocuremax.shop,saudenervocuremax.shop,32768,False,stage1_low_suspicion,0.0,0.25,False,0,False,False,0.0,0.0,0.0
38,rjpnbv.com,https://rjpnbv.com,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,0.8333,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.6667,False,0,False,False,0.0,0.0,0.0
39,yktdeo.com,https://yktdeo.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://yktdeo.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.625,False,0,0,0,0,0,False,,False,False,False,0,0,yktdeo.com,,0,False,stage1_low_suspicion,0.0,0.4586,False,0,False,False,0.0,0.0,0.0
40,jlchuhai.com,https://jlchuhai.com,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfclife.com,0.0,,0.5833,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.28,False,0,False,False,0.0,0.0,0.0
41,bogitekniikka.fi,https://bogitekniikka.fi,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://bogitekniikka.fi,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bseindia.com,0.0,,0.6816,False,0,0,0,0,0,False,,False,False,False,0,0,bogitekniikka.fi,,32768,False,stage1_low_suspicion,0.0,0.4762,False,0,False,False,0.0,0.0,0.0
42,lucilalehmann.com,https://lucilalehmann.com,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.0,,0.6103,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.3333,False,0,False,False,0.0,0.0,0.0
43,yataganharem5.click,https://yataganharem5.click,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://yataganharem5.click,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),abdm.gov.in,0.0,,0.6316,False,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,yataganharem5.click,,4104,False,stage1_suspected_non_escalated,0.0,0.3478,False,0,False,False,0.0,0.0,0.0
44,jicm0yo.vip,https://jicm0yo.vip,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,0.8476,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.6,False,0,False,False,0.0,0.0,0.0
45,wintergroupsecurity.com,https://wintergroupsecurity.com,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,0.6294,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4004,False,0,False,False,0.0,0.0,0.0
46,mikogpt.ru,https://mikogpt.ru,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://mikogpt.ru,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,0.6508,False,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,mikogpt.ru,mikogpt.ru,7693,False,stage1_low_suspicion,0.0,0.4,False,0,False,False,0.0,0.0,0.0
47,exodusbrk.com,https://exodusbrk.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://exodusbrk.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Axis Bank,axis.bank.in,0.0,,0.5741,False,0,12,0,0,12,False,login_form|auth_wording,False,True,False,0,0,exodusbrk.com,,2679,False,stage1_low_suspicion,0.0,0.3077,False,0,False,False,0.0,0.0,0.0
48,alyxara.com,https://alyxara.com,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://alyxara.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarabank.bank.in,0.0,,0.6571,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,alyxara.com,,32012,False,stage1_low_suspicion,0.0,0.4706,False,0,False,False,0.0,0.0,0.0
49,djgekcf.icu,https://djgekcf.icu,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://djgekcf.icu,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,hdfclife.com,0.0,,0.6012,False,0,0,3,0,3,False,suspicious_certificate,False,False,False,0,0,djgekcf.icu,,3,False,stage1_low_suspicion,0.0,0.4,False,0,False,False,0.0,0.0,0.0
50,dikagegrid.click,https://dikagegrid.click,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://dikagegrid.click,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,State Bank of India (SBI),sbicard.com,0.0,,0.6571,False,0,0,0,0,0,False,,False,False,False,0,0,dikagegrid.click,,13,False,stage1_low_suspicion,0.0,0.4706,False,0,False,False,0.0,0.0,0.0
51,anxunh.top,https://anxunh.top,urls.xlsx|123456.xlsx,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,indusind.bank.in,0.0,,0.625,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,0.4286,False,0,False,False,0.0,0.0,0.0
52,eatalymarket.shop,https://eatalymarket.shop,urls.xlsx|123456.xlsx,skipped,skipped,fetched,not_attempted,,,https://eatalymarket.shop,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,0.7492,False,4,14,0,0,18,False,body_brand_match|login_form|auth_wording|multi_input_form,False,True,False,1,0,eatalymarket.shop,img.eatalymarket.shop,32768,False,stage1_low_suspicion,0.0,0.5385,False,0,False,False,0.0,0.0,0.0
