input_position,input_url,normalized_url,source_workbook,best_entity,best_matching_domain,lexical_score,lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,deep_analysis_candidate,deep_analysis_dns_accepted,deep_analysis_attempted,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,confidence_band,best_score,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,reason,exclusion_stage
11,pumirpkin.live,https://pumirpkin.live,urls.xlsx|123456.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6444,False,False,False,True,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,pumirpkin.live,,4735,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://pumirpkin.live,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
12,exerciseok.com,https://exerciseok.com,urls.xlsx|123456.xlsx,Election Commision of India (ECI),eci.gov.in,0.79,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
13,parquebatweania.com,https://parquebatweania.com,urls.xlsx|123456.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.6889,False,False,False,True,4,0,0,0,4,False,body_brand_match,False,False,False,1,1,www.parquebatweania.com,,11830,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.parquebatweania.com/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
14,tutu-and-tiaras.com,https://tutu-and-tiaras.com,urls.xlsx|123456.xlsx,Air India,airindiaexpress.com,0.6444,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,tutu-and-tiaras.com,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://tutu-and-tiaras.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
15,prototanya.org,https://prototanya.org,urls.xlsx|123456.xlsx,Airtel,airtelpayments.bank.in,0.6381,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,prototanya.org,,6406,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://prototanya.org,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
16,beton888bonuuz30rb.cyou,https://beton888bonuuz30rb.cyou,urls.xlsx|123456.xlsx,Punjab National Bank (PNB),netpnb.com,0.637,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,beton888bonuuz30rb.cyou,beton888bonuuz30rb.cyou,7776,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://beton888bonuuz30rb.cyou,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
17,creationorder.net,https://creationorder.net,urls.xlsx|123456.xlsx,Coal India,coalindiatenders.nic.in,0.6405,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
18,bazarcentofiori.com,https://bazarcentofiori.com,urls.xlsx|123456.xlsx,Bank of Baroda,bankofbaroda.bank.in,0.65,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,bazarcentofiori.com,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://bazarcentofiori.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
19,hgi5z6n1d.vip,https://hgi5z6n1d.vip,urls.xlsx|123456.xlsx,IndusInd Bank,indusind.bank.in,0.6481,False,False,False,True,0,0,0,10,10,False,js_redirect|final_domain_changed,False,False,False,0,1,www.xhgtyb7912.vip,,4468,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.xhgtyb7912.vip:34225/register?i_code=2189580,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
20,socioone.com,https://socioone.com,urls.xlsx|123456.xlsx,Computer Age Management Services Ltd. (CAMS),camsonline.com,0.6722,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,socioone.com,img1.wsimg.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://socioone.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
21,greenbeangirltrainingtutoring.com,https://greenbeangirltrainingtutoring.com,urls.xlsx|123456.xlsx,Reserve Bank of India (RBI),rbi.org.in,0.7011,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,greenbeangirltrainingtutoring.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://greenbeangirltrainingtutoring.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
22,crplasticos.com.br,https://crplasticos.com.br,urls.xlsx|123456.xlsx,National Informatics Centre (NIC),accounts.mgovcloud.in,0.645,False,False,False,True,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,crplasticos.com.br,de2168ace9cf472f67dc72bf48c860a9.cdn.bubble.io,15514,False,stage1_suspected_non_escalated,False,False,False,skipped,skipped,fetched,not_attempted,,,https://crplasticos.com.br,,,,0.0,False,False,False,,,stage1_suspected_non_escalated,stage1_suspected_non_escalated,stage1_http
23,tnkproject.com,https://tnkproject.com,urls.xlsx|123456.xlsx,Election Commision of India (ECI),eci.gov.in,0.6417,False,False,False,True,4,0,0,4,8,False,body_brand_match|iframe_present,False,False,False,1,0,tnkproject.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://tnkproject.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
24,landscapebyvera.com,https://landscapebyvera.com,urls.xlsx|123456.xlsx,Coal India,coalindiatenders.nic.in,0.6468,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
25,fresna.online,https://fresna.online,urls.xlsx|123456.xlsx,BSE Ltd.,bseindia.com,0.6389,False,False,False,True,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,fresna.online,,32012,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://fresna.online,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
26,zh-ptgaming.com,https://zh-ptgaming.com,urls.xlsx|123456.xlsx,National Health Authority (NHA),nha.gov.in,0.6162,False,False,False,True,0,0,0,4,4,False,iframe_present,False,False,False,0,0,zh-ptgaming.com,,1303,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://zh-ptgaming.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
27,emon793hoky.online,https://emon793hoky.online,urls.xlsx|123456.xlsx,Kfintech,kfintech.com,0.6212,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,emon793hoky.online,,7073,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://emon793hoky.online,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
28,udbijaayurveda.com,https://udbijaayurveda.com,urls.xlsx|123456.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.6429,False,False,False,True,4,0,6,0,10,False,body_brand_match|suspicious_hosting_provider,False,False,False,1,0,udbijaayurveda.com,udbijaayurveda.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://udbijaayurveda.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
29,pornmega18.xyz,https://pornmega18.xyz,urls.xlsx|123456.xlsx,State Bank of India (SBI),homeloans.sbi,0.6444,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno -3] Temporary failure in name resolution,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
30,easy-sponso.com,https://easy-sponso.com,urls.xlsx|123456.xlsx,Punjab National Bank (PNB),netpnb.com,0.5909,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,easy-sponso.com,,5077,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://easy-sponso.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
31,roblox303.store,https://roblox303.store,urls.xlsx|123456.xlsx,Reserve Bank of India (RBI),rbi.org.in,0.6296,False,False,False,True,0,0,0,6,6,False,meta_refresh,False,False,False,0,0,roblox303.store,,4608,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://roblox303.store,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
32,kirin77.site,https://kirin77.site,urls.xlsx|123456.xlsx,Kfintech,kfintech.com,0.6905,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,kirin77.site,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://kirin77.site,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
33,moisesdevweb.com,https://moisesdevweb.com,urls.xlsx|123456.xlsx,Election Commision of India (ECI),eci.gov.in,0.5907,False,False,False,True,12,0,0,0,12,False,meta_brand_match|body_brand_match,False,False,False,1,1,www.moisesdevweb.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://www.moisesdevweb.com/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
34,barbara-michelle.com,https://barbara-michelle.com,urls.xlsx|123456.xlsx,Canara Bank,canarahsbclife.com,0.6798,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
35,pornxmodel.click,https://pornxmodel.click,urls.xlsx|123456.xlsx,Punjab National Bank (PNB),pnb.bank.in,0.6222,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno -3] Temporary failure in name resolution,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
36,hraihpsa.ca,https://hraihpsa.ca,urls.xlsx|123456.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.7083,False,False,False,True,12,4,0,0,16,False,favicon_brand_match|redirect_brand_match|final_domain_brand_match|auth_wording,False,False,False,1,0,hraihpsa.ca,hraihpsa.ca,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://hraihpsa.ca,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
37,saudenervocuremax.shop,https://saudenervocuremax.shop,urls.xlsx|123456.xlsx,State Bank of India (SBI),sbicard.com,0.6028,False,False,False,True,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,saudenervocuremax.shop,saudenervocuremax.shop,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://saudenervocuremax.shop,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
38,rjpnbv.com,https://rjpnbv.com,urls.xlsx|123456.xlsx,Punjab National Bank (PNB),pnb.bank.in,0.8333,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
39,yktdeo.com,https://yktdeo.com,urls.xlsx|123456.xlsx,Kfintech,kfintech.com,0.625,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,yktdeo.com,,0,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://yktdeo.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
40,jlchuhai.com,https://jlchuhai.com,urls.xlsx|123456.xlsx,HDFC Bank,hdfclife.com,0.5833,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
41,bogitekniikka.fi,https://bogitekniikka.fi,urls.xlsx|123456.xlsx,BSE Ltd.,bseindia.com,0.6816,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,bogitekniikka.fi,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://bogitekniikka.fi,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
42,lucilalehmann.com,https://lucilalehmann.com,urls.xlsx|123456.xlsx,"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,0.6103,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
43,yataganharem5.click,https://yataganharem5.click,urls.xlsx|123456.xlsx,National Health Authority (NHA),abdm.gov.in,0.6316,False,False,False,True,36,0,0,0,36,False,title_brand_match|body_brand_match|redirect_brand_match|final_domain_brand_match,False,False,False,1,0,yataganharem5.click,,4104,False,stage1_suspected_non_escalated,False,False,False,skipped,skipped,fetched,not_attempted,,,https://yataganharem5.click,,,,0.0,False,False,False,,,stage1_suspected_non_escalated,stage1_suspected_non_escalated,stage1_http
44,jicm0yo.vip,https://jicm0yo.vip,urls.xlsx|123456.xlsx,Jio,jio.com,0.8476,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
45,wintergroupsecurity.com,https://wintergroupsecurity.com,urls.xlsx|123456.xlsx,Kfintech,kfintech.com,0.6294,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
46,mikogpt.ru,https://mikogpt.ru,urls.xlsx|123456.xlsx,Jio,jio.com,0.6508,False,False,False,True,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,mikogpt.ru,mikogpt.ru,7693,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://mikogpt.ru,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
47,exodusbrk.com,https://exodusbrk.com,urls.xlsx|123456.xlsx,Axis Bank,axis.bank.in,0.5741,False,False,False,True,0,12,0,0,12,False,login_form|auth_wording,False,True,False,0,0,exodusbrk.com,,2679,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://exodusbrk.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
48,alyxara.com,https://alyxara.com,urls.xlsx|123456.xlsx,Canara Bank,canarabank.bank.in,0.6571,False,False,False,True,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,alyxara.com,,32012,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://alyxara.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
49,djgekcf.icu,https://djgekcf.icu,urls.xlsx|123456.xlsx,HDFC Bank,hdfclife.com,0.6012,False,False,False,True,0,0,3,0,3,False,suspicious_certificate,False,False,False,0,0,djgekcf.icu,,3,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://djgekcf.icu,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
50,dikagegrid.click,https://dikagegrid.click,urls.xlsx|123456.xlsx,State Bank of India (SBI),sbicard.com,0.6571,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,dikagegrid.click,,13,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://dikagegrid.click,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
51,anxunh.top,https://anxunh.top,urls.xlsx|123456.xlsx,IndusInd Bank,indusind.bank.in,0.625,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
52,eatalymarket.shop,https://eatalymarket.shop,urls.xlsx|123456.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.7492,False,False,False,True,4,14,0,0,18,False,body_brand_match|login_form|auth_wording|multi_input_form,False,True,False,1,0,eatalymarket.shop,img.eatalymarket.shop,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://eatalymarket.shop,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
53,americanexpress-reward00175.ink,https://americanexpress-reward00175.ink,urls.xlsx|123456.xlsx,Air India,airindiaexpress.com,0.6648,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
54,pack101.org,https://pack101.org,urls.xlsx|123456.xlsx,Indian Oil Corporation Limited (IOCL),iocl.com,0.5952,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,[Errno -5] No address associated with hostname,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
55,discretion.shop,https://discretion.shop,urls.xlsx|123456.xlsx,IDFC FIRST Bank,idfcfirst.bank.in,0.6444,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,discretion.shop,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,head_error,,https://discretion.shop,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
56,thirdshelterpress.com,https://thirdshelterpress.com,urls.xlsx|123456.xlsx,Air India,airindiaexpress.com,0.6728,False,False,False,True,0,0,0,6,6,False,js_redirect,False,False,False,0,0,thirdshelterpress.com,,114,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://thirdshelterpress.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
57,ank2014.biz,https://ank2014.biz,urls.xlsx|123456.xlsx,Bank of Baroda,bankofbaroda.bank.in,0.6349,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,All connection attempts failed,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
58,hollandgroupandassociates.com,https://hollandgroupandassociates.com,urls.xlsx|123456.xlsx,State Bank of India (SBI),homeloans.sbi,0.6383,False,False,False,True,0,0,0,0,0,False,,False,False,False,0,0,hollandgroupandassociates.com,img1.wsimg.com,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://hollandgroupandassociates.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
59,thinkproguard.com,https://thinkproguard.com,urls.xlsx|123456.xlsx,Jio,jio.com,0.6068,False,False,False,True,0,0,6,4,10,False,suspicious_hosting_provider|final_domain_changed,False,False,False,0,1,proguardplans.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://proguardplans.com/,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
60,hysefo.com,https://hysefo.com,urls.xlsx|123456.xlsx,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.6111,False,False,False,True,4,4,0,4,12,False,body_brand_match|auth_wording|final_domain_changed,False,False,False,2,1,domains.atom.com,,32768,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://domains.atom.com/lpd/name/hysefo.com,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
61,8740i4ji8ki.shop,https://8740i4ji8ki.shop,urls.xlsx|123456.xlsx,Reserve Bank of India (RBI),rbi.org.in,0.6162,False,False,False,True,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,False,False,False,skipped,skipped,failed,not_attempted,get_error,,,,,,0.0,False,False,False,,,stage1_fetch_failed,stage1_fetch_failed,stage1_http
62,netsafe.ovh,https://netsafe.ovh,urls.xlsx|123456.xlsx,BSE Ltd.,bsestarmf.in,0.6899,False,False,False,True,0,0,6,0,6,False,suspicious_hosting_provider,False,False,False,0,0,netsafe.ovh,,1035,False,stage1_low_suspicion,False,False,False,skipped,skipped,fetched,not_attempted,,,https://netsafe.ovh,,,,0.0,False,False,False,,,stage1_low_suspicion,stage1_low_suspicion,stage1_http
