input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
7189,vsgs.org,https://vsgs.org,resolved,accepted,timeout,True,,,True,Indian Space Research Organisation (ISRO),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Indian Space Research Organisation (ISRO),0.0,Low,0.8667,0.0,0.75,26.0,0.0,0.0
7359,mailoasis2.com,https://mailoasis2.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.88,0.0,0.5714,26.4,0.0,0.0
7537,cloudability.link,https://cloudability.link,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8833,0.0,0.5882,26.5,0.0,0.0
7540,onlinepolishers.com,https://onlinepolishers.com,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.8594,0.0,0.5833,25.7833,0.0,0.0
7811,main-zlks.com,https://main-zlks.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8704,0.0,0.6154,26.1111,0.0,0.0
7952,cloudpride.com,https://cloudpride.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.9,0.0,0.6667,27.0,0.0,0.0
7996,axisemberhq.com,https://axisemberhq.com,resolved,accepted,timeout,True,,,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Axis Bank,0.0,Low,0.8727,0.0,0.5333,26.1818,0.0,0.0
8048,kint.eus,https://kint.eus,resolved,accepted,timeout,True,,,True,Kfintech,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Kfintech,0.0,Low,0.85,0.0,0.6667,25.5,0.0,0.0
8207,agate-cloud.com,https://agate-cloud.com,resolved,accepted,timeout,True,,,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,brand_token_match,National Informatics Centre (NIC),0.0,Low,0.7374,0.0,0.6,22.1212,0.0,0.0
8721,bankofdigitaldollar.com,https://bankofdigitaldollar.com,resolved,accepted,timeout,True,,,True,Bank of Baroda,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Bank of Baroda,0.0,Low,0.8519,0.0,0.5806,25.5579,0.0,0.0
9446,abdelmunaim.com,https://abdelmunaim.com,resolved,accepted,timeout,True,,,True,National Health Authority (NHA),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Health Authority (NHA),0.0,Low,0.8515,0.0,0.5333,25.5455,0.0,0.0
9538,cloudplusplus-pro.com,https://cloudplusplus-pro.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8588,0.0,0.4545,25.7647,0.0,0.0
9698,uparrow-mail.info,https://uparrow-mail.info,resolved,accepted,timeout,True,,,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,brand_token_match,National Informatics Centre (NIC),0.0,Low,0.5,0.0,0.5,15.0,0.0,0.0
9983,mailfry.com,https://mailfry.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.9143,0.0,0.7273,27.4286,0.0,0.0
10396,maninalto.com,https://maninalto.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8519,0.0,0.6154,25.5556,0.0,0.0
10402,mailnex.app,https://mailnex.app,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.9143,0.0,0.7273,27.4286,0.0,0.0
10586,axismediaindia.com,https://axismediaindia.com,resolved,accepted,timeout,True,,,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Axis Bank,0.0,Low,0.8571,0.0,0.4444,25.7143,0.0,0.0
10752,ampfintech.com,https://ampfintech.com,resolved,accepted,timeout,True,,,True,Kfintech,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Kfintech,0.0,Low,0.8583,0.0,0.8078,25.75,0.0,0.0
10987,maisdollar.site,https://maisdollar.site,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.86,0.0,0.5714,25.8,0.0,0.0
11269,sewindian.com,https://sewindian.com,resolved,accepted,timeout,True,,,True,BSE Ltd.,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,BSE Ltd.,0.0,Low,0.8843,0.0,0.8535,26.5278,0.0,0.0
11468,rbillman.com,https://rbillman.com,resolved,accepted,timeout,True,,,True,Reserve Bank of India (RBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Reserve Bank of India (RBI),0.0,Low,0.8542,0.0,0.5455,25.625,0.0,0.0
12004,cloudmigration.org,https://cloudmigration.org,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8714,0.0,0.5263,26.1429,0.0,0.0
12052,kpn88.icu,https://kpn88.icu,resolved,accepted,timeout,True,,,False,,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Punjab National Bank (PNB),0.0,Low,0.8667,0.0,0.75,26.0,0.0,0.0
12520,mpsconline.com,https://mpsconline.com,resolved,accepted,timeout,True,,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Computer Age Management Services Ltd. (CAMS),0.0,Low,0.8963,0.0,0.83,26.8889,0.0,0.0
13947,myvirtual.institute,https://myvirtual.institute,resolved,accepted,timeout,True,,,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Vodafone Idea (VI),0.0,Low,0.8889,0.0,0.6154,26.6667,0.0,0.0
14083,guideair.site,https://guideair.site,resolved,accepted,timeout,True,,,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,"Unique Identification Authority of India (UIDAI)
",0.0,Low,0.875,0.0,0.7692,26.25,0.0,0.0
14533,airmodel.site,https://airmodel.site,resolved,accepted,timeout,True,,,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Airtel,0.0,Low,0.8736,0.0,0.7143,26.2083,0.0,0.0
14654,kitchen.stream,https://kitchen.stream,resolved,accepted,timeout,True,,,True,Kfintech,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Kfintech,0.0,Low,0.8768,0.0,0.6667,26.3036,0.0,0.0
14655,experience-retail.online,https://experience-retail.online,resolved,accepted,timeout,True,,,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,brand_token_match,State Bank of India (SBI),0.0,Low,0.5072,0.0,0.4,15.2165,0.0,0.0
14861,hdfxrc.com,https://hdfxrc.com,resolved,accepted,timeout,True,,,True,HDFC Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,HDFC Bank,0.0,Low,0.9222,0.0,0.8,27.6667,0.0,0.0
14944,axisupi.com,https://axisupi.com,resolved,accepted,timeout,True,,,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Axis Bank,0.0,Low,0.9143,0.0,0.7273,27.4286,0.0,0.0
15860,desilife.travel,https://desilife.travel,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.869,0.0,0.8,26.0714,0.0,0.0
16047,bnl.one,https://bnl.one,resolved,accepted,timeout,True,,,True,Bharat Sanchar Nigam Limited (BSNL),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Bharat Sanchar Nigam Limited (BSNL),0.0,Low,0.925,0.0,0.8571,27.75,0.0,0.0
16354,homeloanscore.com,https://homeloanscore.com,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.9385,0.0,0.8182,28.1538,0.0,0.0
16613,arbie.com,https://arbie.com,resolved,accepted,timeout,True,,,True,Reserve Bank of India (RBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Reserve Bank of India (RBI),0.0,Low,0.8667,0.0,0.75,26.0,0.0,0.0
16994,cloudsoltechnologies.skin,https://cloudsoltechnologies.skin,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.85,0.0,0.4,25.5,0.0,0.0
17017,ccecloud.com,https://ccecloud.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8875,0.0,0.7692,26.625,0.0,0.0
17486,mecafile.online,https://mecafile.online,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.85,0.0,0.6667,25.5,0.0,0.0
17509,demail.sbs,https://demail.sbs,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8889,0.0,0.8,26.6667,0.0,0.0
17684,kaiztech.net,https://kaiztech.net,resolved,accepted,timeout,True,,,True,Kfintech,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Kfintech,0.0,Low,0.85,0.0,0.75,25.5,0.0,0.0
17916,fbindia.com,https://fbindia.com,resolved,accepted,timeout,True,,,True,BSE Ltd.,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,BSE Ltd.,0.0,Low,0.869,0.0,0.83,26.0714,0.0,0.0
17973,tcmonline.in,https://tcmonline.in,resolved,accepted,timeout,True,,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Computer Age Management Services Ltd. (CAMS),0.0,Low,0.8963,0.0,0.8421,26.8889,0.0,0.0
18045,sebi.exchange,https://sebi.exchange,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.925,0.0,0.8571,27.75,0.0,0.0
18126,cloudburt.com,https://cloudburt.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.9111,0.0,0.7143,27.3333,0.0,0.0
18326,finsintech.com,https://finsintech.com,resolved,accepted,timeout,True,,,True,Kfintech,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Kfintech,0.0,Low,0.8583,0.0,0.8078,25.75,0.0,0.0
18675,apis.bot,https://apis.bot,resolved,accepted,timeout,True,,,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Axis Bank,0.0,Low,0.85,0.0,0.75,25.5,0.0,0.0
19283,online365.app,https://online365.app,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.9111,0.0,0.7778,27.3333,0.0,0.0
19759,marianlt.com,https://marianlt.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8667,0.0,0.6667,26.0,0.0,0.0
20394,spabid.com,https://spabid.com,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.85,0.0,0.6667,25.5,0.0,0.0
20664,indiandaz.com,https://indiandaz.com,resolved,accepted,timeout,True,,,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,IndusInd Bank,0.0,Low,0.8639,0.0,0.7059,25.9167,0.0,0.0
21273,ieo1.com,https://ieo1.com,resolved,accepted,timeout,True,,,True,Indian Oil Corporation Limited (IOCL),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Indian Oil Corporation Limited (IOCL),0.0,Low,0.85,0.0,0.78,25.5,0.0,0.0
21733,onlinehustle.online,https://onlinehustle.online,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.8722,0.0,0.6667,26.1667,0.0,0.0
21762,homenews.blog,https://homenews.blog,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.8833,0.0,0.7059,26.5,0.0,0.0
21837,cloud-9-crew.online,https://cloud-9-crew.online,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,brand_token_match|jw_primary,National Informatics Centre (NIC),0.0,Low,0.8833,0.0,0.5882,26.5,0.0,0.0
22087,nicongom.blog,https://nicongom.blog,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8542,0.0,0.5455,25.625,0.0,0.0
22195,online-giris-bettilt2026.vip,https://online-giris-bettilt2026.vip,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.8528,0.0,0.5455,25.5833,0.0,0.0
22264,makielse.cc,https://makielse.cc,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8667,0.0,0.6667,26.0,0.0,0.0
22517,maxbilbow.com,https://maxbilbow.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8519,0.0,0.6154,25.5556,0.0,0.0
22908,sili.space,https://sili.space,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.8714,0.0,0.7273,26.1429,0.0,0.0
23179,mailingbuds.com,https://mailingbuds.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8727,0.0,0.5333,26.1818,0.0,0.0
23575,cloudsmart1t.com,https://cloudsmart1t.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8833,0.0,0.5882,26.5,0.0,0.0
23745,axishkg.com,https://axishkg.com,resolved,accepted,timeout,True,,,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Axis Bank,0.0,Low,0.9143,0.0,0.7273,27.4286,0.0,0.0
24155,cloudy96th.com,https://cloudy96th.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.9,0.0,0.6667,27.0,0.0,0.0
25044,cloudaether.com,https://cloudaether.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8909,0.0,0.625,26.7273,0.0,0.0
25827,myvirtualmoh.com,https://myvirtualmoh.com,resolved,accepted,timeout,True,,,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Vodafone Idea (VI),0.0,Low,0.8667,0.0,0.5,26.0,0.0,0.0
26219,macnica-cloud.net,https://macnica-cloud.net,resolved,accepted,timeout,True,,,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,brand_token_match,National Informatics Centre (NIC),0.0,Low,0.7385,0.0,0.5455,22.1538,0.0,0.0
26525,online-bingoplus-go.com,https://online-bingoplus-go.com,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.862,0.0,0.5714,25.8596,0.0,0.0
26620,verizon-voice-mail.com,https://verizon-voice-mail.com,resolved,accepted,timeout,True,,,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,brand_token_match,National Informatics Centre (NIC),0.0,Low,0.4352,0.0,0.4138,13.0556,0.0,0.0
27001,cloudcarevoip.com,https://cloudcarevoip.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8769,0.0,0.5556,26.3077,0.0,0.0
27102,parixitsanghani.com,https://parixitsanghani.com,resolved,accepted,timeout,True,,,True,parivahan sewa,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,parivahan sewa,0.0,Low,0.8594,0.0,0.6667,25.7833,0.0,0.0
27345,online-businessaufbauen.com,https://online-businessaufbauen.com,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.856,0.0,0.5,25.6812,0.0,0.0
27703,airtell.ai,https://airtell.ai,resolved,accepted,timeout,True,,,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,0.0,Low,0.9714,0.0,0.9231,29.1429,0.0,0.0
27750,aiime4up.site,https://aiime4up.site,resolved,accepted,timeout,True,,,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,All India Institute of Medical Sciences (AIIMS),0.0,Low,0.86,0.0,0.6154,25.8,0.0,0.0
28568,mailai.live,https://mailai.live,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.9333,0.0,0.8,28.0,0.0,0.0
28766,onlineweb.live,https://onlineweb.live,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.9111,0.0,0.7778,27.3333,0.0,0.0
29539,homebuildersofnc.com,https://homebuildersofnc.com,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.8528,0.0,0.56,25.5833,0.0,0.0
29670,maik.ing,https://maik.ing,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8833,0.0,0.75,26.5,0.0,0.0
31215,clouduniversal.com,https://clouduniversal.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8714,0.0,0.5263,26.1429,0.0,0.0
31365,mydavid.cloud,https://mydavid.cloud,resolved,accepted,timeout,True,,,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Vodafone Idea (VI),0.0,Low,0.8857,0.0,0.7273,26.5714,0.0,0.0
31399,onlinefun.fun,https://onlinefun.fun,resolved,accepted,timeout,True,,,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,State Bank of India (SBI),0.0,Low,0.8667,0.0,0.6667,26.0,0.0,0.0
31984,indusnov.com,https://indusnov.com,resolved,accepted,timeout,True,,,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,IndusInd Bank,0.0,Low,0.9,0.0,0.75,27.0,0.0,0.0
32654,icii.in,https://icii.in,resolved,accepted,timeout,True,,,True,ICICI Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary|skeleton_similarity,ICICI Bank,0.0,Low,0.9533,0.0,0.8889,28.6,0.0,0.0
32789,mycarvin.com,https://mycarvin.com,resolved,accepted,timeout,True,,,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,Vodafone Idea (VI),0.0,Low,0.8667,0.0,0.6667,26.0,0.0,0.0
33164,cloudmta.pl,https://cloudmta.pl,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.925,0.0,0.7692,27.75,0.0,0.0
33302,mabi.link,https://mabi.link,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8667,0.0,0.75,26.0,0.0,0.0
33473,cloudsoftit.com,https://cloudsoftit.com,resolved,accepted,timeout,True,,,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,jw_primary,National Informatics Centre (NIC),0.0,Low,0.8909,0.0,0.625,26.7273,0.0,0.0
