input_position,input_url,normalized_url,dns_status,dns_decision,fetch_status,admitted,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_score,confidence_band,lexical_score,clip_similarity,typo_similarity,domain_component,clip_component,hash_component
11936,pnbindia-services.com,https://pnbindia-services.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary,Punjab National Bank (PNB),0.0,,0.8941,0.0,0.64,0.0,0.0,0.0
12631,maiself.org,https://maiself.org,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.9,0.0,0.7273,0.0,0.0,0.0
14066,cloudme.biz.id,https://cloudme.biz.id,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.9429,0.0,0.8333,0.0,0.0,0.0
16277,industrialdesignasia.com,https://industrialdesignasia.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,IndusInd Bank,True,True,True,False,,,jw_primary,IndusInd Bank,0.0,,0.855,0.0,0.5,0.0,0.0,0.0
16771,bktfintech.com.br,https://bktfintech.com.br,dns_error,rejected,,False,dns_gate,dns_rejected,True,Kfintech,True,True,True,False,,,jw_primary|skeleton_similarity,Kfintech,0.0,,0.8889,0.0,0.8889,0.0,0.0,0.0
20383,mnu-corp.com,https://mnu-corp.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.5119,0.0,0.2967,0.0,0.0,0.0
21370,vcardsonline.com,https://vcardsonline.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,,,jw_primary,Computer Age Management Services Ltd. (CAMS),0.0,,0.8833,0.0,0.8482,0.0,0.0,0.0
22018,camp5consulting.com,https://camp5consulting.com,timeout,rejected,,False,dns_gate,dns_rejected,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,,,jw_primary,Computer Age Management Services Ltd. (CAMS),0.0,,0.8833,0.0,0.75,0.0,0.0,0.0
22678,nicapi.dev,https://nicapi.dev,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8833,0.0,0.6667,0.0,0.0,0.0
23594,aimtsk.com,https://aimtsk.com,no_records,rejected,,False,dns_gate,dns_rejected,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,,,jw_primary,All India Institute of Medical Sciences (AIIMS),0.0,,0.8578,0.0,0.7273,0.0,0.0,0.0
24593,wmail.cyou,https://wmail.cyou,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary|skeleton_similarity,National Informatics Centre (NIC),0.0,,0.9333,0.0,0.8889,0.0,0.0,0.0
24853,runbin.net,https://runbin.net,no_records,rejected,,False,dns_gate,dns_rejected,True,Reserve Bank of India (RBI),True,True,True,False,,,jw_primary,Reserve Bank of India (RBI),0.0,,0.85,0.0,0.6667,0.0,0.0,0.0
25435,pnblndia.bank.in,https://pnblndia.bank.in,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),0.0,,0.9083,0.0,0.875,0.0,0.0,0.0
26601,portal-zonaformulario.click,https://portal-zonaformulario.click,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,Bharat Sanchar Nigam Limited (BSNL),0.0,,0.5,0.0,0.5,0.0,0.0,0.0
26885,ariel.pro,https://ariel.pro,no_records,rejected,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary,Airtel,0.0,,0.89,0.0,0.7273,0.0,0.0,0.0
28172,airtele.xyz,https://airtele.xyz,timeout,rejected,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,Airtel,0.0,,0.9714,0.0,0.9231,0.0,0.0,0.0
28894,mailersender.com,https://mailersender.com,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8667,0.0,0.5,0.0,0.0,0.0
29370,onlinespender.com,https://onlinespender.com,no_records,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.8632,0.0,0.6364,0.0,0.0,0.0
31113,ecipy.asia,https://ecipy.asia,no_records,rejected,,False,dns_gate,dns_rejected,True,Election Commision of India (ECI),True,True,True,False,,,jw_primary,Election Commision of India (ECI),0.0,,0.9067,0.0,0.75,0.0,0.0,0.0
31931,ssl-sec-mail.com,https://ssl-sec-mail.com,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,National Informatics Centre (NIC),0.0,,0.5,0.0,0.5,0.0,0.0,0.0
32395,homelandbridge.com,https://homelandbridge.com,resolver_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.8556,0.0,0.6087,0.0,0.0,0.0
32528,industryhandbags.com,https://industryhandbags.com,resolver_error,rejected,,False,dns_gate,dns_rejected,True,IndusInd Bank,True,True,True,False,,,jw_primary,IndusInd Bank,0.0,,0.8625,0.0,0.5833,0.0,0.0,0.0
34449,homeforsalezone.com,https://homeforsalezone.com,resolver_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.8756,0.0,0.5833,0.0,0.0,0.0
35526,cloud-sprint.com,https://cloud-sprint.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,brand_token_match|jw_primary,National Informatics Centre (NIC),0.0,,0.8833,0.0,0.5882,0.0,0.0,0.0
36246,cloud-j.top,https://cloud-j.top,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,brand_token_match|jw_primary,National Informatics Centre (NIC),0.0,,0.9429,0.0,0.8333,0.0,0.0,0.0
36458,paarivahan.com,https://paarivahan.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,parivahan sewa,True,True,True,False,,,jw_primary|token_set_primary|skeleton_similarity|host_similarity,parivahan sewa,0.0,,0.9474,0.0,0.9474,0.0,0.0,0.0
44617,aireallo.online,https://aireallo.online,resolver_error,rejected,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary,Airtel,0.0,,0.8736,0.0,0.7143,0.0,0.0,0.0
45086,airekt.com,https://airekt.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary,Airtel,0.0,,0.8756,0.0,0.6667,0.0,0.0,0.0
45290,k8fintechltda.com.br,https://k8fintechltda.com.br,dns_error,rejected,,False,dns_gate,dns_rejected,True,Kfintech,True,True,True,False,,,jw_primary,Kfintech,0.0,,0.8846,0.0,0.7619,0.0,0.0,0.0
45324,onlineprincipbdr.com,https://onlineprincipbdr.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.8528,0.0,0.56,0.0,0.0,0.0
46485,mailingmastering.xyz,https://mailingmastering.xyz,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.85,0.0,0.4,0.0,0.0,0.0
46984,ai1.ltd,https://ai1.ltd,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.9167,0.0,0.8571,0.0,0.0,0.0
47124,cloudjoygames.com,https://cloudjoygames.com,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8769,0.0,0.5556,0.0,0.0,0.0
48588,cloudutility.org,https://cloudutility.org,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8833,0.0,0.5882,0.0,0.0,0.0
49490,accounts-businesssupportmeta.com,https://accounts-businesssupportmeta.com,timeout,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,National Informatics Centre (NIC),0.0,,0.5913,0.0,0.129,0.0,0.0,0.0
49818,azis.web.id,https://azis.web.id,no_records,rejected,,False,dns_gate,dns_rejected,True,Axis Bank,True,True,True,False,,,jw_primary,Axis Bank,0.0,,0.85,0.0,0.75,0.0,0.0,0.0
51923,sbi.co.in.login.banking-services.net/234/redirect,https://sbi.co.in.login.banking-services.net/234/redirect,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.7051,0.0,0.5517,0.0,0.0,0.0
52054,rubix.foundation,https://rubix.foundation,dns_error,rejected,,False,dns_gate,dns_rejected,True,Reserve Bank of India (RBI),True,True,True,False,,,jw_primary,Reserve Bank of India (RBI),0.0,,0.88,0.0,0.75,0.0,0.0,0.0
53350,my-visit.online,https://my-visit.online,dns_error,rejected,,False,dns_gate,dns_rejected,True,Vodafone Idea (VI),True,True,True,False,,,jw_primary,Vodafone Idea (VI),0.0,,0.8667,0.0,0.6667,0.0,0.0,0.0
53580,ecigzaa.org,https://ecigzaa.org,resolver_error,rejected,,False,dns_gate,dns_rejected,True,Election Commision of India (ECI),True,True,True,False,,,jw_primary,Election Commision of India (ECI),0.0,,0.8667,0.0,0.6,0.0,0.0,0.0
53981,pnbindia-kyd.com,https://pnbindia-kyd.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary,Punjab National Bank (PNB),0.0,,0.9333,0.0,0.8,0.0,0.0,0.0
54213,cloudsun.site,https://cloudsun.site,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.925,0.0,0.7692,0.0,0.0,0.0
55315,cloudelec.com,https://cloudelec.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.9111,0.0,0.7143,0.0,0.0,0.0
55469,mail-schumacher.org,https://mail-schumacher.org,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,brand_token_match|jw_primary,National Informatics Centre (NIC),0.0,,0.8533,0.0,0.4211,0.0,0.0,0.0
55485,john-cloud.cc,https://john-cloud.cc,no_records,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,National Informatics Centre (NIC),0.0,,0.7556,0.0,0.6316,0.0,0.0,0.0
56363,onlinehafizlik.com,https://onlinehafizlik.com,no_records,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.8556,0.0,0.6087,0.0,0.0,0.0
60548,airep.homes,https://airep.homes,resolver_error,rejected,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary,Airtel,0.0,,0.8756,0.0,0.7273,0.0,0.0,0.0
63564,canana.studio,https://canana.studio,timeout,rejected,,False,dns_gate,dns_rejected,True,Canara Bank,True,True,True,False,,,jw_primary,Canara Bank,0.0,,0.8867,0.0,0.625,0.0,0.0,0.0
64888,onlinesbi.sbi.update-rewards.xyz,https://onlinesbi.sbi.update-rewards.xyz,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.6341,0.0,0.6341,0.0,0.0,0.0
66133,pnb-india.in,https://pnb-india.in,resolver_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,Punjab National Bank (PNB),0.0,,0.9741,0.0,0.9712,0.0,0.0,0.0
66325,insurance-portal.in,https://insurance-portal.in,no_records,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,Bharat Sanchar Nigam Limited (BSNL),0.0,,0.4744,0.0,0.4744,0.0,0.0,0.0
66771,onlinelicencas.site,https://onlinelicencas.site,dns_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.8556,0.0,0.6087,0.0,0.0,0.0
67042,mailhugintech.site,https://mailhugintech.site,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8615,0.0,0.4706,0.0,0.0,0.0
67147,nickscf.online,https://nickscf.online,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8667,0.0,0.6,0.0,0.0,0.0
68473,saionline.net,https://saionline.net,timeout,rejected,,False,dns_gate,dns_rejected,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,,,jw_primary,Computer Age Management Services Ltd. (CAMS),0.0,,0.8546,0.0,0.7368,0.0,0.0,0.0
69680,cfonline.fun,https://cfonline.fun,no_records,rejected,,False,dns_gate,dns_rejected,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,,,jw_primary,Computer Age Management Services Ltd. (CAMS),0.0,,0.8725,0.0,0.7778,0.0,0.0,0.0
72130,mailru.top,https://mailru.top,timeout,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.9333,0.0,0.8,0.0,0.0,0.0
73838,mailcode2.shop,https://mailcode2.shop,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8889,0.0,0.6154,0.0,0.0,0.0
74115,clouddemo.cc,https://clouddemo.cc,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.9111,0.0,0.7143,0.0,0.0,0.0
74125,axisvisualsco.com,https://axisvisualsco.com,no_records,rejected,,False,dns_gate,dns_rejected,True,Axis Bank,True,True,True,False,,,jw_primary,Axis Bank,0.0,,0.8615,0.0,0.4706,0.0,0.0,0.0
74302,sbireward.com,https://sbireward.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.85,0.0,0.78,0.0,0.0,0.0
75700,cloudcrmerp.com,https://cloudcrmerp.com,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8909,0.0,0.625,0.0,0.0,0.0
76406,auth-mail.store,https://auth-mail.store,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,National Informatics Centre (NIC),0.0,,0.6154,0.0,0.6154,0.0,0.0,0.0
76741,pnmbrv.art,https://pnmbrv.art,dns_error,rejected,,False,dns_gate,dns_rejected,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),0.0,,0.8667,0.0,0.6667,0.0,0.0,0.0
78530,cloudmailnode.com,https://cloudmailnode.com,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8769,0.0,0.5556,0.0,0.0,0.0
78821,cloudbandits.com,https://cloudbandits.com,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8833,0.0,0.5882,0.0,0.0,0.0
79009,w9mail.asia,https://w9mail.asia,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8889,0.0,0.8,0.0,0.0,0.0
79131,nimici.com,https://nimici.com,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8667,0.0,0.6667,0.0,0.0,0.0
80897,biocol.tech,https://biocol.tech,no_records,rejected,,False,dns_gate,dns_rejected,True,Indian Oil Corporation Limited (IOCL),True,True,True,False,,,jw_primary,Indian Oil Corporation Limited (IOCL),0.0,,0.8889,0.0,0.8,0.0,0.0,0.0
81246,sbi.com-kyc.net/login,https://sbi.com-kyc.net/login,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,State Bank of India (SBI),0.0,,0.5026,0.0,0.25,0.0,0.0,0.0
81386,nchian.vip,https://nchian.vip,dns_error,rejected,,False,dns_gate,dns_rejected,True,National Health Authority (NHA),True,True,True,False,,,jw_primary,National Health Authority (NHA),0.0,,0.85,0.0,0.6667,0.0,0.0,0.0
82414,paraka.com,https://paraka.com,resolver_error,rejected,,False,dns_gate,dns_rejected,True,parivahan sewa,True,True,True,False,,,jw_primary,parivahan sewa,0.0,,0.8574,0.0,0.6667,0.0,0.0,0.0
83971,onl1nesbi.sbi/login,https://onl1nesbi.sbi/login,dns_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary|skeleton_similarity,State Bank of India (SBI),0.0,,0.9481,0.0,0.9189,0.0,0.0,0.0
85768,mailzenix.com,https://mailzenix.com,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8889,0.0,0.6154,0.0,0.0,0.0
86030,myev.africa,https://myev.africa,timeout,rejected,,False,dns_gate,dns_rejected,True,Vodafone Idea (VI),True,True,True,False,,,jw_primary,Vodafone Idea (VI),0.0,,0.8667,0.0,0.75,0.0,0.0,0.0
90384,xn--i-nha.com,https://xn--i-nha.com,resolver_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,National Health Authority (NHA),0.0,,0.5,0.0,0.5,0.0,0.0,0.0
91890,bankoweb.com,https://bankoweb.com,no_records,rejected,,False,dns_gate,dns_rejected,True,Bank of Baroda,True,True,True,False,,,jw_primary,Bank of Baroda,0.0,,0.85,0.0,0.6,0.0,0.0,0.0
92709,noha.dev,https://noha.dev,no_records,rejected,,False,dns_gate,dns_rejected,True,National Health Authority (NHA),True,True,True,False,,,jw_primary,National Health Authority (NHA),0.0,,0.925,0.0,0.8571,0.0,0.0,0.0
92878,mariel144.com,https://mariel144.com,no_records,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8519,0.0,0.6154,0.0,0.0,0.0
94422,onlinebibleteachings.com,https://onlinebibleteachings.com,resolver_error,rejected,,False,dns_gate,dns_rejected,True,State Bank of India (SBI),True,True,True,False,,,jw_primary,State Bank of India (SBI),0.0,,0.8578,0.0,0.5517,0.0,0.0,0.0
96378,cloudmasters.us,https://cloudmasters.us,resolver_error,rejected,,False,dns_gate,dns_rejected,True,National Informatics Centre (NIC),True,True,True,False,,,jw_primary,National Informatics Centre (NIC),0.0,,0.8833,0.0,0.5882,0.0,0.0,0.0
96870,atualize-mail.org,https://atualize-mail.org,dns_error,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,National Informatics Centre (NIC),0.0,,0.5491,0.0,0.5,0.0,0.0,0.0
97588,aircraftdealer.net,https://aircraftdealer.net,resolver_error,rejected,,False,dns_gate,dns_rejected,True,Airtel,True,True,True,False,,,jw_primary,Airtel,0.0,,0.8667,0.0,0.6,0.0,0.0,0.0
100138,americachips-portal.com,https://americachips-portal.com,no_records,rejected,,False,dns_gate,dns_rejected,False,,True,True,False,False,,,brand_token_match,Bharat Sanchar Nigam Limited (BSNL),0.0,,0.4,0.0,0.4,0.0,0.0,0.0
