input_position,input_url,normalized_url,exclusion_stage,reason,dns_status,dns_decision,strict_lexical_hit,lexical_score_pass,fallback_rank_only,candidate_generation_reason
39,sohankheltravel.com,https://sohankheltravel.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
40,0113-riskmanagement-6657.cfd,https://0113-riskmanagement-6657.cfd,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
41,healingcombattrauma.org,https://healingcombattrauma.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
42,realtalknews.com,https://realtalknews.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
43,thebowl.cloud,https://thebowl.cloud,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
44,pabistens.com,https://pabistens.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
45,incepta.site,https://incepta.site,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
46,compassionlife.org,https://compassionlife.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
47,lazaruspointrealism.com,https://lazaruspointrealism.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
48,cobahome.co,https://cobahome.co,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
49,berwickoffraywholesale.com,https://berwickoffraywholesale.com,dns_gate,dns_rejected,resolver_error,rejected,False,False,True,fallback_top_k
50,heztasydt.com,https://heztasydt.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
51,derwentlondonresidential.com,https://derwentlondonresidential.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
52,starlightphotobooth.net,https://starlightphotobooth.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
53,6qj5a6.vip,https://6qj5a6.vip,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
54,mraaquaguard.com,https://mraaquaguard.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
55,sharedts.com,https://sharedts.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
56,fantasyindiapro.com,https://fantasyindiapro.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
57,mechdefenders.com,https://mechdefenders.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
58,wezaads.shop,https://wezaads.shop,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
59,cowaymall.shop,https://cowaymall.shop,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
60,eastwestvisa.com,https://eastwestvisa.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
61,npcllm.com,https://npcllm.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
62,xsbc-cn.com,https://xsbc-cn.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
63,professionalsolarsolutions.com,https://professionalsolarsolutions.com,dns_gate,dns_rejected,resolver_error,rejected,False,False,True,fallback_top_k
64,pmrecup.be,https://pmrecup.be,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
65,theblur.org,https://theblur.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
66,hostel-syzran.com,https://hostel-syzran.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
67,scbmjg.com,https://scbmjg.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
68,faithlakesolutionsllc.com,https://faithlakesolutionsllc.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
69,realestateinvestorroadmap.com,https://realestateinvestorroadmap.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
70,prohairsteamer.com,https://prohairsteamer.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
71,validaloginmx.lat,https://validaloginmx.lat,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
72,korumakumanda.com,https://korumakumanda.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
73,elitecyberservices.com,https://elitecyberservices.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
74,pradaai.com,https://pradaai.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
75,primeindygroup.com,https://primeindygroup.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
76,unitcb.com,https://unitcb.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
77,jmkcvs.com,https://jmkcvs.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
78,skpckamptee.org,https://skpckamptee.org,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
79,wjaccountants.com,https://wjaccountants.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
80,skatingring.com,https://skatingring.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
81,reward-expiry.com,https://reward-expiry.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
82,tokispirit.shop,https://tokispirit.shop,dns_gate,dns_rejected,resolver_error,rejected,False,False,True,fallback_top_k
83,tarnaut.com,https://tarnaut.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
84,cindycliffhomes.com,https://cindycliffhomes.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
85,aluminium.pics,https://aluminium.pics,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
86,posjp33cabang.shop,https://posjp33cabang.shop,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
87,adpirate.com,https://adpirate.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
88,terryd.uk,https://terryd.uk,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
89,lovefastlosangeles.net,https://lovefastlosangeles.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
90,ebcone.ai,https://ebcone.ai,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
91,pastum.net,https://pastum.net,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
92,presidenteballroom.com,https://presidenteballroom.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
93,systemil.com,https://systemil.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
94,probuild-hk.com,https://probuild-hk.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
95,sutesmscroc.com,https://sutesmscroc.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
96,gggppfdsgsdfdgssss999kk.cyou,https://gggppfdsgsdfdgssss999kk.cyou,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
97,miraifc.shop,https://miraifc.shop,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
98,lunori.com,https://lunori.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
99,prideslidesteam.com,https://prideslidesteam.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
100,xmxm666.com,https://xmxm666.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
101,n2plasticrepair.com,https://n2plasticrepair.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
102,honeyholeproperties.com,https://honeyholeproperties.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
103,l2hymx.vip,https://l2hymx.vip,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
104,landbuyernetwork.com,https://landbuyernetwork.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
105,iknrj.com,https://iknrj.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
106,renaissanceoncarmel2.com,https://renaissanceoncarmel2.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
107,torastrategylab.com,https://torastrategylab.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
108,padois.com,https://padois.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
109,dinnerwiththequeen.online,https://dinnerwiththequeen.online,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
110,zona119.com,https://zona119.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
111,themadash.com,https://themadash.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
112,propisca.sbs,https://propisca.sbs,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
113,ghauriclicks.com,https://ghauriclicks.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
114,sunjackson.com,https://sunjackson.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
115,fasedeselva.com,https://fasedeselva.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
116,odik.com,https://odik.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
117,15an4maz1n9d4y.top,https://15an4maz1n9d4y.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
118,boyaokeji.cn,https://boyaokeji.cn,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
119,evmache.com,https://evmache.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
120,dnplaybook.com,https://dnplaybook.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
121,tophomeoffer.com,https://tophomeoffer.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
122,luckyspinketua.store,https://luckyspinketua.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
123,inhamburg.net,https://inhamburg.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
124,qacndy.asia,https://qacndy.asia,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
125,kywkug.club,https://kywkug.club,dns_gate,dns_rejected,timeout,rejected,False,False,True,fallback_top_k
126,isift.info,https://isift.info,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
127,bcnblockchainweek.com,https://bcnblockchainweek.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
128,poshlily.com,https://poshlily.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
129,jeffromine.com,https://jeffromine.com,dns_gate,dns_rejected,resolver_error,rejected,False,False,True,fallback_top_k
130,control-room-furniture.com,https://control-room-furniture.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
131,guminnara.com,https://guminnara.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
132,cdhq56.com,https://cdhq56.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
133,moonshot-lists.org,https://moonshot-lists.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
134,ylhutvi2924.work,https://ylhutvi2924.work,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
135,buddhaforyou.org,https://buddhaforyou.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
136,pridebytes.com,https://pridebytes.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
137,growthantausnetwork.info,https://growthantausnetwork.info,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
138,blondeventsmiami.com,https://blondeventsmiami.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
139,bro-beautie.shop,https://bro-beautie.shop,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
140,changewerks.com,https://changewerks.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
141,yufutangshengwukeji.com,https://yufutangshengwukeji.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
142,kbj4k.com,https://kbj4k.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
143,maltajetski.com,https://maltajetski.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
144,abigailnomad.com,https://abigailnomad.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
145,extremefoodandbeverage.com,https://extremefoodandbeverage.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
146,slepine.quebec,https://slepine.quebec,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
147,bxgw8.com,https://bxgw8.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
148,to88bet.org,https://to88bet.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
149,ls-j-okkwuqe.top,https://ls-j-okkwuqe.top,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
150,xn--nted-ura74n.com,https://xn--nted-ura74n.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
151,findhayawashington.info,https://findhayawashington.info,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
152,hxcgxmju.asia,https://hxcgxmju.asia,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
153,rebellisphotography.com,https://rebellisphotography.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
154,takethecyatest.com,https://takethecyatest.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
155,sharp-skills.com,https://sharp-skills.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
156,thousandrainbowsministries.org,https://thousandrainbowsministries.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
157,greenecsllc.com,https://greenecsllc.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
158,wpseoblocks.com,https://wpseoblocks.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
159,clhwc8.com,https://clhwc8.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
160,arobase27.com,https://arobase27.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
161,flowhosted.com,https://flowhosted.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
162,ehtraders.com,https://ehtraders.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
163,forestvenue.com,https://forestvenue.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
164,pusdt.vip,https://pusdt.vip,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
165,seehowthey.run,https://seehowthey.run,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
166,qlekta.asia,https://qlekta.asia,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
167,foodmanagercertification.net,https://foodmanagercertification.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
168,spardee.com,https://spardee.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
169,marketingconabel.com,https://marketingconabel.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
170,kidsgifts.net,https://kidsgifts.net,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
171,shoplohic.store,https://shoplohic.store,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
172,lockhouse.app,https://lockhouse.app,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
173,chevypartscorp.com,https://chevypartscorp.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
174,gurudakshinaportal.org,https://gurudakshinaportal.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
175,foroubyou.com,https://foroubyou.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
176,uppercanadamall.org,https://uppercanadamall.org,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
177,cynthiafortunato.com,https://cynthiafortunato.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
178,adheera.shop,https://adheera.shop,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
179,oakhurstcontractors.com,https://oakhurstcontractors.com,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
180,cfaomotors-niger.com,https://cfaomotors-niger.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
181,beaverblitz.com,https://beaverblitz.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
182,beaverdam-towing.top,https://beaverdam-towing.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
183,labibhomesltd.com,https://labibhomesltd.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
184,nickdeyulio.com,https://nickdeyulio.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
185,owl-on.icu,https://owl-on.icu,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
186,pimpamexam.com,https://pimpamexam.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
187,atuwesleyfoundation.org,https://atuwesleyfoundation.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
188,startlistloops.com,https://startlistloops.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
189,governanceascode.io,https://governanceascode.io,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
190,marysolgonzalez.com,https://marysolgonzalez.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
191,suneternity.store,https://suneternity.store,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
192,bartekj.com,https://bartekj.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
193,siouxritmo.com,https://siouxritmo.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
194,loan-modificationassistance.com,https://loan-modificationassistance.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
195,kissalvation.org,https://kissalvation.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
196,hwoh231.top,https://hwoh231.top,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
197,thegoldenland.com,https://thegoldenland.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
198,ebtlwc.org,https://ebtlwc.org,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
199,pinterest-worthy.com,https://pinterest-worthy.com,hashing_shortlist,fetch_timeout_or_fetch_failed,resolved,accepted,False,False,True,fallback_top_k
200,zft3g1.top,https://zft3g1.top,dns_gate,dns_rejected,dns_error,rejected,False,False,True,fallback_top_k
201,sdclaim.com,https://sdclaim.com,dns_gate,dns_rejected,no_records,rejected,False,False,True,fallback_top_k
