target_url,hostname,resolved_ips,dns_status,decision,attempts,retry_count,retry_success,resolver_profile
easy-sponso.com,easy-sponso.com,195.154.224.71;195.154.234.75;2001:bc8:1203:215::4b;2001:bc8:702:70::47,resolved,accepted,2,1,True,fallback
gothamfinn.co,gothamfinn.co,104.21.84.162;172.67.195.58;2606:4700:3031::ac43:c33a;2606:4700:3032::6815:54a2,resolved,accepted,2,1,True,fallback
coastalcounselingcenter.org,coastalcounselingcenter.org,,dns_error,rejected,1,0,False,default
thepatoolkit.com,thepatoolkit.com,,timeout,rejected,2,1,False,fallback
rjpnbv.com,rjpnbv.com,,no_records,rejected,2,1,False,fallback
ank2014.biz,ank2014.biz,199.15.163.139,resolved,accepted,2,1,True,fallback
ampmskincare.com,ampmskincare.com,13.248.169.48;76.223.54.146,resolved,accepted,1,0,False,default
bluewaterpoolsusa.com,bluewaterpoolsusa.com,,timeout,rejected,2,1,False,fallback
pnblndia-app.in,pnblndia-app.in,,dns_error,rejected,1,0,False,default
bazarcentofiori.com,bazarcentofiori.com,52.223.13.41,resolved,accepted,2,1,True,fallback
traverseskier.com,traverseskier.com,44.227.65.245;44.227.76.166,resolved,accepted,2,1,True,fallback
cifibiu.pro,cifibiu.pro,104.21.50.9;172.67.198.181;2606:4700:3032::ac43:c6b5;2606:4700:3034::6815:3209,resolved,accepted,1,0,False,default
unqvrhr60.shop,unqvrhr60.shop,,no_records,rejected,2,1,False,fallback
tayceculture.com,tayceculture.com,199.34.228.171,resolved,accepted,1,0,False,default
bogitekniikka.fi,bogitekniikka.fi,85.234.242.129,resolved,accepted,1,0,False,default
di9rke.top,di9rke.top,137.220.136.99,resolved,accepted,1,0,False,default
pumirpkin.live,pumirpkin.live,104.17.232.29,resolved,accepted,1,0,False,default
5ggnp.buzz,5ggnp.buzz,,timeout,rejected,2,1,False,fallback
greenbeangirltrainingtutoring.com,greenbeangirltrainingtutoring.com,76.223.113.161,resolved,accepted,1,0,False,default
perchproject.org,perchproject.org,24.144.83.45,resolved,accepted,2,1,True,fallback
clayhole.click,clayhole.click,104.21.42.28;172.67.199.68;2606:4700:3031::ac43:c744;2606:4700:3035::6815:2a1c,resolved,accepted,1,0,False,default
swiftdrops.store,swiftdrops.store,23.227.38.65;2620:127:f00f:5::,resolved,accepted,1,0,False,default
parquebatweania.com,parquebatweania.com,216.198.79.1;216.198.79.65,resolved,accepted,1,0,False,default
elit-stomatolog.ru,elit-stomatolog.ru,,timeout,rejected,2,1,False,fallback
snowtime.shop,snowtime.shop,,timeout,rejected,2,1,False,fallback
allsetfacilitygroup.com,allsetfacilitygroup.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,1,0,False,default
axisupi.com,axisupi.com,162.255.119.13,resolved,accepted,1,0,False,default
bexarcasino.space,bexarcasino.space,104.21.43.14;172.67.215.214;2606:4700:3033::6815:2b0e;2606:4700:3037::ac43:d7d6,resolved,accepted,2,1,True,fallback
alyxara.com,alyxara.com,2.57.91.91,resolved,accepted,1,0,False,default
sbi-secure-login.com,sbi-secure-login.com,,dns_error,rejected,2,1,False,fallback
snackduel.com,snackduel.com,,no_records,rejected,1,0,False,default
pnb-netbanking.net,pnb-netbanking.net,,dns_error,rejected,2,1,False,fallback
tutera.ru,tutera.ru,72.56.4.24,resolved,accepted,1,0,False,default
essentialcleaningservicesusa.com,essentialcleaningservicesusa.com,147.79.69.84;2a02:4780:20:ccf9:6012:c560:ffd9:6126;2a02:4780:3c:ce74:a6b2:5824:b83f:af9;88.222.243.22,resolved,accepted,1,0,False,default
rush-bodyplan.homes,rush-bodyplan.homes,,timeout,rejected,2,1,False,fallback
jlchuhai.com,jlchuhai.com,,no_records,rejected,2,1,False,fallback
outlandscodex.ai,outlandscodex.ai,132.148.180.251,resolved,accepted,2,1,True,fallback
dynamicdigitalmastery.com,dynamicdigitalmastery.com,162.159.140.166,resolved,accepted,1,0,False,default
ncbackyardbouncers.com,ncbackyardbouncers.com,66.223.49.89,resolved,accepted,2,1,True,fallback
emon793hoky.online,emon793hoky.online,104.21.56.131;172.67.151.102;2606:4700:3030::6815:3883;2606:4700:3030::ac43:9766,resolved,accepted,2,1,True,fallback
allnaturalherbalmedicines.com,allnaturalherbalmedicines.com,199.15.163.139,resolved,accepted,2,1,True,fallback
carelessvibe.com,carelessvibe.com,13.248.169.48;76.223.54.146,resolved,accepted,1,0,False,default
777gvipclub.com,777gvipclub.com,2606:4700:3031::6815:847;2606:4700:3034::ac43:9ce9,resolved,accepted,1,0,False,default
roisgloballogam.com,roisgloballogam.com,103.123.62.41,resolved,accepted,2,1,True,fallback
dikagegrid.click,dikagegrid.click,104.21.94.220;172.67.140.138;2606:4700:3033::6815:5edc;2606:4700:3035::ac43:8c8a,resolved,accepted,2,1,True,fallback
wintergroupsecurity.com,wintergroupsecurity.com,192.64.119.43,resolved,accepted,1,0,False,default
itplayegypt.win,itplayegypt.win,104.21.96.55;172.67.173.74;2606:4700:3033::6815:6037;2606:4700:3033::ac43:ad4a,resolved,accepted,2,1,True,fallback
connectionsarchive.net,connectionsarchive.net,104.21.88.162;172.67.186.9,resolved,accepted,1,0,False,default
tuterrenoenchile.cl,tuterrenoenchile.cl,75.119.200.26,resolved,accepted,1,0,False,default
o3zxth.top,o3zxth.top,137.220.136.99,resolved,accepted,2,1,True,fallback
netsafe.ovh,netsafe.ovh,46.225.212.48,resolved,accepted,2,1,True,fallback
navaitour.online,navaitour.online,95.163.244.138,resolved,accepted,1,0,False,default
barbara-michelle.com,barbara-michelle.com,199.15.163.139,resolved,accepted,2,1,True,fallback
fxsnowcool.com,fxsnowcool.com,103.47.82.81,resolved,accepted,1,0,False,default
udbijaayurveda.com,udbijaayurveda.com,147.93.100.63;2a02:4780:11:1932:0:1322:fde5:10,resolved,accepted,1,0,False,default
digifant.network,digifant.network,,no_records,rejected,1,0,False,default
secure-login.com,secure-login.com,,timeout,rejected,2,1,False,fallback
creationorder.net,creationorder.net,34.216.117.25;54.149.79.189,resolved,accepted,2,1,True,fallback
surpriseoflifellc.com,surpriseoflifellc.com,13.248.243.5;76.223.105.230,resolved,accepted,2,1,True,fallback
verify-account.net,verify-account.net,,dns_error,rejected,2,1,False,fallback
airtele.xyz,airtele.xyz,,timeout,rejected,2,1,False,fallback
fresna.online,fresna.online,2.57.91.91,resolved,accepted,1,0,False,default
abfquoelx.com,abfquoelx.com,,timeout,rejected,2,1,False,fallback
lesfermesdespoir.fr,lesfermesdespoir.fr,104.21.76.211;172.67.201.61;2606:4700:3034::6815:4cd3;2606:4700:3037::ac43:c93d,resolved,accepted,1,0,False,default
s-s-a.us,s-s-a.us,162.255.119.81,resolved,accepted,1,0,False,default
jicm0yo.vip,jicm0yo.vip,,no_records,rejected,1,0,False,default
my-auth23948.com,my-auth23948.com,179.43.172.199,resolved,accepted,1,0,False,default
inesceramica.pt,inesceramica.pt,13.215.239.219;52.74.6.109,resolved,accepted,1,0,False,default
slexironphdrexox.world,slexironphdrexox.world,104.21.60.95;172.67.195.129;2606:4700:3032::6815:3c5f;2606:4700:3032::ac43:c381,resolved,accepted,1,0,False,default
71042.vip,71042.vip,34.80.159.168,resolved,accepted,1,0,False,default
zh-ptgaming.com,zh-ptgaming.com,107.151.100.106,resolved,accepted,2,1,True,fallback
uidaiaadhardownload.com,uidaiaadhardownload.com,2.57.91.36;2a02:4780:84:9f8e:4e58:3884:3f6d:34fe;2a02:4780:84:b395:4d13:9134:a6bf:ec9d;84.32.84.47,resolved,accepted,2,1,True,fallback
optimacapitalvc.com,optimacapitalvc.com,107.180.116.32,resolved,accepted,1,0,False,default
twentysixer.ru,twentysixer.ru,185.20.46.254,resolved,accepted,1,0,False,default
brierleysovereigngroup.info,brierleysovereigngroup.info,2001:8d8:100f:f000::200;217.160.0.80,resolved,accepted,2,1,True,fallback
sportrade.blog,sportrade.blog,104.21.49.121;172.67.162.124;2606:4700:3031::ac43:a27c;2606:4700:3033::6815:3179,resolved,accepted,1,0,False,default
nmjiaojinginc.shop,nmjiaojinginc.shop,176.123.2.53,resolved,accepted,1,0,False,default
airtell.ai,airtell.ai,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
lml2vipaff05.cc,lml2vipaff05.cc,104.21.54.52;172.67.223.217;2606:4700:3031::ac43:dfd9;2606:4700:3034::6815:3634,resolved,accepted,1,0,False,default
pnblndia.bank.in,pnblndia.bank.in,,dns_error,rejected,1,0,False,default
pnb-india.in,pnb-india.in,,resolver_error,rejected,2,1,False,fallback
saudenervocuremax.shop,saudenervocuremax.shop,2a02:4780:3c:4717:aa4c:332b:c378:c8f4;2a02:4780:3d:f26e:343a:4647:55a9:37b7;88.222.243.25;91.108.106.255,resolved,accepted,1,0,False,default
jardines10.com,jardines10.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
learningonly.store,learningonly.store,64.190.63.222,resolved,accepted,2,1,True,fallback
metaads.pro,metaads.pro,2.57.91.91,resolved,accepted,1,0,False,default
enerzyph.com,enerzyph.com,,no_records,rejected,2,1,False,fallback
connect2people360x.info,connect2people360x.info,104.21.21.88;172.67.197.82;2606:4700:3030::ac43:c552;2606:4700:3032::6815:1558,resolved,accepted,1,0,False,default
moisesdevweb.com,moisesdevweb.com,216.198.79.65;64.29.17.1,resolved,accepted,1,0,False,default
zrsanalyst.com,zrsanalyst.com,216.150.1.1,resolved,accepted,1,0,False,default
pack101.org,pack101.org,,no_records,rejected,2,1,False,fallback
cppcccare.com,cppcccare.com,,dns_error,rejected,2,1,False,fallback
shelbyserves.com,shelbyserves.com,104.21.24.128;172.67.218.236;2606:4700:3030::6815:1880;2606:4700:3032::ac43:daec,resolved,accepted,1,0,False,default
accountauthenticate.com,accountauthenticate.com,,dns_error,rejected,1,0,False,default
fjudoeuskadi.eus,fjudoeuskadi.eus,134.0.15.164,resolved,accepted,2,1,True,fallback
jskbalaghat.org,jskbalaghat.org,162.241.123.163,resolved,accepted,1,0,False,default
lucilalehmann.com,lucilalehmann.com,,dns_error,rejected,1,0,False,default
hraihpsa.ca,hraihpsa.ca,160.153.0.159,resolved,accepted,1,0,False,default
nevermindmedia.ch,nevermindmedia.ch,2.57.91.91,resolved,accepted,1,0,False,default
8eight.com.tw,8eight.com.tw,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
tutu-and-tiaras.com,tutu-and-tiaras.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
ofertaa643842315.sbs,ofertaa643842315.sbs,,timeout,rejected,2,1,False,fallback
secure-kyc.com,secure-kyc.com,152.42.254.218,resolved,accepted,1,0,False,default
preprod-ucimtbworldseries.com,preprod-ucimtbworldseries.com,,no_records,rejected,1,0,False,default
yktdeo.com,yktdeo.com,104.21.92.135;172.67.194.133,resolved,accepted,1,0,False,default
discretion.shop,discretion.shop,13.248.169.48;76.223.54.146,resolved,accepted,1,0,False,default
e7v7c6y.com,e7v7c6y.com,104.18.36.110;172.64.151.146,resolved,accepted,1,0,False,default
manto90.store,manto90.store,185.158.133.1,resolved,accepted,1,0,False,default
penn-hpp.com,penn-hpp.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,1,0,False,default
chillcollege.com,chillcollege.com,15.197.148.33;3.33.130.190,resolved,accepted,1,0,False,default
aifinance.global,aifinance.global,104.21.39.149;172.67.170.210;2606:4700:3037::6815:2795;2606:4700:3037::ac43:aad2,resolved,accepted,1,0,False,default
sbi.co.in.login.banking-services.net/234/redirect,sbi.co.in.login.banking-services.net,,dns_error,rejected,1,0,False,default
permabrows.us,permabrows.us,13.248.243.5;76.223.105.230,resolved,accepted,1,0,False,default
jiaotongzd.com,jiaotongzd.com,104.21.8.106;172.67.157.76,resolved,accepted,1,0,False,default
shaart.com,shaart.com,64.190.63.222,resolved,accepted,2,1,True,fallback
conciergerie-niort.fr,conciergerie-niort.fr,147.79.69.206;2a02:4780:1f:5760:eb11:1566:cdce:5903;2a02:4780:3c:f44c:94d4:d933:1546:2118;91.108.106.37,resolved,accepted,1,0,False,default
eeeey.cc,eeeey.cc,154.26.247.133,resolved,accepted,1,0,False,default
786786786786.com,786786786786.com,,no_records,rejected,2,1,False,fallback
doggiemax.com,doggiemax.com,15.197.148.33;3.33.130.190,resolved,accepted,2,1,True,fallback
hollandgroupandassociates.com,hollandgroupandassociates.com,13.248.243.5;76.223.105.230,resolved,accepted,2,1,True,fallback
reward-expiry.com,reward-expiry.com,,dns_error,rejected,1,0,False,default
n6k6jqg8.top,n6k6jqg8.top,,timeout,rejected,2,1,False,fallback
pornxmodel.click,pornxmodel.click,,resolver_error,rejected,2,1,False,fallback
crplasticos.com.br,crplasticos.com.br,104.16.36.105;104.16.42.105;104.19.240.93;104.19.241.93,resolved,accepted,2,1,True,fallback
tnkproject.com,tnkproject.com,,timeout,rejected,2,1,False,fallback
bit.ly,bit.ly,67.199.248.10;67.199.248.11,resolved,accepted,1,0,False,default
pnbindia-kyd.com,pnbindia-kyd.com,,dns_error,rejected,2,1,False,fallback
landscapebyvera.com,landscapebyvera.com,192.64.119.228,resolved,accepted,2,1,True,fallback
ezbrd.co,ezbrd.co,161.248.15.23,resolved,accepted,1,0,False,default
app-mkwangzhi.com,app-mkwangzhi.com,,timeout,rejected,2,1,False,fallback
avbyfpho.shop,avbyfpho.shop,,no_records,rejected,2,1,False,fallback
mikogpt.ru,mikogpt.ru,194.67.88.118,resolved,accepted,1,0,False,default
syxtherocrex.world,syxtherocrex.world,104.21.12.39;172.67.151.133;2606:4700:3032::ac43:9785;2606:4700:3034::6815:c27,resolved,accepted,2,1,True,fallback
americanexpress-reward00175.ink,americanexpress-reward00175.ink,34.106.190.115,resolved,accepted,2,1,True,fallback
onlinesbi.sbi.update-rewards.xyz,onlinesbi.sbi.update-rewards.xyz,,dns_error,rejected,2,1,False,fallback
abx5n1n7.cc,abx5n1n7.cc,43.229.112.99,resolved,accepted,1,0,False,default
annarbormarket.com,annarbormarket.com,198.185.159.144;198.185.159.145;198.49.23.144;198.49.23.145,resolved,accepted,2,1,True,fallback
edugig.xyz,edugig.xyz,,timeout,rejected,2,1,False,fallback
wantianzf.com,wantianzf.com,104.21.37.76;172.67.205.227;2606:4700:3031::6815:254c;2606:4700:3033::ac43:cde3,resolved,accepted,2,1,True,fallback
prototanya.org,prototanya.org,104.21.66.248;172.67.166.137;2606:4700:3033::ac43:a689;2606:4700:3037::6815:42f8,resolved,accepted,2,1,True,fallback
eatalymarket.shop,eatalymarket.shop,104.21.24.3;172.67.214.193;2606:4700:3031::6815:1803;2606:4700:3037::ac43:d6c1,resolved,accepted,2,1,True,fallback
hgi5z6n1d.vip,hgi5z6n1d.vip,213.176.99.6;38.47.158.248;65.181.135.72,resolved,accepted,1,0,False,default
flydownloads.space,flydownloads.space,104.21.62.93;172.67.222.115;2606:4700:3032::6815:3e5d;2606:4700:3037::ac43:de73,resolved,accepted,1,0,False,default
zentozavoveltopentolaxinilo.click,zentozavoveltopentolaxinilo.click,195.74.90.249;2a0f:e1c0:37a:6a3::1,resolved,accepted,1,0,False,default
rosastoneeg.com,rosastoneeg.com,2607:f1c0:100f:f000::200;74.208.236.58,resolved,accepted,1,0,False,default
thirdshelterpress.com,thirdshelterpress.com,15.197.148.33;3.33.130.190,resolved,accepted,2,1,True,fallback
commerium.co.uk,commerium.co.uk,185.158.133.1,resolved,accepted,2,1,True,fallback
mis4624.cc,mis4624.cc,,no_records,rejected,1,0,False,default
uk-travel.ru,uk-travel.ru,104.21.24.218;172.67.220.218;2606:4700:3033::ac43:dcda;2606:4700:3037::6815:18da,resolved,accepted,2,1,True,fallback
soyprotagonistafinanciero.com,soyprotagonistafinanciero.com,216.24.57.1,resolved,accepted,1,0,False,default
icic-bank.com,icic-bank.com,,dns_error,rejected,2,1,False,fallback
paarivahan.com,paarivahan.com,,dns_error,rejected,2,1,False,fallback
intelectusai.com,intelectusai.com,,no_records,rejected,2,1,False,fallback
suesholidayhub.com,suesholidayhub.com,2.57.91.91,resolved,accepted,2,1,True,fallback
verify-kyc.com,verify-kyc.com,104.21.40.170;172.67.155.21;2606:4700:3033::6815:28aa;2606:4700:3033::ac43:9b15,resolved,accepted,2,1,True,fallback
brandmappr.com,brandmappr.com,192.64.119.32,resolved,accepted,1,0,False,default
anxunh.top,anxunh.top,,no_records,rejected,1,0,False,default
outergood.ru,outergood.ru,104.21.80.179;172.67.152.182;2606:4700:3033::ac43:98b6;2606:4700:3034::6815:50b3,resolved,accepted,2,1,True,fallback
hometownsewickley.com,hometownsewickley.com,23.227.38.73;2620:127:f00f:d::,resolved,accepted,1,0,False,default
dq67r.top,dq67r.top,202.79.172.240;206.119.188.45;206.119.188.48,resolved,accepted,2,1,True,fallback
