url,shortlisted_cse,shortlisted_domain,fetch_status,classification,confidence_band,evidence_tier,lexical_score,hash_score,old_fuzzy_hit,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,typo_anchor,hash_anchor,clip_anchor,tvc_brand_detected,tvc_detected_brand,tvc_brand_spoofed,ocr_text_len,registrar,hosting_isp,hosting_country,dns_records,brand_model_top1,brand_model_confidence,domain_model_top1,domain_model_confidence,model_brand_agrees_with_shortlist,model_domain_agrees_with_shortlist,model_feature_status,model_input_error
https://cloudpride.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.9,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:15.197.225.128;A:3.33.251.168;NS:ns65.domaincontrol.com.;NS:ns66.domaincontrol.com.;MX:10 mailstore1.secureserver.net.;MX:0 smtp.secureserver.net.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://main-zlks.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.8704,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Unstoppable Domains Inc.,NA,NA,A:100.99.99.99;NS:damien.ns.cloudflare.com.;NS:april.ns.cloudflare.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://finsintech.com,Kfintech,kfintech.com,timeout,Suspected,Low,weak_evidence,0.8583,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:76.223.67.189;A:13.248.213.45;NS:ns40.domaincontrol.com.;NS:ns39.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://indiandaz.com,IndusInd Bank,indusind.bank.in,timeout,Suspected,Low,weak_evidence,0.8639,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:216.198.79.1;NS:ns08.domaincontrol.com.;NS:ns07.domaincontrol.com.;MX:60 mxb.mailgun.org.;MX:60 mxa.mailgun.org.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://ampfintech.com,Kfintech,kfintech.com,timeout,Suspected,Low,weak_evidence,0.8583,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Dynadot Inc,AMAZON-02,US,A:44.232.173.249;A:52.40.42.113;NS:launch2.spaceship.net.;NS:launch1.spaceship.net.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://fintechers.com,Kfintech,kfintech.com,timeout,Suspected,Low,weak_evidence,0.8583,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Dynadot Inc,AMAZON-02,US,A:52.40.42.113;A:44.232.173.249;NS:launch2.spaceship.net.;NS:launch1.spaceship.net.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://spabid.com,State Bank of India (SBI),sbi.co.in,timeout,Suspected,Low,weak_evidence,0.85,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Porkbun LLC,AMAZON-02,US,A:76.223.54.146;A:13.248.169.48;NS:ns1.afternic.com.;NS:ns2.afternic.com.;MX:0 .,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://maxbilbow.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.8519,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"Cloudflare, Inc.",CLOUDFLARENET,NA,A:172.67.149.28;A:104.21.33.199;NS:abby.ns.cloudflare.com.;NS:noah.ns.cloudflare.com.;MX:10 mx02.mail.icloud.com.;MX:10 mx01.mail.icloud.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://bankofdigitaldollar.com,Bank of Baroda,bankofbaroda.bank.in,timeout,Suspected,Low,weak_evidence,0.8519,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Epik LLC,AMAZON-02,US,A:15.197.228.149;A:3.33.165.172;NS:ns1.domaineasy.com.;NS:ns2.domaineasy.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudy96th.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.9,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:76.223.67.189;A:13.248.213.45;NS:ns66.domaincontrol.com.;NS:ns65.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudhack.cloud,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.9111,0.0,True,True,True,True,False,True,False,False,False,none,False,0,GoDaddy,AMAZON-02,US,A:3.33.130.190;A:15.197.148.33;NS:ns07.domaincontrol.com.;NS:ns08.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://axishkg.com,Axis Bank,axis.bank.in,timeout,Suspected,Low,weak_evidence,0.9143,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",CLOUDFLARENET,CA,A:23.227.38.32;NS:ns78.domaincontrol.com.;NS:ns77.domaincontrol.com.;MX:0 smtp.secureserver.net.;MX:10 mailstore1.secureserver.net.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://mpsconline.com,Computer Age Management Services Ltd. (CAMS),camsonline.com,timeout,Suspected,Low,weak_evidence,0.8963,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"HOSTINGER operations, UAB",Hostinger International Limited,LT,A:2.57.91.92;NS:ns2.dns-expired.com.;NS:ns1.dns-expired.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://parixitsanghani.com,parivahan sewa,parivahan.gov.in,timeout,Suspected,Low,weak_evidence,0.8594,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"Cloudflare, Inc.",FASTLY,US,A:185.199.109.153;A:185.199.111.153;A:185.199.108.153;A:185.199.110.153;NS:miles.ns.cloudflare.com.;NS:emily.ns.cloudflare.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://mailoasis2.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.88,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"Spaceship, Inc.",NA,NA,A:100.99.99.99;NS:launch2.spaceship.net.;NS:launch1.spaceship.net.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://homeloanscore.com,State Bank of India (SBI),homeloans.sbi,timeout,Suspected,Low,weak_evidence,0.9385,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"TurnCommerce, Inc. DBA NameBright.com",AMAZON-AES,US,A:54.243.117.197;A:13.223.25.84;NS:nsg2.namebrightdns.com.;NS:nsg1.namebrightdns.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://maninalto.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.8519,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Tucows Domains Inc.,Aruba S.p.A.,IT,A:62.149.189.54;NS:dns4.arubadns.cz.;NS:dns.technorail.com.;NS:dns2.technorail.com.;NS:dns3.arubadns.net.;MX:10 mx.maninalto.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://homebuildersofnc.com,State Bank of India (SBI),homeloans.sbi,timeout,Suspected,Low,weak_evidence,0.8528,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:13.248.213.45;A:76.223.67.189;NS:ns20.domaincontrol.com.;NS:ns19.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://clouduniversal.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.8714,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns1.afternic.com.;NS:ns2.afternic.com.;MX:0 .,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://macnica-cloud.net,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.7385,0.0,False,True,True,False,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:13.248.213.45;A:76.223.67.189;NS:ns06.domaincontrol.com.;NS:ns05.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudcarevoip.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.8769,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:13.248.213.45;A:76.223.67.189;NS:ns30.domaincontrol.com.;NS:ns29.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://modrails.org,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.85,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"NameCheap, Inc.",Akamai Connected Cloud,DE,A:139.162.170.178;NS:dns2.registrar-servers.com.;NS:dns1.registrar-servers.com.;MX:10 eforward1.registrar-servers.com.;MX:15 eforward4.registrar-servers.com.;MX:20 eforward5.registrar-servers.com.;MX:10 eforward3.registrar-servers.com.;MX:10 eforward2.registrar-servers.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloud.house,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,1.0,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Dynadot Inc,AMAZON-02,US,A:13.248.169.48;A:76.223.54.146;NS:ns2.afternic.com.;NS:ns1.afternic.com.;MX:0 .,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://indusnov.com,IndusInd Bank,indusind.bank.in,timeout,Suspected,Low,weak_evidence,0.9,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"HOSTINGER operations, UAB",GOOGLE-CLOUD-PLATFORM,US,A:34.120.137.41;NS:ns1.dns-parking.com.;NS:ns2.dns-parking.com.;MX:5 mx1.hostinger.com.;MX:10 mx2.hostinger.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cadoonlinevn.org,Computer Age Management Services Ltd. (CAMS),camsonline.com,timeout,Suspected,Low,weak_evidence,0.8578,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"NameSilo, LLC",CLOUDFLARENET,NA,A:104.21.91.236;A:172.67.181.234;NS:martha.ns.cloudflare.com.;NS:lochlan.ns.cloudflare.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://axismediaindia.com,Axis Bank,axismaxlife.com,timeout,Suspected,Low,weak_evidence,0.8571,0.0,True,True,True,True,False,False,False,False,False,none,False,0,"NameSilo, LLC",20i Limited,GB,A:185.151.30.222;NS:ns3.serverbyt.in.;NS:ns4.serverbyt.in.;NS:ns1.serverbyt.in.;NS:ns2.serverbyt.in.;MX:10 mx.stackmail.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://kaiztech.net,Kfintech,kfintech.com,timeout,Suspected,Low,weak_evidence,0.85,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"NameCheap, Inc.",SHOCK-1,US,A:146.71.80.162;NS:ns1.shockhosting.com.;NS:ns2.shockhosting.com.;MX:0 kaiztech.net.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://axisupi.com,Axis Bank,axis.bank.in,timeout,Suspected,Low,weak_evidence,0.9143,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"NameCheap, Inc.",NAMECHEAP-NET,US,A:162.255.119.13;NS:dns1.registrar-servers.com.;NS:dns2.registrar-servers.com.;MX:20 mx2.zoho.in.;MX:10 mx.zoho.in.;MX:50 mx3.zoho.in.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://myvirtual.institute,Vodafone Idea (VI),myvi.in,timeout,Suspected,Low,weak_evidence,0.8889,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"HOSTINGER operations, UAB",CLOUDFLARENET,NA,A:172.67.132.3;A:104.21.4.110;NS:nina.ns.cloudflare.com.;NS:robert.ns.cloudflare.com.;MX:5 mx1.hostinger.com.;MX:10 mx2.hostinger.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://hw-ai-cloud.top,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.6742,0.0,False,True,True,False,False,False,False,False,False,none,False,0,NA,"Hangzhou Alibaba Advertising Co.,Ltd.",CN,A:47.116.126.176;NS:dns10.hichina.com.;NS:dns9.hichina.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://sebi.exchange,State Bank of India (SBI),sbi.co.in,timeout,Suspected,Low,weak_evidence,0.925,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"NameCheap, Inc.",AMAZON-02,US,A:75.2.60.5;NS:dns2.registrar-servers.com.;NS:dns1.registrar-servers.com.;MX:10 eforward1.registrar-servers.com.;MX:15 eforward4.registrar-servers.com.;MX:10 eforward3.registrar-servers.com.;MX:20 eforward5.registrar-servers.com.;MX:10 eforward2.registrar-servers.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://myvirtualmoh.com,Vodafone Idea (VI),myvi.in,timeout,Suspected,Low,weak_evidence,0.8667,0.0,True,True,True,True,False,True,False,False,False,none,False,0,IONOS SE,IONOS SE,DE,A:217.160.0.92;NS:ns1019.ui-dns.biz.;NS:ns1112.ui-dns.org.;NS:ns1026.ui-dns.de.;NS:ns1055.ui-dns.com.;MX:10 mx00.ionos.co.uk.;MX:10 mx01.ionos.co.uk.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://marianlt.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.8667,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"NameSilo, LLC",SERVERCENTRAL,US,A:50.31.174.38;NS:ns12.banahosting.com.;NS:ns13.banahosting.com.;MX:0 marianlt.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudsmart1t.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.8833,0.0,True,True,True,True,False,True,False,False,False,none,False,0,IONOS SE,IONOS SE,US,A:74.208.236.180;NS:ns1062.ui-dns.biz.;NS:ns1079.ui-dns.com.;NS:ns1114.ui-dns.org.;NS:ns1040.ui-dns.de.;MX:10 mx01.ionos.com.;MX:10 mx00.ionos.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://desilife.travel,State Bank of India (SBI),sbilife.co.in,timeout,Suspected,Low,weak_evidence,0.869,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"HOSTINGER operations, UAB",AS-VULTR,IN,A:65.20.76.133;NS:jon.quicns.cloud.;NS:kevin.quicns.org.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudology.us,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.9,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:15.197.148.33;A:3.33.130.190;NS:ns51.domaincontrol.com.;NS:ns52.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://mailfry.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.9143,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"NameSilo, LLC",NA,NA,A:100.99.99.99;NS:ns1-colonel.vivawebhost.com.;NS:ns2-colonel.vivawebhost.com.;MX:0 mailfry.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://axisofenglish.com,Axis Bank,axismf.com,timeout,Suspected,Low,weak_evidence,0.8615,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Squarespace Domains II LLC,SQUARESPACE,US,A:198.185.159.145;A:198.49.23.145;A:198.185.159.144;A:198.49.23.144;NS:ns-cloud-b1.googledomains.com.;NS:ns-cloud-b3.googledomains.com.;NS:ns-cloud-b2.googledomains.com.;NS:ns-cloud-b4.googledomains.com.;MX:1 smtp.google.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudburt.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.9111,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"Amazon Registrar, Inc.",Virgin Media,GB,A:77.97.212.177;NS:laila.ns.cloudflare.com.;NS:clay.ns.cloudflare.com.;MX:10 mxext2.mailbox.org.;MX:10 mxext1.mailbox.org.;MX:20 mxext3.mailbox.org.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://apis.bot,Axis Bank,axis.bank.in,timeout,Suspected,Low,weak_evidence,0.85,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Porkbun LLC,AMAZON-02,US,A:44.227.65.245;A:44.227.76.166;NS:fortaleza.ns.porkbun.com.;NS:salvador.ns.porkbun.com.;NS:curitiba.ns.porkbun.com.;NS:maceio.ns.porkbun.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudaether.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.8909,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Dynadot Inc,Team Internet AG,DE,A:185.53.179.128;NS:ns2.dyna-ns.net.;NS:ns1.dyna-ns.net.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloud-adsprint.click,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.8714,0.0,True,True,True,True,False,True,False,False,False,none,False,0,NAMECHEAP,Akamai Connected Cloud,US,A:172.234.24.211;A:172.239.57.117;NS:dns101.registrar-servers.com.;NS:dns102.registrar-servers.com.;MX:10 mx.plingest.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://cloudislandboy.com,National Informatics Centre (NIC),cloud.gov.in,timeout,Suspected,Low,weak_evidence,0.8714,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy Corporate Domains, LLC",AMAZON-02,US,A:75.2.103.146;A:99.83.188.150;NS:ns03.gcd-dns.com.;NS:ns04.gcd-dns.com.;MX:0 .,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://vsgs.org,Indian Space Research Organisation (ISRO),vssc.gov.in,timeout,Suspected,Low,weak_evidence,0.8667,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"Network Solutions, LLC",Wix.com Ltd.,US,A:199.15.163.139;NS:dns1.parastorage.com.;NS:dns2.parastorage.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://mailbreach.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.88,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",CLOUDFLARENET,NA,A:104.21.37.50;A:172.67.203.247;NS:zod.ns.cloudflare.com.;NS:lilith.ns.cloudflare.com.;MX:10 alt4.aspmx.l.google.com.;MX:10 alt3.aspmx.l.google.com.;MX:5 alt1.aspmx.l.google.com.;MX:5 alt2.aspmx.l.google.com.;MX:1 aspmx.l.google.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://mailsurparse.com,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.8667,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"GoDaddy.com, LLC",AMAZON-02,US,A:13.248.213.45;A:76.223.67.189;NS:ns56.domaincontrol.com.;NS:ns55.domaincontrol.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://sbibi.net,State Bank of India (SBI),sbi.co.in,timeout,Suspected,Low,weak_evidence,0.9067,0.0,True,True,True,True,False,True,False,False,False,none,False,0,Dynadot Inc,CTG Server Limited,SG,A:143.92.53.221;NS:jo.ns.cloudflare.com.;NS:reese.ns.cloudflare.com.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
https://magicola.xyz,National Informatics Centre (NIC),kavach.mail.gov.in,timeout,Suspected,Low,weak_evidence,0.8667,0.0,True,True,True,True,False,True,False,False,False,none,False,0,"Nicnames, Inc.",DIGITALOCEAN-ASN,US,A:143.244.211.82;NS:ns1.doma.xyz.;NS:ns2.doma.xyz.,NA,0.0,Unknown,0.0,False,False,feature_error,'SimpleImputer' object has no attribute '_fill_dtype'
