Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
Punjab National Bank (PNB),netpnb.com,netionbd.com
State Bank of India (SBI),onlinesbi.sbi,onlineschool.pl
ICICI Bank,icicidirect.com,iciciprulife.xyz
State Bank of India (SBI),sbiepay.sbi,senpay.fun
Punjab National Bank (PNB),netpnb.com,npn.life
State Bank of India (SBI),onlinesbi.sbi,onlinesabongbet.com
State Bank of India (SBI),sbi.co.in,stbkil.com
State Bank of India (SBI),onlinesbi.sbi,onlinecasino-yep.cl
State Bank of India (SBI),onlinesbi.sbi,online-iyx.com
State Bank of India (SBI),onlinesbi.sbi,onlinetools.pro
State Bank of India (SBI),sbicard.com,simcar.pro
State Bank of India (SBI),onlinesbi.sbi,online-monitor.com
State Bank of India (SBI),sbi.co.in,szbi8.cyou
Airtel,airtel.in,aiothelp.co.uk
State Bank of India (SBI),onlinesbi.sbi,onlineparadigm.com
State Bank of India (SBI),sbi.co.in,sbivr.net
State Bank of India (SBI),sbi.co.in,swbidp.com
State Bank of India (SBI),sbilife.co.in,suitlife.store
Indian Oil Corporation Limited (IOCL),iocl.com,ioclzgw.bond
ICICI Bank,icicibank.com,iciakin.shop
Bank of Baroda (BoB),bobibanking.com,b0binw.bond
HDFC Bank,hdfc.com,hdmf.cloud
State Bank of India (SBI),yonobusiness.sbi,ownabusiness.co.uk
Bank of Baroda (BoB),bankofbaroda.in,banker.lat
State Bank of India (SBI),onlinesbi.sbi,online-serials.fun
Airtel,airtel.in,airritual.com
State Bank of India (SBI),onlinesbi.sbi,onlinesabong2025.com
State Bank of India (SBI),onlinesbi.sbi,onlinegamesnow.world
Airtel,airtel.in,aitea.co.uk
State Bank of India (SBI),onlinesbi.sbi,onlineshoppez.com
Airtel,airtel.in,artilex.ai
Punjab National Bank (PNB),netpnb.com,netprobkam.pro
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crogic.shop
Airtel,airtel.in,airelations.in
State Bank of India (SBI),sbi.co.in,sdbi60.com
Airtel,airtel.in,airoute.app
Indian Oil Corporation Limited (IOCL),iocl.com,isoclr.com
State Bank of India (SBI),sbi.co.in,sbivisor.com
State Bank of India (SBI),onlinesbi.sbi,onlineras.com
State Bank of India (SBI),sbi.co.in,asbis.ci
State Bank of India (SBI),sbi.co.in,sabika.net
Airtel,airtel.in,artisteel.org
Airtel,airtel.in,airbeltech.com
State Bank of India (SBI),onlinesbi.sbi,onlineupsc.com
State Bank of India (SBI),onlinesbi.sbi,onlinerushreview.com
State Bank of India (SBI),sbi.co.in,sabim.pro
State Bank of India (SBI),onlinesbi.sbi,onlinebidwaves.com
State Bank of India (SBI),onlinesbi.sbi,onlinedatabase4u.com
Airtel,airtel.in,airtravelplanner.fr
State Bank of India (SBI),onlinesbi.sbi,online-grd.xyz
HDFC Bank,hdfc.com,hqsd5fch.bond
State Bank of India (SBI),sbi.co.in,skmbiw.bond
Airtel,airtel.in,airk1t.com
State Bank of India (SBI),onlinesbi.sbi,online-casinosus.com
Bank of Baroda (BoB),bankofbaroda.in,bankofengland.top
Bank of Baroda (BoB),bankofbaroda.in,banoo.boo
Airtel,airtel.in,atel.tech
State Bank of India (SBI),onlinesbi.sbi,onlisociol.online
State Bank of India (SBI),onlinesbi.sbi,online-casino-poland.info.pl
State Bank of India (SBI),onlinesbi.sbi,0nlin3.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irccode.in
State Bank of India (SBI),onlinesbi.sbi,onlinemaps.site
Airtel,airtel.in,ate.lat
State Bank of India (SBI),sbilife.co.in,smiliface.shop
State Bank of India (SBI),onlinesbi.sbi,onlinesakhi.com
State Bank of India (SBI),onlinesbi.sbi,onlinepusoy.com
State Bank of India (SBI),onlinesbi.sbi,onlinebizmaster.com
State Bank of India (SBI),onlinesbi.sbi,onlineconfirm.help
Airtel,airtel.in,jarintel.ai
State Bank of India (SBI),onlinesbi.sbi,onlinesintraconsulting.com
State Bank of India (SBI),sbilife.co.in,symbio4life.net
State Bank of India (SBI),onlinesbi.sbi,onlineclickshop.com
State Bank of India (SBI),onlinesbi.sbi,online-assistant.biz
Airtel,airtel.in,airthlabs.com
State Bank of India (SBI),onlinesbi.sbi,onlinebuy-prednisone.site
Airtel,airtel.in,airatelier.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crsgf.com
State Bank of India (SBI),onlinesbi.sbi,onlinebudapest.com
State Bank of India (SBI),onlinesbi.sbi,onlineglobalrecruiting.com
Airtel,airtel.in,airbattles.com
Indian Oil Corporation Limited (IOCL),iocl.com,iecl.com.mx
State Bank of India (SBI),onlinesbi.sbi,onlineplayboyservice.com
State Bank of India (SBI),sbilife.co.in,smilifeet.info
State Bank of India (SBI),sbi.co.in,sbilife.info
State Bank of India (SBI),onlinesbi.sbi,online-yep-casino.be
State Bank of India (SBI),onlinesbi.sbi,onlinetoko25.xyz
State Bank of India (SBI),sbi.co.in,5vbir.top
State Bank of India (SBI),onlinesbi.sbi,onlineexhausts.site
National Informatics Centre (NIC),accounts.mgovcloud.in,segocloud.com
State Bank of India (SBI),onlinesbi.sbi,onlinecashier.top
Airtel,airtel.in,airtonet.net
State Bank of India (SBI),onlinesbi.sbi,onlinestoreus.shop
State Bank of India (SBI),yonobusiness.sbi,nplbusiness.in
State Bank of India (SBI),onlinesbi.sbi,onlineans.shop
State Bank of India (SBI),onlinesbi.sbi,onlineigri.net
State Bank of India (SBI),onlinesbi.sbi,onlineinstaperf.com
State Bank of India (SBI),onlinesbi.sbi,online-tires.me
State Bank of India (SBI),yonobusiness.sbi,yono.bzh
State Bank of India (SBI),onlinesbi.sbi,onlinesmp.com
HDFC Bank,hdfc.com,hdcc.online
State Bank of India (SBI),sbi.co.in,stabie.org
Airtel,airtel.in,airtize.online
State Bank of India (SBI),onlinesbi.sbi,onlineshopmatrix.com
State Bank of India (SBI),onlinesbi.sbi,onlinebanzaiinvitation.com
State Bank of India (SBI),sbi.co.in,gsbi6.top
State Bank of India (SBI),sbi.co.in,sbbliq.bond
HDFC Bank,hdfc.com,rhbdfco.bond
State Bank of India (SBI),onlinesbi.sbi,onlinesiparisozel.com
State Bank of India (SBI),yonobusiness.sbi,inkybusiness.xyz
HDFC Bank,hdfc.com,ashdfc.top
State Bank of India (SBI),sbi.co.in,sbipov.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,casori.shop
Punjab National Bank (PNB),netpnb.com,pigsky.net.ru
ICICI Bank,icicibank.com,ccbank.website
National Informatics Centre (NIC),accounts.mgovcloud.in,xxmovscloud.com
State Bank of India (SBI),onlinesbi.sbi,online-task.xyz
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crsforge.com
Punjab National Bank (PNB),netpnb.com,panteonb.info
Airtel,airtel.in,airporticeland.com
State Bank of India (SBI),sbi.co.in,5-bird.org
Bank of Baroda (BoB),bankofbaroda.in,bankonoc.org
State Bank of India (SBI),sbilife.co.in,smiliface.net
State Bank of India (SBI),onlinesbi.sbi,onlinetikas.shop
Airtel,airtel.in,airlet.co
State Bank of India (SBI),sbilife.co.in,ilife.kz
Airtel,airtel.in,airy-trek.com
Airtel,airtel.in,augite1.shop
National Informatics Centre (NIC),accounts.mgovcloud.in,gogacloud.com
State Bank of India (SBI),sbi.co.in,submit.agency
State Bank of India (SBI),sbi.co.in,sbilv.com
Airtel,airtel.in,aietp1.sbs
National Informatics Centre (NIC),accounts.mgovcloud.in,moducloud.org
Airtel,airtel.in,agirela.immo
State Bank of India (SBI),sbiepay.sbi,sbianpees.ru
State Bank of India (SBI),onlinesbi.sbi,onlinezucai.com
HDFC Bank,hdfc.com,hjfc.online
Bank of Baroda (BoB),bankofbaroda.in,bankofamericatel.com
State Bank of India (SBI),sbicard.com,ssciard.me
State Bank of India (SBI),onlinesbi.sbi,online-syntax.in
State Bank of India (SBI),onlinesbi.sbi,onlinecasino-zerkalo.club
State Bank of India (SBI),yonobusiness.sbi,yourhrbusiness.com
State Bank of India (SBI),onlinesbi.sbi,onlinebusiness2026.ru
State Bank of India (SBI),onlinesbi.sbi,onlinebiznestatyana.ru
State Bank of India (SBI),onlinesbi.sbi,onli.info
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,critic.chat
Airtel,airtel.in,airwheel.online
Indian Oil Corporation Limited (IOCL),iocl.com,7iochl.sbs
Punjab National Bank (PNB),netpnb.com,neptun.yachts
State Bank of India (SBI),sbi.co.in,sbp-id.ru
State Bank of India (SBI),onlinesbi.sbi,onlinejobsalert.com
State Bank of India (SBI),onlinesbi.sbi,online-kino.kz
Bank of Baroda (BoB),bankofbaroda.in,bankaka.shop
State Bank of India (SBI),onlinesbi.sbi,olivebi.com
State Bank of India (SBI),onlinesbi.sbi,onlinednb.com
State Bank of India (SBI),onlinesbi.sbi,onliem.com
State Bank of India (SBI),yonobusiness.sbi,notmybusiness.ru
Bank of Baroda (BoB),bankofbaroda.in,bankofindiabank.com
HDFC Bank,hdfcergo.com,hdfcergorenewalinsurancepolicys.in
State Bank of India (SBI),onlinesbi.sbi,onlinecloning.com
HDFC Bank,hdfc.com,hdgf.site
State Bank of India (SBI),sbi.co.in,sabith.in
Airtel,airtel.in,aird-tech.com
State Bank of India (SBI),yonobusiness.sbi,cartoonbusiness.online
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,ircgycd.sbs
State Bank of India (SBI),onlinesbi.sbi,onlinegabling.com
State Bank of India (SBI),onlinesbi.sbi,onlineclickshop.online
State Bank of India (SBI),onlinesbi.sbi,onlinecoaching.app
State Bank of India (SBI),sbi.co.in,sbiz.club
State Bank of India (SBI),sbicard.com,scared.xyz
State Bank of India (SBI),onlinesbi.sbi,onlinecoins.info
Punjab National Bank (PNB),netpnb.com,netpoa.ke
State Bank of India (SBI),onlinesbi.sbi,onlinebewerten.org
State Bank of India (SBI),onlinesbi.sbi,onlib.top
State Bank of India (SBI),onlinesbi.sbi,onlinefirsatta.com.tr
Airtel,airtel.in,air.cafe
Indian Oil Corporation Limited (IOCL),iocl.com,iocl.online
Airtel,airtel.in,airtridee.cloud
State Bank of India (SBI),onlinesbi.sbi,onlinetaka.site
Airtel,airtel.in,architel.cl
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,cursoria.ca
State Bank of India (SBI),onlinesbi.sbi,onlinewp.store
State Bank of India (SBI),onlinesbi.sbi,onlinesolarindo.com
Airtel,airtel.in,airset.pl
State Bank of India (SBI),onlinesbi.sbi,online-sale.site
State Bank of India (SBI),sbi.co.in,skbgic.top
State Bank of India (SBI),sbi.co.in,stbuir.shop
State Bank of India (SBI),onlinesbi.sbi,online-shops.site
State Bank of India (SBI),sbicard.com,sibcar.ch
Airtel,airtel.in,airtel-pay.asia
Indian Oil Corporation Limited (IOCL),iocl.com,ia01.com.br
State Bank of India (SBI),onlinesbi.sbi,onlinepakbon.nl
HDFC Bank,hdfc.com,hardface.online
State Bank of India (SBI),onlinesbi.sbi,onlinetribute.site
Airtel,airtel.in,airtonlima.com.br
State Bank of India (SBI),onlinesbi.sbi,onlinememorial.site
State Bank of India (SBI),sbi.co.in,sbiadmin.co.in
State Bank of India (SBI),sbi.co.in,usbil.com
Airtel,airtel.in,airfilter.id
Airtel,airtel.in,agiotel.com
State Bank of India (SBI),onlinesbi.sbi,onlinemadrasha.com
Indian Oil Corporation Limited (IOCL),iocl.com,bioclc.com
State Bank of India (SBI),sbi.co.in,500biz.icu
Airtel,airtel.in,airtize.net
State Bank of India (SBI),onlinesbi.sbi,onlinebank.news
State Bank of India (SBI),yonobusiness.sbi,nikobusiness.com
State Bank of India (SBI),onlinesbi.sbi,onlinelisansim.com
Airtel,airtel.in,arqintel.net
State Bank of India (SBI),onlinesbi.sbi,onlinemrkt.com
Bank of Baroda (BoB),bobibanking.com,blinking.lol
State Bank of India (SBI),sbi.co.in,5biotech.com
State Bank of India (SBI),sbilife.co.in,silitsafe.shop
State Bank of India (SBI),onlinesbi.sbi,online88.world
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irictech.asia
State Bank of India (SBI),onlinesbi.sbi,onlinegaminghq.store
Punjab National Bank (PNB),pnbindia.in,pnbit.com
State Bank of India (SBI),onlinesbi.sbi,onlineto.online
State Bank of India (SBI),onlinesbi.sbi,onlinecsgb.online
State Bank of India (SBI),onlinesbi.sbi,onlineoff.sbs
State Bank of India (SBI),onlinesbi.sbi,onlineindiavisas.com
State Bank of India (SBI),onlinesbi.sbi,onliner.club
State Bank of India (SBI),onlinesbi.sbi,onlinekitchen.org
National Informatics Centre (NIC),accounts.mgovcloud.in,rovacloud.com
State Bank of India (SBI),sbi.co.in,s1bjiw.info
State Bank of India (SBI),onlinesbi.sbi,onlinehurdaci.com
HDFC Bank,hdfc.com,hdforcelab.com
State Bank of India (SBI),onlinesbi.sbi,online-cassino.org
State Bank of India (SBI),sbicard.com,sic-ar.com
Airtel,airtel.in,aigcrate.com
State Bank of India (SBI),onlinesbi.sbi,onlinevisionweb.com
State Bank of India (SBI),onlinesbi.sbi,onlinecr.top
State Bank of India (SBI),onlinesbi.sbi,onlinefile.online
State Bank of India (SBI),sbilife.co.in,silkie.store
State Bank of India (SBI),sbilife.co.in,smiliface.store
State Bank of India (SBI),onlinesbi.sbi,online-gb.com
Bank of Baroda (BoB),bankofbaroda.in,banktobankrouting.com
Bank of Baroda (BoB),bankofbaroda.in,bankofamericahttp.com
State Bank of India (SBI),sbilife.co.in,simplife.co.uk
State Bank of India (SBI),onlinesbi.sbi,online-osago.ru
HDFC Bank,hdfc.com,hdcl.info
State Bank of India (SBI),sbi.co.in,sbircno.bond
State Bank of India (SBI),onlinesbi.sbi,onlineservisbirimi.com
State Bank of India (SBI),sbi.co.in,hsbip.com
State Bank of India (SBI),onlinesbi.sbi,onlinedoc.org
State Bank of India (SBI),sbiepay.sbi,sepia.ngo
State Bank of India (SBI),sbi.co.in,s9bit6.info
State Bank of India (SBI),sbi.co.in,sepbii.com
Airtel,airtel.in,airebels.in
State Bank of India (SBI),sbilife.co.in,sabinalife.com
State Bank of India (SBI),onlinesbi.sbi,onlinebiz191.com
State Bank of India (SBI),onlinesbi.sbi,onlineverify.help
Airtel,airtel.in,aipartel.xyz
State Bank of India (SBI),sbi.co.in,sobrio.shop
State Bank of India (SBI),sbi.co.in,sbhidq.info
Bank of Baroda (BoB),bankofbaroda.in,bankableworld.com
Punjab National Bank (PNB),netpnb.com,netns.io
State Bank of India (SBI),onlinesbi.sbi,onlinebanzaiinvite.com
State Bank of India (SBI),sbicard.com,sicarupad.com
State Bank of India (SBI),sbi.co.in,sbiuled.com
State Bank of India (SBI),onlinesbi.sbi,onlinecashflow.site
Punjab National Bank (PNB),netpnb.com,wnd.net.ru
Indian Oil Corporation Limited (IOCL),iocl.com,i05l.com
Indian Oil Corporation Limited (IOCL),iocl.com,dinocle.link
State Bank of India (SBI),sbi.co.in,shbaix.com
State Bank of India (SBI),onlinesbi.sbi,online-deutsche-bank.com
State Bank of India (SBI),onlinesbi.sbi,onlineloeschen.com
State Bank of India (SBI),onlinesbi.sbi,onlinemza.uno
State Bank of India (SBI),onlinesbi.sbi,onlineshopingbd.top
State Bank of India (SBI),sbilife.co.in,smiliface.com
State Bank of India (SBI),onlinesbi.sbi,onlinethrift.blog
State Bank of India (SBI),onlinesbi.sbi,onlineincomebook.com
Bank of Baroda (BoB),bankofbaroda.in,bankkb.com
State Bank of India (SBI),onlinesbi.sbi,online-basvur.cfd
State Bank of India (SBI),sbi.co.in,sbiowlm.sbs
State Bank of India (SBI),sbilife.co.in,biz-life.club
Airtel,airtel.in,airtek.shop
Bank of Baroda (BoB),bankofbaroda.in,banabda.web.id
Bank of Baroda (BoB),bobibanking.com,bobiboating.com
State Bank of India (SBI),sbicard.com,bitcard.build
Airtel,airtel.in,airmaterialsexpo.com
State Bank of India (SBI),onlinesbi.sbi,onlineups.info
State Bank of India (SBI),onlinesbi.sbi,onlinecasinos-usa.org
Bank of Baroda (BoB),bankofbaroda.in,bankau.biz
Airtel,airtel.in,airportkeflavik.com
State Bank of India (SBI),onlinesbi.sbi,onlinecasinosg.info
State Bank of India (SBI),onlinesbi.sbi,online77.click
State Bank of India (SBI),sbilife.co.in,symbio4life.org
State Bank of India (SBI),onlinesbi.sbi,online-fun.lol
Airtel,airtel.in,airatesmy.com
Airtel,airtel.in,aireg.pro
State Bank of India (SBI),sbilife.co.in,smilifeet.com
Airtel,airtel.in,airtize.site
Punjab National Bank (PNB),netpnb.com,netphoneburner.com
State Bank of India (SBI),onlinesbi.sbi,onlinettk.com
State Bank of India (SBI),onlinesbi.sbi,online-best.vip
Bank of Baroda (BoB),bankofbaroda.in,banked.world
State Bank of India (SBI),sbicard.com,bitcard.one
State Bank of India (SBI),onlinesbi.sbi,onlineweifu.com
State Bank of India (SBI),onlinesbi.sbi,onlinecallboyservice.com
State Bank of India (SBI),onlinesbi.sbi,onlinejokercasino.website
State Bank of India (SBI),onlinesbi.sbi,onlinesalesbulletins.com
Airtel,airtel.in,airhunter.org
State Bank of India (SBI),sbilife.co.in,sigmalife.fun
Airtel,airtel.in,airlle.com
Indian Oil Corporation Limited (IOCL),iocl.com,iocircle.vn
State Bank of India (SBI),yonobusiness.sbi,anvbusiness.net
National Informatics Centre (NIC),accounts.mgovcloud.in,mio-cloud.net
Bank of Baroda (BoB),bankofbaroda.in,banko.studio
State Bank of India (SBI),sbi.co.in,sbrfid.com
State Bank of India (SBI),onlinesbi.sbi,onlinestax.com
State Bank of India (SBI),onlinesbi.sbi,onlinedemo.xyz
HDFC Bank,hdfc.com,hfdbc.buzz
State Bank of India (SBI),onlinesbi.sbi,onlymine.app
State Bank of India (SBI),sbicard.com,bricard.shop
State Bank of India (SBI),onlinesbi.sbi,onlineirelandbesstcasino.com
State Bank of India (SBI),sbi.co.in,subciz.org.zm
Airtel,airtel.in,airetales.com
State Bank of India (SBI),onlinesbi.sbi,online-ilani.xyz
State Bank of India (SBI),onlinesbi.sbi,online-smart.com
Punjab National Bank (PNB),netpnb.com,netpy.xyz
State Bank of India (SBI),onlinesbi.sbi,onlinekaufbestaetigung.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crsorgigovt.xyz
Bank of Baroda (BoB),bankofbaroda.in,bankonoc.com
HDFC Bank,hdfc.com,h3dc.com
Bank of Baroda (BoB),bankofbaroda.in,banka.cfd
Indian Oil Corporation Limited (IOCL),iocl.com,infoclub.ru
Airtel,airtel.in,airtm.cfd
Indian Oil Corporation Limited (IOCL),iocl.com,iodc.space
State Bank of India (SBI),onlinesbi.sbi,onlineproz.link
State Bank of India (SBI),onlinesbi.sbi,onlineindex.dk
Punjab National Bank (PNB),netpnb.com,netna.app
Airtel,airtel.in,albite1.shop
Bank of Baroda (BoB),bankofbaroda.in,bankofanimals.com
Airtel,airtel.in,airwheel.com.vn
State Bank of India (SBI),onlinesbi.sbi,onlinebankingusa.sbs
State Bank of India (SBI),onlinesbi.sbi,onlinegeme.site
State Bank of India (SBI),sbicard.com,bigcard.vn
State Bank of India (SBI),onlinesbi.sbi,onlinenonaamscasino.live
State Bank of India (SBI),onlinesbi.sbi,onlinehomie.in
State Bank of India (SBI),onlinesbi.sbi,onlinetestimonies.com
Airtel,airtel.in,airtite.online
Airtel,airtel.in,agireel.com
HDFC Bank,hdfc.com,hdgc.club
Indian Oil Corporation Limited (IOCL),iocl.com,io5cul.bond
State Bank of India (SBI),sbi.co.in,subvie.online
State Bank of India (SBI),onlinesbi.sbi,onlinecasinoewallets.com
Airtel,airtel.in,arqtell.com
Punjab National Bank (PNB),netpnb.com,way.net.ru
State Bank of India (SBI),sbi.co.in,sbikxj.sbs
Punjab National Bank (PNB),pnbindia.in,pnidnat.bond
State Bank of India (SBI),onlinesbi.sbi,onlinebestzik.shop
Airtel,airtel.in,airwell.technology
